1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2010:Q2,737853.00,-492824.00,335131.00,202515.00,-72316.00,301285.00,-11985.00,406391.00,-188514.00,4078.00,-4443.00,-13773.00,15398.00,-23256.00,38472.00,0.00,-36847.00,579.00,80570.00,34615.00,464061.00
2010:Q3,220177.00,117411.00,425507.00,-136938.00,18890.00,-58545.00,-18888.00,245636.00,-318639.00,-41.00,20354.00,7310.00,-18905.00,-25895.00,77583.00,0.00,-15670.00,29927.00,-25581.00,-15736.00,-146148.00
2010:Q4,426018.00,-426847.00,185570.00,-359954.00,19871.00,670664.00,-6055.00,86658.00,480688.00,-5346.00,-11969.00,30578.00,64926.00,-29184.00,-49520.00,0.00,88252.00,6368.00,-63041.00,78310.00,336714.00
2011:Q1,394038.00,102654.00,799356.00,27011.00,44715.00,153109.00,-17940.00,235311.00,78322.00,3671.00,-11331.00,16882.00,-45064.00,-34128.00,-35908.00,0.00,34236.00,-32646.00,-45225.00,6929.00,-732806.00
2011:Q2,143339.00,-1229695.00,835482.00,-62346.00,66340.00,11789.00,-1257.00,132072.00,-19287.00,1193.00,-88981.00,30801.00,1615.00,-36680.00,-3267.00,0.00,24016.00,51909.00,15934.00,-96280.00,521768.00
2011:Q3,-1244820.00,-1792038.00,727317.00,36324.00,81068.00,-207590.00,8661.00,-102512.00,-250087.00,-1456.00,23584.00,-42114.00,21985.00,-36929.00,13743.00,0.00,60499.00,30562.00,141628.00,-75154.00,-89902.00
2011:Q4,1283374.00,-463876.00,814505.00,-50018.00,69530.00,346390.00,5686.00,94226.00,196555.00,554.00,-32121.00,108685.00,-111911.00,-35129.00,27504.00,0.00,54072.00,22435.00,-63064.00,78897.00,566844.00
2012:Q1,1188147.00,566040.00,745670.00,221816.00,43236.00,6894.00,-25477.00,180615.00,13191.00,-907.00,-22026.00,-44878.00,-31830.00,-39329.00,-7622.00,0.00,45338.00,33767.00,-161535.00,67587.00,-395508.00
2012:Q2,-231911.00,-1052008.00,565964.00,45710.00,23456.00,120393.00,-18263.00,-75775.00,-19715.00,702.00,28682.00,12570.00,-5969.00,-37795.00,31379.00,0.00,26495.00,10892.00,34935.00,132256.00,64575.00
2012:Q3,1102733.00,87835.00,848363.00,-333179.00,-16286.00,289531.00,-19534.00,274157.00,-108769.00,1877.00,15519.00,102307.00,18131.00,-41140.00,-881.00,0.00,43676.00,21889.00,-53879.00,36177.00,226468.00
2012:Q4,681505.00,84562.00,777648.00,-154350.00,8319.00,-116617.00,-12040.00,-245086.00,157963.00,-2020.00,-3109.00,22067.00,-18069.00,-47564.00,62241.00,0.00,-4451.00,50162.00,-29273.00,-47437.00,81942.00
2013:Q1,-254443.00,-471748.00,140852.00,96628.00,14970.00,-295546.00,-384.00,86125.00,-10532.00,97.00,37377.00,45458.00,-12609.00,-57271.00,-260408.00,0.00,-30458.00,-2194.00,-60603.00,-30143.00,260401.00
2013:Q2,-828590.00,-523849.00,164876.00,-60364.00,28662.00,-288414.00,-4725.00,-332012.00,6424.00,2307.00,8526.00,7274.00,-16571.00,-51227.00,237591.00,0.00,-140510.00,53464.00,-48343.00,-10612.00,-149502.00
2013:Q3,-219405.00,55083.00,329508.00,-3910.00,74375.00,-595231.00,-2459.00,-141139.00,-215850.00,4278.00,8795.00,26156.00,757.00,-66931.00,-138186.00,0.00,-30383.00,13261.00,4890.00,-58420.00,-79230.00
2013:Q4,-241668.00,-811848.00,345453.00,-178503.00,29515.00,415998.00,1287.00,305040.00,28533.00,-7762.00,2012.00,152496.00,-72107.00,-55512.00,146332.00,0.00,-89499.00,93069.00,-48490.00,-39401.00,-42283.00
2014:Q1,435060.00,73372.00,629840.00,14961.00,28870.00,122183.00,-6760.00,225484.00,111073.00,2772.00,-7029.00,-15947.00,-30663.00,-78144.00,-47226.00,0.00,-22346.00,618.00,-26353.00,16705.00,-434166.00
2014:Q2,286828.00,-240564.00,602244.00,-82573.00,-7645.00,79348.00,793.00,53548.00,-21251.00,1248.00,-3459.00,26999.00,-5470.00,-74235.00,77055.00,0.00,-12797.00,1689.00,3845.00,31382.00,-63983.00
2014:Q3,324345.00,28829.00,655361.00,131366.00,-35610.00,-453717.00,11783.00,-211067.00,-82994.00,-3009.00,5526.00,671.00,-53006.00,-72001.00,-21534.00,0.00,-28490.00,17748.00,-13388.00,-3956.00,-1884.00
2014:Q4,-210733.00,-1465653.00,915567.00,-295716.00,-33752.00,22335.00,9829.00,137354.00,-1872.00,-1774.00,-2990.00,2158.00,-91562.00,-69854.00,85987.00,0.00,-35327.00,86821.00,-65667.00,-30767.00,646485.00
2015:Q1,-299242.00,-622908.00,131314.00,-148166.00,-37958.00,-383412.00,10136.00,-112863.00,-78847.00,3276.00,-5703.00,-31647.00,-40358.00,-69426.00,-116108.00,0.00,31247.00,25043.00,-23866.00,25704.00,761887.00
2015:Q2,-351808.00,345938.00,-154639.00,-98268.00,68168.00,-204336.00,6263.00,-241412.00,33413.00,1766.00,4671.00,-33736.00,48502.00,-68180.00,2947.00,0.00,2070.00,61036.00,-37160.00,15483.00,-308671.00
2015:Q3,-36144.00,-753773.00,155306.00,134424.00,-73922.00,-137291.00,7369.00,-174433.00,79765.00,-3796.00,567.00,-56196.00,22113.00,-67983.00,25494.00,0.00,25205.00,41127.00,17133.00,-53656.00,639111.00
2015:Q4,89633.00,-366367.00,208599.00,-143578.00,74862.00,-156743.00,4911.00,-14072.00,-85749.00,-946.00,7863.00,2972.00,-7870.00,-67592.00,43948.00,0.00,-19307.00,-6198.00,-44014.00,29311.00,472860.00
2016:Q1,-198836.00,-427224.00,137626.00,-105686.00,-12467.00,-235551.00,-2547.00,-443.00,-110567.00,3245.00,-12041.00,-38500.00,35783.00,-39082.00,-91216.00,0.00,-18377.00,37518.00,-347.00,1024.00,444467.00
2016:Q2,289814.00,34428.00,37860.00,-59707.00,-79169.00,-19601.00,-3609.00,92559.00,-98145.00,366.00,1917.00,-6156.00,13540.00,-55156.00,42013.00,0.00,57916.00,-1082.00,-31461.00,-32303.00,376002.00
2016:Q3,-398326.00,163560.00,41585.00,311908.00,-92530.00,-283996.00,-5050.00,-191496.00,-118894.00,5289.00,-2451.00,-14059.00,48505.00,-76807.00,35268.00,0.00,66033.00,-89750.00,17840.00,41576.00,-538853.00
2016:Q4,67355.00,104246.00,-64129.00,-394520.00,12171.00,-253429.00,-4038.00,-278612.00,199825.00,-4741.00,9368.00,-1975.00,-9950.00,-61731.00,7265.00,0.00,43225.00,-35916.00,-57998.00,-58151.00,663015.00
