1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2012:Q3,9232429.00,7594575.00,824400.00,37080.00,776374.00,9232429.00,7019485.00,953807.00,584011.00,369796.00,2116.00,287507.00,598393.00,29829.00,32246.00,404757.00,3730.00,92387.00,35444.00,371121.00
2012:Q4,9463734.00,7782240.00,861076.00,37686.00,782732.00,9463734.00,7179187.00,967539.00,595224.00,372315.00,2013.00,294534.00,627096.00,28888.00,32421.00,443541.00,4290.00,83528.00,34428.00,393365.00
2013:Q1,9521552.00,7796243.00,882271.00,38264.00,804774.00,9521552.00,7235345.00,967756.00,592560.00,375196.00,1594.00,299734.00,624668.00,30060.00,32546.00,437106.00,3617.00,90527.00,30812.00,392455.00
2013:Q2,9572480.00,7837657.00,886587.00,41196.00,807040.00,9572480.00,7247569.00,981251.00,603174.00,378077.00,1828.00,298421.00,644073.00,31233.00,32701.00,452593.00,4809.00,90022.00,32715.00,399338.00
2013:Q3,9789681.00,7982443.00,958331.00,43319.00,805588.00,9789681.00,7336086.00,1014024.00,633066.00,380958.00,1874.00,305943.00,711963.00,32406.00,33717.00,503162.00,7512.00,102539.00,32627.00,419791.00
2013:Q4,9872863.00,8062822.00,959834.00,42732.00,807475.00,9872863.00,7389904.00,1014893.00,631054.00,383839.00,1545.00,312618.00,708774.00,33578.00,34723.00,502999.00,5378.00,96186.00,35910.00,445129.00
2014:Q1,10075699.00,8191195.00,1012334.00,41360.00,830810.00,10075699.00,7577971.00,998950.00,611189.00,387761.00,1521.00,319706.00,716194.00,34054.00,35753.00,502291.00,7943.00,98617.00,37536.00,461357.00
2014:Q2,10139257.00,8244573.00,1021681.00,42776.00,830227.00,10139257.00,7569430.00,1036001.00,644319.00,391682.00,1510.00,312427.00,724162.00,34530.00,36751.00,518584.00,5917.00,96976.00,31404.00,495727.00
2014:Q3,10264761.00,8283375.00,1109476.00,41849.00,830061.00,10264761.00,7694033.00,1006706.00,611102.00,395604.00,1606.00,318413.00,752063.00,35007.00,37335.00,539970.00,5438.00,93346.00,40967.00,491940.00
2014:Q4,10448717.00,8509143.00,1056298.00,46791.00,836485.00,10448717.00,7891009.00,1012606.00,613081.00,399525.00,1746.00,321541.00,722733.00,35483.00,37887.00,523384.00,3275.00,95683.00,27021.00,499082.00
2015:Q1,10683265.00,8727102.00,1051102.00,43200.00,861861.00,10683265.00,8082577.00,1030860.00,625318.00,405542.00,1598.00,331771.00,730282.00,35952.00,38428.00,524038.00,1925.00,96162.00,33777.00,506177.00
2015:Q2,10628227.00,8700650.00,1015078.00,45644.00,866855.00,10628227.00,8074574.00,1004951.00,592079.00,412872.00,1863.00,323666.00,731897.00,36157.00,39000.00,519090.00,2840.00,98829.00,35981.00,491276.00
2015:Q3,10761755.00,8854888.00,990718.00,44559.00,871590.00,10761755.00,8255374.00,1013997.00,595882.00,418115.00,2079.00,326368.00,690015.00,36491.00,38439.00,484109.00,2696.00,101380.00,26900.00,473922.00
2015:Q4,10854902.00,8993166.00,934921.00,43887.00,882928.00,10854902.00,8391280.00,1009100.00,582072.00,427028.00,1764.00,335092.00,637607.00,36811.00,38127.00,444950.00,2536.00,96056.00,19127.00,480059.00
2016:Q1,11052599.00,9163992.00,943412.00,46505.00,898690.00,11052599.00,8499320.00,1014475.00,579698.00,434777.00,1816.00,339894.00,698763.00,37283.00,36387.00,493038.00,3337.00,109126.00,19592.00,498331.00
2016:Q2,11058436.00,9208318.00,885197.00,44514.00,920407.00,11058436.00,8578013.00,1025407.00,584234.00,441173.00,1931.00,335178.00,596658.00,37746.00,37948.00,426076.00,4108.00,73830.00,16950.00,521249.00
2016:Q3,11215241.00,9420740.00,806039.00,43648.00,944814.00,11215241.00,8923194.00,1073431.00,624924.00,448507.00,1838.00,329210.00,358012.00,38046.00,39114.00,192514.00,5261.00,68800.00,14277.00,529556.00
2016:Q4,11373068.00,9574104.00,794279.00,46385.00,958300.00,11373068.00,9102000.00,1070709.00,616041.00,454668.00,1536.00,340772.00,314344.00,38348.00,39336.00,146774.00,6700.00,66110.00,17076.00,543707.00
