1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2004:Q1,38493207.00,55204.00,434662.00,4201442.00,953439.00,2887447.00,426876.00,351983.00,1407752.00,700836.00,676432.00,562280.00,114152.00,0.00,6956839.00,2844601.00,135996.00,1016866.00,11530681.00,1568145.00,9962536.00,6291138.00,508461.00,10044316.00,191398.00,9656083.00,7083564.00,2096472.00,465.00,319265.00,156317.00,175280.00,21555.00
2004:Q2,39102277.00,57889.00,386659.00,4309308.00,925539.00,2928032.00,405345.00,322881.00,1478033.00,721774.00,703466.00,587143.00,116323.00,0.00,6930756.00,2817354.00,138381.00,1028378.00,11742884.00,1686134.00,10056750.00,6618138.00,515492.00,10365857.00,196993.00,9966821.00,7357478.00,2114539.00,2236.00,335064.00,157504.00,179716.00,22327.00
2004:Q3,39526095.00,58864.00,355246.00,4396558.00,866781.00,2940332.00,357737.00,392539.00,1492413.00,697644.00,694226.00,575861.00,118365.00,0.00,6761052.00,2846863.00,140792.00,1036786.00,11927915.00,1876370.00,10051545.00,6968251.00,532428.00,10630304.00,198420.00,10225025.00,7598219.00,2164875.00,-25629.00,328857.00,158703.00,184200.00,22659.00
2004:Q4,41738537.00,61764.00,399710.00,4479861.00,897327.00,3095254.00,472782.00,440576.00,1522624.00,659272.00,762103.00,641137.00,120966.00,0.00,7552843.00,3087568.00,143203.00,1060352.00,12411709.00,1721222.00,10690487.00,7233082.00,553762.00,11019622.00,202496.00,10605316.00,7859069.00,2220119.00,-16823.00,383049.00,159902.00,188685.00,23125.00
2005:Q1,42135709.00,67402.00,384343.00,4610510.00,862519.00,3127936.00,443693.00,434044.00,1545433.00,704766.00,752965.00,629204.00,123761.00,0.00,7551151.00,3055693.00,145639.00,1059341.00,12505887.00,1869401.00,10636486.00,7451761.00,560562.00,11215350.00,205597.00,10794179.00,8073942.00,2204974.00,-31140.00,384568.00,161835.00,192161.00,23413.00
2005:Q2,43036125.00,64549.00,345306.00,4729951.00,855809.00,3172942.00,396571.00,498526.00,1585718.00,692127.00,765916.00,639865.00,126051.00,0.00,7736431.00,3099646.00,148102.00,1063746.00,12754382.00,1872675.00,10881707.00,7736565.00,562780.00,11540977.00,207873.00,11113291.00,8355816.00,2232389.00,-21297.00,382593.00,163790.00,195675.00,24138.00
2005:Q3,44221437.00,66584.00,270533.00,4904222.00,875636.00,3091132.00,384865.00,495383.00,1603835.00,607049.00,761243.00,633937.00,127306.00,0.00,8135611.00,3238841.00,150594.00,1078204.00,13039086.00,1794666.00,11244420.00,8026616.00,583135.00,11888652.00,213563.00,11452447.00,8653018.00,2278385.00,-21366.00,376645.00,165765.00,199228.00,23414.00
2005:Q4,45390643.00,63847.00,285890.00,4961741.00,941142.00,3376778.00,419282.00,559126.00,1636866.00,761504.00,759197.00,632106.00,127091.00,0.00,8237253.00,3278598.00,153084.00,1082599.00,13305434.00,1746324.00,11559110.00,8336409.00,608671.00,12178716.00,216942.00,11736007.00,8912709.00,2320555.00,-16519.00,351521.00,167741.00,202782.00,22985.00
2006:Q1,47223686.00,67879.00,292773.00,5154569.00,944576.00,3518186.00,573739.00,548043.00,1628053.00,768351.00,851944.00,660355.00,124190.00,67399.00,8977659.00,3517274.00,155091.00,1010841.00,13636639.00,1671231.00,11965408.00,8481467.00,614787.00,12536378.00,219024.00,12087324.00,9217994.00,2337585.00,-9734.00,369405.00,172074.00,206845.00,23185.00
2006:Q2,47270836.00,72666.00,261976.00,5233180.00,980496.00,3609234.00,563140.00,500506.00,1691146.00,854442.00,889113.00,701189.00,119164.00,68760.00,8659413.00,3455045.00,157121.00,1008792.00,13735679.00,1825047.00,11910632.00,8587373.00,620748.00,12878196.00,227439.00,12416447.00,9519743.00,2349611.00,5042.00,365595.00,176456.00,210954.00,23356.00
2006:Q3,47994378.00,71749.00,231472.00,5364559.00,1002057.00,3378187.00,469882.00,491170.00,1677826.00,739309.00,895657.00,709938.00,112374.00,73345.00,8915699.00,3563337.00,159173.00,1027851.00,14048103.00,1803447.00,12244656.00,8710987.00,625547.00,13208019.00,227502.00,12742006.00,9758643.00,2411441.00,12825.00,378212.00,180885.00,215108.00,23403.00
2006:Q4,50083419.00,69946.00,239419.00,5479753.00,1104972.00,3342261.00,332271.00,581898.00,1694014.00,734078.00,892267.00,709678.00,107749.00,74840.00,10195742.00,3831697.00,161225.00,1055178.00,14311599.00,1716124.00,12595475.00,8753279.00,646082.00,13475345.00,233384.00,12999146.00,9910250.00,2456716.00,30935.00,415930.00,185315.00,219262.00,23553.00
2007:Q1,51333219.00,73534.00,236271.00,5682171.00,1103944.00,3439292.00,304588.00,615877.00,1716391.00,802436.00,934908.00,753388.00,103718.00,77802.00,10574919.00,4011261.00,163683.00,1059391.00,14492624.00,1764489.00,12728135.00,8908662.00,652559.00,13659953.00,235950.00,13176241.00,10123487.00,2440267.00,20530.00,403441.00,188516.00,223660.00,24102.00
2007:Q2,52545841.00,79929.00,175322.00,5737259.00,1157834.00,3489131.00,296051.00,646414.00,1768281.00,778385.00,996676.00,819854.00,99059.00,77763.00,10934570.00,4265234.00,166169.00,1076425.00,14852810.00,1627750.00,13225060.00,8936574.00,677908.00,13957591.00,243277.00,13462075.00,10323780.00,2477193.00,9712.00,459638.00,191752.00,228107.00,24132.00
2007:Q3,53223456.00,84843.00,88486.00,5859827.00,1237077.00,3826963.00,265480.00,781146.00,1758757.00,1021580.00,998407.00,821018.00,95655.00,81734.00,10804434.00,4377131.00,168683.00,1079149.00,15067922.00,1630618.00,13437304.00,8938438.00,692097.00,14205585.00,244826.00,13703557.00,10508052.00,2555820.00,21164.00,423497.00,195024.00,232603.00,24599.00
2007:Q4,52833869.00,87722.00,153391.00,5968204.00,1343567.00,3951468.00,193723.00,795846.00,1779955.00,1181944.00,1109887.00,934569.00,92782.00,82536.00,10046813.00,4314928.00,171196.00,1077158.00,15080879.00,1788044.00,13292835.00,8816446.00,712210.00,14413118.00,255799.00,13895624.00,10613082.00,2609880.00,21793.00,452573.00,198296.00,237099.00,24596.00
2008:Q1,51435120.00,84065.00,168720.00,6152477.00,1454871.00,3986915.00,190884.00,747644.00,1780632.00,1267755.00,1240127.00,1063445.00,90505.00,86177.00,9096020.00,4033980.00,173065.00,1063985.00,14840093.00,2236754.00,12603339.00,8416436.00,724366.00,14549202.00,258868.00,14021284.00,10694231.00,2602465.00,30738.00,493373.00,200477.00,243122.00,25928.00
2008:Q2,50867222.00,78508.00,132510.00,6088738.00,1390683.00,4396337.00,328602.00,829395.00,1819355.00,1418985.00,1226267.00,1042542.00,97447.00,86278.00,8622789.00,4081682.00,174934.00,1070140.00,14906388.00,2352181.00,12554207.00,7966424.00,731822.00,14477455.00,269306.00,13932678.00,10692159.00,2620825.00,-4213.00,421250.00,202657.00,249145.00,26326.00
2008:Q3,49610630.00,70526.00,106103.00,6243525.00,1442928.00,5038326.00,317673.00,1047005.00,1851259.00,1822389.00,1243058.00,1047984.00,105709.00,89365.00,7495200.00,3569402.00,176823.00,1063746.00,14638591.00,2767936.00,11870655.00,7773132.00,749269.00,14620684.00,266946.00,14072355.00,10669728.00,2644119.00,20549.00,533097.00,204862.00,255233.00,26150.00
2008:Q4,46113952.00,69892.00,295026.00,6226424.00,1578115.00,5093048.00,156919.00,1009741.00,1918190.00,2008198.00,964406.00,767168.00,108316.00,88922.00,5673299.00,2792285.00,178714.00,1050163.00,14089484.00,3544714.00,10544770.00,7336778.00,766318.00,14326874.00,266457.00,13771313.00,10595546.00,2644184.00,26429.00,298087.00,207067.00,261322.00,27782.00
2009:Q1,45190107.00,65515.00,291758.00,6270209.00,1552043.00,5699792.00,470757.00,762572.00,1939594.00,2526869.00,894975.00,691444.00,113155.00,90376.00,4886112.00,2615542.00,178526.00,1055032.00,13969342.00,3931783.00,10037559.00,6944765.00,766496.00,14154712.00,266940.00,13588881.00,10598599.00,2578630.00,-60860.00,267867.00,204645.00,271622.00,27269.00
2009:Q2,46390744.00,65587.00,348306.00,6222677.00,1481365.00,5264475.00,544947.00,478618.00,1962193.00,2278717.00,906693.00,701344.00,117826.00,87523.00,6009982.00,3110999.00,178337.00,1073408.00,14480761.00,3758277.00,10722484.00,6476345.00,771810.00,14131570.00,270678.00,13553252.00,10562182.00,2549264.00,-42085.00,281695.00,202196.00,282035.00,25605.00
2009:Q3,47962928.00,66015.00,343487.00,6195342.00,1356210.00,5024783.00,701285.00,429661.00,1932729.00,1961108.00,935938.00,726953.00,122199.00,86786.00,7184759.00,3633720.00,178144.00,1094398.00,15031264.00,3464621.00,11566643.00,6136960.00,781908.00,14137429.00,272469.00,13547180.00,10503669.00,2559110.00,-22139.00,306820.00,199720.00,292564.00,25216.00
2009:Q4,48664489.00,62724.00,395716.00,6315442.00,1310324.00,4921034.00,835831.00,299337.00,1990992.00,1794874.00,937746.00,728518.00,126700.00,82528.00,7352763.00,3850330.00,177953.00,1109537.00,15298441.00,3327818.00,11970623.00,6131540.00,800939.00,14126392.00,273308.00,13527138.00,10453638.00,2555390.00,-15882.00,336748.00,197244.00,303092.00,22854.00
2010:Q1,49622586.00,58472.00,336774.00,6397589.00,1195924.00,4936375.00,969928.00,335165.00,2031984.00,1599298.00,941151.00,726762.00,129954.00,84435.00,7683237.00,4092343.00,179498.00,1115109.00,15721938.00,3373497.00,12348441.00,6171059.00,793118.00,13996348.00,274753.00,13400349.00,10321248.00,2493546.00,57350.00,330697.00,197508.00,295887.00,25359.00
2010:Q2,48551316.00,61341.00,335232.00,6374971.00,1138749.00,4763010.00,1083134.00,208142.00,2030577.00,1441157.00,943977.00,729604.00,131621.00,82752.00,6909590.00,3842355.00,181061.00,1099967.00,15669442.00,3906259.00,11763183.00,6437292.00,794329.00,13945192.00,272766.00,13357572.00,10255889.00,2478859.00,73317.00,351732.00,197775.00,288601.00,26253.00
2010:Q3,50429395.00,63875.00,341337.00,6449078.00,1124620.00,4359746.00,1055064.00,201756.00,2000363.00,1102563.00,953951.00,743008.00,133644.00,77299.00,7910129.00,4233484.00,182640.00,1126551.00,16308973.00,3829224.00,12479749.00,6576279.00,798732.00,13902986.00,270073.00,13328326.00,10175552.00,2504217.00,80960.00,369551.00,198046.00,281237.00,23350.00
2010:Q4,52892063.00,67271.00,423456.00,6442167.00,1126909.00,4835823.00,1098517.00,274300.00,2069199.00,1393807.00,954871.00,751419.00,132125.00,71327.00,8792751.00,4472968.00,184220.00,1137483.00,16881812.00,3634094.00,13247718.00,6764083.00,808249.00,13863307.00,272045.00,13291892.00,9970954.00,2647203.00,61036.00,414384.00,198315.00,273871.00,25499.00
2011:Q1,54281850.00,69608.00,436549.00,6535635.00,1095595.00,4756229.00,982140.00,452457.00,2072060.00,1249572.00,960798.00,757036.00,133664.00,70098.00,9397973.00,4717234.00,187762.00,1153338.00,17205510.00,3561873.00,13643637.00,6951066.00,814553.00,13819225.00,271914.00,13242639.00,9916521.00,2629196.00,45030.00,452166.00,199726.00,278800.00,25872.00
2011:Q2,54513956.00,65296.00,492832.00,6692711.00,1084373.00,4491711.00,806108.00,421710.00,2027714.00,1236179.00,1007904.00,804280.00,134610.00,69014.00,9358628.00,4786291.00,191343.00,1167209.00,17335889.00,3885390.00,13450499.00,7019791.00,819978.00,13743052.00,270699.00,13162217.00,9858633.00,2654278.00,-1650.00,449804.00,201152.00,283784.00,26352.00
2011:Q3,52181868.00,64382.00,623070.00,6693644.00,1100580.00,4397870.00,669062.00,396956.00,1991923.00,1339929.00,1018058.00,812775.00,137170.00,68113.00,7747398.00,4245808.00,194963.00,1171739.00,16906522.00,4296716.00,12609806.00,7175972.00,841861.00,13672643.00,265761.00,13092953.00,9807737.00,2703868.00,-11046.00,389800.00,202594.00,288823.00,25106.00
2011:Q4,53773109.00,57360.00,716500.00,6812059.00,1106034.00,4296784.00,671062.00,292014.00,1961032.00,1372676.00,954776.00,749484.00,138218.00,67074.00,8400109.00,4432646.00,198583.00,1199263.00,17309379.00,4032124.00,13277255.00,7419124.00,870493.00,13690342.00,264565.00,13106883.00,9756041.00,2758267.00,11534.00,377004.00,204037.00,293861.00,25033.00
2012:Q1,56005621.00,56257.00,736395.00,6917535.00,1048217.00,4162520.00,768777.00,227060.00,1932399.00,1234284.00,949348.00,750140.00,135172.00,64036.00,9513219.00,4955363.00,200823.00,1198336.00,17889110.00,3772915.00,14116195.00,7517706.00,860792.00,13675102.00,262807.00,13089791.00,9698768.00,2747543.00,31716.00,405561.00,206203.00,295641.00,26863.00
2012:Q2,55696802.00,50697.00,756507.00,6988683.00,1021105.00,4202593.00,813571.00,237652.00,1929801.00,1221569.00,961189.00,766109.00,131571.00,63509.00,9074088.00,4877532.00,203062.00,1173144.00,17842251.00,3992887.00,13849364.00,7690901.00,855050.00,13700664.00,258286.00,13116236.00,9641515.00,2796897.00,87302.00,382153.00,208369.00,297420.00,28722.00
2012:Q3,57236661.00,52037.00,754318.00,7019485.00,1043002.00,4141485.00,767807.00,270416.00,1871170.00,1232092.00,963115.00,774560.00,128522.00,60033.00,9660734.00,5173035.00,205325.00,1181835.00,18195233.00,3903622.00,14291611.00,7995610.00,851447.00,13677514.00,254869.00,13094302.00,9596389.00,2856745.00,23120.00,407489.00,210559.00,299218.00,29125.00
2012:Q4,58107026.00,49480.00,882654.00,7179187.00,1107875.00,4109611.00,915711.00,197597.00,1818635.00,1177668.00,961289.00,777927.00,125339.00,58023.00,9786300.00,5251016.00,207589.00,1186353.00,18347026.00,3979697.00,14367329.00,8177691.00,860955.00,13766310.00,250670.00,13188957.00,9550074.00,2920354.00,62636.00,443143.00,212750.00,301018.00,25665.00
2013:Q1,60473023.00,52699.00,916100.00,7235345.00,1058488.00,4080140.00,1000270.00,174270.00,1826886.00,1078714.00,947474.00,766237.00,125002.00,56235.00,11035928.00,5677529.00,208980.00,1198003.00,18806518.00,3767566.00,15038952.00,8391297.00,864522.00,13717309.00,249076.00,13141922.00,9502044.00,2921225.00,56319.00,447386.00,214948.00,299634.00,26677.00
2013:Q2,61332266.00,56511.00,889464.00,7247569.00,1052572.00,4255637.00,1120476.00,203414.00,1853833.00,1077914.00,996862.00,818067.00,124337.00,54458.00,11247360.00,5641777.00,210386.00,1201356.00,18958216.00,3912399.00,15045817.00,8701463.00,873093.00,13732649.00,245994.00,13159838.00,9470130.00,2964518.00,64627.00,443392.00,217171.00,298237.00,28580.00
2013:Q3,63287457.00,56488.00,877728.00,7336086.00,1094160.00,4313468.00,1140493.00,238145.00,1844319.00,1090511.00,992431.00,816007.00,123794.00,52630.00,11956336.00,5916679.00,211808.00,1217525.00,19371634.00,3959535.00,15412099.00,9056841.00,886274.00,13850400.00,241523.00,13284476.00,9482861.00,3035531.00,91974.00,454692.00,219418.00,296823.00,27578.00
2013:Q4,65576024.00,52079.00,1015607.00,7389904.00,1138245.00,4311375.00,1140374.00,265942.00,1827378.00,1077681.00,1016790.00,841387.00,123564.00,51839.00,12847406.00,6249855.00,213230.00,1233043.00,19868960.00,3442551.00,16426409.00,9329935.00,909596.00,13916662.00,236230.00,13356333.00,9467034.00,3096199.00,90825.00,480609.00,221666.00,295409.00,28690.00
2014:Q1,66459059.00,51138.00,1001520.00,7577971.00,1113126.00,4134522.00,1020711.00,292142.00,1802037.00,1019632.00,1068589.00,892831.00,125115.00,50643.00,13167466.00,6457120.00,214956.00,1242635.00,20071737.00,3554235.00,16517502.00,9448296.00,909983.00,13906951.00,235085.00,13345079.00,9434449.00,3102972.00,122724.00,461741.00,223193.00,297113.00,29674.00
2014:Q2,67935182.00,49913.00,1058891.00,7569430.00,1082280.00,3939169.00,849921.00,266882.00,1780284.00,1042082.00,1062132.00,888783.00,123866.00,49483.00,14020564.00,6728984.00,216682.00,1258371.00,20391081.00,3537403.00,16853678.00,9641917.00,915768.00,14073606.00,234246.00,13509497.00,9428991.00,3170586.00,167047.00,518153.00,224720.00,298817.00,31046.00
2014:Q3,67998075.00,52740.00,1022230.00,7694033.00,1099469.00,3975983.00,818328.00,330649.00,1719902.00,1107104.00,1085816.00,915473.00,122807.00,47536.00,13765219.00,6630538.00,218408.00,1264801.00,20429928.00,3676417.00,16753511.00,9843591.00,915319.00,14197593.00,231596.00,13635090.00,9440896.00,3249427.00,185120.00,533400.00,226247.00,300521.00,30386.00
2014:Q4,69453475.00,45710.00,1088769.00,7891009.00,1112693.00,3979202.00,838178.00,299192.00,1689185.00,1152647.00,1062391.00,893219.00,121577.00,47595.00,14357435.00,6726188.00,220134.00,1282760.00,20666779.00,3593449.00,17073330.00,10103023.00,917382.00,14288064.00,229548.00,13726375.00,9454889.00,3317991.00,211904.00,513817.00,227774.00,302225.00,29916.00
2015:Q1,70873270.00,44962.00,1153420.00,8082577.00,1016000.00,3942795.00,865786.00,284355.00,1689180.00,1103474.00,1064896.00,895665.00,122395.00,46836.00,14896316.00,6822366.00,221860.00,1299959.00,21047527.00,3785475.00,17262052.00,10361693.00,918899.00,14274362.00,229094.00,13710318.00,9426579.00,3322829.00,232531.00,499078.00,229301.00,303929.00,31021.00
2015:Q2,71222085.00,39807.00,1155681.00,8074574.00,999121.00,4129793.00,965281.00,331018.00,1708953.00,1124541.00,1033824.00,867852.00,119912.00,46060.00,14839597.00,6813913.00,223586.00,1303799.00,21178037.00,4041177.00,17136860.00,10507669.00,922683.00,14412438.00,225426.00,13849495.00,9464294.00,3397816.00,246337.00,510220.00,230828.00,305633.00,31884.00
2015:Q3,69674420.00,36058.00,1094965.00,8255374.00,1005998.00,4317323.00,1034472.00,412750.00,1683908.00,1186193.00,1029671.00,866293.00,117909.00,45469.00,13556684.00,6360576.00,225312.00,1298267.00,20886916.00,4608973.00,16277943.00,10671712.00,935564.00,14490400.00,222808.00,13928587.00,9509558.00,3481351.00,268663.00,436660.00,232355.00,307337.00,31668.00
2015:Q4,71421266.00,31581.00,1233299.00,8391280.00,1068352.00,4422653.00,1132019.00,521739.00,1633474.00,1135421.00,1000761.00,842638.00,113966.00,44157.00,14189726.00,6504324.00,227038.00,1310567.00,21256148.00,4150595.00,17105553.00,10834224.00,951313.00,14630951.00,221503.00,14068783.00,9536223.00,3535728.00,325676.00,437274.00,233882.00,309041.00,31624.00
2016:Q1,71611730.00,32408.00,1267134.00,8499320.00,1035926.00,4168856.00,1079671.00,474010.00,1623606.00,991569.00,1041628.00,884385.00,114475.00,42768.00,14196310.00,6513086.00,228764.00,1315959.00,21467422.00,4280624.00,17186798.00,10884436.00,960481.00,14636140.00,222164.00,14070417.00,9544793.00,3538783.00,337658.00,413774.00,235409.00,310745.00,32814.00
2016:Q2,72175833.00,30338.00,1244210.00,8578013.00,985321.00,3738829.00,1037645.00,396786.00,1598768.00,705630.00,1041377.00,886319.00,113693.00,41365.00,14616855.00,6656428.00,230490.00,1340326.00,21729705.00,4327700.00,17402005.00,11009559.00,974382.00,14802738.00,221932.00,14234717.00,9602298.00,3604339.00,366351.00,424793.00,236936.00,312449.00,33640.00
2016:Q3,73889524.00,30133.00,1194745.00,8923194.00,967848.00,3745684.00,1156165.00,344680.00,1588333.00,656506.00,1015183.00,862317.00,112919.00,39947.00,15302263.00,6903214.00,232216.00,1356569.00,22078182.00,4281295.00,17796887.00,11156522.00,983771.00,14954579.00,219568.00,14388185.00,9690318.00,3692202.00,319181.00,448021.00,238463.00,314153.00,32673.00
2016:Q4,75478087.00,29511.00,1237217.00,9102000.00,1023123.00,4245954.00,1379021.00,407069.00,1644091.00,815773.00,993397.00,841558.00,113096.00,38743.00,15874190.00,6851472.00,233942.00,1368273.00,22259425.00,4231260.00,18028166.00,11249262.00,1010323.00,15104070.00,218082.00,14538011.00,9753660.00,3764684.00,352947.00,426730.00,239990.00,315857.00,32120.00
