1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1996:Q4,32466.00,24288.00,0.00,-17498.00,-18733.00,1235.00,-812.00,0.00,26488.00,5037.00,21451.00,32466.00,21590.00,16790.00,4800.00,0.00,0.00,0.00,0.00,5263.00,5613.00,10814.00,0.00,-5201.00
1997:Q1,53855.00,9802.00,0.00,14728.00,16717.00,-1989.00,266.00,0.00,29059.00,14890.00,14169.00,53855.00,35670.00,24248.00,11422.00,0.00,0.00,0.00,0.00,-6353.00,24538.00,15292.00,0.00,9246.00
1997:Q2,5598.00,8052.00,0.00,631.00,-385.00,1016.00,266.00,0.00,-3351.00,-5070.00,1719.00,5598.00,1198.00,1926.00,-728.00,0.00,0.00,0.00,0.00,-4292.00,8692.00,45897.00,0.00,-37205.00
1997:Q3,44901.00,6953.00,0.00,17730.00,18161.00,-431.00,265.00,0.00,19953.00,8607.00,11346.00,44901.00,32925.00,20053.00,12872.00,0.00,0.00,0.00,0.00,-7147.00,19123.00,-2997.00,0.00,22120.00
1997:Q4,40487.00,12902.00,0.00,23626.00,25643.00,-2017.00,265.00,0.00,3694.00,-4092.00,7786.00,40487.00,10149.00,3151.00,6998.00,0.00,0.00,0.00,0.00,-3811.00,34149.00,-982.00,0.00,35131.00
1998:Q1,57347.00,15734.00,0.00,9836.00,13363.00,-3527.00,179.00,0.00,31598.00,8729.00,22869.00,57347.00,37695.00,19768.00,17927.00,0.00,0.00,0.00,0.00,-4436.00,24088.00,20829.00,0.00,3259.00
1998:Q2,39933.00,24748.00,0.00,18815.00,11885.00,6930.00,293.00,0.00,-3923.00,-8237.00,4314.00,39933.00,-1253.00,-7423.00,6170.00,0.00,0.00,0.00,0.00,3552.00,37634.00,28448.00,0.00,9186.00
1998:Q3,47116.00,33255.00,0.00,-3744.00,-6202.00,2458.00,184.00,0.00,17421.00,10173.00,7248.00,47116.00,7211.00,-49.00,7260.00,0.00,0.00,0.00,0.00,12822.00,27083.00,35070.00,0.00,-7987.00
1998:Q4,11007.00,21925.00,0.00,-13254.00,-11860.00,-1394.00,191.00,0.00,2145.00,1091.00,1054.00,11007.00,-3685.00,-6318.00,2633.00,0.00,0.00,0.00,0.00,9697.00,4995.00,-14366.00,0.00,19361.00
1999:Q1,67388.00,17405.00,0.00,12296.00,20140.00,-7844.00,296.00,0.00,37391.00,-769.00,38160.00,67388.00,44520.00,8480.00,36040.00,0.00,0.00,0.00,0.00,17298.00,5570.00,-43306.00,0.00,48876.00
1999:Q2,55682.00,16645.00,0.00,33497.00,26038.00,7459.00,948.00,0.00,4592.00,-1317.00,5909.00,55682.00,-9598.00,-20676.00,11078.00,0.00,0.00,0.00,0.00,24532.00,40748.00,15396.00,0.00,25352.00
1999:Q3,28184.00,21223.00,0.00,-9767.00,-2405.00,-7362.00,736.00,0.00,15992.00,14006.00,1986.00,28184.00,12081.00,13460.00,-1379.00,0.00,0.00,0.00,0.00,15721.00,382.00,21890.00,0.00,-21508.00
1999:Q4,129275.00,36136.00,0.00,82183.00,78259.00,3924.00,525.00,0.00,10431.00,-9448.00,19879.00,129275.00,44590.00,32948.00,11642.00,0.00,0.00,0.00,0.00,-6516.00,91201.00,22300.00,0.00,68901.00
2000:Q1,24447.00,339.00,0.00,3918.00,13906.00,-9988.00,1120.00,0.00,19070.00,21536.00,-2466.00,24447.00,3314.00,7706.00,-4392.00,0.00,0.00,0.00,0.00,13976.00,7157.00,24352.00,0.00,-17195.00
2000:Q2,66644.00,-5385.00,0.00,64347.00,57001.00,7346.00,1118.00,0.00,6564.00,-25.00,6589.00,66644.00,8513.00,2566.00,5947.00,0.00,0.00,0.00,0.00,225.00,57906.00,23583.00,0.00,34323.00
2000:Q3,-14173.00,17208.00,0.00,-33882.00,-26672.00,-7210.00,865.00,0.00,1636.00,5379.00,-3743.00,-14173.00,-7747.00,-5339.00,-2408.00,0.00,0.00,0.00,0.00,229.00,-6655.00,3107.00,0.00,-9762.00
2000:Q4,28307.00,16338.00,0.00,-8209.00,-9209.00,1000.00,752.00,0.00,19426.00,18748.00,678.00,28307.00,-5673.00,-8468.00,2795.00,0.00,0.00,0.00,0.00,620.00,33360.00,37608.00,0.00,-4248.00
2001:Q1,99908.00,61646.00,0.00,-12119.00,-31800.00,19681.00,-35.00,0.00,50416.00,3647.00,46769.00,99908.00,19922.00,8514.00,11408.00,0.00,0.00,0.00,0.00,924.00,79062.00,-20358.00,0.00,99420.00
2001:Q2,-147676.00,21010.00,0.00,-137831.00,-142503.00,4672.00,-41.00,0.00,-30814.00,-8003.00,-22811.00,-147676.00,-110953.00,-117523.00,6570.00,0.00,0.00,0.00,0.00,140.00,-36863.00,54617.00,0.00,-91480.00
2001:Q3,-52603.00,31252.00,0.00,-56843.00,-67731.00,10888.00,-21.00,0.00,-26991.00,-16980.00,-10011.00,-52603.00,-36303.00,-35056.00,-1247.00,0.00,0.00,0.00,0.00,100.00,-16400.00,17374.00,0.00,-33774.00
2001:Q4,116282.00,40599.00,0.00,66207.00,55599.00,10608.00,-16.00,0.00,9492.00,-543.00,10035.00,116282.00,23732.00,18263.00,5469.00,0.00,0.00,0.00,0.00,-44.00,92594.00,18474.00,0.00,74120.00
2002:Q1,-40199.00,-25656.00,0.00,-25596.00,-37148.00,11552.00,-238.00,0.00,11291.00,-6510.00,17801.00,-40199.00,3958.00,-18457.00,22415.00,0.00,0.00,0.00,0.00,112.00,-44269.00,5657.00,0.00,-49926.00
2002:Q2,-44118.00,7818.00,0.00,-67159.00,-54840.00,-12319.00,-287.00,0.00,15510.00,21196.00,-5686.00,-44118.00,-18531.00,-17127.00,-1404.00,0.00,0.00,0.00,0.00,-85.00,-25502.00,13136.00,0.00,-38638.00
2002:Q3,-3830.00,-37495.00,0.00,44493.00,47225.00,-2732.00,-197.00,0.00,-10631.00,-6750.00,-3881.00,-3830.00,-15580.00,-15599.00,19.00,0.00,0.00,0.00,0.00,44.00,11706.00,3125.00,0.00,8581.00
2002:Q4,18985.00,36853.00,0.00,-40010.00,-29156.00,-10854.00,-436.00,0.00,22578.00,10637.00,11941.00,18985.00,19448.00,10010.00,9438.00,0.00,0.00,0.00,0.00,-421.00,-42.00,-24798.00,0.00,24756.00
2003:Q1,18421.00,-63969.00,0.00,74333.00,58059.00,16274.00,-206.00,0.00,8263.00,182.00,8081.00,18421.00,25105.00,22698.00,2407.00,0.00,0.00,0.00,0.00,144.00,-6828.00,-7727.00,0.00,899.00
2003:Q2,18508.00,18771.00,0.00,5219.00,-6167.00,11386.00,-201.00,0.00,-5281.00,-1363.00,-3918.00,18508.00,-37676.00,-45011.00,7335.00,0.00,0.00,0.00,0.00,-25.00,56209.00,61263.00,0.00,-5054.00
2003:Q3,40289.00,26281.00,0.00,20514.00,6465.00,14049.00,-196.00,0.00,-6310.00,-3182.00,-3128.00,40289.00,-14801.00,-15564.00,763.00,0.00,0.00,0.00,0.00,4.00,55086.00,43774.00,0.00,11312.00
2003:Q4,-15197.00,-56111.00,0.00,19755.00,6532.00,13223.00,-319.00,0.00,21478.00,11769.00,9709.00,-15197.00,24213.00,19339.00,4874.00,0.00,0.00,0.00,0.00,102.00,-39512.00,5247.00,0.00,-44759.00
2004:Q1,11582.00,-53182.00,0.00,32678.00,40062.00,-7384.00,-50.00,0.00,32136.00,24253.00,7883.00,11582.00,15586.00,10271.00,5315.00,0.00,0.00,0.00,0.00,158.00,-4162.00,62187.00,0.00,-66349.00
2004:Q2,-43711.00,-26892.00,0.00,13362.00,24041.00,-10679.00,-99.00,0.00,-30082.00,-22472.00,-7610.00,-43711.00,-23191.00,-20775.00,-2416.00,0.00,0.00,0.00,0.00,-10.00,-20510.00,-4168.00,0.00,-16342.00
2004:Q3,42608.00,-1631.00,0.00,35405.00,30187.00,5218.00,-85.00,0.00,8919.00,14582.00,-5663.00,42608.00,-11965.00,-8403.00,-3562.00,0.00,0.00,0.00,0.00,-1.00,54574.00,5369.00,0.00,49205.00
2004:Q4,48214.00,-39389.00,0.00,57189.00,58844.00,-1655.00,-96.00,0.00,30510.00,16686.00,13824.00,48214.00,16635.00,3748.00,12887.00,0.00,0.00,0.00,0.00,129.00,31450.00,23474.00,0.00,7976.00
2005:Q1,51321.00,-8912.00,0.00,47365.00,35286.00,12079.00,776.00,0.00,12092.00,1384.00,10708.00,51321.00,31647.00,27919.00,3728.00,0.00,0.00,0.00,0.00,174.00,19500.00,54674.00,0.00,-35174.00
2005:Q2,28712.00,-18538.00,0.00,11454.00,24035.00,-12581.00,935.00,0.00,34861.00,15626.00,19235.00,28712.00,52959.00,44965.00,7994.00,0.00,0.00,0.00,0.00,47.00,-24294.00,71539.00,0.00,-95833.00
2005:Q3,21878.00,714.00,0.00,16796.00,30072.00,-13276.00,752.00,0.00,3616.00,5025.00,-1409.00,21878.00,-4211.00,-3736.00,-475.00,0.00,0.00,0.00,0.00,4.00,26085.00,92410.00,0.00,-66325.00
2005:Q4,42784.00,24601.00,0.00,-342.00,15254.00,-15596.00,1179.00,0.00,17346.00,-1000.00,18346.00,42784.00,24346.00,8000.00,16346.00,0.00,0.00,0.00,0.00,360.00,18078.00,-43741.00,0.00,61819.00
2006:Q1,83607.00,-6771.00,0.00,58175.00,50647.00,7528.00,645.00,0.00,31558.00,24124.00,7434.00,83607.00,23483.00,21399.00,2084.00,0.00,0.00,0.00,0.00,276.00,59848.00,75724.00,0.00,-15876.00
2006:Q2,-11434.00,-4787.00,0.00,-16889.00,-7026.00,-9863.00,865.00,0.00,9377.00,2076.00,7301.00,-11434.00,12218.00,5314.00,6904.00,0.00,0.00,0.00,0.00,149.00,-23801.00,114804.00,0.00,-138605.00
2006:Q3,51869.00,38521.00,0.00,18158.00,11875.00,6283.00,654.00,0.00,-5464.00,-3176.00,-2288.00,51869.00,-15629.00,-17788.00,2159.00,0.00,0.00,0.00,0.00,6.00,67492.00,90262.00,0.00,-22770.00
2006:Q4,-29541.00,-59351.00,0.00,32874.00,43918.00,-11044.00,1285.00,0.00,-4349.00,-14467.00,10118.00,-29541.00,9074.00,-1392.00,10466.00,0.00,0.00,0.00,0.00,178.00,-38793.00,21801.00,0.00,-60594.00
2007:Q1,136868.00,71607.00,0.00,14378.00,5168.00,9210.00,2019.00,0.00,48864.00,33748.00,15116.00,136868.00,43206.00,46336.00,-3130.00,0.00,0.00,0.00,0.00,150.00,93512.00,134832.00,0.00,-41320.00
2007:Q2,75595.00,9783.00,0.00,52144.00,62406.00,-10262.00,2147.00,0.00,11521.00,9652.00,1869.00,75595.00,7331.00,7282.00,49.00,0.00,0.00,0.00,0.00,150.00,68114.00,59347.00,0.00,8767.00
2007:Q3,51683.00,154082.00,0.00,-109658.00,-191845.00,82187.00,1326.00,0.00,5933.00,-15451.00,21384.00,51683.00,13130.00,-11005.00,24135.00,0.00,0.00,0.00,0.00,150.00,38403.00,-21368.00,0.00,59771.00
