date,FL384090005.Q,FL313011005.Q,FL383091005.Q,FL383020005.Q,FL383030005.Q,FL383034005.Q,FL382051005.Q,FL384022005.Q,FL383069105.Q,FL383061105.Q,FL383061705.Q,FL383062005.Q,FL383063005.Q,FL384023005.Q,FL383069005.Q,FL383065005.Q,FL383066005.Q,LM383064105.Q,LM383064205.Q,FL383070005.Q,FL153040005.Q,FL153050005.Q,FL383078005.Q,FL152090205.Q,FL103092005.Q,FL383090005.Q,FL384190005.Q,FL313111303.Q,FL713014003.Q,FL313112003.Q,FL384122005.Q,FL103169100.Q,FL313161105.Q,FL313161705.Q,FL383162005.Q,FL103163003.Q,FL384123005.Q,FL383168005.Q,FL383169005.Q,FL383165005.Q,FL153166000.Q,FL383170005.Q,FL313140003.Q,FL143178005.Q,FL143192005.Q,FL383190005.Q
1989:Q2,19793414.00,30632.00,28145.00,732614.00,2766748.00,335599.00,103761.00,1893413.00,18526.00,838711.00,201164.00,629227.00,205785.00,648158.00,217022.00,376744.00,54392.00,1945120.00,460419.00,1201426.00,348088.00,3915949.00,59605.00,2959104.00,500894.00,1863739.00,13589372.00,6107.00,8518.00,15056.00,4548615.00,110059.00,2397204.00,23567.00,1094584.00,923201.00,5526682.00,748269.00,615436.00,3393360.00,769617.00,930321.00,21798.00,72612.00,431161.00,2028502.00
1989:Q3,20238541.00,31356.00,25260.00,723118.00,2787532.00,367571.00,106069.00,1943604.00,15617.00,850227.00,221011.00,644347.00,212402.00,634798.00,206069.00,372953.00,55776.00,2100978.00,481879.00,1214461.00,353884.00,4026067.00,60701.00,2971984.00,506733.00,1902546.00,13826228.00,6270.00,8518.00,15166.00,4636304.00,113273.00,2446148.00,25342.00,1112503.00,939038.00,5613758.00,749247.00,611018.00,3469286.00,784207.00,936101.00,21790.00,72619.00,445804.00,2069898.00
1989:Q4,20581852.00,32275.00,26579.00,754708.00,2824337.00,366285.00,108823.00,1975799.00,15854.00,832328.00,250410.00,662681.00,214526.00,650724.00,216789.00,370106.00,63829.00,2180775.00,474961.00,1191836.00,365250.00,4141760.00,60991.00,3000525.00,497898.00,1928326.00,14097030.00,6439.00,8518.00,15303.00,4748498.00,107112.00,2526312.00,24197.00,1129798.00,961079.00,5731303.00,775969.00,626205.00,3519844.00,809285.00,964594.00,22406.00,69706.00,463348.00,2066915.00
1990:Q1,20646429.00,31852.00,27424.00,717719.00,2831548.00,395150.00,108437.00,2023113.00,13528.00,878530.00,246702.00,670506.00,213847.00,653303.00,214876.00,379915.00,58512.00,2058061.00,468728.00,1201839.00,371326.00,4205873.00,59552.00,3016386.00,510759.00,1965359.00,14313400.00,6373.00,8518.00,15453.00,4845530.00,126034.00,2572450.00,31590.00,1147494.00,967962.00,5823458.00,762282.00,655083.00,3613773.00,792320.00,959677.00,22402.00,74037.00,478452.00,2079501.00
1990:Q2,20959613.00,32067.00,27863.00,741954.00,2826740.00,380694.00,111362.00,2072995.00,15055.00,892309.00,259547.00,683939.00,222145.00,668722.00,215960.00,393177.00,59585.00,2131841.00,492409.00,1241164.00,379254.00,4297143.00,59812.00,3026236.00,517408.00,1951949.00,14463547.00,6486.00,8518.00,15614.00,4921277.00,128659.00,2615484.00,32933.00,1159783.00,984418.00,5914697.00,768547.00,669291.00,3678147.00,798712.00,971565.00,22950.00,68993.00,491806.00,2041640.00
1990:Q3,20791463.00,34568.00,27458.00,734558.00,2843942.00,404223.00,112749.00,2129170.00,15196.00,931829.00,267843.00,688706.00,225596.00,690205.00,220460.00,409670.00,60075.00,1766385.00,452095.00,1277521.00,385289.00,4332902.00,60009.00,3044461.00,533247.00,1962682.00,14766114.00,6823.00,8518.00,15713.00,5018929.00,131811.00,2692566.00,32603.00,1170082.00,991867.00,5994502.00,769378.00,679110.00,3733712.00,812302.00,997721.00,22985.00,72853.00,511054.00,2117016.00
1990:Q4,21360259.00,39684.00,28144.00,750097.00,2868109.00,415374.00,113908.00,2220663.00,17805.00,969913.00,276141.00,691642.00,265162.00,707818.00,224544.00,416133.00,67141.00,1986110.00,480507.00,1230344.00,391738.00,4435277.00,59115.00,3056631.00,556172.00,2020568.00,14961801.00,6970.00,10018.00,16256.00,5134398.00,116852.00,2798410.00,32350.00,1178619.00,1008167.00,6062025.00,770330.00,692182.00,3775122.00,824391.00,1011050.00,23594.00,70302.00,517109.00,2110079.00
1991:Q1,21960961.00,36904.00,29308.00,745277.00,2874591.00,468708.00,110996.00,2209829.00,18744.00,970844.00,253979.00,688544.00,277718.00,708186.00,220664.00,428336.00,59186.00,2324190.00,521035.00,1212575.00,398407.00,4545074.00,53524.00,3066122.00,567453.00,2088782.00,15037537.00,6596.00,10018.00,15958.00,5214376.00,119851.00,2849066.00,26350.00,1191778.00,1027331.00,6035791.00,745622.00,669158.00,3818804.00,802207.00,979056.00,23655.00,66752.00,522384.00,2162951.00
1991:Q2,22067138.00,35258.00,26556.00,762718.00,2825803.00,442600.00,116071.00,2265407.00,21866.00,983283.00,261402.00,709364.00,289492.00,714139.00,217138.00,439616.00,57385.00,2292919.00,543907.00,1243228.00,407093.00,4626410.00,54269.00,3053342.00,574663.00,2082755.00,15219305.00,6441.00,10018.00,16070.00,5310789.00,119437.00,2903119.00,24800.00,1211966.00,1051467.00,6085069.00,735068.00,665524.00,3883171.00,801306.00,995141.00,24227.00,59628.00,523487.00,2188436.00
1991:Q3,22438862.00,37793.00,27987.00,765703.00,2809514.00,434533.00,117246.00,2306014.00,21654.00,1009439.00,264711.00,735280.00,274930.00,726347.00,225243.00,443861.00,57243.00,2434129.00,593839.00,1258981.00,411776.00,4730091.00,54782.00,3029072.00,583997.00,2117059.00,15451056.00,6703.00,10018.00,16170.00,5459021.00,107016.00,3020264.00,17602.00,1242263.00,1071876.00,6087297.00,732636.00,666342.00,3885819.00,802500.00,1015267.00,24118.00,63751.00,519594.00,2249117.00
1991:Q4,23087348.00,39097.00,31000.00,845516.00,2780085.00,438567.00,120062.00,2320902.00,23664.00,1014279.00,272645.00,743486.00,266828.00,748729.00,247604.00,438137.00,62988.00,2828687.00,657222.00,1225364.00,418577.00,4846523.00,54813.00,3015600.00,580288.00,2136316.00,15648823.00,7008.00,10018.00,16296.00,5604844.00,98477.00,3128797.00,18556.00,1272079.00,1086935.00,6115633.00,716793.00,657370.00,3925889.00,815581.00,1052862.00,24790.00,61371.00,515194.00,2240807.00
1992:Q1,23194866.00,37607.00,29544.00,822053.00,2646108.00,461487.00,118999.00,2385098.00,24470.00,1076973.00,271812.00,732811.00,279032.00,727125.00,230625.00,440468.00,56032.00,2734296.00,683312.00,1243323.00,425606.00,4938007.00,65853.00,3026397.00,594534.00,2255517.00,16041779.00,6721.00,10018.00,16314.00,5716358.00,110434.00,3208656.00,15765.00,1275453.00,1106050.00,6109242.00,705657.00,654186.00,3956046.00,793353.00,1038196.00,24674.00,67184.00,526505.00,2526567.00
1992:Q2,23321371.00,41615.00,29940.00,859501.00,2633447.00,449373.00,126222.00,2389030.00,26122.00,1074977.00,275915.00,729673.00,282344.00,729805.00,238899.00,434033.00,56873.00,2695502.00,729482.00,1286750.00,429996.00,5056163.00,57207.00,3004581.00,605675.00,2197081.00,16232118.00,7012.00,10018.00,16386.00,5822261.00,111996.00,3281821.00,15862.00,1287091.00,1125491.00,6132788.00,703634.00,658783.00,3978039.00,792332.00,1062216.00,25287.00,64213.00,533422.00,2558515.00
1992:Q3,23597273.00,43109.00,31143.00,896150.00,2584050.00,426734.00,125377.00,2404182.00,27913.00,1085954.00,295076.00,726783.00,268456.00,722272.00,238958.00,425471.00,57843.00,2779934.00,785154.00,1299553.00,439404.00,5192287.00,55536.00,3007817.00,614855.00,2189716.00,16440126.00,7216.00,10018.00,16433.00,5939197.00,108216.00,3370625.00,18119.00,1301309.00,1140928.00,6171628.00,693083.00,660489.00,4016124.00,801933.00,1075378.00,25454.00,68374.00,532831.00,2593597.00
1992:Q4,24179232.00,38847.00,31391.00,940158.00,2551595.00,411747.00,128107.00,2453439.00,31169.00,1125134.00,306803.00,699104.00,291229.00,722977.00,237666.00,419570.00,65741.00,3120600.00,837053.00,1258938.00,447710.00,5342618.00,53793.00,2997542.00,586397.00,2256320.00,16650574.00,6737.00,8018.00,16516.00,6048134.00,107106.00,3472337.00,18786.00,1295401.00,1154504.00,6227248.00,698159.00,668861.00,4035459.00,824769.00,1108805.00,26229.00,68465.00,528006.00,2612416.00
1993:Q1,24603413.00,41089.00,28934.00,899148.00,2520674.00,422396.00,129731.00,2471947.00,30891.00,1137917.00,283393.00,693211.00,326535.00,724771.00,251846.00,409574.00,63351.00,3206252.00,916375.00,1298973.00,455971.00,5471510.00,66994.00,3035823.00,592857.00,2319968.00,16837716.00,6848.00,8018.00,16588.00,6184048.00,113900.00,3523422.00,19576.00,1314788.00,1212362.00,6199599.00,687869.00,668369.00,4036099.00,807262.00,1102784.00,26232.00,74396.00,539019.00,2680184.00
1993:Q2,24932989.00,40682.00,29019.00,968434.00,2496860.00,411148.00,127241.00,2488236.00,34076.00,1154137.00,253864.00,692754.00,353405.00,723599.00,262553.00,396493.00,64553.00,3217466.00,992483.00,1331245.00,465216.00,5571242.00,53934.00,3066714.00,607448.00,2342022.00,17074694.00,6877.00,8018.00,16678.00,6339563.00,124025.00,3593018.00,20596.00,1343078.00,1258846.00,6250648.00,692764.00,661001.00,4078221.00,818662.00,1110150.00,26872.00,70609.00,544678.00,2700601.00
1993:Q3,25330520.00,41605.00,29975.00,983120.00,2477526.00,399446.00,127801.00,2492291.00,33664.00,1135183.00,263377.00,683721.00,376346.00,712842.00,258564.00,387670.00,66608.00,3333683.00,1079145.00,1359069.00,474964.00,5683776.00,55245.00,3100597.00,622359.00,2357075.00,17282404.00,6949.00,8018.00,16784.00,6460728.00,123232.00,3649853.00,24654.00,1360066.00,1302923.00,6320204.00,692742.00,662685.00,4122109.00,842668.00,1125892.00,26941.00,73232.00,542416.00,2701240.00
1993:Q4,25864906.00,40151.00,30259.00,1037481.00,2446814.00,407895.00,136252.00,2570885.00,37275.00,1178729.00,247300.00,662474.00,445107.00,725023.00,253933.00,393508.00,77582.00,3488156.00,1133368.00,1315418.00,484813.00,5771937.00,54511.00,3137129.00,607125.00,2477690.00,17564596.00,6730.00,8018.00,16962.00,6601735.00,117829.00,3757742.00,26585.00,1361698.00,1337881.00,6414715.00,704095.00,662133.00,4162318.00,886169.00,1172758.00,27622.00,72112.00,550500.00,2693444.00
1994:Q1,25982369.00,42559.00,31446.00,1007048.00,2450462.00,411910.00,131003.00,2715770.00,35341.00,1228322.00,308573.00,668916.00,474618.00,709469.00,251908.00,385506.00,72055.00,3326521.00,1108016.00,1349028.00,490866.00,5843704.00,67848.00,3200019.00,635464.00,2461237.00,17739340.00,6921.00,8018.00,17126.00,6692998.00,129885.00,3801381.00,26259.00,1361402.00,1374071.00,6468712.00,714236.00,687507.00,4183093.00,883876.00,1164119.00,27628.00,76964.00,565905.00,2710950.00
1994:Q2,26194574.00,42371.00,32927.00,1008835.00,2419878.00,402066.00,128304.00,2814803.00,37880.00,1252673.00,342411.00,678242.00,503597.00,707230.00,249012.00,384608.00,73610.00,3260488.00,1097277.00,1402018.00,497466.00,5933297.00,53196.00,3261607.00,651039.00,2481772.00,17926040.00,7096.00,8018.00,17285.00,6729079.00,135680.00,3817354.00,27438.00,1352276.00,1396331.00,6570473.00,732079.00,691296.00,4228518.00,918580.00,1195373.00,28307.00,73256.00,568851.00,2728303.00
1994:Q3,26574059.00,42379.00,29995.00,987990.00,2441470.00,395108.00,121049.00,2851256.00,39276.00,1276275.00,362215.00,657275.00,516216.00,709158.00,250018.00,383841.00,75299.00,3320395.00,1138666.00,1422025.00,514825.00,6049558.00,55961.00,3296276.00,669271.00,2528677.00,18107740.00,7189.00,8018.00,17477.00,6786357.00,138683.00,3868006.00,28162.00,1341280.00,1410226.00,6679263.00,751497.00,691403.00,4276410.00,959953.00,1215696.00,28405.00,74996.00,589438.00,2700902.00
1994:Q4,26996283.00,41351.00,34511.00,1007935.00,2436561.00,431328.00,120818.00,3022152.00,41114.00,1329612.00,419195.00,651379.00,580852.00,731789.00,259390.00,378913.00,93486.00,3361107.00,1058644.00,1409890.00,520348.00,6093038.00,55457.00,3342078.00,685575.00,2643702.00,18411327.00,7153.00,8018.00,17648.00,6871287.00,139238.00,3951076.00,26743.00,1325770.00,1428460.00,6827101.00,775637.00,713515.00,4316781.00,1021168.00,1277790.00,28890.00,73122.00,602907.00,2697410.00
1995:Q1,27598703.00,50519.00,34174.00,961286.00,2477327.00,456826.00,113487.00,2963855.00,42230.00,1307687.00,409281.00,618194.00,586463.00,726691.00,264501.00,375569.00,86621.00,3612716.00,1101655.00,1441953.00,532694.00,6237879.00,79104.00,3386969.00,705300.00,2716268.00,18563080.00,7646.00,8018.00,17832.00,6936560.00,149799.00,4008374.00,26436.00,1311393.00,1440558.00,6911628.00,810547.00,727844.00,4348691.00,1024546.00,1279131.00,28940.00,82352.00,619214.00,2671759.00
1995:Q2,28304325.00,55145.00,36915.00,1004600.00,2513913.00,500266.00,110119.00,2903229.00,43566.00,1273233.00,406735.00,603952.00,575744.00,723183.00,266136.00,370331.00,86716.00,3861510.00,1173301.00,1469952.00,548003.00,6399979.00,58904.00,3420257.00,720106.00,2804942.00,18760293.00,7686.00,8018.00,18002.00,7003895.00,162887.00,4043573.00,26838.00,1304195.00,1466402.00,7043094.00,842673.00,736055.00,4401241.00,1063126.00,1297499.00,29371.00,73904.00,634404.00,2644419.00
1995:Q3,29083722.00,54544.00,37959.00,959659.00,2551693.00,522810.00,109538.00,2879810.00,52918.00,1251230.00,396101.00,571421.00,608140.00,718656.00,268230.00,364980.00,85446.00,4168517.00,1249462.00,1525559.00,556706.00,6570004.00,60370.00,3471633.00,741314.00,2905487.00,18977291.00,7380.00,10168.00,18199.00,7022887.00,163268.00,4078084.00,26940.00,1278456.00,1476139.00,7177139.00,858777.00,747834.00,4460929.00,1109599.00,1339605.00,29445.00,75515.00,651485.00,2645468.00
1995:Q4,29888477.00,53779.00,40759.00,973918.00,2578627.00,559760.00,118125.00,2853282.00,59508.00,1215488.00,402228.00,534754.00,641304.00,730317.00,275889.00,360185.00,94243.00,4524674.00,1290886.00,1511535.00,566188.00,6714859.00,54995.00,3517127.00,778673.00,3020973.00,19257192.00,7283.00,10168.00,18326.00,7062733.00,157351.00,4114850.00,28223.00,1268157.00,1494152.00,7315729.00,882923.00,768011.00,4496635.00,1168160.00,1395588.00,29909.00,73667.00,654112.00,2689677.00
1996:Q1,30641824.00,53266.00,46408.00,932724.00,2652569.00,607908.00,138028.00,2849235.00,59209.00,1209629.00,399543.00,525238.00,655616.00,738369.00,294580.00,355575.00,88214.00,4711484.00,1371892.00,1557586.00,571294.00,6853333.00,81428.00,3556258.00,803285.00,3116758.00,19525310.00,7159.00,10168.00,18325.00,7184160.00,174174.00,4200416.00,27643.00,1264843.00,1517084.00,7394613.00,868550.00,797275.00,4566582.00,1162207.00,1398830.00,30001.00,83165.00,677787.00,2721101.00
1996:Q2,31225223.00,52880.00,47537.00,946668.00,2680561.00,589826.00,148129.00,2960894.00,71364.00,1212747.00,456975.00,529592.00,690216.00,728851.00,292117.00,351678.00,85056.00,4866788.00,1467378.00,1616930.00,579766.00,6964680.00,63946.00,3558263.00,817570.00,3134556.00,19728536.00,7072.00,10168.00,18280.00,7210555.00,181726.00,4188197.00,28205.00,1269829.00,1542598.00,7535102.00,893630.00,807408.00,4637485.00,1196579.00,1439295.00,30609.00,80014.00,702655.00,2694786.00
1996:Q3,31627605.00,45069.00,52615.00,948021.00,2727278.00,606620.00,148862.00,2944844.00,77602.00,1204480.00,484018.00,507320.00,671424.00,721442.00,290191.00,347202.00,84049.00,4888812.00,1520665.00,1652500.00,594591.00,7087130.00,62799.00,3573774.00,838645.00,3213938.00,19985247.00,7052.00,9718.00,18866.00,7251897.00,172999.00,4241371.00,27437.00,1251696.00,1558394.00,7669186.00,923885.00,811925.00,4703529.00,1229847.00,1439312.00,30648.00,84317.00,713353.00,2760897.00
1996:Q4,32170628.00,44872.00,63677.00,944330.00,2765100.00,624740.00,151710.00,2938532.00,91216.00,1231759.00,493362.00,493519.00,628676.00,763485.00,324304.00,343765.00,95416.00,4802965.00,1553956.00,1643024.00,610646.00,7312799.00,130283.00,3636144.00,866486.00,3317880.00,20244968.00,7045.00,9718.00,18865.00,7343585.00,156405.00,4316468.00,26613.00,1261631.00,1582468.00,7787566.00,932819.00,811524.00,4769346.00,1273878.00,1505424.00,30526.00,85547.00,708810.00,2747882.00
1997:Q1,32531247.00,38315.00,63080.00,921801.00,2811782.00,670369.00,155421.00,2885195.00,92092.00,1253993.00,468673.00,479665.00,590772.00,756225.00,319890.00,345866.00,90469.00,4805497.00,1572362.00,1691108.00,622596.00,7395587.00,131247.00,3768860.00,894784.00,3347018.00,20478405.00,6795.00,9200.00,18974.00,7426761.00,168747.00,4354993.00,26258.00,1266301.00,1610462.00,7878285.00,973962.00,830666.00,4819483.00,1254175.00,1498287.00,31236.00,98935.00,737992.00,2771940.00
1997:Q2,34125662.00,38886.00,67921.00,936679.00,2852773.00,658093.00,152680.00,2832519.00,92786.00,1173714.00,485303.00,488430.00,592286.00,777876.00,336335.00,350683.00,90858.00,5680408.00,1755139.00,1760162.00,640193.00,7711686.00,132373.00,3822055.00,917177.00,3389042.00,20522904.00,6801.00,9200.00,19013.00,7429723.00,179286.00,4295238.00,26319.00,1283206.00,1645674.00,8019825.00,1009186.00,840888.00,4891713.00,1278038.00,1526849.00,31787.00,95247.00,757517.00,2626942.00
1997:Q3,35359211.00,38599.00,69265.00,904743.00,2913598.00,693873.00,156629.00,2781064.00,99587.00,1135405.00,473510.00,479273.00,593289.00,792943.00,343803.00,354869.00,94271.00,6187708.00,1923681.00,1789327.00,657230.00,7976685.00,133416.00,3894272.00,938318.00,3507860.00,20725863.00,6689.00,9200.00,19326.00,7515784.00,176649.00,4321648.00,26089.00,1294019.00,1697379.00,8181082.00,1000150.00,872720.00,5002407.00,1305805.00,1558963.00,31763.00,103342.00,760586.00,2539128.00
1997:Q4,35838129.00,41957.00,60318.00,922035.00,2953109.00,726002.00,155935.00,2778345.00,110145.00,1100117.00,521393.00,478682.00,568008.00,831851.00,360320.00,359487.00,112044.00,6269493.00,1939385.00,1776728.00,664963.00,8034651.00,132701.00,4018320.00,933123.00,3599214.00,21007428.00,6611.00,9200.00,19325.00,7604820.00,168598.00,4379966.00,26526.00,1318530.00,1711200.00,8363750.00,1043961.00,908395.00,5067230.00,1344165.00,1623430.00,32263.00,99155.00,760297.00,2488576.00
1998:Q1,37738430.00,41682.00,63932.00,889750.00,3039123.00,791791.00,163717.00,2778235.00,111473.00,1103233.00,482067.00,481845.00,599617.00,852556.00,386189.00,356673.00,109694.00,7079842.00,2181086.00,1823737.00,677161.00,8388215.00,132321.00,4135738.00,980303.00,3719241.00,21249795.00,6545.00,9200.00,19405.00,7742007.00,193105.00,4395245.00,25918.00,1344209.00,1783530.00,8469891.00,1056580.00,935008.00,5154260.00,1324043.00,1646854.00,32443.00,110288.00,784956.00,2428206.00
1998:Q2,38492880.00,42836.00,58362.00,947498.00,3038329.00,789745.00,156491.00,2885889.00,106719.00,1101907.00,538214.00,495529.00,643520.00,865886.00,401555.00,353695.00,110636.00,7213773.00,2278770.00,1868365.00,687898.00,8520829.00,130126.00,4139221.00,1019151.00,3849710.00,21598001.00,6524.00,9200.00,19461.00,7783142.00,202491.00,4324866.00,25558.00,1373908.00,1856319.00,8683365.00,1096405.00,952187.00,5267029.00,1367744.00,1654927.00,33096.00,100645.00,799293.00,2508348.00
1998:Q3,37490340.00,46269.00,57885.00,900323.00,3058135.00,847444.00,155331.00,2902005.00,112044.00,1101529.00,605303.00,472377.00,610752.00,901573.00,439314.00,349576.00,112683.00,6277560.00,2075374.00,1932655.00,689579.00,8386249.00,131162.00,4205517.00,1040238.00,3883042.00,22065360.00,6719.00,9200.00,19886.00,7817342.00,216872.00,4310920.00,25455.00,1380576.00,1883519.00,8852995.00,1117585.00,954758.00,5379934.00,1400718.00,1695270.00,33099.00,111865.00,807655.00,2711329.00
1998:Q4,40404057.00,51037.00,68243.00,914770.00,3120925.00,908568.00,159760.00,2907210.00,126228.00,1089811.00,633765.00,470610.00,586796.00,900612.00,430589.00,354158.00,115865.00,7624620.00,2344821.00,1910650.00,718262.00,8861552.00,131277.00,4257969.00,1041048.00,4482733.00,22573256.00,6899.00,9200.00,19885.00,7910022.00,192958.00,4366585.00,28501.00,1402728.00,1919250.00,9105582.00,1142523.00,995594.00,5526193.00,1441272.00,1732306.00,33555.00,108119.00,821127.00,2826561.00
1999:Q1,41247916.00,48262.00,75603.00,900751.00,3139547.00,969924.00,159847.00,2992205.00,131435.00,1066560.00,655690.00,478335.00,660185.00,891173.00,425370.00,349897.00,115906.00,7739869.00,2385368.00,1976497.00,730987.00,9025735.00,130525.00,4308390.00,1104151.00,4669082.00,22989396.00,6653.00,8200.00,19885.00,8010197.00,223886.00,4364067.00,28118.00,1425161.00,1968965.00,9280249.00,1157293.00,1033922.00,5646636.00,1442398.00,1749167.00,33724.00,113269.00,833405.00,2934646.00
1999:Q2,42791256.00,45974.00,72829.00,920589.00,3170236.00,934732.00,157087.00,3067354.00,142075.00,1040439.00,704048.00,505295.00,675497.00,888722.00,426477.00,344592.00,117653.00,8438281.00,2541756.00,2070667.00,750133.00,9273033.00,135531.00,4307336.00,1149511.00,4867485.00,23288175.00,6545.00,8200.00,20402.00,7998186.00,232365.00,4266094.00,28268.00,1441525.00,2029934.00,9469109.00,1163417.00,1045668.00,5788443.00,1471581.00,1809845.00,34398.00,120531.00,919138.00,2901821.00
1999:Q3,42685940.00,46378.00,74660.00,919721.00,3247875.00,957415.00,158183.00,3130033.00,146193.00,1021072.00,748404.00,517662.00,696703.00,939261.00,446065.00,372874.00,120322.00,7953231.00,2425124.00,2162760.00,753025.00,9236487.00,135482.00,4394829.00,1208995.00,4942481.00,23898944.00,6799.00,7200.00,20902.00,8077391.00,239280.00,4262488.00,28276.00,1447418.00,2099929.00,9737427.00,1189794.00,1048561.00,5987177.00,1511895.00,1897177.00,34455.00,123848.00,944631.00,3049115.00
1999:Q4,46218153.00,44452.00,72119.00,998335.00,3333303.00,1057635.00,158854.00,3226355.00,151930.00,1186539.00,790238.00,532370.00,565278.00,975407.00,481450.00,369849.00,124108.00,9717424.00,2811818.00,2171435.00,783859.00,9682923.00,139545.00,4491679.00,1250747.00,5302263.00,24296144.00,6725.00,6200.00,20901.00,8178895.00,230326.00,4336716.00,28284.00,1457089.00,2126480.00,9994306.00,1217114.00,1098511.00,6125059.00,1553622.00,1979737.00,34956.00,124021.00,916027.00,3034377.00
2000:Q1,47563208.00,44052.00,80900.00,915823.00,3433133.00,1139735.00,159368.00,3148143.00,154585.00,1128837.00,798453.00,534811.00,531457.00,1034079.00,540030.00,369956.00,124093.00,10124554.00,3018513.00,2277083.00,801724.00,9913637.00,146793.00,4557116.00,1282845.00,5485711.00,24747292.00,6599.00,6200.00,21441.00,8220178.00,260797.00,4298636.00,27768.00,1461603.00,2171374.00,10217952.00,1241168.00,1196023.00,6226996.00,1553765.00,2051835.00,35248.00,141658.00,951611.00,3094570.00
2000:Q2,47222058.00,41473.00,75583.00,914044.00,3518718.00,1106659.00,154269.00,3155445.00,161211.00,1024750.00,838132.00,561094.00,570258.00,1021540.00,523283.00,369859.00,128398.00,9447264.00,2902550.00,2414092.00,805122.00,9938633.00,150938.00,4599752.00,1331822.00,5644153.00,25240395.00,6552.00,4200.00,22124.00,8120522.00,296844.00,4119004.00,28227.00,1472014.00,2204433.00,10475233.00,1283219.00,1202776.00,6387467.00,1601771.00,2156944.00,35904.00,141956.00,1039946.00,3237014.00
2000:Q3,47923503.00,39682.00,58507.00,890695.00,3604703.00,1153675.00,151999.00,3147306.00,174432.00,956298.00,863990.00,543071.00,609515.00,1045076.00,542193.00,369037.00,133846.00,9321759.00,2909331.00,2517497.00,816933.00,10068929.00,150119.00,4822262.00,1365433.00,5859597.00,25790788.00,6359.00,3200.00,23181.00,8128940.00,307039.00,4079861.00,27621.00,1466923.00,2247496.00,10695327.00,1295312.00,1194304.00,6538638.00,1667073.00,2264433.00,35958.00,140869.00,1106730.00,3385792.00
2000:Q4,47426881.00,41051.00,72300.00,874669.00,3712480.00,1249734.00,146957.00,3180147.00,177249.00,957573.00,873015.00,526504.00,645806.00,1100006.00,589888.00,368966.00,141152.00,8067853.00,2615061.00,2542979.00,819098.00,9970515.00,153125.00,4958930.00,1351617.00,6570360.00,26435039.00,6384.00,2200.00,23180.00,8126811.00,278402.00,4062699.00,27326.00,1480713.00,2277671.00,10929705.00,1318360.00,1192693.00,6677385.00,1741267.00,2370662.00,36396.00,142632.00,1183217.00,3613853.00
2001:Q1,46164502.00,38741.00,67718.00,847892.00,3852829.00,1376984.00,143087.00,3097872.00,177963.00,914405.00,745921.00,535813.00,723769.00,1086157.00,575390.00,370952.00,139815.00,6939793.00,2367981.00,2555563.00,832495.00,9786389.00,152127.00,5011545.00,1388979.00,6618352.00,26914465.00,6177.00,2200.00,23578.00,8247169.00,235619.00,4095263.00,26767.00,1509553.00,2379967.00,10974882.00,1307355.00,1156937.00,6760866.00,1749724.00,2344310.00,36555.00,147623.00,1227799.00,3904172.00
2001:Q2,47432992.00,39495.00,65552.00,854093.00,3914188.00,1374191.00,141685.00,3100765.00,185323.00,839787.00,773069.00,569392.00,733194.00,1094875.00,579995.00,374985.00,139895.00,7466420.00,2568413.00,2565768.00,862376.00,10031528.00,151321.00,5065438.00,1418849.00,6718035.00,27094125.00,6103.00,2200.00,23904.00,8213338.00,206256.00,3949181.00,27048.00,1548554.00,2482299.00,11217368.00,1286258.00,1181685.00,6965176.00,1784249.00,2323663.00,37148.00,142646.00,1281563.00,3846192.00
2001:Q3,45809975.00,44666.00,62757.00,857161.00,3988435.00,1440890.00,137218.00,3094461.00,187933.00,839846.00,824742.00,563992.00,677947.00,1187090.00,671402.00,375099.00,140589.00,6103146.00,2227801.00,2528029.00,850494.00,9839724.00,153178.00,5144904.00,1452412.00,6697610.00,27746741.00,6316.00,2200.00,24462.00,8322572.00,189571.00,4031221.00,26960.00,1557240.00,2517580.00,11502034.00,1271251.00,1241601.00,7174831.00,1814351.00,2302546.00,37155.00,170203.00,1301124.00,4078129.00
2001:Q4,47409253.00,43164.00,64193.00,942819.00,4025610.00,1526830.00,135874.00,3080235.00,197113.00,828094.00,722245.00,579916.00,752867.00,1148860.00,624176.00,379161.00,145523.00,6961650.00,2473518.00,2437636.00,880004.00,10117179.00,156821.00,5141552.00,1489756.00,6783552.00,27960589.00,6157.00,2200.00,24462.00,8497050.00,177726.00,4118460.00,26777.00,1603398.00,2570689.00,11645186.00,1241251.00,1153470.00,7358638.00,1891827.00,2291517.00,37781.00,149734.00,1269519.00,4036983.00
2002:Q1,47883797.00,42247.00,64443.00,850397.00,4196314.00,1511909.00,130380.00,3124454.00,194920.00,817092.00,738659.00,598311.00,775472.00,1133586.00,609194.00,379997.00,144395.00,6989849.00,2483706.00,2481809.00,904851.00,10312297.00,159602.00,5213337.00,1530629.00,6753986.00,28294286.00,6109.00,2200.00,24696.00,8597953.00,162983.00,4157645.00,26328.00,1627094.00,2623903.00,11781824.00,1227399.00,1144717.00,7526192.00,1883516.00,2313122.00,37713.00,154505.00,1292939.00,4083225.00
