date,FL384090005.Q,FL313011005.Q,FL383091005.Q,FL383020005.Q,FL383030005.Q,FL383034005.Q,FL382051005.Q,FL384022005.Q,FL383069105.Q,FL383061105.Q,FL383061705.Q,FL383062005.Q,FL383063005.Q,FL384023005.Q,FL383069005.Q,FL383065005.Q,FL383066005.Q,LM383064105.Q,LM383064205.Q,FL383070005.Q,FL153040005.Q,FL153050005.Q,FL383078005.Q,FL152090205.Q,FL103092005.Q,FL383090005.Q,FL384190005.Q,FL313111303.Q,FL713014003.Q,FL313112003.Q,FL384122005.Q,FL103169100.Q,FL313161105.Q,FL313161705.Q,FL383162005.Q,FL103163003.Q,FL384123005.Q,FL383168005.Q,FL383169005.Q,FL383165005.Q,FL153166000.Q,FL383170005.Q,FL313140003.Q,FL143178005.Q,FL143192005.Q,FL383190005.Q
1975:Q4,5377550.00,4571.00,2622.00,266203.00,841897.00,3696.00,-891.00,333499.00,8371.00,155108.00,29054.00,76624.00,64342.00,190486.00,71221.00,95385.00,23880.00,584599.00,39639.00,307678.00,168626.00,1037090.00,14153.00,1149603.00,141045.00,293034.00,3486582.00,2685.00,500.00,8170.00,971208.00,9616.00,476979.00,7874.00,222956.00,253783.00,1339820.00,220151.00,128615.00,784058.00,206996.00,265102.00,10152.00,28894.00,22057.00,837994.00
1976:Q1,5592194.00,4801.00,3182.00,258292.00,872852.00,3557.00,1592.00,341933.00,9324.00,162904.00,28440.00,79972.00,61293.00,193822.00,74045.00,97132.00,22645.00,677976.00,43531.00,326171.00,170615.00,1058787.00,19139.00,1170652.00,144667.00,300625.00,3564577.00,2653.00,500.00,8318.00,1006709.00,10926.00,500032.00,8406.00,227091.00,260254.00,1353055.00,211512.00,135814.00,800821.00,204908.00,260265.00,10053.00,32477.00,23420.00,867127.00
1976:Q2,5753072.00,5759.00,3298.00,274198.00,894873.00,3341.00,1329.00,349192.00,9073.00,162764.00,29352.00,84348.00,63655.00,193903.00,72697.00,97509.00,23697.00,696689.00,43383.00,342276.00,173075.00,1075581.00,19849.00,1213961.00,146557.00,315808.00,3648336.00,2629.00,500.00,8657.00,1037882.00,11818.00,515607.00,8448.00,236798.00,265211.00,1392640.00,217825.00,140043.00,821624.00,213148.00,271454.00,10387.00,30102.00,24309.00,869776.00
1976:Q3,5877929.00,6752.00,2709.00,277290.00,915393.00,3322.00,2533.00,356940.00,9486.00,163727.00,29756.00,86294.00,67677.00,199560.00,75554.00,99966.00,24040.00,707098.00,41921.00,356253.00,175297.00,1094943.00,20014.00,1242362.00,149422.00,326120.00,3745064.00,2654.00,800.00,8556.00,1063705.00,10889.00,532091.00,8733.00,241084.00,270908.00,1428231.00,216566.00,145015.00,845962.00,220688.00,281590.00,10440.00,33486.00,25111.00,890491.00
1976:Q4,6009358.00,7005.00,3439.00,286272.00,941660.00,3381.00,-416.00,370719.00,10511.00,166044.00,34919.00,84428.00,74817.00,208614.00,81651.00,100982.00,25981.00,731164.00,42400.00,342164.00,177824.00,1115292.00,20243.00,1279526.00,211984.00,268087.00,3827261.00,2665.00,1200.00,8659.00,1090269.00,11049.00,550401.00,8329.00,243876.00,276614.00,1472630.00,222619.00,152532.00,868518.00,228961.00,297310.00,10751.00,35575.00,43584.00,864618.00
1977:Q1,6070437.00,7452.00,3897.00,277563.00,979043.00,2970.00,347.00,380273.00,10494.00,174940.00,34238.00,84555.00,76046.00,203340.00,76853.00,103105.00,23382.00,673643.00,38767.00,365383.00,180124.00,1138786.00,19899.00,1315565.00,213519.00,269866.00,3925832.00,2659.00,1200.00,8648.00,1117708.00,12083.00,567090.00,8175.00,248344.00,282016.00,1506261.00,227265.00,159564.00,890277.00,229155.00,302795.00,10803.00,37262.00,44355.00,894141.00
1977:Q2,6219107.00,7500.00,4744.00,292569.00,1000429.00,3091.00,1848.00,378414.00,9442.00,168761.00,35100.00,89290.00,75821.00,207384.00,77244.00,105949.00,24191.00,691483.00,41546.00,379690.00,182557.00,1163296.00,20915.00,1349461.00,216971.00,277209.00,4019280.00,2674.00,1200.00,8765.00,1135243.00,12914.00,567606.00,8097.00,260914.00,285712.00,1567066.00,236193.00,164443.00,924382.00,242048.00,314056.00,10970.00,31819.00,45174.00,902313.00
1977:Q3,6350544.00,7350.00,4914.00,302745.00,1029678.00,3086.00,2882.00,390072.00,8984.00,178813.00,36690.00,89246.00,76339.00,211945.00,77960.00,109574.00,24411.00,661389.00,41254.00,398819.00,184993.00,1188787.00,21226.00,1393780.00,219060.00,288564.00,4147756.00,2669.00,1200.00,8864.00,1174105.00,13175.00,593712.00,7599.00,267803.00,291816.00,1621065.00,239063.00,167687.00,961362.00,252953.00,322369.00,11069.00,35421.00,46051.00,924943.00
1977:Q4,6483694.00,7605.00,5686.00,308427.00,1059289.00,3397.00,145.00,403230.00,9390.00,184872.00,37749.00,91107.00,80112.00,224341.00,85152.00,112831.00,26358.00,630970.00,41145.00,391830.00,187808.00,1215036.00,21299.00,1443293.00,235712.00,304481.00,4278033.00,2787.00,1250.00,8909.00,1207656.00,12808.00,614181.00,7556.00,273620.00,299491.00,1685171.00,246093.00,176783.00,997403.00,264892.00,340715.00,11422.00,38005.00,50869.00,931249.00
1978:Q1,6628620.00,7429.00,7097.00,294273.00,1092735.00,4989.00,994.00,420116.00,10332.00,194689.00,39876.00,96902.00,78317.00,225885.00,85407.00,115920.00,24558.00,593085.00,40138.00,414734.00,190464.00,1244327.00,24721.00,1507805.00,240120.00,319708.00,4407017.00,2837.00,1250.00,9045.00,1241971.00,13719.00,633741.00,7233.00,283342.00,303936.00,1730452.00,255656.00,182516.00,1025309.00,266971.00,346368.00,11475.00,41101.00,52129.00,970389.00
1978:Q2,6856010.00,7128.00,7450.00,316825.00,1114549.00,6318.00,2272.00,429896.00,9330.00,194146.00,44850.00,104873.00,76697.00,235239.00,89183.00,121002.00,25054.00,631131.00,42331.00,440826.00,193533.00,1276109.00,25580.00,1565139.00,243580.00,318104.00,4538165.00,2843.00,1250.00,9142.00,1268371.00,14419.00,637824.00,7136.00,298639.00,310353.00,1809162.00,268256.00,191132.00,1065248.00,284526.00,361171.00,11781.00,36205.00,54246.00,983994.00
1978:Q3,7101855.00,7188.00,6457.00,329559.00,1141082.00,7564.00,2517.00,444410.00,9061.00,205785.00,45860.00,110807.00,72897.00,247958.00,95119.00,127321.00,25518.00,671927.00,44298.00,468936.00,196398.00,1310417.00,25788.00,1618465.00,245214.00,333677.00,4684839.00,2939.00,1300.00,9271.00,1307942.00,14992.00,659402.00,6584.00,311442.00,315522.00,1875412.00,271342.00,197894.00,1108154.00,298022.00,371087.00,11848.00,40066.00,56681.00,1008293.00
1978:Q4,7259974.00,5402.00,8317.00,338465.00,1165917.00,9538.00,4667.00,465932.00,9512.00,212243.00,52178.00,116017.00,75982.00,262657.00,103521.00,131180.00,27956.00,640129.00,41698.00,464783.00,199369.00,1338408.00,26367.00,1675027.00,272921.00,340377.00,4851151.00,2989.00,1300.00,9383.00,1342328.00,15499.00,675125.00,6221.00,324876.00,320607.00,1944397.00,280715.00,203663.00,1148714.00,311305.00,399118.00,12112.00,44006.00,63746.00,1031772.00
1979:Q1,7505232.00,6446.00,12524.00,320278.00,1189526.00,16721.00,7217.00,486234.00,8896.00,224490.00,58037.00,120662.00,74149.00,263090.00,98784.00,138262.00,26044.00,678821.00,43156.00,497627.00,202002.00,1372785.00,29072.00,1749315.00,278507.00,351911.00,4994404.00,4077.00,1300.00,9659.00,1366466.00,17665.00,684106.00,5593.00,334127.00,324975.00,1996694.00,288040.00,210735.00,1184100.00,313819.00,406733.00,12094.00,49457.00,64973.00,1082951.00
1979:Q2,7730592.00,7036.00,11273.00,342278.00,1196493.00,24262.00,10949.00,502052.00,8604.00,231003.00,61487.00,127925.00,73033.00,278986.00,106149.00,146204.00,26633.00,692151.00,44052.00,521804.00,204897.00,1402700.00,30044.00,1815252.00,285589.00,360774.00,5138101.00,4090.00,1800.00,9982.00,1382241.00,20564.00,681578.00,5146.00,344686.00,330267.00,2082872.00,301243.00,224896.00,1229414.00,327319.00,425424.00,12357.00,45212.00,67729.00,1106394.00
1979:Q3,8024961.00,5826.00,9777.00,361489.00,1223120.00,32068.00,13213.00,506586.00,7732.00,235131.00,65407.00,131652.00,66664.00,292418.00,111073.00,154074.00,27271.00,736043.00,45776.00,555485.00,207494.00,1438115.00,30650.00,1882764.00,292149.00,391988.00,5325063.00,4175.00,1800.00,10262.00,1420406.00,23828.00,701618.00,5070.00,355757.00,334133.00,2161324.00,312765.00,230065.00,1276966.00,341528.00,446571.00,12359.00,50597.00,70514.00,1147055.00
1979:Q4,8282480.00,5328.00,10080.00,367374.00,1239443.00,42459.00,14897.00,551003.00,9586.00,257620.00,73657.00,134815.00,75325.00,310092.00,121354.00,159557.00,29181.00,767889.00,39448.00,547585.00,210305.00,1482128.00,31402.00,1944232.00,323562.00,395253.00,5497765.00,4173.00,1800.00,10493.00,1451870.00,24518.00,720317.00,4938.00,364182.00,337915.00,2230308.00,321975.00,238638.00,1315079.00,354616.00,471402.00,12630.00,53781.00,81004.00,1180304.00
1980:Q1,8377775.00,8013.00,9174.00,346700.00,1263512.00,58282.00,16347.00,560762.00,10176.00,261165.00,82708.00,138795.00,67918.00,320719.00,120018.00,175378.00,25323.00,705845.00,40633.00,581911.00,212764.00,1516561.00,30212.00,1990476.00,329488.00,386376.00,5657167.00,5058.00,2968.00,10709.00,1486474.00,31052.00,735824.00,4874.00,370864.00,343860.00,2283836.00,328695.00,249807.00,1355672.00,349662.00,476789.00,12598.00,59894.00,83619.00,1235222.00
1980:Q2,8670668.00,8463.00,8564.00,360053.00,1277416.00,74360.00,20523.00,549631.00,9757.00,251997.00,79799.00,141536.00,66542.00,337854.00,127820.00,184049.00,25985.00,807631.00,45434.00,581988.00,215454.00,1569834.00,30650.00,2049304.00,332458.00,401051.00,5742244.00,5353.00,3018.00,10849.00,1520490.00,36334.00,743632.00,4685.00,380809.00,355030.00,2304921.00,320412.00,257106.00,1381766.00,345637.00,473802.00,12842.00,54360.00,88671.00,1267938.00
1980:Q3,9076975.00,9620.00,8670.00,386738.00,1308276.00,75392.00,23696.00,563129.00,9264.00,265033.00,77960.00,143395.00,67477.00,357491.00,135824.00,194629.00,27038.00,909904.00,50550.00,604283.00,217872.00,1624890.00,31420.00,2114788.00,336240.00,454016.00,5914358.00,5305.00,3268.00,10925.00,1571066.00,32189.00,781070.00,4573.00,390860.00,362374.00,2360619.00,330894.00,259881.00,1419508.00,350336.00,484746.00,12860.00,57579.00,92310.00,1315680.00
1980:Q4,9438065.00,10550.00,9696.00,383784.00,1366241.00,71359.00,20884.00,587074.00,9132.00,283451.00,80526.00,146422.00,67543.00,377547.00,145700.00,202296.00,29551.00,1010470.00,53567.00,606153.00,220559.00,1674445.00,31720.00,2187417.00,376110.00,450489.00,6067890.00,5155.00,2518.00,11057.00,1604670.00,28026.00,807189.00,4445.00,399440.00,365570.00,2440448.00,353658.00,272828.00,1455918.00,358044.00,515678.00,13195.00,59192.00,115078.00,1300899.00
1981:Q1,9718520.00,12240.00,9384.00,384884.00,1377427.00,107959.00,20594.00,584418.00,8799.00,278644.00,77025.00,154900.00,65050.00,383982.00,144369.00,211780.00,27833.00,1014946.00,53900.00,651277.00,222852.00,1719423.00,21036.00,2239529.00,378620.00,536049.00,6299635.00,6019.00,2818.00,11167.00,1654696.00,31837.00,838634.00,4391.00,408226.00,371608.00,2473670.00,354783.00,282210.00,1482775.00,353902.00,538440.00,13163.00,61994.00,118344.00,1419324.00
1981:Q2,9874460.00,12042.00,9411.00,386633.00,1392727.00,121479.00,19226.00,599329.00,8163.00,283946.00,80693.00,161150.00,65377.00,403204.00,148618.00,225761.00,28825.00,992933.00,54657.00,670122.00,225503.00,1759711.00,20561.00,2281265.00,384088.00,541569.00,6412899.00,5637.00,3068.00,11266.00,1677192.00,37819.00,837682.00,4232.00,418219.00,379240.00,2550704.00,371088.00,296352.00,1521654.00,361610.00,549773.00,13497.00,56191.00,122773.00,1422798.00
1981:Q3,9913133.00,13037.00,10495.00,397971.00,1413666.00,153686.00,18829.00,628133.00,8021.00,300675.00,84206.00,170982.00,64249.00,417457.00,151921.00,236563.00,28973.00,836812.00,50240.00,686828.00,227711.00,1794793.00,20172.00,2308118.00,385587.00,549598.00,6574851.00,5608.00,3318.00,11374.00,1730861.00,44081.00,867051.00,4170.00,431847.00,383712.00,2615999.00,386880.00,303968.00,1553223.00,371928.00,549061.00,13473.00,58274.00,127401.00,1459482.00
1981:Q4,10197548.00,13834.00,12386.00,411205.00,1447709.00,173026.00,15445.00,649823.00,8199.00,299023.00,89088.00,178014.00,75499.00,437229.00,161179.00,245703.00,30347.00,905145.00,54264.00,660335.00,230141.00,1841683.00,19285.00,2345103.00,398245.00,582690.00,6706679.00,5703.00,3318.00,11502.00,1783923.00,42722.00,903113.00,4104.00,443653.00,390331.00,2675440.00,400792.00,319192.00,1577574.00,377882.00,556563.00,13833.00,53608.00,149876.00,1452913.00
1982:Q1,10213953.00,13881.00,10066.00,402249.00,1475839.00,184432.00,13716.00,664408.00,7908.00,308907.00,83325.00,189031.00,75237.00,441570.00,159535.00,253985.00,28050.00,775113.00,51863.00,669436.00,232060.00,1884668.00,17218.00,2372227.00,403482.00,601725.00,6855134.00,5454.00,3568.00,11606.00,1841692.00,49836.00,933246.00,3506.00,456863.00,398241.00,2701673.00,410578.00,318715.00,1598843.00,373537.00,548638.00,13868.00,52994.00,151381.00,1524260.00
1982:Q2,10327029.00,14782.00,11310.00,401588.00,1494181.00,195311.00,15902.00,681899.00,8236.00,318967.00,81688.00,203942.00,69066.00,456748.00,166979.00,260867.00,28902.00,745219.00,52296.00,679251.00,234096.00,1933328.00,17907.00,2383345.00,407713.00,602153.00,6976588.00,5351.00,3818.00,11693.00,1877174.00,51741.00,944377.00,3485.00,474230.00,403341.00,2762892.00,432354.00,325970.00,1623681.00,380887.00,557708.00,14232.00,47021.00,153802.00,1542897.00
1982:Q3,10622248.00,14760.00,8268.00,431494.00,1524214.00,221075.00,18006.00,717659.00,7731.00,336394.00,85997.00,215462.00,72075.00,461399.00,172626.00,259602.00,29171.00,796027.00,58355.00,693096.00,235743.00,2001332.00,18549.00,2379481.00,409625.00,633165.00,7148252.00,5254.00,4218.00,11764.00,1969801.00,49726.00,1013958.00,3443.00,491353.00,411321.00,2797760.00,445962.00,331597.00,1633386.00,386815.00,564792.00,14242.00,49204.00,156304.00,1574913.00
1982:Q4,10979366.00,17076.00,12490.00,450385.00,1588933.00,205743.00,18521.00,719874.00,7948.00,335649.00,86926.00,220611.00,68740.00,480522.00,179986.00,269749.00,30787.00,966318.00,68180.00,669448.00,237958.00,2062168.00,19090.00,2386377.00,380636.00,695647.00,7301164.00,5405.00,4618.00,11859.00,2047367.00,37614.00,1077356.00,3351.00,508049.00,420997.00,2848271.00,455392.00,336914.00,1659247.00,396718.00,584065.00,14679.00,50820.00,166909.00,1567171.00
1983:Q1,11308511.00,18173.00,14116.00,445991.00,1659754.00,181855.00,21795.00,746697.00,8071.00,353451.00,85974.00,234492.00,64709.00,475922.00,176279.00,270754.00,28889.00,1058391.00,79569.00,684415.00,239874.00,2132996.00,21063.00,2413838.00,382352.00,731710.00,7416566.00,5285.00,4618.00,11971.00,2122923.00,41187.00,1130245.00,3387.00,520910.00,427194.00,2873953.00,452621.00,339451.00,1689971.00,391910.00,567366.00,14707.00,57185.00,167898.00,1590660.00
1983:Q2,11696480.00,18459.00,14035.00,476519.00,1694050.00,165479.00,27321.00,792591.00,9343.00,381435.00,87176.00,254066.00,60571.00,487214.00,180211.00,276258.00,30745.00,1179666.00,95764.00,709075.00,242244.00,2215651.00,22700.00,2411547.00,386002.00,758163.00,7595339.00,5234.00,4618.00,12104.00,2203282.00,38849.00,1179462.00,3344.00,543310.00,438317.00,2949854.00,452905.00,355534.00,1737577.00,403838.00,575901.00,15112.00,53628.00,171114.00,1604492.00
1983:Q3,11891408.00,18255.00,15777.00,489715.00,1742941.00,163172.00,34642.00,835053.00,9943.00,400172.00,87561.00,266921.00,70456.00,494464.00,183018.00,279580.00,31866.00,1146214.00,99061.00,738671.00,244290.00,2270813.00,23440.00,2420015.00,391380.00,763505.00,7797479.00,5178.00,4618.00,12241.00,2285477.00,40547.00,1238968.00,3320.00,559704.00,442938.00,3037016.00,459571.00,362553.00,1794280.00,420612.00,577287.00,15164.00,57706.00,174144.00,1628648.00
1983:Q4,12008829.00,18986.00,21330.00,481424.00,1794519.00,161097.00,35913.00,852448.00,12188.00,416070.00,88759.00,272870.00,62561.00,507574.00,186790.00,285419.00,35365.00,1088573.00,102541.00,739510.00,246737.00,2325818.00,23894.00,2445038.00,365247.00,798180.00,7990712.00,5130.00,4618.00,12327.00,2339400.00,36775.00,1277228.00,3311.00,575106.00,446980.00,3152725.00,484645.00,374625.00,1848577.00,444878.00,606353.00,15637.00,55727.00,174078.00,1624717.00
1984:Q1,12183933.00,19888.00,22731.00,484058.00,1847920.00,175413.00,40708.00,874573.00,12632.00,444769.00,90007.00,286749.00,40416.00,510509.00,184939.00,292494.00,33076.00,1023778.00,105074.00,779409.00,247998.00,2386563.00,29974.00,2455065.00,369538.00,810734.00,8242236.00,5214.00,4618.00,12501.00,2415246.00,42518.00,1324160.00,3274.00,590092.00,455202.00,3238543.00,499470.00,384370.00,1902693.00,452010.00,620044.00,15723.00,60422.00,177133.00,1692792.00
1984:Q2,12396867.00,19764.00,23783.00,491142.00,1906729.00,180036.00,45917.00,934549.00,11246.00,476403.00,92017.00,306800.00,48083.00,524150.00,187333.00,302251.00,34566.00,959429.00,105845.00,815587.00,249521.00,2431294.00,30829.00,2445148.00,374469.00,858675.00,8506013.00,5052.00,4618.00,12656.00,2489875.00,53463.00,1358733.00,3262.00,610773.00,463644.00,3371404.00,523571.00,397889.00,1970145.00,479799.00,645727.00,16177.00,56920.00,185476.00,1718108.00
1984:Q3,12753916.00,19734.00,19444.00,503522.00,1952431.00,182922.00,52195.00,968973.00,11189.00,492181.00,98940.00,319605.00,47058.00,540015.00,193367.00,311668.00,34980.00,1008919.00,119633.00,843513.00,250880.00,2509172.00,30483.00,2440124.00,378413.00,933543.00,8759180.00,4895.00,4618.00,12739.00,2598300.00,60349.00,1425508.00,3255.00,631749.00,477439.00,3468485.00,527677.00,406659.00,2032310.00,501839.00,651085.00,16230.00,57777.00,188558.00,1756493.00
1984:Q4,12975415.00,20307.00,20186.00,523469.00,2017483.00,210380.00,57041.00,967699.00,9742.00,485437.00,107413.00,321720.00,43387.00,556295.00,208289.00,309628.00,38378.00,1009964.00,126211.00,822194.00,252787.00,2583417.00,30737.00,2442558.00,359846.00,974841.00,8967143.00,4803.00,4618.00,12880.00,2700467.00,58490.00,1493072.00,3244.00,650603.00,495058.00,3601873.00,554846.00,430931.00,2089512.00,526584.00,663930.00,16721.00,60318.00,198658.00,1702875.00
1985:Q1,13387788.00,20469.00,19585.00,502698.00,2063022.00,217409.00,66629.00,1046744.00,10202.00,510090.00,115739.00,344420.00,66293.00,581101.00,209922.00,335673.00,35506.00,1069654.00,144491.00,856367.00,254900.00,2675022.00,34922.00,2446602.00,363073.00,1025100.00,9261613.00,4857.00,4618.00,13157.00,2799896.00,62972.00,1544223.00,3230.00,675913.00,513558.00,3704044.00,565355.00,436907.00,2165759.00,536023.00,666856.00,16757.00,61330.00,203862.00,1786236.00
1985:Q2,13713778.00,20897.00,18707.00,533270.00,2088414.00,221799.00,71441.00,1103700.00,9798.00,520576.00,132143.00,364804.00,76379.00,601750.00,221457.00,343202.00,37091.00,1131477.00,172878.00,871602.00,257747.00,2739032.00,36232.00,2431379.00,367130.00,1046323.00,9535150.00,4891.00,4618.00,13175.00,2907777.00,68886.00,1594076.00,3221.00,705901.00,535693.00,3817874.00,577269.00,448631.00,2232382.00,559592.00,678649.00,17226.00,57964.00,208086.00,1824890.00
1985:Q3,13876090.00,22289.00,19721.00,552315.00,2127421.00,217955.00,78408.00,1133348.00,9326.00,536352.00,129297.00,378276.00,80097.00,611072.00,227900.00,345072.00,38100.00,1050818.00,189554.00,884131.00,260564.00,2785726.00,37692.00,2444525.00,370266.00,1090285.00,9835833.00,5191.00,4618.00,13255.00,3019414.00,69036.00,1654805.00,3215.00,737592.00,554766.00,3927135.00,582517.00,458221.00,2300492.00,585905.00,682629.00,17282.00,61746.00,211802.00,1892761.00
1985:Q4,14634181.00,25129.00,23814.00,591967.00,2271636.00,212232.00,77502.00,1245979.00,10478.00,586702.00,131779.00,429436.00,87584.00,634320.00,247134.00,344681.00,42505.00,1226872.00,230241.00,879375.00,264336.00,2847102.00,38129.00,2506899.00,377132.00,1181516.00,10255107.00,5382.00,4718.00,13267.00,3271867.00,72207.00,1758725.00,3217.00,859484.00,578234.00,4062730.00,604326.00,481822.00,2366008.00,610574.00,727634.00,17829.00,60605.00,218824.00,1872251.00
1986:Q1,15055390.00,26196.00,25686.00,574348.00,2308380.00,233520.00,77728.00,1236777.00,11646.00,559934.00,124787.00,428026.00,112384.00,638395.00,251899.00,346378.00,40118.00,1390552.00,287846.00,867658.00,268266.00,2932177.00,45381.00,2543411.00,384101.00,1214968.00,10337830.00,5577.00,4718.00,13478.00,3336642.00,69514.00,1793895.00,3163.00,855878.00,614192.00,4121273.00,609663.00,490984.00,2413827.00,606799.00,685319.00,17859.00,62165.00,230378.00,1860421.00
1986:Q2,15414975.00,27405.00,26980.00,623207.00,2327666.00,242991.00,78537.00,1286013.00,10268.00,577771.00,121821.00,446901.00,129252.00,637944.00,247529.00,348815.00,41600.00,1452430.00,326440.00,885504.00,272862.00,3000819.00,46596.00,2563387.00,389412.00,1226782.00,10559490.00,5770.00,4818.00,13571.00,3459172.00,68654.00,1850659.00,3165.00,883232.00,653462.00,4234093.00,614057.00,502897.00,2489248.00,627891.00,684078.00,18355.00,61722.00,237301.00,1840610.00
1986:Q3,15564643.00,27928.00,26551.00,638590.00,2370711.00,260177.00,85215.00,1292619.00,9378.00,599842.00,130972.00,432324.00,120103.00,643476.00,253009.00,347952.00,42515.00,1317160.00,352848.00,907164.00,277435.00,3042792.00,47145.00,2597813.00,394220.00,1282799.00,10865781.00,5945.00,5018.00,13647.00,3576180.00,72779.00,1919205.00,3559.00,898843.00,681794.00,4348540.00,610800.00,512635.00,2575217.00,649888.00,697854.00,18428.00,63911.00,244883.00,1891375.00
1986:Q4,16127708.00,28032.00,27954.00,714498.00,2410645.00,254823.00,84050.00,1349386.00,10173.00,638042.00,129677.00,446786.00,124708.00,656896.00,262089.00,347790.00,47017.00,1495388.00,391419.00,891154.00,282599.00,3130169.00,47896.00,2625715.00,402295.00,1334789.00,11128379.00,5993.00,5018.00,13756.00,3696109.00,62865.00,2003903.00,3608.00,920383.00,705350.00,4516456.00,669102.00,528208.00,2652791.00,666355.00,736946.00,18871.00,66053.00,262172.00,1807005.00
1987:Q1,16732392.00,28338.00,25513.00,651651.00,2418161.00,266471.00,87229.00,1388799.00,12384.00,645549.00,118224.00,468972.00,143670.00,651171.00,251521.00,355227.00,44423.00,1769295.00,469066.00,928465.00,289604.00,3230888.00,47917.00,2657043.00,408383.00,1414398.00,11266466.00,6299.00,5018.00,13884.00,3775617.00,63593.00,2027895.00,4594.00,949044.00,730491.00,4556058.00,651883.00,525104.00,2734754.00,644317.00,747973.00,18998.00,67406.00,276064.00,1799149.00
1987:Q2,17031537.00,24962.00,24421.00,706186.00,2452935.00,261091.00,90723.00,1454712.00,13815.00,664960.00,121140.00,495618.00,159179.00,649121.00,246590.00,355960.00,46571.00,1756993.00,473532.00,946685.00,295990.00,3305455.00,49087.00,2675706.00,415938.00,1448000.00,11479847.00,6262.00,5018.00,13991.00,3851431.00,67916.00,2066019.00,4127.00,965157.00,748212.00,4685217.00,659122.00,538822.00,2826960.00,660313.00,746692.00,19487.00,70408.00,286271.00,1795070.00
1987:Q3,17431688.00,26958.00,23481.00,705128.00,2485764.00,264759.00,96257.00,1533755.00,16972.00,684594.00,132129.00,522967.00,177093.00,644549.00,246649.00,349825.00,48075.00,1838055.00,473552.00,970764.00,303304.00,3406832.00,49576.00,2694771.00,423426.00,1490757.00,11678757.00,6270.00,5018.00,14105.00,3932469.00,68108.00,2102052.00,3901.00,989645.00,768763.00,4792972.00,671528.00,545256.00,2896551.00,679637.00,762157.00,20518.00,71305.00,306745.00,1767198.00
1987:Q4,17241328.00,29112.00,26021.00,711731.00,2555507.00,277226.00,94270.00,1569078.00,15185.00,712021.00,147144.00,550388.00,144340.00,639367.00,234309.00,351030.00,54028.00,1473542.00,410246.00,1020007.00,307540.00,3402424.00,49262.00,2739223.00,462526.00,1474245.00,11984504.00,6951.00,5018.00,14225.00,4051551.00,73768.00,2176549.00,5144.00,1011975.00,784115.00,4876622.00,682586.00,544237.00,2951159.00,698640.00,820578.00,20076.00,71717.00,319829.00,1797937.00
1988:Q1,17677473.00,25533.00,28058.00,698859.00,2621537.00,303953.00,91799.00,1575774.00,12662.00,721693.00,140693.00,556254.00,144472.00,644542.00,234580.00,359049.00,50913.00,1574787.00,426944.00,1060806.00,313734.00,3491230.00,54718.00,2785490.00,465211.00,1514497.00,12200941.00,6797.00,5018.00,14354.00,4122770.00,73507.00,2213876.00,5021.00,1020754.00,809612.00,4965830.00,685951.00,565780.00,3020367.00,693732.00,832952.00,20097.00,73192.00,332771.00,1827160.00
1988:Q2,18052436.00,23799.00,35528.00,733953.00,2646557.00,282409.00,95276.00,1616482.00,15848.00,743482.00,144190.00,569468.00,143494.00,656680.00,236640.00,367210.00,52830.00,1652625.00,431920.00,1101568.00,321119.00,3569114.00,56252.00,2820877.00,468782.00,1539495.00,12428909.00,6421.00,5018.00,14454.00,4196374.00,77847.00,2238405.00,6952.00,1032495.00,840675.00,5099088.00,706635.00,573478.00,3108847.00,710128.00,846082.00,20617.00,71358.00,353699.00,1815798.00
1988:Q3,18314698.00,27264.00,36591.00,732533.00,2695464.00,283775.00,96471.00,1675088.00,14334.00,762307.00,162351.00,593603.00,142493.00,656743.00,228136.00,374820.00,53787.00,1662432.00,425722.00,1117924.00,327380.00,3627437.00,57400.00,2849671.00,476372.00,1566431.00,12663111.00,6322.00,5018.00,14574.00,4300965.00,80303.00,2286249.00,12176.00,1056583.00,865654.00,5197157.00,711060.00,577730.00,3182529.00,725838.00,847174.00,20654.00,71009.00,370104.00,1830134.00
1988:Q4,18919407.00,27671.00,32262.00,748930.00,2741954.00,291541.00,94875.00,1799218.00,14335.00,800545.00,192959.00,617910.00,173469.00,657604.00,213874.00,382973.00,60757.00,1767954.00,422110.00,1130339.00,335651.00,3701028.00,58149.00,2881666.00,484692.00,1743763.00,13072928.00,6593.00,5018.00,14736.00,4422469.00,85676.00,2347021.00,22578.00,1079962.00,887232.00,5323206.00,733626.00,575852.00,3268522.00,745206.00,903546.00,21249.00,71132.00,400812.00,1904167.00
1989:Q1,19373214.00,28725.00,29775.00,702904.00,2760116.00,318336.00,101616.00,1864997.00,15482.00,817917.00,203117.00,624595.00,203886.00,643824.00,210756.00,380415.00,52653.00,1845770.00,429687.00,1167541.00,339423.00,3802487.00,58187.00,2923952.00,497065.00,1858809.00,13388000.00,6334.00,5368.00,14876.00,4488168.00,96147.00,2380469.00,22284.00,1087465.00,901803.00,5403497.00,734984.00,591689.00,3323631.00,753193.00,915578.00,21271.00,76986.00,417819.00,2038103.00
