date,FL152000005.Q,FL152010005.Q,FL154090005.Q,FL154000025.Q,FL154022005.Q,FL154023005.Q,LM153064475.Q,LM153064105.Q,LM153064175.Q,LM543064153.Q,LM573064175.Q,LM343064123.Q,LM223064213.Q,LM653064155.Q,FL153099475.Q,FL154190005.Q,FL152090005.Q,FL153064476.Q,FL153064486.Q
1945:Q4,832955.93,189327.00,643628.93,105596.00,78843.00,12883.00,145888.00,144855.00,1033.00,0.00,0.00,0.00,0.00,1033.00,300418.93,30584.00,802371.93,17.51,22.67
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,917696.00,220716.00,696980.00,117132.00,76489.00,14444.00,139559.00,138515.00,1044.00,0.00,0.00,0.00,0.00,1044.00,349356.00,37441.00,880255.00,15.21,20.02
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,1024525.00,280815.00,743710.00,120491.00,76315.00,15730.00,137558.00,136405.00,1153.00,0.00,0.00,0.00,0.00,1153.00,393616.00,46468.00,978057.00,13.43,18.50
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,1084908.00,313687.00,771221.00,120331.00,77229.00,16922.00,136712.00,135486.00,1226.00,0.00,0.00,0.00,0.00,1226.00,420027.00,55109.00,1029799.00,12.60,17.73
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,1134091.00,340071.00,794020.00,121167.00,77290.00,17695.00,145165.00,142455.00,2710.00,0.00,0.00,0.00,0.00,2710.00,432703.00,63409.00,1070682.00,12.80,18.28
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,1238906.00,387298.00,851608.00,126111.00,78096.00,18660.00,167593.00,164696.00,2897.00,0.00,0.00,0.00,0.00,2897.00,461148.00,76901.00,1162005.00,13.53,19.68
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,1356059.00,430936.00,925123.00,135524.00,77532.00,19516.00,187921.00,184698.00,3223.00,0.00,275.00,0.00,0.00,2948.00,504630.00,85567.00,1270492.00,13.86,20.31
1952:Q1,1374569.00,437119.00,937450.00,135920.00,80001.00,19400.00,189706.00,186383.00,3323.00,0.00,289.00,0.00,0.00,3034.00,512423.00,86307.00,1288262.00,13.80,20.24
1952:Q2,1400699.00,448851.00,951848.00,136445.00,82094.00,19608.00,195988.00,192556.00,3432.00,0.00,312.00,0.00,0.00,3120.00,517713.00,90493.00,1310206.00,13.99,20.59
1952:Q3,1416794.00,453492.00,963302.00,140790.00,83781.00,19803.00,195646.00,192065.00,3581.00,0.00,320.00,0.00,0.00,3261.00,523282.00,93522.00,1323272.00,13.81,20.31
1952:Q4,1424925.00,464001.00,960924.00,145156.00,84342.00,20003.00,184802.00,181107.00,3695.00,0.00,369.00,0.00,0.00,3326.00,526621.00,97960.00,1326965.00,12.97,19.23
1953:Q1,1437187.00,472953.00,964234.00,147804.00,84729.00,20356.00,181495.00,177857.00,3638.00,0.00,383.00,0.00,0.00,3255.00,529850.00,100274.00,1336913.00,12.63,18.82
1953:Q2,1443619.00,481977.00,961642.00,147207.00,88303.00,20525.00,172187.00,168582.00,3605.00,0.00,408.00,0.00,0.00,3197.00,533420.00,104767.00,1338852.00,11.93,17.91
1953:Q3,1460494.00,493038.00,967456.00,151424.00,88627.00,20683.00,167452.00,163848.00,3604.00,0.00,434.00,0.00,0.00,3170.00,539270.00,107296.00,1353198.00,11.47,17.31
1953:Q4,1484657.00,493418.00,991239.00,154703.00,88052.00,20993.00,181571.00,177572.00,3999.00,0.00,478.00,0.00,0.00,3521.00,545920.00,110689.00,1373968.00,12.23,18.32
1954:Q1,1507080.00,498303.00,1008777.00,155136.00,88441.00,21278.00,192957.00,188593.00,4364.00,0.00,521.00,0.00,0.00,3843.00,550965.00,110561.00,1396519.00,12.80,19.13
1954:Q2,1532367.00,501397.00,1030970.00,157093.00,87995.00,21650.00,208537.00,203782.00,4755.00,0.00,537.00,0.00,0.00,4218.00,555695.00,114932.00,1417435.00,13.61,20.23
1954:Q3,1571754.00,510861.00,1060893.00,162931.00,87072.00,22026.00,227136.00,221823.00,5313.00,0.00,564.00,0.00,0.00,4749.00,561728.00,117763.00,1453991.00,14.45,21.41
1954:Q4,1593920.00,520897.00,1073023.00,166077.00,87050.00,22443.00,228887.00,222895.00,5992.00,0.00,631.00,0.00,0.00,5361.00,568566.00,123092.00,1470828.00,14.36,21.33
1955:Q1,1619037.00,527833.00,1091204.00,167846.00,88913.00,22819.00,235675.00,229212.00,6463.00,0.00,710.00,0.00,0.00,5753.00,575951.00,126315.00,1492722.00,14.56,21.60
1955:Q2,1660919.00,540621.00,1120298.00,168037.00,90418.00,23002.00,257159.00,249889.00,7270.00,0.00,904.00,0.00,0.00,6366.00,581682.00,133426.00,1527493.00,15.48,22.95
1955:Q3,1705099.00,555204.00,1149895.00,173016.00,92454.00,23300.00,271359.00,263912.00,7447.00,0.00,1089.00,0.00,0.00,6358.00,589766.00,138787.00,1566312.00,15.91,23.60
1955:Q4,1730487.00,565457.00,1165030.00,175819.00,93597.00,23624.00,273298.00,265154.00,8144.00,0.00,1217.00,0.00,0.00,6927.00,598692.00,144426.00,1586061.00,15.79,23.46
1956:Q1,1774688.00,577332.00,1197356.00,177309.00,95931.00,24171.00,290204.00,281337.00,8867.00,0.00,1363.00,0.00,0.00,7504.00,609741.00,146185.00,1628503.00,16.35,24.24
1956:Q2,1789688.00,588163.00,1201525.00,178865.00,97192.00,24509.00,281285.00,272249.00,9036.00,0.00,1348.00,0.00,0.00,7688.00,619674.00,151446.00,1638242.00,15.72,23.41
1956:Q3,1811347.00,599570.00,1211777.00,183165.00,98840.00,24843.00,275948.00,267245.00,8703.00,0.00,1342.00,0.00,0.00,7361.00,628981.00,154833.00,1656514.00,15.23,22.77
1956:Q4,1854297.00,608074.00,1246223.00,187113.00,99195.00,25209.00,296891.00,287591.00,9300.00,0.00,1413.00,0.00,0.00,7887.00,637815.00,159600.00,1694697.00,16.01,23.82
1957:Q1,1868050.00,619054.00,1248996.00,189289.00,101202.00,25686.00,283367.00,274073.00,9294.00,0.00,1403.00,0.00,0.00,7891.00,649452.00,160761.00,1707289.00,15.17,22.69
1957:Q2,1909972.00,630623.00,1279349.00,190694.00,101750.00,26147.00,300333.00,290373.00,9960.00,0.00,1590.00,0.00,0.00,8370.00,660425.00,165828.00,1744144.00,15.72,23.48
1957:Q3,1911170.00,639377.00,1271793.00,195233.00,103628.00,26676.00,274037.00,264793.00,9244.00,0.00,1528.00,0.00,0.00,7716.00,672219.00,168971.00,1742199.00,14.34,21.55
1957:Q4,1930977.00,643776.00,1287201.00,198191.00,103997.00,27177.00,275143.00,266234.00,8909.00,0.00,1498.00,0.00,0.00,7411.00,682693.00,172076.00,1758901.00,14.25,21.38
1958:Q1,1962970.00,644343.00,1318627.00,201589.00,104522.00,27701.00,290010.00,280386.00,9624.00,0.00,1612.00,0.00,0.00,8012.00,694805.00,171212.00,1791758.00,14.77,21.99
1958:Q2,1993442.00,650042.00,1343400.00,202186.00,102628.00,28584.00,305533.00,294788.00,10745.00,0.00,1796.00,0.00,0.00,8949.00,704469.00,174783.00,1818659.00,15.33,22.74
1958:Q3,2050866.00,660432.00,1390434.00,210539.00,100997.00,29284.00,335770.00,323591.00,12179.00,0.00,2037.00,0.00,0.00,10142.00,713844.00,178359.00,1872507.00,16.37,24.15
1958:Q4,2086402.00,670313.00,1416089.00,215004.00,102011.00,30043.00,347385.00,333401.00,13984.00,0.00,2312.00,0.00,0.00,11672.00,721646.00,184149.00,1902253.00,16.65,24.53
1959:Q1,2108963.00,674223.00,1434740.00,217114.00,104576.00,30602.00,354574.00,339692.00,14882.00,0.00,2427.00,0.00,0.00,12455.00,727874.00,186644.00,1922319.00,16.81,24.71
1959:Q2,2143200.00,686599.00,1456601.00,220137.00,105163.00,31057.00,367199.00,351283.00,15916.00,0.00,2656.00,0.00,0.00,13260.00,733045.00,193679.00,1949521.00,17.13,25.21
1959:Q3,2161829.00,697396.00,1464433.00,225959.00,107662.00,31345.00,360944.00,345399.00,15545.00,0.00,2684.00,0.00,0.00,12861.00,738523.00,199894.00,1961935.00,16.70,24.65
1959:Q4,2201800.00,706020.00,1495780.00,228096.00,110430.00,30443.00,381214.00,364442.00,16772.00,0.00,2905.00,0.00,0.00,13867.00,745597.00,206702.00,1995098.00,17.31,25.49
1960:Q1,2210423.00,720530.00,1489893.00,228305.00,115607.00,30621.00,360200.00,344090.00,16110.00,0.00,2826.00,0.00,0.00,13284.00,755160.00,207626.00,2002797.00,16.30,24.18
1960:Q2,2234120.00,726935.00,1507185.00,230226.00,116174.00,31213.00,367083.00,350070.00,17013.00,0.00,3024.00,0.00,0.00,13989.00,762489.00,214485.00,2019635.00,16.43,24.36
1960:Q3,2233657.00,734741.00,1498916.00,236987.00,115486.00,32280.00,342221.00,325875.00,16346.00,0.00,2921.00,0.00,0.00,13425.00,771942.00,219067.00,2014590.00,15.32,22.83
1960:Q4,2292262.00,737552.00,1554710.00,242043.00,114846.00,33623.00,382668.00,364553.00,18115.00,0.00,3309.00,0.00,0.00,14806.00,781530.00,224550.00,2067712.00,16.69,24.61
1961:Q1,2343354.00,736009.00,1607345.00,245235.00,113862.00,33818.00,424085.00,403160.00,20925.00,0.00,3816.00,0.00,0.00,17109.00,790345.00,225311.00,2118043.00,18.10,26.38
1961:Q2,2371355.00,748135.00,1623220.00,248973.00,113999.00,35336.00,424712.00,403029.00,21683.00,0.00,3919.00,0.00,0.00,17764.00,800200.00,231512.00,2139843.00,17.91,26.16
1961:Q3,2411519.00,759553.00,1651966.00,254539.00,114750.00,35408.00,435351.00,412628.00,22723.00,0.00,4132.00,0.00,0.00,18591.00,811918.00,235787.00,2175732.00,18.05,26.35
1961:Q4,2473632.00,769615.00,1704017.00,259837.00,115882.00,36094.00,468040.00,443217.00,24823.00,0.00,4571.00,0.00,0.00,20252.00,824164.00,242913.00,2230719.00,18.92,27.47
1962:Q1,2487128.00,779408.00,1707720.00,264453.00,116090.00,36277.00,457876.00,433050.00,24826.00,0.00,4573.00,0.00,0.00,20253.00,833024.00,244240.00,2242888.00,18.41,26.81
1962:Q2,2398010.00,786520.00,1611490.00,269203.00,115856.00,37525.00,349028.00,329789.00,19239.00,0.00,3569.00,0.00,0.00,15670.00,839878.00,251339.00,2146671.00,14.55,21.66
1962:Q3,2442753.00,793692.00,1649061.00,276907.00,117167.00,38068.00,368225.00,348408.00,19817.00,0.00,3850.00,0.00,0.00,15967.00,848694.00,257554.00,2185199.00,15.07,22.33
1962:Q4,2554300.00,803569.00,1750731.00,286061.00,116251.00,38142.00,453634.00,431230.00,22404.00,0.00,4377.00,0.00,0.00,18027.00,856643.00,265049.00,2289251.00,17.76,25.91
1963:Q1,2603112.00,813437.00,1789675.00,294203.00,112897.00,37860.00,479589.00,455641.00,23948.00,0.00,4702.00,0.00,0.00,19246.00,865126.00,267959.00,2335153.00,18.42,26.80
1963:Q2,2644368.00,817640.00,1826728.00,300331.00,112595.00,39185.00,502867.00,477302.00,25565.00,0.00,4990.00,0.00,0.00,20575.00,871749.00,277476.00,2366892.00,19.02,27.53
1963:Q3,2693460.00,830883.00,1862577.00,307763.00,112981.00,39325.00,523824.00,497411.00,26413.00,0.00,5254.00,0.00,0.00,21159.00,878684.00,284993.00,2408467.00,19.45,28.12
1963:Q4,2696952.00,839163.00,1857789.00,316999.00,115129.00,39382.00,497167.00,469895.00,27272.00,0.00,5534.00,0.00,0.00,21738.00,889112.00,294004.00,2402948.00,18.43,26.76
1964:Q1,2747680.00,843876.00,1903804.00,320095.00,116675.00,40727.00,528682.00,499442.00,29240.00,0.00,5938.00,0.00,0.00,23302.00,897625.00,297969.00,2449711.00,19.24,27.77
1964:Q2,2800937.00,860175.00,1940762.00,327892.00,117118.00,39781.00,545103.00,515081.00,30022.00,0.00,6227.00,0.00,0.00,23795.00,910868.00,307566.00,2493371.00,19.46,28.09
1964:Q3,2853838.00,869243.00,1984595.00,338278.00,118250.00,41040.00,564008.00,532323.00,31685.00,0.00,6528.00,0.00,0.00,25157.00,923020.00,314378.00,2539460.00,19.76,28.42
1964:Q4,2906242.00,884106.00,2022136.00,345895.00,118960.00,41275.00,575996.00,544127.00,31869.00,79.00,6741.00,0.00,0.00,25049.00,940010.00,323369.00,2582873.00,19.82,28.48
1965:Q1,2953393.00,895205.00,2058188.00,351297.00,120460.00,41419.00,590812.00,557830.00,32982.00,80.00,6991.00,0.00,0.00,25911.00,954200.00,326864.00,2626529.00,20.00,28.71
1965:Q2,2958655.00,903700.00,2054955.00,357846.00,120223.00,41802.00,567092.00,534567.00,32525.00,78.00,6914.00,0.00,0.00,25533.00,967992.00,336469.00,2622186.00,19.17,27.60
1965:Q3,3043497.00,912539.00,2130958.00,369423.00,121773.00,41843.00,616785.00,581085.00,35700.00,87.00,7722.00,0.00,0.00,27891.00,981134.00,343385.00,2700112.00,20.27,28.94
1965:Q4,3132586.00,930935.00,2201651.00,380095.00,121426.00,42301.00,654629.00,616096.00,38533.00,229.00,8151.00,0.00,0.00,30153.00,1003200.00,352786.00,2779800.00,20.90,29.73
1966:Q1,3142138.00,935815.00,2206323.00,384123.00,128174.00,41956.00,635579.00,596561.00,39018.00,228.00,8153.00,0.00,0.00,30637.00,1016490.00,355964.00,2786174.00,20.23,28.81
1966:Q2,3182625.00,971316.00,2211309.00,388507.00,129927.00,43122.00,608840.00,571128.00,37712.00,224.00,7974.00,0.00,0.00,29514.00,1040912.00,365660.00,2816965.00,19.13,27.53
1966:Q3,3156710.00,979812.00,2176898.00,393446.00,135279.00,43937.00,546017.00,512747.00,33270.00,206.00,7342.00,0.00,0.00,25722.00,1058219.00,369551.00,2787159.00,17.30,25.08
1966:Q4,3253045.00,1005984.00,2247061.00,400590.00,137180.00,44552.00,584802.00,548264.00,36538.00,515.00,7894.00,0.00,0.00,28129.00,1079936.00,376022.00,2877023.00,17.98,26.03
1967:Q1,3359191.00,1013794.00,2345397.00,410252.00,135404.00,45721.00,660001.00,617507.00,42494.00,588.00,9099.00,0.00,0.00,32807.00,1094018.00,375812.00,2983379.00,19.65,28.14
1967:Q2,3405173.00,1028913.00,2376260.00,421951.00,130956.00,46643.00,667207.00,622982.00,44225.00,595.00,9364.00,0.00,0.00,34266.00,1109503.00,383147.00,3022026.00,19.59,28.08
1967:Q3,3497633.00,1047814.00,2449819.00,433419.00,135391.00,47453.00,707949.00,659985.00,47964.00,633.00,10104.00,0.00,0.00,37227.00,1125607.00,389209.00,3108424.00,20.24,28.90
1967:Q4,3585127.00,1074443.00,2510684.00,446058.00,138540.00,48766.00,731403.00,682128.00,49275.00,1058.00,10221.00,0.00,0.00,37996.00,1145917.00,410869.00,3174258.00,20.40,29.13
1968:Q1,3596684.00,1104938.00,2491746.00,450905.00,141524.00,48881.00,677926.00,632831.00,45095.00,996.00,9656.00,0.00,0.00,34443.00,1172510.00,402468.00,3194216.00,18.85,27.21
1968:Q2,3747899.00,1130406.00,2617493.00,458357.00,143140.00,51479.00,771735.00,718675.00,53060.00,1158.00,11195.00,0.00,0.00,40707.00,1192782.00,415182.00,3332717.00,20.59,29.48
1968:Q3,3817509.00,1152242.00,2665267.00,470535.00,143799.00,53888.00,783537.00,727875.00,55662.00,1225.00,11774.00,0.00,0.00,42663.00,1213508.00,422781.00,3394728.00,20.52,29.40
1968:Q4,3999517.00,1200813.00,2798704.00,485278.00,142347.00,53960.00,874121.00,815334.00,58787.00,1946.00,12291.00,0.00,0.00,44550.00,1242998.00,436144.00,3563373.00,21.86,31.23
1969:Q1,4014851.00,1233242.00,2781609.00,482823.00,153352.00,48804.00,826872.00,770526.00,56346.00,1938.00,12163.00,0.00,0.00,42245.00,1269758.00,434920.00,3579931.00,20.60,29.73
1969:Q2,4031743.00,1259294.00,2772449.00,489073.00,151707.00,50309.00,788211.00,733883.00,54328.00,1960.00,12185.00,0.00,0.00,40183.00,1293149.00,446332.00,3585411.00,19.55,28.43
1969:Q3,4057899.00,1278065.00,2779834.00,486346.00,166329.00,47642.00,766226.00,713075.00,53151.00,1938.00,11951.00,0.00,0.00,39262.00,1313291.00,452181.00,3605718.00,18.88,27.56
1969:Q4,4087216.00,1308560.00,2778656.00,492217.00,173721.00,51888.00,721546.00,667356.00,54190.00,2774.00,12285.00,0.00,0.00,39131.00,1339284.00,463780.00,3623436.00,17.65,25.97
1970:Q1,4104313.00,1318187.00,2786126.00,489126.00,181965.00,48591.00,700887.00,643541.00,57346.00,2787.00,15335.00,0.00,0.00,39224.00,1365558.00,456241.00,3648072.00,17.08,25.16
1970:Q2,4039352.00,1356672.00,2682680.00,503670.00,174609.00,49323.00,553897.00,509525.00,44372.00,2234.00,12530.00,0.00,0.00,29608.00,1401182.00,462800.00,3576552.00,13.71,20.65
1970:Q3,4175860.00,1362730.00,2813130.00,525371.00,176587.00,51592.00,645736.00,593764.00,51972.00,2755.00,14978.00,0.00,0.00,34239.00,1413845.00,469739.00,3706121.00,15.46,22.95
1970:Q4,4310305.00,1390695.00,2919610.00,542084.00,175866.00,53672.00,708715.00,650213.00,58502.00,4006.00,16772.00,0.00,0.00,37724.00,1439273.00,478741.00,3831564.00,16.44,24.27
1971:Q1,4475696.00,1427016.00,3048680.00,566008.00,172963.00,51838.00,780596.00,712824.00,67772.00,4615.00,19215.00,0.00,0.00,43942.00,1477275.00,481494.00,3994202.00,17.44,25.60
1971:Q2,4559183.00,1460907.00,3098276.00,587212.00,170386.00,52070.00,777410.00,708482.00,68928.00,4742.00,19734.00,0.00,0.00,44452.00,1511198.00,495146.00,4064037.00,17.05,25.09
1971:Q3,4628815.00,1490713.00,3138102.00,602289.00,176064.00,50141.00,763604.00,693654.00,69950.00,5015.00,20825.00,0.00,0.00,44110.00,1546004.00,507890.00,4120925.00,16.50,24.33
1971:Q4,4764391.00,1517856.00,3246535.00,623085.00,172142.00,50938.00,818845.00,743724.00,75121.00,6477.00,22163.00,0.00,0.00,46481.00,1581524.00,524086.00,4240305.00,17.19,25.22
1972:Q1,4928163.00,1570862.00,3357301.00,642135.00,173982.00,49756.00,865384.00,785993.00,79391.00,7123.00,24058.00,0.00,0.00,48210.00,1626043.00,531333.00,4396830.00,17.56,25.78
1972:Q2,5008176.00,1600620.00,3407556.00,660459.00,172035.00,50502.00,860783.00,781697.00,79086.00,7303.00,24271.00,0.00,0.00,47512.00,1663777.00,551272.00,4456904.00,17.19,25.26
