1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2007:Q1,40838.00,-55905.00,92791.00,8311.00,-3585.00,-83701.00,-2636.00,-14658.00,23840.00,-479.00,-13170.00,-14811.00,-10115.00,-13593.00,239.00,0.00,-7719.00,-1173.00,-14821.00,-14606.00,82927.00
2007:Q2,260740.00,148387.00,51076.00,158.00,7313.00,-7925.00,-580.00,34308.00,-3306.00,-331.00,5960.00,-10444.00,-9167.00,-14394.00,-4286.00,0.00,13518.00,5875.00,-17327.00,-7751.00,61732.00
2007:Q3,-35253.00,-232306.00,40091.00,-16190.00,-94963.00,-58956.00,-740.00,-36183.00,-23256.00,539.00,2734.00,-5907.00,-5787.00,-14962.00,15171.00,0.00,548.00,15379.00,3598.00,-10090.00,327071.00
2007:Q4,-146055.00,-158384.00,-17651.00,25805.00,17437.00,-108052.00,1118.00,-81557.00,-66512.00,-7128.00,10487.00,16342.00,-16957.00,-15309.00,14515.00,0.00,3401.00,9469.00,16274.00,7806.00,94790.00
2008:Q1,180031.00,-220588.00,271059.00,2573.00,-5021.00,-7926.00,-3858.00,-7145.00,10900.00,-874.00,-6123.00,-17338.00,-26358.00,-14051.00,-5695.00,0.00,13347.00,-5987.00,11649.00,43605.00,139934.00
2008:Q2,-50701.00,-256183.00,223511.00,-18504.00,13623.00,27003.00,-1495.00,14363.00,2499.00,-198.00,5000.00,11177.00,-8026.00,-13809.00,-10985.00,0.00,15488.00,-7183.00,-4078.00,24251.00,-40150.00
2008:Q3,-27940.00,-296518.00,258432.00,46473.00,-16585.00,-50017.00,2371.00,2256.00,-80398.00,-274.00,5751.00,-15607.00,-45998.00,-13048.00,57117.00,0.00,8263.00,-656.00,-15309.00,45514.00,30274.00
2008:Q4,103473.00,-227553.00,227809.00,47761.00,102354.00,162139.00,2707.00,-12596.00,-27070.00,859.00,2422.00,9929.00,-49559.00,-11807.00,56873.00,0.00,-5992.00,437.00,24709.00,171228.00,-209036.00
2009:Q1,169261.00,-221897.00,-63240.00,2196.00,71742.00,244925.00,-1867.00,170434.00,-13864.00,364.00,18950.00,-6206.00,-28192.00,-12180.00,26523.00,0.00,-305.00,-4073.00,23408.00,71934.00,135535.00
2009:Q2,196482.00,160519.00,-6176.00,-16407.00,62787.00,-161082.00,1111.00,-38764.00,9898.00,-992.00,-64.00,4410.00,-8379.00,-10720.00,-37374.00,0.00,-15683.00,-4843.00,-58702.00,-981.00,156841.00
2009:Q3,305188.00,133382.00,-2340.00,15924.00,-81968.00,100043.00,-2973.00,24845.00,76225.00,5387.00,-3516.00,9492.00,2183.00,-9446.00,478.00,0.00,11318.00,-3986.00,-30265.00,20303.00,140148.00
2009:Q4,-99282.00,-39134.00,-63822.00,-65602.00,26968.00,120401.00,-2300.00,10642.00,102793.00,1490.00,-2782.00,-4909.00,-5656.00,-8328.00,17713.00,0.00,16129.00,1032.00,7169.00,-12592.00,-78093.00
2010:Q1,-101835.00,-132635.00,96550.00,-16249.00,-8523.00,-74916.00,-786.00,-36599.00,3139.00,302.00,-7344.00,-19161.00,-19460.00,-5286.00,23519.00,0.00,936.00,-1297.00,-17175.00,4295.00,33938.00
2010:Q2,253686.00,-88440.00,73461.00,24454.00,-5992.00,85399.00,-2996.00,99863.00,-38560.00,1020.00,-1111.00,-3443.00,2542.00,-5814.00,14170.00,0.00,-9212.00,145.00,20143.00,8654.00,164805.00
2010:Q3,38329.00,42836.00,110908.00,-12054.00,-55873.00,-13144.00,-4722.00,76790.00,-86240.00,-10.00,5089.00,1827.00,-8123.00,-6474.00,15485.00,0.00,-3917.00,7482.00,-6395.00,-3934.00,-34344.00
2010:Q4,112598.00,-69305.00,15193.00,-43247.00,45406.00,150575.00,-1514.00,16711.00,104085.00,-1337.00,-2992.00,7644.00,19847.00,-7296.00,-12046.00,0.00,22063.00,1592.00,-15760.00,19578.00,13976.00
2011:Q1,56587.00,-60303.00,238515.00,-17456.00,22214.00,38755.00,-4485.00,46395.00,32068.00,918.00,-2833.00,4221.00,-10237.00,-8532.00,-9584.00,0.00,8559.00,-8162.00,-11306.00,1732.00,-165138.00
2011:Q2,75663.00,-306189.00,195284.00,-31771.00,31348.00,5210.00,-314.00,28483.00,2186.00,298.00,-22245.00,7700.00,-1041.00,-9170.00,419.00,0.00,6004.00,12977.00,3984.00,-24070.00,181781.00
2011:Q3,-269733.00,-404883.00,185878.00,44886.00,-45803.00,-35605.00,2165.00,-6154.00,-67652.00,-364.00,5896.00,-10528.00,1669.00,-9232.00,9211.00,0.00,15125.00,7641.00,35407.00,-18789.00,-14206.00
2011:Q4,281465.00,-74377.00,174501.00,-7916.00,57655.00,67563.00,1422.00,21051.00,34773.00,139.00,-8030.00,27171.00,-23736.00,-8782.00,471.00,0.00,13518.00,5609.00,-15766.00,19724.00,64039.00
2012:Q1,248027.00,58609.00,226757.00,25766.00,19314.00,2814.00,-6369.00,30231.00,13725.00,-227.00,-5507.00,-11220.00,-7059.00,-9832.00,2782.00,0.00,11334.00,8442.00,-40384.00,16897.00,-85233.00
2012:Q2,-22649.00,-250993.00,125893.00,-17300.00,21697.00,25285.00,-4566.00,-26039.00,807.00,176.00,7171.00,3142.00,-2970.00,-9449.00,5868.00,0.00,6624.00,2723.00,8734.00,33064.00,72769.00
2012:Q3,330212.00,77798.00,215251.00,-70886.00,-62460.00,92603.00,-4884.00,88669.00,-30806.00,469.00,3880.00,25577.00,-8.00,-10285.00,8025.00,0.00,10919.00,5472.00,-13470.00,9044.00,77906.00
2012:Q4,129527.00,36177.00,166527.00,7419.00,36130.00,-45653.00,-3010.00,-59383.00,26941.00,-505.00,-777.00,5517.00,601.00,-11891.00,4604.00,0.00,-1113.00,12541.00,-7318.00,-11859.00,-71073.00
2013:Q1,-128949.00,-213988.00,77114.00,-10424.00,14516.00,-70101.00,-96.00,4150.00,5319.00,24.00,9344.00,11364.00,-2337.00,-14318.00,-52702.00,0.00,-7615.00,-549.00,-15151.00,-7536.00,73933.00
2013:Q2,-177069.00,-158290.00,24297.00,-16805.00,25435.00,-82899.00,-1181.00,-90868.00,5987.00,577.00,2132.00,1818.00,-5723.00,-12807.00,53667.00,0.00,-35128.00,13366.00,-12086.00,-2653.00,31193.00
2013:Q3,14533.00,109391.00,85559.00,-17009.00,-40008.00,-128384.00,-615.00,-14952.00,-54944.00,1070.00,2199.00,6539.00,-4877.00,-16733.00,-28408.00,0.00,-7596.00,3315.00,1223.00,-14605.00,4983.00
2013:Q4,-94544.00,-175224.00,58223.00,7701.00,36938.00,90583.00,322.00,81174.00,-4218.00,-1941.00,503.00,38124.00,-12198.00,-13878.00,23774.00,0.00,-22375.00,23267.00,-12123.00,-9850.00,-112763.00
2014:Q1,1455.00,-115544.00,200630.00,-37063.00,18457.00,37846.00,-1690.00,37370.00,33607.00,693.00,-1757.00,-3987.00,-6966.00,-19536.00,7955.00,0.00,-5587.00,155.00,-6588.00,4176.00,-102870.00
2014:Q2,116330.00,-71709.00,133132.00,-22976.00,19211.00,6087.00,198.00,7468.00,-1920.00,312.00,-865.00,6750.00,-3004.00,-18559.00,9677.00,0.00,-3199.00,422.00,961.00,7846.00,52585.00
2014:Q3,169668.00,132405.00,166657.00,4106.00,-71131.00,-96648.00,2946.00,-35546.00,-19506.00,-752.00,1382.00,168.00,-18968.00,-18000.00,-1350.00,0.00,-7122.00,4437.00,-3347.00,-989.00,34280.00
2014:Q4,-78578.00,-346179.00,200359.00,-2058.00,21429.00,-4747.00,2457.00,42037.00,-10942.00,-444.00,-748.00,539.00,-16237.00,-17464.00,7288.00,0.00,-8832.00,21705.00,-16417.00,-7692.00,52618.00
2015:Q1,-191712.00,-291800.00,76863.00,-84440.00,84.00,-85694.00,2534.00,-48187.00,-14747.00,819.00,-1426.00,-7912.00,-9483.00,-17357.00,-4468.00,0.00,7812.00,6261.00,-5967.00,6426.00,193276.00
2015:Q2,-25466.00,57362.00,-56713.00,2128.00,43408.00,-65677.00,1566.00,-63972.00,11694.00,442.00,1168.00,-8434.00,10402.00,-17045.00,-11855.00,0.00,518.00,15259.00,-9290.00,3871.00,-5973.00
2015:Q3,74606.00,-45761.00,41700.00,-12052.00,-84640.00,-22378.00,1842.00,-30199.00,21760.00,-949.00,142.00,-14049.00,-755.00,-16996.00,9373.00,0.00,6301.00,10282.00,4283.00,-13414.00,197736.00
2015:Q4,-6819.00,-69111.00,23326.00,30467.00,48935.00,-46695.00,1228.00,6663.00,-31563.00,-237.00,1966.00,743.00,5434.00,-16898.00,-3979.00,0.00,-4827.00,-1550.00,-11004.00,7328.00,6258.00
2016:Q1,-169872.00,-254972.00,79574.00,-72426.00,11423.00,-45434.00,-637.00,-21485.00,-24377.00,811.00,-3010.00,-9625.00,9444.00,-9771.00,8261.00,0.00,-4594.00,9380.00,-87.00,256.00,111963.00
2016:Q2,141686.00,-12282.00,-9134.00,15673.00,1353.00,-21745.00,-902.00,21585.00,-21872.00,92.00,479.00,-1539.00,1595.00,-13789.00,-5661.00,0.00,14479.00,-271.00,-7865.00,-8076.00,167821.00
2016:Q3,-18464.00,189000.00,13045.00,20093.00,-88378.00,-63095.00,-1263.00,-37809.00,-26229.00,1322.00,-613.00,-3515.00,5220.00,-19202.00,10068.00,0.00,16508.00,-22438.00,4460.00,10394.00,-89129.00
2016:Q4,-13345.00,46972.00,-45215.00,-25342.00,32603.00,-67868.00,-1010.00,-56788.00,40532.00,-1185.00,2342.00,-494.00,5713.00,-15433.00,-14336.00,0.00,10806.00,-8979.00,-14500.00,-14538.00,45505.00
