1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1987:Q4,146283.00,222.00,15379.00,62333.00,11902.00,40970.00,21511.00,7099.00,27290.00,-14930.00,-9753.00,-33238.00,-15161.00,0.00,4236.00,60021.00,9372.00,198591.00,62686.00,30975.00,105703.00,-830.00,57.00,130598.00,27871.00,21474.00,81254.00,67992.00,34815.00,9501.00,24449.00,-830.00,57.00,75354.00,56683.00,10100.00,19003.00,-16303.00,5871.00,2525.00,141447.00,24449.00,-506.00,-9602.00,107902.00,83019.00,24883.00,905888.00,15.61,11.91,9.16,2.75
1988:Q1,135625.00,-35.00,-11992.00,50672.00,28045.00,6003.00,-905.00,-2811.00,7992.00,1727.00,4274.00,-38138.00,3122.00,694.00,5975.00,76042.00,10963.00,201126.00,62035.00,31278.00,109409.00,-834.00,-762.00,132211.00,28377.00,21850.00,81985.00,68915.00,33658.00,9428.00,27424.00,-834.00,-762.00,58228.00,36021.00,19713.00,-4908.00,-1812.00,9214.00,2646.00,148958.00,27424.00,164.00,10787.00,132157.00,80063.00,52094.00,923671.00,16.13,14.31,8.67,5.64
1988:Q2,127440.00,406.00,5833.00,36722.00,-19795.00,37652.00,28680.00,-5157.00,15826.00,-1697.00,6447.00,-27819.00,104.00,718.00,7201.00,67734.00,12237.00,202489.00,63384.00,32319.00,110056.00,-844.00,-2426.00,134437.00,28900.00,22179.00,83358.00,68052.00,34484.00,10140.00,26697.00,-844.00,-2426.00,115132.00,69464.00,18063.00,16396.00,1143.00,10066.00,2596.00,82956.00,26697.00,746.00,8348.00,63861.00,51869.00,11992.00,910993.00,9.11,7.01,5.69,1.32
1988:Q3,169022.00,188.00,-4354.00,44102.00,2831.00,45858.00,25995.00,4210.00,16659.00,-1006.00,3831.00,-9184.00,-4386.00,730.00,6108.00,70691.00,12607.00,202791.00,63891.00,32592.00,109397.00,-858.00,-2229.00,137241.00,29416.00,22536.00,85290.00,65550.00,34475.00,10056.00,24107.00,-858.00,-2229.00,111186.00,60385.00,17806.00,15710.00,4115.00,13170.00,2926.00,126312.00,24107.00,60.00,-4958.00,97187.00,79075.00,18112.00,956046.00,13.21,10.17,8.27,1.89
1988:Q4,176181.00,353.00,14694.00,42150.00,8722.00,51807.00,23159.00,21728.00,18100.00,-11180.00,2361.00,-42389.00,-2497.00,730.00,8488.00,79366.00,12396.00,206270.00,64925.00,33207.00,113065.00,-879.00,-4047.00,140081.00,29925.00,22915.00,87242.00,66189.00,35000.00,10292.00,25823.00,-879.00,-4047.00,104901.00,56669.00,17440.00,19368.00,2076.00,9348.00,2947.00,140416.00,25823.00,379.00,-12503.00,101711.00,83737.00,17974.00,979695.00,14.33,10.38,8.55,1.83
1989:Q1,82988.00,445.00,-17381.00,24222.00,27373.00,2321.00,15613.00,-4025.00,-1150.00,-8117.00,642.00,-30212.00,-1175.00,1467.00,3824.00,63070.00,8392.00,212487.00,64715.00,33309.00,113155.00,-896.00,2205.00,142270.00,30353.00,23448.00,88469.00,70217.00,34362.00,9861.00,24686.00,-896.00,2205.00,45565.00,35921.00,9326.00,-9113.00,-3433.00,12864.00,2887.00,110527.00,24686.00,-72.00,10167.00,96081.00,100026.00,-3945.00,1011022.00,10.93,9.50,9.89,-0.39
1989:Q2,104506.00,-121.00,-4420.00,2839.00,17417.00,22811.00,19976.00,-7279.00,6052.00,4062.00,4646.00,-35369.00,6924.00,1507.00,8527.00,71758.00,7987.00,212374.00,63430.00,33960.00,114758.00,-930.00,1156.00,144885.00,30844.00,23796.00,90245.00,67489.00,32586.00,10164.00,24513.00,-930.00,1156.00,107752.00,58386.00,9203.00,16424.00,6427.00,17312.00,3147.00,67390.00,24513.00,869.00,9594.00,51602.00,40074.00,11528.00,967928.00,6.96,5.33,4.14,1.19
1989:Q3,135577.00,236.00,-3935.00,30455.00,31708.00,30709.00,4202.00,10869.00,10078.00,5560.00,-9772.00,-34660.00,8205.00,1511.00,5640.00,66722.00,8758.00,213401.00,63382.00,34466.00,117619.00,-968.00,-1097.00,147062.00,31326.00,24091.00,91645.00,66339.00,32056.00,10375.00,25973.00,-968.00,-1097.00,99478.00,65980.00,9055.00,14590.00,542.00,9311.00,1525.00,103963.00,25973.00,-70.00,-6245.00,71815.00,80146.00,-8331.00,1022541.00,10.17,7.02,7.84,-0.81
1989:Q4,209484.00,205.00,28615.00,29389.00,2541.00,53470.00,7425.00,24620.00,15003.00,6422.00,9974.00,-23011.00,12992.00,1471.00,11344.00,76186.00,6308.00,207585.00,62468.00,32506.00,114419.00,-1012.00,-796.00,149373.00,31799.00,24326.00,93248.00,58212.00,30669.00,8181.00,21171.00,-1012.00,-796.00,117726.00,66253.00,9424.00,25078.00,-871.00,17842.00,2866.00,152836.00,21171.00,522.00,-11810.00,119333.00,96264.00,23070.00,1050650.00,14.55,11.36,9.16,2.20
1990:Q1,162422.00,-119.00,-15508.00,16899.00,27411.00,34749.00,18662.00,3602.00,15180.00,-2695.00,-2923.00,2126.00,7434.00,1472.00,6394.00,75465.00,9022.00,216089.00,63532.00,32464.00,120535.00,-1032.00,590.00,151159.00,31827.00,25009.00,94323.00,64930.00,31705.00,7455.00,26212.00,-1032.00,590.00,34156.00,50411.00,-1095.00,-16965.00,4093.00,-2287.00,3400.00,196596.00,26212.00,-76.00,11700.00,182160.00,101929.00,80231.00,1077595.00,18.24,16.90,9.46,7.45
1990:Q2,122605.00,557.00,9296.00,-3440.00,-18688.00,48485.00,9302.00,15413.00,14651.00,9119.00,3358.00,-16104.00,10597.00,1442.00,7537.00,79095.00,469.00,207454.00,61265.00,30561.00,116563.00,-1067.00,131.00,153787.00,32277.00,25161.00,96349.00,53666.00,28988.00,5400.00,20214.00,-1067.00,131.00,73923.00,65835.00,-4909.00,6392.00,1067.00,5538.00,4683.00,107031.00,20214.00,502.00,9622.00,95937.00,51102.00,44835.00,1038356.00,10.31,9.24,4.92,4.32
1990:Q3,174154.00,637.00,-5036.00,16694.00,22387.00,56893.00,45100.00,9865.00,-73.00,2001.00,5060.00,-8093.00,-938.00,1456.00,6918.00,73818.00,4359.00,204001.00,58156.00,30335.00,115431.00,-1091.00,1170.00,155604.00,32721.00,25278.00,97605.00,48397.00,25436.00,5057.00,17826.00,-1091.00,1170.00,70994.00,50436.00,1504.00,13590.00,-4965.00,10430.00,3892.00,155449.00,17826.00,4.00,-7411.00,130208.00,88296.00,41912.00,1092162.00,14.23,11.92,8.08,3.84
1990:Q4,183036.00,335.00,1931.00,22720.00,8703.00,76186.00,23861.00,6743.00,6122.00,39460.00,10916.00,-34715.00,11772.00,1501.00,6174.00,72568.00,4945.00,197584.00,54818.00,30417.00,112479.00,-1106.00,976.00,157297.00,33157.00,25357.00,98782.00,40287.00,21661.00,5060.00,13697.00,-1106.00,976.00,60256.00,40261.00,128.00,12089.00,3420.00,4358.00,3781.00,166850.00,13697.00,415.00,-11944.00,140794.00,94121.00,46672.00,1103642.00,15.12,12.76,8.53,4.23
1991:Q1,167898.00,532.00,21031.00,7953.00,51320.00,-15534.00,-12906.00,-11999.00,-4037.00,13408.00,-1834.00,21086.00,9155.00,995.00,6029.00,63216.00,3950.00,190756.00,52042.00,29673.00,110316.00,-1065.00,-210.00,159099.00,33019.00,26021.00,100059.00,31657.00,19023.00,3652.00,10257.00,-1065.00,-210.00,8443.00,35909.00,1873.00,-22184.00,1307.00,-8462.00,3882.00,194994.00,10257.00,-8.00,9746.00,194491.00,111030.00,83461.00,1122703.00,17.37,17.32,9.89,7.43
1991:Q2,84337.00,-2.00,252.00,-50245.00,-26938.00,45299.00,10062.00,3631.00,20502.00,11104.00,-1715.00,348.00,21190.00,1042.00,8537.00,80959.00,5610.00,193254.00,53904.00,29675.00,111148.00,-1066.00,-407.00,160938.00,33378.00,26089.00,101471.00,32316.00,20526.00,3586.00,9676.00,-1066.00,-407.00,71424.00,59525.00,3922.00,-901.00,1269.00,7610.00,3741.00,48970.00,9676.00,799.00,11066.00,49561.00,60895.00,-11334.00,1086348.00,4.51,4.56,5.61,-1.04
1991:Q3,113257.00,452.00,1823.00,-19025.00,-8858.00,16225.00,8380.00,3957.00,16200.00,-12312.00,10837.00,-3007.00,26583.00,1062.00,4400.00,79590.00,3175.00,195327.00,56103.00,29346.00,113273.00,-1065.00,-2329.00,162104.00,33673.00,26168.00,102264.00,33223.00,22430.00,3178.00,11009.00,-1065.00,-2329.00,36418.00,22639.00,-12760.00,1194.00,10112.00,15233.00,4120.00,114183.00,11009.00,233.00,-7220.00,95720.00,85629.00,10092.00,1122814.00,10.17,8.53,7.63,0.90
1991:Q4,188457.00,46.00,33402.00,-18699.00,3193.00,13637.00,5697.00,-925.00,2380.00,6485.00,20190.00,7083.00,33801.00,1045.00,6206.00,81849.00,6704.00,198574.00,57025.00,29125.00,111664.00,-1064.00,1825.00,163407.00,33904.00,26260.00,103243.00,35168.00,23121.00,2865.00,8421.00,-1064.00,1825.00,69008.00,48747.00,-3854.00,13081.00,10983.00,51.00,2570.00,157187.00,8421.00,490.00,-11542.00,136734.00,108332.00,28402.00,1152620.00,13.64,11.86,9.40,2.46
1992:Q1,184240.00,1.00,13636.00,-20220.00,19866.00,42581.00,36113.00,14002.00,-812.00,-6722.00,-19131.00,27135.00,31222.00,619.00,7199.00,74874.00,6458.00,205062.00,60072.00,28018.00,116320.00,-1069.00,1722.00,164094.00,34100.00,26365.00,103629.00,40969.00,25972.00,1654.00,12690.00,-1069.00,1722.00,13590.00,39923.00,-4219.00,-22228.00,-3352.00,3467.00,3935.00,215554.00,12690.00,-293.00,10211.00,213367.00,125417.00,87951.00,1193988.00,18.05,17.87,10.50,7.37
1992:Q2,106406.00,387.00,12901.00,-6369.00,-16346.00,-7046.00,8473.00,-12581.00,-7716.00,4778.00,6298.00,-14780.00,31875.00,618.00,4422.00,87162.00,7284.00,210419.00,62782.00,28885.00,117447.00,-1067.00,2373.00,165303.00,34340.00,26544.00,104419.00,45116.00,28442.00,2341.00,13029.00,-1067.00,2373.00,47174.00,31822.00,-4522.00,-1021.00,6474.00,14422.00,3740.00,108089.00,13029.00,852.00,11419.00,105627.00,87682.00,17946.00,1170390.00,9.24,9.02,7.49,1.53
1992:Q3,149651.00,551.00,29266.00,-51760.00,-26878.00,29003.00,25126.00,15410.00,616.00,-12149.00,-1553.00,19276.00,40568.00,627.00,9181.00,91552.00,9819.00,212824.00,63255.00,29172.00,120050.00,-1065.00,1412.00,166960.00,34654.00,26797.00,105509.00,45865.00,28601.00,2375.00,14542.00,-1065.00,1412.00,59016.00,53715.00,-6313.00,9601.00,1273.00,739.00,-7932.00,128568.00,14542.00,239.00,-9335.00,104453.00,101812.00,2641.00,1203894.00,10.68,8.68,8.46,0.22
1992:Q4,153727.00,234.00,61048.00,-29578.00,-16950.00,5721.00,28276.00,1073.00,-33475.00,9847.00,-3176.00,-3613.00,37043.00,627.00,7810.00,87647.00,6914.00,218488.00,66563.00,29509.00,122623.00,-1063.00,856.00,168642.00,35040.00,27124.00,106478.00,49846.00,31522.00,2385.00,16145.00,-1063.00,856.00,82264.00,43513.00,-4255.00,22836.00,215.00,19955.00,4111.00,125421.00,16145.00,344.00,-10158.00,98774.00,111118.00,-12344.00,1231982.00,10.18,8.02,9.02,-1.00
1993:Q1,102880.00,-155.00,-23781.00,-40067.00,9460.00,26137.00,16991.00,-13537.00,-3933.00,26616.00,11848.00,-57412.00,48188.00,1046.00,7879.00,109389.00,10347.00,220043.00,67337.00,30921.00,123535.00,-1064.00,-686.00,171996.00,36025.00,27022.00,108949.00,48046.00,31312.00,3899.00,14586.00,-1064.00,-686.00,740.00,10902.00,-1013.00,-17507.00,7053.00,1306.00,2870.00,153056.00,14586.00,69.00,10137.00,148538.00,105732.00,42806.00,1238061.00,12.36,12.00,8.54,3.46
1993:Q2,130094.00,-93.00,21640.00,-22094.00,-9701.00,-13338.00,2417.00,-32988.00,-6580.00,23813.00,8881.00,-12789.00,45008.00,1059.00,9126.00,95212.00,7183.00,226305.00,68969.00,30888.00,128213.00,-1067.00,-697.00,173563.00,36494.00,27399.00,109670.00,52743.00,32474.00,3489.00,18544.00,-1067.00,-697.00,68911.00,54263.00,-3737.00,11400.00,-21.00,7007.00,4327.00,118252.00,18544.00,528.00,12645.00,111826.00,86341.00,25485.00,1236068.00,9.57,9.05,6.99,2.06
1993:Q3,148731.00,-655.00,24800.00,-15682.00,-10002.00,-4386.00,-12832.00,-4768.00,-14082.00,27296.00,-5329.00,-274.00,49583.00,1068.00,9310.00,90408.00,9890.00,229719.00,72186.00,30926.00,130271.00,-1075.00,-2588.00,175923.00,36966.00,27757.00,111201.00,53796.00,35220.00,3169.00,19071.00,-1075.00,-2588.00,89747.00,52080.00,-4738.00,24006.00,9780.00,8619.00,4209.00,116988.00,19071.00,-84.00,-9669.00,88333.00,81037.00,7296.00,1247798.00,9.38,7.08,6.49,0.58
1993:Q4,138454.00,-177.00,31649.00,-41393.00,8308.00,25093.00,32365.00,-19214.00,-21407.00,33349.00,-220.00,-24830.00,45029.00,1071.00,9564.00,76555.00,7805.00,241614.00,76190.00,32353.00,134287.00,-1086.00,-130.00,178257.00,37440.00,28096.00,112721.00,63358.00,38750.00,4257.00,21566.00,-1086.00,-130.00,95643.00,39729.00,-2473.00,43501.00,7133.00,7753.00,4786.00,110955.00,21566.00,179.00,-10892.00,78318.00,94530.00,-16213.00,1278305.00,8.68,6.13,7.39,-1.27
1994:Q1,207818.00,-41.00,-24564.00,5036.00,3215.00,106302.00,39354.00,57182.00,-9127.00,18893.00,1461.00,-21109.00,20731.00,1130.00,6618.00,95884.00,13155.00,249643.00,78339.00,32348.00,135883.00,-1105.00,4179.00,180769.00,38145.00,28192.00,114432.00,68875.00,40194.00,4157.00,21450.00,-1105.00,4179.00,36125.00,31470.00,-5241.00,-2293.00,491.00,11699.00,-3815.00,236753.00,21450.00,-142.00,11412.00,226856.00,82623.00,144233.00,1284023.00,18.44,17.67,6.43,11.23
1994:Q2,127911.00,1131.00,-3782.00,-31080.00,-12460.00,98604.00,43852.00,22882.00,10452.00,21419.00,-2086.00,-39456.00,7680.00,1142.00,6676.00,91137.00,10405.00,256618.00,81364.00,33399.00,138167.00,-1123.00,4812.00,182875.00,38701.00,28490.00,115685.00,73743.00,42663.00,4910.00,22482.00,-1123.00,4812.00,94498.00,47189.00,-2343.00,34704.00,992.00,13957.00,5326.00,112483.00,22482.00,235.00,12905.00,102671.00,74036.00,28635.00,1292025.00,8.71,7.95,5.73,2.22
1994:Q3,124750.00,510.00,-5529.00,17113.00,-8299.00,44880.00,41671.00,16767.00,-22770.00,9212.00,-1513.00,-47503.00,11218.00,1156.00,16779.00,81596.00,14342.00,257232.00,80930.00,33787.00,140610.00,-1145.00,3050.00,185502.00,39332.00,28768.00,117402.00,71730.00,41598.00,5019.00,23208.00,-1145.00,3050.00,103266.00,50033.00,-2934.00,41373.00,-1066.00,15860.00,4909.00,98123.00,23208.00,173.00,-9339.00,65403.00,78169.00,-12766.00,1315218.00,7.46,4.97,5.94,-0.97
1994:Q4,159509.00,1494.00,15065.00,-12226.00,33724.00,118218.00,63598.00,29822.00,-7578.00,32375.00,-939.00,-15688.00,-46983.00,1155.00,5812.00,48755.00,11122.00,261526.00,80604.00,34439.00,145807.00,-1171.00,1848.00,188350.00,40040.00,29024.00,119286.00,73176.00,40564.00,5414.00,26521.00,-1171.00,1848.00,133773.00,47257.00,-4289.00,61215.00,9642.00,19950.00,4898.00,103810.00,26521.00,244.00,-12491.00,64554.00,96587.00,-32034.00,1352948.00,7.67,4.77,7.14,-2.37
1995:Q1,144389.00,1477.00,-17432.00,49566.00,24535.00,-25623.00,9881.00,-27328.00,-23523.00,15347.00,2380.00,-3519.00,-2885.00,964.00,11148.00,81685.00,22093.00,257695.00,79660.00,36295.00,143193.00,-1198.00,-254.00,190651.00,40376.00,29705.00,120571.00,67044.00,39284.00,6590.00,22622.00,-1198.00,-254.00,48822.00,28308.00,2290.00,3377.00,-3919.00,18767.00,4830.00,167441.00,22622.00,174.00,15523.00,160168.00,103784.00,56384.00,1370192.00,12.22,11.69,7.57,4.12
1995:Q2,141723.00,2137.00,7190.00,29280.00,29096.00,-25319.00,807.00,5507.00,-28213.00,-3420.00,-172.00,-20455.00,3732.00,975.00,13212.00,83579.00,18468.00,254448.00,77563.00,35931.00,144498.00,-1211.00,-2333.00,193473.00,41078.00,29934.00,122461.00,60976.00,36486.00,5997.00,22037.00,-1211.00,-2333.00,110140.00,49771.00,3398.00,38580.00,1054.00,17337.00,4764.00,97323.00,22037.00,1224.00,13244.00,87306.00,62739.00,24567.00,1349632.00,7.21,6.47,4.65,1.82
1995:Q3,170742.00,-358.00,-31589.00,35880.00,19401.00,39584.00,-8201.00,21120.00,-4902.00,31567.00,-371.00,-22065.00,18513.00,988.00,7137.00,90313.00,13308.00,259185.00,80791.00,35601.00,148100.00,-1207.00,-4099.00,195579.00,41708.00,30150.00,123722.00,63606.00,39084.00,5451.00,24378.00,-1207.00,-4099.00,132121.00,56412.00,3922.00,46472.00,10787.00,14529.00,5151.00,107377.00,24378.00,725.00,-11245.00,71029.00,87054.00,-16026.00,1391899.00,7.71,5.10,6.25,-1.15
1995:Q4,205352.00,1309.00,5492.00,16991.00,27720.00,-4763.00,-7283.00,26689.00,-25716.00,1547.00,17854.00,4287.00,29993.00,985.00,8686.00,80941.00,15856.00,267284.00,82868.00,35904.00,150336.00,-1187.00,-637.00,197452.00,42264.00,30349.00,124839.00,69832.00,40603.00,5555.00,25498.00,-1187.00,-637.00,116408.00,33087.00,5275.00,58561.00,-3669.00,23155.00,3808.00,162583.00,25498.00,609.00,-14819.00,121657.00,99345.00,22312.00,1420844.00,11.44,8.56,6.99,1.57
1996:Q1,232044.00,2665.00,-7461.00,73053.00,37708.00,-18914.00,-5473.00,-5195.00,-8051.00,-195.00,8269.00,-24811.00,59439.00,1735.00,4054.00,79805.00,16501.00,273086.00,85430.00,36752.00,151774.00,-1214.00,344.00,199106.00,42520.00,30753.00,125834.00,73980.00,42910.00,5999.00,25941.00,-1214.00,344.00,79589.00,49347.00,4541.00,-5952.00,20831.00,10823.00,5389.00,231823.00,25941.00,432.00,15753.00,221204.00,103097.00,118107.00,1443842.00,16.06,15.32,7.14,8.18
1996:Q2,153124.00,1672.00,-4230.00,15889.00,-24341.00,52202.00,-30280.00,56049.00,-1775.00,28207.00,-5381.00,-28327.00,42995.00,1735.00,7596.00,73641.00,19673.00,284190.00,89583.00,37225.00,155571.00,-1177.00,2989.00,201607.00,43061.00,30938.00,127607.00,82584.00,46522.00,6286.00,27964.00,-1177.00,2989.00,137984.00,58975.00,7652.00,34372.00,1162.00,35824.00,5742.00,103465.00,27964.00,1363.00,13854.00,87993.00,46028.00,41965.00,1410566.00,7.34,6.24,3.26,2.98
1996:Q3,122513.00,4000.00,-7539.00,35199.00,8902.00,14702.00,22039.00,35461.00,-21765.00,-21033.00,-3083.00,-63983.00,23530.00,1755.00,14024.00,74587.00,20419.00,288375.00,90290.00,38545.00,156273.00,-1143.00,4411.00,203356.00,43664.00,31123.00,128569.00,85019.00,46626.00,7422.00,27703.00,-1143.00,4411.00,129592.00,63990.00,3832.00,33267.00,828.00,27675.00,6034.00,83974.00,27703.00,358.00,-12385.00,43528.00,90674.00,-47146.00,1470125.00,5.71,2.96,6.17,-3.21
1996:Q4,205629.00,4028.00,-3305.00,20465.00,8729.00,-5757.00,1769.00,19503.00,-12023.00,-15006.00,36409.00,-28348.00,36934.00,1754.00,14463.00,100155.00,20101.00,288947.00,89565.00,40327.00,158632.00,-1111.00,1534.00,205645.00,44327.00,31304.00,130014.00,83302.00,45238.00,9023.00,28618.00,-1111.00,1534.00,136970.00,49813.00,10465.00,44031.00,6890.00,25771.00,5946.00,157907.00,28618.00,720.00,-14434.00,114135.00,105415.00,8720.00,1505410.00,10.49,7.58,7.00,0.58
1997:Q1,123987.00,2811.00,-26531.00,42890.00,37510.00,-45829.00,-10316.00,6547.00,-4831.00,-37229.00,-11364.00,-29687.00,32703.00,1843.00,11815.00,83506.00,24320.00,293580.00,90378.00,41080.00,162324.00,-1158.00,955.00,207298.00,44575.00,31929.00,130794.00,86282.00,45803.00,9151.00,31530.00,-1158.00,955.00,89104.00,46294.00,3608.00,-19702.00,6479.00,52425.00,6420.00,127583.00,31530.00,423.00,16113.00,111743.00,109447.00,2296.00,1530444.00,8.34,7.30,7.15,0.15
1997:Q2,172825.00,346.00,7487.00,25306.00,-17281.00,-24068.00,-58707.00,14791.00,9041.00,10808.00,15722.00,-30131.00,47759.00,1864.00,12881.00,104725.00,28214.00,295633.00,92052.00,42431.00,160253.00,-1165.00,2062.00,209916.00,45295.00,32190.00,132432.00,85716.00,46757.00,10241.00,27821.00,-1165.00,2062.00,152236.00,54113.00,12250.00,23862.00,10602.00,51410.00,6581.00,112885.00,27821.00,866.00,14146.00,98344.00,34998.00,63347.00,1467151.00,7.69,6.70,2.39,4.32
1997:Q3,207157.00,1555.00,-29682.00,63472.00,27885.00,5185.00,-23967.00,5835.00,-2230.00,25547.00,795.00,-65428.00,65245.00,1883.00,13645.00,96215.00,26387.00,307291.00,93691.00,45390.00,166279.00,-1211.00,3143.00,211688.00,46018.00,32525.00,133145.00,95604.00,47673.00,12865.00,33134.00,-1211.00,3143.00,158140.00,92280.00,6031.00,27767.00,17449.00,14613.00,6879.00,151500.00,33134.00,147.00,-13198.00,105021.00,91445.00,13577.00,1552066.00,9.76,6.77,5.89,0.87
1997:Q4,215896.00,1821.00,30112.00,21446.00,25348.00,-10162.00,-38997.00,36160.00,13102.00,-20426.00,15496.00,-45258.00,52416.00,1884.00,8002.00,88267.00,26523.00,312933.00,95402.00,46632.00,169588.00,-1297.00,2608.00,214170.00,46746.00,32933.00,134491.00,98763.00,48656.00,13699.00,35097.00,-1297.00,2608.00,149069.00,41589.00,14196.00,38360.00,2887.00,52037.00,7095.00,172684.00,35097.00,232.00,-14047.00,123309.00,116298.00,7011.00,1599189.00,10.80,7.71,7.27,0.44
1998:Q1,240065.00,-362.00,-41137.00,39375.00,59021.00,9820.00,8805.00,-35150.00,-1285.00,37449.00,25122.00,-90087.00,71932.00,2433.00,6821.00,118177.00,38951.00,318317.00,97700.00,47761.00,170780.00,-1336.00,3413.00,217113.00,47362.00,33500.00,136251.00,101205.00,50338.00,14261.00,34529.00,-1336.00,3413.00,128845.00,68338.00,26216.00,-20122.00,9727.00,44688.00,7645.00,220069.00,34529.00,64.00,15728.00,201204.00,134572.00,66632.00,1631697.00,13.49,12.33,8.25,4.08
1998:Q2,262259.00,968.00,19946.00,-74.00,-19296.00,83343.00,-18119.00,33984.00,20534.00,46944.00,14229.00,-57341.00,47376.00,2460.00,9778.00,122522.00,38348.00,327998.00,101827.00,49696.00,178081.00,-1438.00,-168.00,219749.00,48122.00,34017.00,137610.00,108250.00,53705.00,15679.00,40471.00,-1438.00,-168.00,220108.00,90314.00,27569.00,43701.00,11429.00,47095.00,8032.00,158433.00,40471.00,2013.00,15180.00,131129.00,31465.00,99664.00,1559048.00,10.16,8.41,2.02,6.39
1998:Q3,243669.00,1715.00,-9476.00,18875.00,45087.00,9241.00,-10689.00,61037.00,-15227.00,-25880.00,38945.00,-24051.00,-13078.00,2487.00,8186.00,115704.00,50034.00,338732.00,105864.00,51406.00,181740.00,-1524.00,1247.00,222714.00,48912.00,34566.00,139236.00,116018.00,56952.00,16839.00,42504.00,-1524.00,1247.00,181616.00,91043.00,25129.00,32974.00,-1861.00,34331.00,8205.00,186276.00,42504.00,260.00,-15256.00,128257.00,110847.00,17410.00,1663238.00,11.20,7.71,6.66,1.05
1998:Q4,227235.00,-1775.00,61625.00,68766.00,23816.00,-58740.00,-32297.00,25692.00,-6592.00,-45543.00,-3283.00,-59628.00,43319.00,2487.00,19597.00,97405.00,33646.00,352197.00,109281.00,51406.00,191033.00,-1595.00,2071.00,225809.00,49732.00,35148.00,140929.00,126388.00,59549.00,16258.00,50105.00,-1595.00,2071.00,215391.00,105474.00,25139.00,40554.00,1907.00,42317.00,8512.00,146743.00,50105.00,735.00,-12550.00,83353.00,128436.00,-45083.00,1707287.00,8.60,4.88,7.52,-2.64
1999:Q1,209421.00,1643.00,-15532.00,6344.00,54167.00,34531.00,-34343.00,5037.00,6467.00,57370.00,-3198.00,5103.00,14800.00,720.00,10882.00,65678.00,34283.00,355163.00,110672.00,52977.00,190354.00,-1622.00,2782.00,228552.00,50558.00,35803.00,142191.00,126610.00,60113.00,17174.00,48163.00,-1622.00,2782.00,150352.00,89624.00,22796.00,1127.00,3813.00,32991.00,8825.00,194504.00,48163.00,340.00,13097.00,159098.00,123076.00,36022.00,1719491.00,11.31,9.25,7.16,2.09
1999:Q2,91344.00,1118.00,-28230.00,12278.00,-37397.00,-3740.00,-38044.00,32734.00,14600.00,-13030.00,1857.00,-25071.00,43869.00,726.00,14602.00,81885.00,29447.00,365609.00,113588.00,54436.00,198447.00,-1654.00,793.00,231900.00,51568.00,36494.00,143838.00,133709.00,62020.00,17942.00,54608.00,-1654.00,793.00,223159.00,108033.00,19767.00,29183.00,22114.00,44062.00,9156.00,11051.00,54608.00,1027.00,16391.00,-28194.00,1925.00,-30119.00,1631163.00,0.68,-1.73,0.12,-1.85
1999:Q3,205570.00,684.00,-5910.00,70481.00,12374.00,-2053.00,-22102.00,30514.00,-11167.00,702.00,20011.00,-4182.00,-16283.00,737.00,6965.00,81637.00,41108.00,370571.00,115412.00,55398.00,202250.00,-1662.00,-828.00,236263.00,52738.00,37262.00,146263.00,134308.00,62675.00,18136.00,55987.00,-1662.00,-828.00,241321.00,131284.00,24074.00,40314.00,2730.00,42919.00,8238.00,106794.00,55987.00,390.00,-13108.00,37309.00,80089.00,-42780.00,1736702.00,6.15,2.15,4.61,-2.46
1999:Q4,287631.00,-511.00,35054.00,57584.00,80371.00,-63185.00,83300.00,7005.00,6258.00,-159747.00,43477.00,-70833.00,54850.00,735.00,16564.00,103797.00,29727.00,375998.00,117279.00,56054.00,203443.00,-1647.00,869.00,240973.00,54068.00,38108.00,148798.00,135025.00,63212.00,17946.00,54646.00,-1647.00,869.00,254339.00,96461.00,28596.00,41727.00,41714.00,45841.00,9638.00,177954.00,54646.00,628.00,-13087.00,109593.00,98200.00,11394.00,1788938.00,9.95,6.13,5.49,0.64
2000:Q1,159434.00,4491.00,-37239.00,110049.00,83383.00,-85565.00,-59807.00,-9382.00,2092.00,-18468.00,58628.00,-190206.00,70287.00,2511.00,12263.00,91486.00,39346.00,392374.00,119801.00,57916.00,219371.00,-1672.00,-3042.00,245930.00,55312.00,39331.00,151287.00,146444.00,64489.00,18586.00,68084.00,-1672.00,-3042.00,206631.00,70721.00,25940.00,143.00,58591.00,51237.00,8987.00,108233.00,68084.00,-707.00,18544.00,59401.00,128957.00,-69557.00,1860411.00,5.82,3.19,6.93,-3.74
