1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1970:Q2,305899.00,328171.00,309146.00,84555.00,42859.00,176651.00,5081.00,0.00,19025.00,139678.00,-2422.00,192.00,18730.00,56516.00,0.00,-18052.00,7992.00,1620.00,-2540.00,1500.00,2436.00,4976.00,743.00,1780.00,-164.00,-873.00,-6700.00,160.00,7621.00,5104.00,57632.00,-1623.00,-3588.00,8120.00,9254.00,120654.00,0.00,0.00,96.00,46652.00,-332.00,12656.00,-1944.00,13360.00,22912.00,36943.00,332.00,9920.00,23460.00,3231.00,4780.00,13264.00,48.00,-2600.00,-3588.00,812.00,24247.00,-22272.00
1970:Q3,307272.00,368971.00,313668.00,85485.00,44118.00,178982.00,5083.00,0.00,55303.00,207077.00,-2192.00,-316.00,33704.00,85312.00,0.00,-492.00,32.00,500.00,-10468.00,-224.00,-4716.00,14940.00,13571.00,4584.00,5040.00,3947.00,-2088.00,2904.00,3321.00,5264.00,59004.00,-1764.00,-6473.00,6388.00,10901.00,151774.00,0.00,0.00,284.00,56600.00,464.00,26240.00,-396.00,8852.00,21440.00,55495.00,19536.00,-3912.00,33524.00,6347.00,4424.00,8184.00,44.00,-2224.00,-6473.00,1392.00,34048.00,-61699.00
1970:Q4,295683.00,257143.00,302908.00,81133.00,48791.00,176968.00,-3984.00,0.00,-45765.00,78348.00,-1602.00,-1372.00,-42626.00,66368.00,0.00,-9272.00,-18868.00,2668.00,-28728.00,-3392.00,-2772.00,13356.00,11583.00,9060.00,2284.00,239.00,-9544.00,-460.00,6221.00,5632.00,60372.00,-2194.00,-5148.00,6580.00,12678.00,124114.00,0.00,0.00,256.00,56360.00,3036.00,13468.00,316.00,17144.00,22396.00,37131.00,1648.00,-4656.00,37196.00,2943.00,8304.00,216.00,56.00,-2128.00,-5148.00,1176.00,27891.00,38540.00
1971:Q1,319662.00,342816.00,332046.00,91054.00,52704.00,176034.00,12254.00,0.00,10770.00,217236.00,234.00,1136.00,29606.00,117592.00,0.00,2724.00,-37712.00,2612.00,-37052.00,-9096.00,-3132.00,8956.00,12793.00,528.00,4088.00,8177.00,-8244.00,1304.00,4339.00,5996.00,59920.00,3410.00,5919.00,7592.00,10627.00,206466.00,2868.00,0.00,392.00,48800.00,2176.00,10468.00,-2828.00,17120.00,21864.00,71437.00,6948.00,7576.00,38648.00,18265.00,7928.00,24172.00,68.00,2120.00,5919.00,708.00,42054.00,-23154.00
1971:Q2,326206.00,373148.00,342517.00,93780.00,58729.00,179133.00,10875.00,0.00,30632.00,234567.00,-1972.00,80.00,35040.00,79108.00,0.00,2028.00,23012.00,-316.00,20952.00,-10788.00,2096.00,11068.00,-2151.00,2860.00,-4884.00,-127.00,-3300.00,172.00,9019.00,6336.00,62604.00,8603.00,120.00,7228.00,8640.00,203935.00,0.00,0.00,572.00,74388.00,-5724.00,42384.00,-940.00,17072.00,21596.00,71109.00,5084.00,10444.00,44420.00,11161.00,13260.00,6784.00,72.00,6260.00,120.00,480.00,30891.00,-46942.00
1971:Q3,333362.00,355606.00,350255.00,96058.00,62405.00,181604.00,10188.00,0.00,5351.00,235924.00,-4540.00,548.00,26052.00,59784.00,0.00,11832.00,19672.00,3280.00,4028.00,2552.00,-36.00,9848.00,-3283.00,-752.00,-4004.00,1473.00,-1076.00,-888.00,16459.00,6524.00,65592.00,-368.00,4604.00,8644.00,26368.00,230573.00,0.00,0.00,456.00,61936.00,552.00,34656.00,-1764.00,14160.00,14332.00,92149.00,16544.00,7368.00,53224.00,15013.00,15360.00,13100.00,76.00,4240.00,4604.00,-1252.00,39904.00,-22244.00
1971:Q4,341233.00,288425.00,349440.00,99644.00,65716.00,184375.00,-295.00,0.00,-61015.00,146546.00,52.00,-20.00,-24748.00,65728.00,0.00,-11000.00,-8656.00,1968.00,-12808.00,2212.00,-632.00,604.00,11153.00,10240.00,296.00,617.00,-11332.00,532.00,22731.00,6552.00,68148.00,-921.00,-3421.00,4684.00,27064.00,207561.00,0.00,0.00,540.00,62324.00,-548.00,27852.00,1332.00,16252.00,17436.00,78977.00,-1768.00,4140.00,58712.00,17893.00,9192.00,20016.00,68.00,3888.00,-3421.00,1224.00,34753.00,52808.00
1972:Q1,352488.00,363236.00,367704.00,101793.00,70647.00,192037.00,3227.00,0.00,-4469.00,243194.00,2694.00,748.00,20734.00,87400.00,0.00,9152.00,-1144.00,4712.00,-3668.00,-6640.00,3004.00,1448.00,3062.00,-3056.00,9096.00,-2978.00,-7520.00,1132.00,24366.00,6676.00,72860.00,4470.00,3870.00,8084.00,6611.00,247663.00,2840.00,0.00,692.00,39128.00,5048.00,5856.00,344.00,16780.00,11100.00,113918.00,19200.00,16120.00,62052.00,16546.00,9032.00,31556.00,120.00,2064.00,3870.00,-616.00,45059.00,-10748.00
1972:Q2,357294.00,409689.00,385544.00,104883.00,72196.00,196467.00,11998.00,0.00,24145.00,227551.00,-260.00,820.00,11060.00,81628.00,0.00,2436.00,26676.00,6644.00,17396.00,-880.00,1716.00,1800.00,1598.00,1592.00,-1748.00,1754.00,-7704.00,-2584.00,10878.00,6824.00,77532.00,1093.00,-9139.00,5228.00,21465.00,203406.00,0.00,0.00,612.00,40500.00,2844.00,7828.00,-60.00,14640.00,15248.00,102678.00,9344.00,6932.00,65664.00,20738.00,13712.00,11460.00,156.00,5456.00,-9139.00,1436.00,36535.00,-52395.00
1972:Q3,374940.00,390357.00,393141.00,108125.00,73763.00,197538.00,13715.00,0.00,-2784.00,236169.00,-148.00,776.00,4596.00,83104.00,0.00,5224.00,4992.00,676.00,188.00,548.00,1124.00,2456.00,-470.00,-2940.00,472.00,1998.00,-8984.00,-584.00,22418.00,6944.00,80164.00,-272.00,-959.00,8996.00,30371.00,238953.00,0.00,0.00,444.00,45800.00,-3004.00,22288.00,1848.00,12520.00,12148.00,114822.00,18072.00,7592.00,72220.00,16938.00,10384.00,30748.00,168.00,1668.00,-959.00,1184.00,34693.00,-15417.00
1972:Q4,402134.00,443677.00,408036.00,113483.00,78695.00,208367.00,7491.00,0.00,35641.00,306915.00,-88.00,1408.00,27112.00,84420.00,0.00,-10724.00,372.00,-192.00,104.00,-2240.00,3808.00,-1108.00,15638.00,10672.00,3332.00,1634.00,-17220.00,-3608.00,53090.00,7056.00,78104.00,413.00,-13523.00,5796.00,78669.00,271274.00,0.00,0.00,384.00,55232.00,-2004.00,32796.00,1464.00,12724.00,10252.00,138450.00,17568.00,11224.00,85824.00,23834.00,10560.00,37820.00,164.00,6360.00,-13523.00,1564.00,34263.00,-41543.00
1973:Q1,424058.00,430881.00,434133.00,122194.00,82348.00,219041.00,10550.00,0.00,-3252.00,315963.00,-392.00,2200.00,28720.00,112324.00,0.00,17728.00,13940.00,-3548.00,1424.00,4292.00,10768.00,1004.00,1990.00,-284.00,8716.00,-6442.00,-3908.00,-1192.00,44458.00,7216.00,75600.00,6093.00,-8466.00,14312.00,5340.00,319215.00,0.00,0.00,352.00,37584.00,-5008.00,20788.00,1044.00,14952.00,5808.00,186494.00,73140.00,15048.00,73328.00,24978.00,7004.00,42492.00,172.00,4952.00,-9202.00,2408.00,46959.00,-6824.00
1973:Q2,431453.00,469879.00,446117.00,121715.00,80102.00,226094.00,18206.00,0.00,23762.00,295661.00,-4.00,1132.00,19376.00,74316.00,0.00,708.00,48728.00,3960.00,32400.00,7204.00,5924.00,-760.00,1758.00,6168.00,-7032.00,2622.00,-1004.00,-2412.00,39534.00,7420.00,74724.00,2086.00,2823.00,9888.00,16588.00,271899.00,0.00,0.00,772.00,33704.00,1060.00,7668.00,-1668.00,14456.00,12188.00,133670.00,22448.00,3556.00,82084.00,25582.00,8676.00,49204.00,188.00,7136.00,2151.00,3252.00,33146.00,-38426.00
1973:Q3,445427.00,426695.00,440180.00,121254.00,79423.00,229742.00,9761.00,0.00,-13485.00,265419.00,20.00,-1104.00,-37180.00,62248.00,0.00,19448.00,32948.00,364.00,4992.00,12808.00,6948.00,7836.00,394.00,1036.00,160.00,-802.00,436.00,-120.00,45098.00,7452.00,77152.00,1268.00,19189.00,7720.00,30450.00,278904.00,0.00,0.00,256.00,22712.00,-40.00,-4080.00,1768.00,14436.00,10628.00,159390.00,43884.00,16568.00,79652.00,19286.00,5148.00,31372.00,184.00,2516.00,18525.00,2028.00,36773.00,18732.00
1973:Q4,465276.00,476394.00,455454.00,118848.00,77248.00,234365.00,24993.00,0.00,20940.00,319379.00,116.00,2400.00,38364.00,44780.00,0.00,2208.00,5552.00,1788.00,-6912.00,3952.00,2952.00,3772.00,19374.00,14324.00,3624.00,1426.00,-10380.00,-4220.00,56074.00,7304.00,80336.00,3065.00,26698.00,9896.00,37812.00,298439.00,0.00,0.00,308.00,48808.00,9644.00,10504.00,576.00,20072.00,8012.00,102418.00,4108.00,3948.00,74372.00,19990.00,10704.00,59956.00,156.00,6516.00,25942.00,3080.00,40551.00,-11118.00
1974:Q1,458191.00,440415.00,445868.00,117643.00,73934.00,241772.00,12519.00,0.00,-5453.00,266355.00,934.00,1600.00,9626.00,94192.00,1052.00,13844.00,30420.00,5696.00,11004.00,-2636.00,9724.00,6632.00,124.00,-15932.00,12708.00,3348.00,2544.00,224.00,46864.00,7132.00,79656.00,-653.00,-19629.00,-4640.00,3065.00,271808.00,0.00,0.00,400.00,37228.00,2192.00,-948.00,1428.00,19736.00,14820.00,138744.00,43720.00,11620.00,69064.00,14340.00,6220.00,43136.00,132.00,8368.00,-20393.00,6876.00,51097.00,17776.00
1974:Q2,452237.00,449079.00,463095.00,121295.00,72760.00,251624.00,17416.00,0.00,-14016.00,254730.00,1246.00,-800.00,6514.00,79556.00,1228.00,-20696.00,39364.00,-1060.00,13292.00,10952.00,5624.00,10556.00,15400.00,10844.00,2684.00,1872.00,-2256.00,-1556.00,61520.00,6928.00,83440.00,3920.00,-27111.00,6068.00,1965.00,268745.00,0.00,0.00,388.00,56724.00,3164.00,15028.00,-116.00,17104.00,21544.00,134688.00,41844.00,10400.00,68972.00,13472.00,4976.00,51536.00,108.00,12076.00,-27927.00,2192.00,33984.00,3158.00
1974:Q3,456957.00,447364.00,463443.00,126629.00,72529.00,258707.00,5578.00,0.00,-16079.00,243068.00,3680.00,-1600.00,-15096.00,30372.00,3264.00,7660.00,74688.00,6884.00,15456.00,26632.00,16788.00,8928.00,7108.00,5224.00,3792.00,-1908.00,-4156.00,-2936.00,25548.00,7020.00,87348.00,5166.00,-32794.00,16380.00,31416.00,259147.00,0.00,0.00,412.00,59680.00,9396.00,19352.00,-832.00,14996.00,16768.00,129084.00,40336.00,21324.00,57764.00,9660.00,-20.00,34124.00,104.00,11192.00,-33598.00,6480.00,51689.00,9593.00
1974:Q4,451752.00,445313.00,466246.00,118105.00,65140.00,262555.00,20446.00,0.00,-20933.00,168053.00,-374.00,0.00,7394.00,59208.00,3972.00,-30940.00,32136.00,4984.00,-6084.00,6652.00,936.00,25648.00,30728.00,13916.00,17060.00,-248.00,-988.00,-96.00,-2260.00,7404.00,86692.00,-1781.00,-28359.00,13880.00,-8563.00,188986.00,0.00,0.00,580.00,61732.00,1772.00,26024.00,-1000.00,9388.00,25548.00,83756.00,14160.00,18868.00,52416.00,-1688.00,5212.00,5100.00,116.00,4032.00,-29147.00,3352.00,54253.00,6439.00
1975:Q1,436383.00,466474.00,436881.00,122133.00,63397.00,261379.00,-10028.00,0.00,29593.00,239328.00,1200.00,76.00,27808.00,94964.00,4964.00,10828.00,17940.00,5612.00,-8712.00,-3232.00,10876.00,13396.00,26981.00,5440.00,19256.00,2285.00,-4208.00,3056.00,-10049.00,12188.00,88704.00,-11687.00,-13955.00,14788.00,-24270.00,209735.00,0.00,0.00,668.00,118152.00,4104.00,65912.00,-1172.00,11588.00,37720.00,48261.00,-7272.00,6556.00,46864.00,2113.00,7732.00,-14204.00,4576.00,-11388.00,-14591.00,696.00,69833.00,-30091.00
1975:Q2,440500.00,436568.00,436403.00,126681.00,66125.00,257551.00,-13954.00,0.00,165.00,270300.00,84.00,-1724.00,46596.00,86720.00,164.00,-6448.00,45392.00,4940.00,53100.00,-7704.00,2716.00,-7660.00,23409.00,11180.00,13432.00,-1203.00,-2324.00,-432.00,11275.00,9400.00,92020.00,372.00,-15868.00,14576.00,-32911.00,270135.00,0.00,400.00,844.00,148508.00,-9528.00,111820.00,-196.00,13324.00,33088.00,43865.00,-17204.00,9388.00,54332.00,-2651.00,12892.00,3220.00,1516.00,144.00,-16376.00,3056.00,72066.00,3932.00
1975:Q3,480549.00,433744.00,473585.00,136036.00,71077.00,267860.00,-1388.00,0.00,-39841.00,286258.00,962.00,84.00,-11226.00,72980.00,188.00,7860.00,56824.00,2800.00,35856.00,-1040.00,2344.00,16864.00,10993.00,-1568.00,15068.00,-2507.00,-4848.00,-3608.00,42703.00,8236.00,97128.00,5324.00,-10147.00,4520.00,8285.00,326099.00,0.00,0.00,796.00,119612.00,-180.00,95988.00,-36.00,9132.00,14708.00,90541.00,5980.00,14008.00,58780.00,11773.00,6852.00,55312.00,156.00,2768.00,-10703.00,-80.00,60844.00,46805.00
1975:Q4,498008.00,461811.00,494770.00,142158.00,75280.00,276984.00,348.00,0.00,-32959.00,279383.00,490.00,3448.00,-818.00,79692.00,-48.00,-14600.00,63064.00,1784.00,33680.00,-2472.00,12944.00,17128.00,38909.00,17756.00,17644.00,3509.00,-6572.00,-1996.00,40275.00,11084.00,96500.00,4632.00,-8498.00,17400.00,-43579.00,312342.00,0.00,0.00,1040.00,128548.00,-5984.00,85456.00,-8.00,25784.00,23300.00,92409.00,-3652.00,10196.00,66020.00,19845.00,12156.00,19876.00,2876.00,3808.00,-9318.00,5036.00,55911.00,36197.00
1976:Q1,524729.00,515752.00,534168.00,150389.00,82982.00,286104.00,14693.00,0.00,-18416.00,356519.00,2142.00,2240.00,39274.00,116676.00,-556.00,9932.00,17336.00,2868.00,13660.00,-4364.00,17368.00,-12196.00,33138.00,11296.00,17128.00,4714.00,5620.00,-1980.00,28562.00,7956.00,94712.00,10540.00,-22550.00,14048.00,-571.00,374935.00,0.00,0.00,592.00,129332.00,2680.00,80028.00,224.00,20516.00,25884.00,133958.00,-2012.00,34972.00,81736.00,19262.00,12608.00,18980.00,-396.00,7208.00,-21834.00,5180.00,89308.00,8977.00
1976:Q2,533175.00,621090.00,550084.00,152785.00,87180.00,287671.00,22448.00,0.00,71005.00,420008.00,4784.00,464.00,38532.00,95464.00,-864.00,-1052.00,67312.00,2128.00,38808.00,3620.00,13308.00,9448.00,-12226.00,-5392.00,-5800.00,-1034.00,7980.00,-3824.00,47018.00,9840.00,92512.00,11313.00,-11858.00,6320.00,68293.00,349003.00,0.00,0.00,1356.00,146420.00,2832.00,88960.00,168.00,34632.00,19828.00,111978.00,5988.00,14232.00,73656.00,18102.00,14020.00,38872.00,1336.00,8980.00,-12642.00,3556.00,35127.00,-87915.00
1976:Q3,538951.00,501207.00,559135.00,156420.00,87108.00,294800.00,20807.00,0.00,-57927.00,316963.00,2272.00,-2356.00,-5824.00,86640.00,-76.00,4816.00,25220.00,2136.00,-932.00,1648.00,6280.00,16088.00,11190.00,11428.00,2992.00,-3230.00,1540.00,-3784.00,29462.00,8888.00,102796.00,5992.00,-8628.00,11456.00,47358.00,374890.00,0.00,1200.00,-404.00,108880.00,-4380.00,73692.00,1140.00,15640.00,22788.00,142350.00,7304.00,26992.00,88292.00,19762.00,7316.00,46116.00,212.00,4920.00,-9092.00,3208.00,70184.00,37744.00
1976:Q4,544352.00,543864.00,572706.00,161586.00,99144.00,301458.00,10518.00,0.00,-28842.00,292829.00,498.00,2920.00,8366.00,128960.00,236.00,-11796.00,25496.00,1428.00,-6036.00,15696.00,-5740.00,20148.00,38126.00,23548.00,6624.00,7954.00,1688.00,-2156.00,32898.00,10108.00,105292.00,3078.00,-7877.00,8764.00,-51772.00,321670.00,0.00,1600.00,412.00,91608.00,4600.00,52908.00,-1616.00,12892.00,22824.00,151950.00,1792.00,26852.00,92572.00,30734.00,8152.00,20704.00,1244.00,5616.00,-9041.00,2364.00,47062.00,488.00
1977:Q1,559339.00,616942.00,606752.00,169694.00,104868.00,317368.00,14822.00,0.00,10190.00,429505.00,1594.00,1832.00,47702.00,144844.00,-1644.00,3052.00,19600.00,-824.00,12992.00,-2828.00,5344.00,4916.00,1736.00,-19192.00,23080.00,-2152.00,-5776.00,-2304.00,45972.00,9200.00,109612.00,-3624.00,-29464.00,5432.00,81741.00,419315.00,0.00,0.00,-44.00,95952.00,732.00,51520.00,-616.00,22708.00,21608.00,213192.00,49232.00,28556.00,107140.00,28264.00,-640.00,58016.00,208.00,-1580.00,-29356.00,3063.00,80504.00,-57603.00
1977:Q2,604514.00,610054.00,643458.00,174577.00,119327.00,330085.00,19469.00,0.00,-33404.00,344507.00,418.00,3388.00,25558.00,93568.00,484.00,6004.00,32712.00,-1244.00,17396.00,3536.00,13924.00,-900.00,7448.00,1564.00,2768.00,3116.00,-6788.00,1872.00,37180.00,9732.00,103384.00,-4131.00,-9140.00,12920.00,29898.00,377911.00,0.00,0.00,468.00,93784.00,1116.00,32932.00,-312.00,45264.00,14784.00,198956.00,16036.00,16304.00,125696.00,40920.00,1728.00,41456.00,668.00,-1252.00,-10056.00,3275.00,48884.00,-5540.00
1977:Q3,634732.00,657434.00,671106.00,178975.00,122746.00,338501.00,30884.00,0.00,-13672.00,467666.00,-372.00,680.00,22316.00,113560.00,-20.00,4136.00,42588.00,-1368.00,37368.00,6432.00,-1916.00,2072.00,8180.00,2864.00,6128.00,-812.00,-3156.00,2720.00,46072.00,9744.00,116632.00,5855.00,-1410.00,8696.00,91445.00,481337.00,0.00,0.00,396.00,159288.00,560.00,110488.00,-1992.00,25816.00,24416.00,214440.00,19852.00,21476.00,137020.00,36092.00,4420.00,39988.00,396.00,5128.00,-1578.00,3507.00,55352.00,-22702.00
1977:Q4,648145.00,619157.00,684117.00,185170.00,124860.00,349966.00,24121.00,0.00,-64961.00,440914.00,-304.00,3088.00,-7236.00,121448.00,1244.00,-10948.00,29284.00,-1048.00,8936.00,4056.00,9364.00,7976.00,45740.00,29176.00,15208.00,1356.00,-9204.00,-1140.00,69436.00,11260.00,112320.00,4516.00,8365.00,11164.00,51881.00,505874.00,0.00,200.00,180.00,120044.00,4148.00,60180.00,-172.00,25188.00,30700.00,224440.00,9976.00,32308.00,144272.00,37884.00,5400.00,34160.00,1412.00,7424.00,8765.00,2451.00,101399.00,28988.00
1978:Q1,658572.00,687164.00,694931.00,184117.00,129855.00,355506.00,25453.00,0.00,-7768.00,547999.00,-998.00,5644.00,33594.00,121660.00,6368.00,3396.00,44544.00,3280.00,11868.00,8356.00,28220.00,-7180.00,37179.00,1020.00,33416.00,2743.00,-15796.00,1920.00,37525.00,10624.00,126036.00,-1502.00,-13529.00,17160.00,134174.00,555767.00,0.00,0.00,544.00,119108.00,-696.00,59388.00,-1292.00,43928.00,17780.00,284299.00,68764.00,37884.00,137976.00,39675.00,-6444.00,37812.00,212.00,2964.00,-14273.00,4935.00,126610.00,-28592.00
1978:Q2,711761.00,667783.00,756677.00,200856.00,140145.00,391419.00,24257.00,0.00,-88894.00,436791.00,-1134.00,1412.00,50422.00,95600.00,5316.00,5112.00,82836.00,-1408.00,43548.00,20140.00,27036.00,-6480.00,27831.00,15104.00,9728.00,2999.00,-10456.00,-2748.00,88909.00,12276.00,117224.00,2948.00,-18309.00,12932.00,-33380.00,525686.00,0.00,0.00,388.00,137232.00,-236.00,55848.00,-388.00,56340.00,25668.00,268687.00,30776.00,30620.00,147064.00,60227.00,2792.00,60792.00,1224.00,2448.00,-18649.00,8467.00,62304.00,43978.00
1978:Q3,730890.00,692370.00,782266.00,201372.00,145539.00,410389.00,24966.00,0.00,-89896.00,464898.00,-542.00,-3972.00,30598.00,97260.00,4984.00,980.00,56172.00,-676.00,46676.00,4024.00,21348.00,-15200.00,38699.00,23744.00,15852.00,-897.00,-10844.00,-276.00,80713.00,11460.00,123972.00,4204.00,-12049.00,7676.00,35863.00,554794.00,0.00,200.00,516.00,158080.00,1356.00,89432.00,-2208.00,48824.00,20676.00,257883.00,16332.00,36988.00,159372.00,45191.00,800.00,47384.00,268.00,5176.00,-12681.00,9739.00,87429.00,38520.00
1978:Q4,761389.00,749174.00,813642.00,206536.00,149159.00,429460.00,28487.00,0.00,-64468.00,554680.00,-9856.00,7440.00,7236.00,111992.00,7896.00,8600.00,54300.00,-708.00,1300.00,21984.00,29036.00,2688.00,54123.00,33712.00,18864.00,1547.00,-4272.00,-552.00,84661.00,11884.00,121916.00,10753.00,-13805.00,17016.00,85347.00,619148.00,0.00,0.00,448.00,124276.00,10340.00,39116.00,-1452.00,55932.00,20340.00,251475.00,29920.00,17980.00,163016.00,40559.00,2448.00,71672.00,1056.00,13416.00,-13569.00,5735.00,162190.00,12215.00
1979:Q1,786683.00,710354.00,819806.00,208077.00,148495.00,439382.00,23852.00,0.00,-109452.00,518127.00,9594.00,16828.00,15398.00,83280.00,28732.00,10200.00,51680.00,-2720.00,16032.00,21984.00,23716.00,-7332.00,32467.00,-18948.00,46876.00,4539.00,-17216.00,-2668.00,70969.00,10532.00,114264.00,6729.00,-7229.00,20532.00,74035.00,627579.00,4556.00,0.00,1104.00,74332.00,2808.00,14424.00,-2512.00,42140.00,17472.00,296823.00,59900.00,27736.00,163964.00,45223.00,-6740.00,57344.00,-72.00,11440.00,-7957.00,4228.00,192521.00,76329.00
1979:Q2,787254.00,776978.00,838387.00,206981.00,151086.00,452919.00,27401.00,0.00,-61409.00,493602.00,-452.00,-5004.00,51736.00,34800.00,30164.00,14928.00,106448.00,964.00,73328.00,13556.00,24056.00,-5456.00,53387.00,29460.00,19592.00,4335.00,-24060.00,124.00,84409.00,11580.00,118340.00,-4708.00,-39987.00,27540.00,34357.00,555012.00,0.00,2000.00,1292.00,101188.00,7448.00,36544.00,-1788.00,37816.00,21168.00,296975.00,33064.00,52320.00,166880.00,44711.00,-12448.00,80504.00,1052.00,5524.00,-41363.00,11028.00,109259.00,10276.00
1979:Q3,798864.00,725257.00,859333.00,215211.00,154170.00,477821.00,12131.00,0.00,-134076.00,557097.00,-5074.00,-5984.00,54250.00,93668.00,31224.00,9056.00,25132.00,-3076.00,26264.00,15528.00,11892.00,-25476.00,39463.00,19696.00,21848.00,-2081.00,-25168.00,-2700.00,102861.00,10388.00,129712.00,3880.00,-29098.00,28204.00,97284.00,691173.00,0.00,0.00,1120.00,152500.00,11524.00,84548.00,-304.00,41268.00,15464.00,302407.00,47332.00,31312.00,177832.00,45931.00,-7580.00,94384.00,8.00,10776.00,-30162.00,11140.00,156581.00,73607.00
1979:Q4,801145.00,839009.00,861183.00,213456.00,151831.00,487343.00,8553.00,0.00,-22174.00,569071.00,1570.00,1212.00,-10354.00,87488.00,41564.00,6736.00,136160.00,5128.00,70732.00,29412.00,14952.00,15936.00,57459.00,33524.00,25828.00,-1893.00,-23212.00,-2248.00,72969.00,11244.00,156736.00,4015.00,-35016.00,21304.00,41444.00,591245.00,0.00,0.00,924.00,110148.00,14296.00,45252.00,-528.00,36000.00,15128.00,244879.00,26784.00,31276.00,149440.00,37379.00,-4576.00,56908.00,1084.00,11360.00,-35920.00,11964.00,194474.00,-37864.00
1980:Q1,803547.00,787170.00,875466.00,215664.00,144322.00,505581.00,9899.00,0.00,-88296.00,506777.00,8912.00,-3624.00,-4608.00,87740.00,61356.00,5800.00,10836.00,2440.00,-19120.00,36296.00,24140.00,-32920.00,26653.00,-5344.00,34692.00,-2695.00,-11633.00,-5796.00,74967.00,9836.00,180144.00,10795.00,-52255.00,21060.00,86594.00,595073.00,4608.00,4672.00,864.00,124864.00,13028.00,54736.00,-256.00,33576.00,23780.00,248425.00,43636.00,47616.00,139264.00,17909.00,5500.00,46392.00,-128.00,12476.00,-52559.00,10460.00,189499.00,16377.00
1980:Q2,774766.00,831230.00,820333.00,196947.00,121022.00,494614.00,7750.00,0.00,10896.00,352031.00,-1018.00,-2440.00,6130.00,81712.00,64596.00,16704.00,35300.00,-280.00,37796.00,-9860.00,7192.00,452.00,61997.00,31208.00,29216.00,1573.00,-19878.00,2876.00,-7841.00,10760.00,197820.00,-24935.00,-52935.00,11356.00,-28173.00,341134.00,0.00,200.00,560.00,203640.00,12528.00,112288.00,-756.00,34900.00,44680.00,77321.00,-20880.00,27408.00,96076.00,-25283.00,3400.00,-4464.00,976.00,-1144.00,-54311.00,20208.00,94749.00,-56464.00
1980:Q3,804448.00,886949.00,806846.00,209445.00,127447.00,503809.00,-33855.00,0.00,80103.00,693698.00,3376.00,424.00,62864.00,136512.00,4572.00,12692.00,22692.00,-1320.00,30060.00,-8028.00,1456.00,524.00,66621.00,32016.00,32488.00,2117.00,-5004.00,1152.00,52587.00,9672.00,209844.00,-2249.00,-52484.00,17600.00,152827.00,613594.00,0.00,1000.00,304.00,141768.00,-19248.00,96544.00,-448.00,35544.00,29376.00,204169.00,37048.00,21992.00,139168.00,5961.00,10100.00,55680.00,72.00,1192.00,-51780.00,15636.00,235454.00,-82501.00
1980:Q4,871044.00,917167.00,876372.00,219544.00,142186.00,523760.00,-9118.00,0.00,40795.00,607265.00,8576.00,4104.00,-14856.00,201224.00,-14924.00,-11248.00,46772.00,-2656.00,50816.00,9308.00,13352.00,-24048.00,75817.00,37836.00,37496.00,485.00,-10985.00,496.00,114555.00,10748.00,198540.00,9369.00,-17372.00,29980.00,-23531.00,566470.00,0.00,-3000.00,528.00,142772.00,9564.00,83924.00,-512.00,37012.00,12784.00,277829.00,66928.00,45540.00,150236.00,15125.00,22500.00,79492.00,1340.00,9120.00,-18684.00,10312.00,44261.00,-46123.00
1981:Q1,912531.00,977433.00,959558.00,228760.00,141366.00,550677.00,38755.00,0.00,17875.00,990989.00,12922.00,-1248.00,75750.00,31276.00,143160.00,-1160.00,-27352.00,-1000.00,-48768.00,-13864.00,43988.00,-7708.00,47173.00,-5324.00,47424.00,5073.00,-26113.00,4756.00,120407.00,9172.00,186444.00,1798.00,-2447.00,8528.00,407924.00,973114.00,4372.00,1200.00,440.00,187904.00,524.00,121056.00,-216.00,42388.00,24152.00,202449.00,12832.00,44808.00,123524.00,21285.00,3200.00,116776.00,-128.00,-1080.00,-3219.00,12588.00,448612.00,-64902.00
