date,FA386000105.Q,FA385090005.Q,FA385050005.Q,FA155111003.Q,FA385012005.Q,FA385013005.Q,FA145020005.Q,FA385420005.Q,FA385000005.Q,FA384090005.Q,FA313011005.Q,FA383091005.Q,FA383020005.Q,FA383030005.Q,FA383034005.Q,FA382051005.Q,FA384022005.Q,FA383069105.Q,FA383061105.Q,FA383061705.Q,FA383062005.Q,FA383063005.Q,FA384023005.Q,FA383069005.Q,FA383065005.Q,FA383066005.Q,FA383064105.Q,FA383064205.Q,FA383070005.Q,FA153040005.Q,FA153050005.Q,FA383078005.Q,FA152090205.Q,FA103092005.Q,FA383090005.Q,FA384190005.Q,FA313111303.Q,FA713014003.Q,FA313112003.Q,FA384122005.Q,FA103169100.Q,FA313161105.Q,FA313161705.Q,FA383162005.Q,FA103163003.Q,FA384123005.Q,FA383168005.Q,FA383169005.Q,FA383165005.Q,FA153166000.Q,FA103164103.Q,FA383170005.Q,FA313140003.Q,FA143178005.Q,FA112090205.Q,FA143192005.Q,FA383190005.Q,FA387005005.Q
1945:Q4,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1946:Q4,55840.00,59376.00,53150.00,15862.00,8342.00,22935.00,6011.00,0.00,6226.00,8652.00,-89.00,35.00,-15499.00,6533.00,0.00,0.00,-8747.00,32.00,-7471.00,-68.00,-296.00,-944.00,4171.00,2348.00,1206.00,617.00,1008.00,185.00,3086.00,3800.00,6555.00,5813.00,571.00,211.00,1019.00,2426.00,0.00,0.00,126.00,-22015.00,42.00,-22876.00,-203.00,69.00,953.00,12775.00,4367.00,-748.00,6179.00,2977.00,1018.00,6149.00,1165.00,-1958.00,571.00,-12.00,4607.00,-3536.00
1947:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1947:Q4,68293.00,80647.00,62629.00,20447.00,12442.00,30290.00,-550.00,0.00,18018.00,42125.00,1401.00,-17.00,2166.00,3629.00,0.00,0.00,147.00,97.00,161.00,58.00,639.00,-808.00,6198.00,3991.00,1297.00,910.00,1079.00,163.00,5397.00,3150.00,6558.00,9594.00,88.00,727.00,1845.00,24107.00,0.00,0.00,-28.00,-1949.00,35.00,-6371.00,-37.00,1611.00,2813.00,14670.00,3702.00,281.00,7166.00,3521.00,1093.00,3682.00,605.00,2186.00,88.00,1.00,3759.00,-12354.00
1948:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1948:Q4,82511.00,90797.00,81056.00,22947.00,15992.00,36459.00,5658.00,0.00,9741.00,36042.00,399.00,-41.00,-757.00,2478.00,0.00,0.00,2233.00,51.00,1701.00,144.00,293.00,44.00,3543.00,1324.00,1312.00,907.00,915.00,148.00,2202.00,2843.00,6948.00,8248.00,4820.00,695.00,1368.00,26301.00,0.00,0.00,-5.00,742.00,-6.00,-5733.00,847.00,1334.00,4300.00,11693.00,702.00,587.00,7370.00,3034.00,1000.00,2945.00,213.00,775.00,4820.00,29.00,4089.00,-8286.00
1949:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1949:Q4,72407.00,81038.00,74818.00,25176.00,15209.00,37125.00,-2692.00,0.00,6220.00,26560.00,149.00,0.00,-280.00,2811.00,0.00,0.00,2402.00,85.00,3349.00,-66.00,-559.00,-407.00,2768.00,867.00,1265.00,636.00,561.00,275.00,-934.00,2751.00,7417.00,5241.00,1412.00,631.00,1356.00,20339.00,0.00,0.00,-19.00,7502.00,-4.00,3528.00,89.00,986.00,2903.00,8179.00,-2010.00,688.00,6459.00,3042.00,1212.00,194.00,84.00,-2302.00,1412.00,46.00,4032.00,-8631.00
1950:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1950:Q4,93575.00,101247.00,97810.00,30690.00,21130.00,40220.00,5770.00,0.00,3437.00,57676.00,-284.00,47.00,4340.00,2474.00,0.00,0.00,4717.00,-122.00,2926.00,-8.00,2192.00,-271.00,3048.00,689.00,1064.00,1295.00,766.00,211.00,11899.00,2945.00,8212.00,15601.00,2103.00,585.00,1012.00,54239.00,0.00,0.00,-10.00,5799.00,45.00,227.00,-622.00,4525.00,1624.00,20874.00,4740.00,1382.00,10179.00,4573.00,1288.00,10517.00,309.00,7255.00,2103.00,80.00,6024.00,-7672.00
1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q4,107415.00,127620.00,111275.00,29961.00,19361.00,52044.00,9909.00,0.00,16345.00,56555.00,37.00,34.00,7105.00,5210.00,0.00,0.00,1072.00,-53.00,189.00,163.00,496.00,277.00,2870.00,601.00,1536.00,733.00,1545.00,266.00,4402.00,2728.00,13708.00,13701.00,1710.00,465.00,1702.00,40210.00,0.00,0.00,24.00,5743.00,62.00,409.00,-137.00,2115.00,3294.00,17131.00,5254.00,1107.00,9367.00,1403.00,2107.00,1726.00,173.00,4476.00,1710.00,83.00,7037.00,-20205.00
1952:Q1,108421.00,115812.00,110233.00,28967.00,18999.00,57535.00,4732.00,0.00,5579.00,65184.00,12.00,-28.00,15340.00,6100.00,0.00,320.00,7796.00,8.00,2056.00,-268.00,6612.00,-612.00,3298.00,180.00,2400.00,718.00,1224.00,524.00,8114.00,2672.00,16024.00,4713.00,5579.00,656.00,-7160.00,59606.00,0.00,0.00,60.00,24100.00,80.00,11496.00,-308.00,8508.00,4324.00,12250.00,1772.00,-756.00,8848.00,2386.00,2292.00,5124.00,60.00,384.00,5579.00,48.00,9708.00,-7391.00
1952:Q2,102518.00,120280.00,105488.00,29184.00,19500.00,58327.00,-1523.00,0.00,14792.00,51703.00,116.00,72.00,-1068.00,7876.00,0.00,348.00,16828.00,1508.00,2612.00,3136.00,8688.00,884.00,3550.00,1068.00,940.00,1542.00,776.00,512.00,-1650.00,2832.00,14912.00,2533.00,-6.00,1416.00,2656.00,36911.00,0.00,0.00,28.00,21416.00,156.00,2652.00,2228.00,10500.00,5880.00,16450.00,-56.00,1188.00,8936.00,6382.00,2656.00,-8984.00,80.00,-2552.00,-6.00,124.00,7699.00,-17762.00
1952:Q3,104244.00,144049.00,108918.00,27735.00,19481.00,56128.00,5574.00,0.00,35131.00,80034.00,32.00,-16.00,12084.00,6960.00,0.00,2048.00,4192.00,-88.00,884.00,1460.00,2836.00,-900.00,3730.00,1424.00,768.00,1538.00,544.00,524.00,9830.00,2956.00,15184.00,7833.00,1705.00,256.00,12172.00,44903.00,0.00,0.00,36.00,15212.00,28.00,3856.00,2600.00,4220.00,4508.00,17226.00,1676.00,1996.00,9012.00,4542.00,1560.00,8656.00,32.00,-5772.00,1705.00,36.00,6212.00,-39805.00
1952:Q4,111072.00,119676.00,116827.00,31741.00,20356.00,59456.00,5274.00,0.00,2849.00,46453.00,-456.00,-92.00,-5764.00,9592.00,0.00,-1728.00,376.00,-1008.00,3100.00,-3992.00,2808.00,-532.00,3326.00,620.00,1504.00,1202.00,616.00,460.00,6870.00,3092.00,15636.00,8777.00,2876.00,912.00,1960.00,43604.00,0.00,0.00,24.00,11180.00,-16.00,5764.00,-2996.00,4320.00,4108.00,20090.00,776.00,2624.00,9312.00,7378.00,2772.00,3248.00,0.00,-4684.00,2876.00,200.00,7898.00,-8604.00
1953:Q1,114775.00,118204.00,120675.00,33660.00,20830.00,62295.00,3890.00,0.00,-2471.00,54125.00,84.00,108.00,4484.00,8156.00,0.00,36.00,4764.00,-72.00,2016.00,12.00,3412.00,-604.00,4085.00,-72.00,2920.00,1237.00,888.00,492.00,6819.00,3096.00,15848.00,10285.00,1568.00,664.00,-7252.00,56596.00,0.00,0.00,12.00,13236.00,12.00,4160.00,248.00,5776.00,3040.00,20817.00,2716.00,580.00,9624.00,7897.00,2072.00,8220.00,32.00,1924.00,1568.00,200.00,8515.00,-3429.00
1953:Q2,114873.00,130345.00,121570.00,33501.00,20877.00,63615.00,3577.00,0.00,8775.00,52228.00,-288.00,-112.00,-11464.00,9476.00,0.00,-1024.00,19052.00,184.00,10492.00,2792.00,4516.00,1068.00,777.00,-344.00,1428.00,-307.00,1388.00,332.00,-501.00,3040.00,16428.00,12425.00,-453.00,884.00,2268.00,43453.00,0.00,0.00,52.00,15100.00,-40.00,4816.00,988.00,5284.00,4052.00,15137.00,-84.00,740.00,10952.00,3529.00,2180.00,536.00,72.00,3220.00,-453.00,-24.00,7633.00,-15472.00
1953:Q3,113841.00,148475.00,120294.00,33078.00,20258.00,64627.00,2331.00,0.00,28181.00,80870.00,220.00,44.00,19796.00,6920.00,0.00,3260.00,4456.00,92.00,1304.00,1384.00,3136.00,-1460.00,2249.00,1060.00,480.00,709.00,116.00,336.00,-1833.00,2952.00,16704.00,12153.00,717.00,680.00,12100.00,52690.00,0.00,0.00,28.00,26056.00,40.00,17140.00,1740.00,5016.00,2120.00,14277.00,992.00,916.00,9272.00,3097.00,1260.00,1888.00,100.00,472.00,717.00,188.00,7703.00,-34634.00
1953:Q4,105210.00,115222.00,113364.00,32222.00,19962.00,63186.00,-2006.00,0.00,1858.00,24509.00,-360.00,116.00,-13296.00,9668.00,0.00,-2560.00,-2656.00,-168.00,-1628.00,-3912.00,2096.00,956.00,1025.00,64.00,1056.00,-95.00,-100.00,372.00,-6417.00,2840.00,16512.00,7629.00,9820.00,484.00,1432.00,22651.00,0.00,0.00,44.00,11572.00,272.00,-2424.00,3532.00,5344.00,4848.00,3285.00,-7668.00,-344.00,9452.00,1845.00,1552.00,-8620.00,92.00,-3196.00,9820.00,84.00,8018.00,-10012.00
1954:Q1,107797.00,110284.00,112729.00,31831.00,19834.00,63030.00,-1966.00,0.00,-2445.00,26470.00,-168.00,4.00,2888.00,9880.00,0.00,-1564.00,-3208.00,352.00,-4160.00,-88.00,1760.00,-1072.00,1613.00,-80.00,1408.00,285.00,108.00,340.00,3011.00,2768.00,15896.00,3835.00,-1745.00,460.00,-7648.00,28915.00,0.00,0.00,88.00,9016.00,372.00,-2396.00,2404.00,5528.00,3108.00,10677.00,2276.00,112.00,9028.00,-739.00,2948.00,6188.00,-52.00,-6844.00,-1745.00,56.00,8583.00,-2487.00
1954:Q2,108746.00,127014.00,112710.00,32541.00,21070.00,62477.00,-3378.00,0.00,14304.00,41763.00,40.00,52.00,5188.00,10848.00,0.00,864.00,-2068.00,196.00,-6452.00,2672.00,1904.00,-388.00,1649.00,-1216.00,3292.00,-427.00,700.00,200.00,1359.00,2716.00,15744.00,5467.00,-3056.00,972.00,1088.00,27458.00,0.00,0.00,40.00,12648.00,88.00,3756.00,-1008.00,6072.00,3740.00,12709.00,-2016.00,-432.00,13908.00,1249.00,2088.00,372.00,-236.00,-5412.00,-3056.00,104.00,8202.00,-18268.00
1954:Q3,109267.00,133750.00,114582.00,32142.00,22540.00,61991.00,-2091.00,0.00,19168.00,55292.00,-700.00,88.00,10172.00,7816.00,0.00,4024.00,-2308.00,-96.00,-4940.00,1312.00,2012.00,-596.00,-355.00,252.00,-1208.00,601.00,-48.00,496.00,2655.00,2676.00,15852.00,6455.00,-3067.00,156.00,11380.00,36124.00,0.00,0.00,8.00,10160.00,228.00,4176.00,-4716.00,5372.00,5100.00,14329.00,1000.00,1724.00,10300.00,1305.00,912.00,5744.00,-400.00,-1016.00,-3067.00,76.00,9378.00,-24483.00
1954:Q4,115354.00,116946.00,119292.00,33914.00,23911.00,61783.00,-316.00,0.00,-2346.00,51281.00,152.00,32.00,-984.00,11400.00,0.00,-3336.00,-16.00,-104.00,2668.00,-3348.00,3252.00,-2484.00,3501.00,744.00,1832.00,925.00,-776.00,648.00,7903.00,2648.00,16116.00,8295.00,3534.00,808.00,1356.00,53626.00,0.00,0.00,8.00,16700.00,-172.00,5388.00,3660.00,5632.00,2192.00,19805.00,-2188.00,3028.00,15384.00,3581.00,384.00,4528.00,-508.00,396.00,3534.00,80.00,8700.00,-1592.00
1955:Q1,123030.00,138335.00,127996.00,36601.00,25485.00,62106.00,3804.00,0.00,10339.00,65453.00,-324.00,-44.00,5496.00,8520.00,0.00,920.00,8484.00,-164.00,6956.00,188.00,1912.00,-408.00,4201.00,864.00,2484.00,853.00,812.00,508.00,9983.00,2728.00,16208.00,14387.00,-554.00,324.00,-6196.00,55114.00,0.00,0.00,12.00,4936.00,-192.00,-3108.00,732.00,5472.00,2032.00,27569.00,4848.00,612.00,15956.00,6153.00,2124.00,10004.00,-396.00,692.00,-554.00,132.00,10595.00,-15305.00
1955:Q2,130644.00,144803.00,134644.00,38764.00,26066.00,65194.00,4620.00,0.00,10159.00,69293.00,56.00,-80.00,1832.00,9272.00,0.00,-1608.00,16768.00,292.00,9420.00,3080.00,4768.00,-792.00,1709.00,188.00,1360.00,161.00,-784.00,464.00,7003.00,2836.00,16816.00,15915.00,-4618.00,1108.00,2604.00,59134.00,0.00,0.00,-4.00,7716.00,-268.00,1688.00,-1744.00,5144.00,2896.00,34105.00,7432.00,1388.00,17116.00,8169.00,640.00,8836.00,-208.00,3088.00,-4618.00,176.00,9403.00,-14159.00
1955:Q3,134702.00,153076.00,137747.00,40395.00,25680.00,67377.00,4295.00,0.00,15329.00,80033.00,-148.00,-16.00,6472.00,5764.00,0.00,4544.00,10880.00,-312.00,5768.00,1568.00,3340.00,516.00,2549.00,592.00,484.00,1473.00,-184.00,728.00,10279.00,3032.00,17212.00,9895.00,-2602.00,480.00,11148.00,64703.00,0.00,0.00,0.00,6372.00,-224.00,1368.00,-1576.00,4908.00,1896.00,31293.00,6100.00,1516.00,16100.00,7577.00,1112.00,15748.00,4.00,4560.00,-2602.00,100.00,8117.00,-18374.00
1955:Q4,138141.00,134600.00,140857.00,39435.00,24616.00,69573.00,7233.00,0.00,-6257.00,66624.00,-120.00,24.00,-5180.00,10144.00,0.00,-1660.00,11760.00,-112.00,8500.00,-1660.00,3856.00,1176.00,2517.00,-116.00,1960.00,673.00,36.00,588.00,11335.00,3024.00,17188.00,9823.00,3469.00,1060.00,2616.00,72882.00,0.00,0.00,0.00,12032.00,8.00,2488.00,-320.00,4612.00,5244.00,29713.00,6024.00,1844.00,15800.00,6045.00,3000.00,9916.00,-60.00,6312.00,3469.00,172.00,8327.00,3541.00
1956:Q1,139578.00,150954.00,139784.00,37570.00,24347.00,71469.00,6398.00,0.00,11170.00,54748.00,-164.00,-136.00,9200.00,9700.00,0.00,-632.00,100.00,-392.00,-2524.00,0.00,2248.00,768.00,4701.00,136.00,2824.00,1741.00,280.00,1204.00,4635.00,3400.00,17204.00,7945.00,751.00,1128.00,-4568.00,43579.00,0.00,0.00,8.00,1832.00,-40.00,-3984.00,-276.00,4444.00,1688.00,28845.00,7648.00,704.00,15096.00,5397.00,2088.00,5596.00,232.00,-5284.00,751.00,252.00,9258.00,-11376.00
1956:Q2,141449.00,161758.00,139589.00,37708.00,24595.00,73701.00,3585.00,0.00,22169.00,55071.00,-204.00,184.00,-2732.00,10632.00,0.00,-2252.00,6400.00,580.00,-2796.00,3232.00,3592.00,1792.00,1073.00,428.00,1748.00,-1103.00,-1876.00,108.00,9183.00,3636.00,17624.00,11849.00,-2442.00,1392.00,2496.00,32902.00,0.00,0.00,12.00,-6692.00,-116.00,-15108.00,272.00,4420.00,3840.00,26361.00,6876.00,268.00,15772.00,3445.00,936.00,9812.00,360.00,-5192.00,-2442.00,236.00,9511.00,-20309.00
1956:Q3,145267.00,162978.00,141823.00,37581.00,24199.00,76474.00,3569.00,0.00,21155.00,65921.00,620.00,-88.00,-1424.00,6100.00,0.00,7512.00,804.00,368.00,-4484.00,1704.00,2536.00,680.00,2149.00,288.00,600.00,1261.00,-96.00,1364.00,9347.00,3564.00,18800.00,5913.00,-1400.00,2108.00,10648.00,44766.00,0.00,0.00,20.00,6000.00,240.00,-2308.00,-156.00,3956.00,4268.00,21037.00,3004.00,944.00,14136.00,2953.00,2292.00,6744.00,344.00,304.00,-1400.00,204.00,9221.00,-17711.00
1956:Q4,148702.00,153228.00,143303.00,39297.00,23790.00,77972.00,2244.00,0.00,9925.00,63673.00,2180.00,76.00,-1440.00,11424.00,0.00,-2344.00,2576.00,-204.00,1288.00,-2836.00,3024.00,1304.00,3853.00,1748.00,1672.00,433.00,1008.00,468.00,5499.00,3280.00,20424.00,7937.00,3164.00,2812.00,2756.00,53748.00,0.00,0.00,36.00,9336.00,-20.00,2268.00,-860.00,3840.00,4108.00,20757.00,2508.00,2028.00,13492.00,2729.00,3684.00,2696.00,276.00,3468.00,3164.00,72.00,10259.00,-4526.00
1957:Q1,150486.00,165172.00,145769.00,40011.00,23582.00,80014.00,2162.00,0.00,19403.00,73638.00,-232.00,240.00,13936.00,14396.00,0.00,-696.00,4984.00,-124.00,-464.00,316.00,2284.00,2972.00,4155.00,-368.00,3516.00,1007.00,-376.00,892.00,4657.00,2976.00,21516.00,9028.00,1114.00,1804.00,-4756.00,54235.00,0.00,0.00,28.00,14424.00,-136.00,5104.00,-164.00,3740.00,5880.00,23055.00,5280.00,1692.00,12888.00,3195.00,3040.00,5048.00,184.00,-2796.00,1114.00,84.00,10054.00,-14686.00
1957:Q2,150243.00,167775.00,145509.00,39608.00,23145.00,80099.00,2657.00,0.00,22266.00,52423.00,292.00,-88.00,-9240.00,13300.00,0.00,-4472.00,7720.00,-20.00,2044.00,3100.00,1848.00,748.00,307.00,-976.00,1948.00,-665.00,460.00,860.00,801.00,2668.00,22912.00,10156.00,-33.00,4652.00,2128.00,30157.00,0.00,0.00,44.00,-6336.00,-4.00,-16572.00,-40.00,4420.00,5860.00,22847.00,7184.00,1384.00,11252.00,3027.00,3612.00,704.00,88.00,-2860.00,-33.00,192.00,11899.00,-17532.00
1957:Q3,149806.00,169061.00,147480.00,39331.00,23067.00,82274.00,2808.00,0.00,21581.00,70834.00,1016.00,-92.00,2440.00,7824.00,0.00,8968.00,3200.00,248.00,-1344.00,500.00,2552.00,1244.00,2931.00,692.00,1844.00,395.00,-1960.00,860.00,1177.00,2596.00,23364.00,8576.00,82.00,1492.00,8360.00,49253.00,0.00,0.00,32.00,19324.00,-76.00,9228.00,-412.00,4532.00,6052.00,17231.00,-700.00,2628.00,12332.00,2971.00,1196.00,2528.00,48.00,-1036.00,82.00,-16.00,9864.00,-19255.00
1957:Q4,139788.00,146087.00,139071.00,38947.00,23024.00,81618.00,-4518.00,0.00,7016.00,40798.00,140.00,-88.00,-9828.00,13644.00,0.00,-1688.00,524.00,416.00,-936.00,-360.00,2108.00,-704.00,4083.00,2044.00,2520.00,-481.00,-1824.00,728.00,-2731.00,2712.00,22764.00,7112.00,410.00,1400.00,3440.00,33781.00,0.00,0.00,40.00,7340.00,392.00,-6632.00,1908.00,5336.00,6336.00,10727.00,-3508.00,576.00,12304.00,1355.00,1916.00,3468.00,28.00,-1840.00,410.00,288.00,11405.00,-6299.00
1958:Q1,133666.00,155086.00,132851.00,36569.00,22162.00,78129.00,-4009.00,0.00,22235.00,58516.00,376.00,116.00,11116.00,19596.00,0.00,-248.00,-6512.00,900.00,-9768.00,-1676.00,804.00,3228.00,4381.00,1120.00,3452.00,-191.00,-1964.00,1304.00,4907.00,2884.00,21576.00,4077.00,2987.00,576.00,-6656.00,36281.00,0.00,0.00,64.00,21048.00,1060.00,5128.00,2136.00,5264.00,7460.00,10677.00,-3792.00,3256.00,12476.00,-1263.00,884.00,-3672.00,28.00,-5996.00,2987.00,104.00,10157.00,-21420.00
1958:Q2,129560.00,134936.00,131250.00,35862.00,22343.00,77280.00,-4235.00,0.00,3686.00,64320.00,52.00,-112.00,11160.00,20200.00,0.00,-7032.00,-3200.00,-1236.00,3284.00,-1132.00,-1388.00,-2728.00,3085.00,840.00,3188.00,-943.00,-1568.00,1812.00,1847.00,3100.00,21216.00,6541.00,1887.00,1684.00,3648.00,60634.00,0.00,0.00,48.00,26996.00,452.00,19588.00,-2792.00,5428.00,4320.00,11717.00,-1816.00,1076.00,13564.00,-1107.00,3432.00,8072.00,44.00,-4640.00,1887.00,56.00,13022.00,-5376.00
1958:Q3,137821.00,152304.00,139845.00,36569.00,23992.00,77737.00,1547.00,0.00,12459.00,66647.00,-36.00,160.00,-9192.00,10164.00,0.00,8372.00,-9940.00,-700.00,-13444.00,240.00,2128.00,1836.00,5061.00,1760.00,2136.00,1165.00,-772.00,1488.00,15263.00,3176.00,21616.00,9625.00,3222.00,580.00,7860.00,54188.00,0.00,0.00,12.00,6592.00,-272.00,-4656.00,612.00,5124.00,5784.00,19341.00,1556.00,948.00,16056.00,781.00,1940.00,12732.00,64.00,-784.00,3222.00,12.00,11057.00,-14483.00
1958:Q4,145911.00,154408.00,150396.00,37773.00,26498.00,80890.00,5235.00,0.00,4012.00,89127.00,-548.00,-92.00,8744.00,13364.00,0.00,-2704.00,13784.00,136.00,10332.00,-1360.00,4020.00,656.00,6457.00,1696.00,4188.00,573.00,-3384.00,1028.00,6487.00,3132.00,22612.00,11709.00,3442.00,1500.00,3596.00,85115.00,0.00,0.00,28.00,29472.00,-296.00,19056.00,-280.00,5984.00,5008.00,28937.00,3676.00,2948.00,19632.00,2681.00,1616.00,8412.00,88.00,1040.00,3442.00,204.00,11876.00,-8497.00
