1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1983:Q2,293694.00,103115.00,29741.00,102810.00,73069.00,73374.00,123524.00,50150.00,188949.00,26582.00,124736.00,7502.00,12682.00,0.00,17447.00,0.00,3192.00,3082.00,45.00,66.00,-1562.00,12500019.00,2572389.00
1983:Q3,142409.00,116465.00,35112.00,109177.00,74065.00,81353.00,139711.00,58358.00,23147.00,26221.00,-23212.00,-1156.00,24520.00,0.00,-3226.00,0.00,5252.00,5089.00,10.00,154.00,-2454.00,12642429.00,2645626.00
1983:Q4,88210.00,83858.00,39804.00,115112.00,75308.00,44055.00,107059.00,63004.00,2657.00,23296.00,-51095.00,-695.00,34213.00,0.00,-3062.00,0.00,6307.00,6029.00,167.00,111.00,-4612.00,12730639.00,2720649.00
1984:Q1,223105.00,104438.00,42946.00,119903.00,76958.00,61492.00,98491.00,36999.00,118870.00,153606.00,-52097.00,-3278.00,17309.00,0.00,3330.00,0.00,953.00,832.00,-19.00,139.00,-1156.00,12953744.00,2806259.00
1984:Q2,201106.00,116776.00,45002.00,123296.00,78294.00,71774.00,137967.00,66193.00,63700.00,110809.00,-46774.00,-4232.00,9900.00,0.00,-6002.00,0.00,8038.00,7920.00,102.00,16.00,12593.00,13154850.00,2880722.00
1984:Q3,319753.00,95602.00,43381.00,123398.00,80017.00,52221.00,106653.00,54432.00,213304.00,105615.00,73656.00,6639.00,13435.00,0.00,13959.00,0.00,3126.00,2931.00,89.00,106.00,7723.00,13474603.00,2942920.00
1984:Q4,253645.00,118359.00,45001.00,126434.00,81433.00,73358.00,139473.00,66115.00,142490.00,96244.00,20217.00,2434.00,17910.00,0.00,5685.00,0.00,2968.00,2790.00,171.00,7.00,-10172.00,13728248.00,2985638.00
1985:Q1,388908.00,133220.00,46422.00,130406.00,83984.00,86798.00,136972.00,50174.00,248318.00,108270.00,88187.00,6289.00,14854.00,0.00,30719.00,0.00,7336.00,7315.00,-41.00,62.00,33.00,14117156.00,3014136.00
1985:Q2,324482.00,78820.00,46128.00,131955.00,85828.00,32692.00,112135.00,79443.00,230665.00,128953.00,98200.00,9475.00,937.00,0.00,-6900.00,0.00,3963.00,3884.00,44.00,35.00,11036.00,14441638.00,3098044.00
1985:Q3,174652.00,71575.00,50697.00,138231.00,87534.00,20877.00,112239.00,91362.00,93244.00,139976.00,-53906.00,-1129.00,21643.00,0.00,-13340.00,0.00,-1252.00,-1398.00,108.00,38.00,11085.00,14616290.00,3112238.00
1985:Q4,605510.00,113280.00,47560.00,136786.00,89225.00,65720.00,178247.00,112527.00,465037.00,136565.00,211997.00,23139.00,46785.00,0.00,46551.00,0.00,4552.00,4388.00,198.00,-33.00,22640.00,15221801.00,3169669.00
1986:Q1,506438.00,156562.00,49827.00,141775.00,91948.00,106736.00,131722.00,24986.00,323367.00,73928.00,183553.00,22825.00,18027.00,0.00,25034.00,0.00,2990.00,2597.00,305.00,89.00,23519.00,15728238.00,3232174.00
1986:Q2,365241.00,114772.00,54852.00,148569.00,93718.00,59921.00,128404.00,68483.00,228099.00,104193.00,90489.00,4604.00,20811.00,0.00,8002.00,0.00,9391.00,8785.00,554.00,52.00,12979.00,16093479.00,3271242.00
1986:Q3,139415.00,122327.00,63225.00,159154.00,95928.00,59102.00,144308.00,85206.00,-8792.00,99482.00,-107307.00,-4673.00,33872.00,0.00,-30166.00,0.00,14784.00,14368.00,443.00,-27.00,11096.00,16232894.00,3311167.00
1986:Q4,551930.00,186780.00,60531.00,159324.00,98793.00,126249.00,214850.00,88601.00,355076.00,92624.00,224552.00,3451.00,32507.00,0.00,1943.00,0.00,10867.00,10828.00,110.00,-71.00,-793.00,16784824.00,3336948.00
1987:Q1,658708.00,111485.00,54218.00,154734.00,100517.00,57267.00,77470.00,20203.00,518997.00,98881.00,308573.00,27915.00,38926.00,0.00,44702.00,0.00,10027.00,9568.00,362.00,98.00,18199.00,17443532.00,3400408.00
1987:Q2,287695.00,89752.00,58259.00,160898.00,102639.00,31493.00,125373.00,93880.00,176472.00,102187.00,31903.00,-6499.00,28352.00,0.00,20529.00,0.00,8949.00,8844.00,18.00,87.00,12522.00,17731227.00,3399480.00
1987:Q3,416016.00,148522.00,61837.00,166705.00,104868.00,86685.00,167037.00,80352.00,245386.00,93766.00,98862.00,-1008.00,25475.00,0.00,28291.00,0.00,8019.00,7942.00,-11.00,87.00,14090.00,18147242.00,3493721.00
1987:Q4,-149670.00,138922.00,58123.00,165323.00,107200.00,80798.00,139521.00,58723.00,-336285.00,58969.00,-331353.00,-44534.00,49103.00,0.00,-68470.00,0.00,4051.00,3107.00,710.00,235.00,43643.00,17997573.00,3571504.00
1988:Q1,474872.00,146312.00,60618.00,169032.00,108414.00,85693.00,116511.00,30818.00,325601.00,106786.00,139274.00,14226.00,52272.00,219.00,12824.00,0.00,499.00,6.00,230.00,263.00,2461.00,18472445.00,3651711.00
1988:Q2,401827.00,80360.00,61008.00,171292.00,110284.00,19352.00,106144.00,86792.00,310120.00,147647.00,105452.00,5561.00,41063.00,184.00,10213.00,0.00,12531.00,12230.00,117.00,184.00,-1185.00,18874272.00,3729950.00
1988:Q3,290989.00,123386.00,58528.00,171256.00,112728.00,64858.00,146255.00,81397.00,141791.00,98058.00,18694.00,-1301.00,38494.00,153.00,-12307.00,0.00,15343.00,15233.00,47.00,63.00,10468.00,19165261.00,3812279.00
1988:Q4,483599.00,137470.00,60754.00,175964.00,115210.00,76716.00,154887.00,78171.00,273510.00,88741.00,147520.00,-869.00,44047.00,-217.00,-5712.00,0.00,16799.00,16123.00,625.00,52.00,55821.00,19648860.00,3887677.00
1989:Q1,440526.00,107640.00,58917.00,175904.00,116987.00,48723.00,75047.00,26324.00,269258.00,92015.00,107606.00,8386.00,44515.00,-52.00,16788.00,0.00,11493.00,11087.00,255.00,152.00,52135.00,20089386.00,3979809.00
1989:Q2,406039.00,64244.00,57181.00,176459.00,119278.00,7062.00,92782.00,85720.00,330956.00,107206.00,134329.00,22752.00,46428.00,138.00,20102.00,0.00,3635.00,3470.00,46.00,119.00,7206.00,20495425.00,4020952.00
1989:Q3,552150.00,102167.00,58313.00,179475.00,121162.00,43854.00,123549.00,79695.00,421000.00,170414.00,190143.00,12408.00,26085.00,156.00,21794.00,0.00,6590.00,6206.00,320.00,65.00,22393.00,21047575.00,4071453.00
1989:Q4,365183.00,149880.00,52144.00,175361.00,123217.00,97736.00,198688.00,100952.00,219278.00,79489.00,82779.00,-506.00,39588.00,22.00,17906.00,0.00,8609.00,8254.00,278.00,78.00,-12585.00,21412758.00,4136348.00
1990:Q1,114705.00,193196.00,57789.00,182501.00,124712.00,135408.00,165021.00,29613.00,-74101.00,66925.00,-125215.00,-13750.00,11860.00,-318.00,-13602.00,0.00,15655.00,15163.00,339.00,154.00,-20045.00,21527463.00,4230723.00
1990:Q2,232535.00,102349.00,49536.00,176672.00,127136.00,52813.00,126608.00,73796.00,125863.00,7379.00,89509.00,12146.00,6514.00,391.00,9924.00,0.00,5442.00,5199.00,96.00,148.00,-1119.00,21759998.00,4294345.00
1990:Q3,-238587.00,151557.00,44639.00,173407.00,128768.00,106919.00,180093.00,73174.00,-403956.00,22556.00,-357739.00,-38278.00,10698.00,-883.00,-40310.00,0.00,6429.00,5939.00,380.00,110.00,7383.00,21521411.00,4349917.00
1990:Q4,450975.00,163068.00,37710.00,168009.00,130299.00,125359.00,189806.00,64448.00,269726.00,-37161.00,257065.00,15236.00,6753.00,275.00,27557.00,0.00,9575.00,9188.00,513.00,-126.00,8605.00,21972386.00,4372030.00
1991:Q1,624953.00,191112.00,32097.00,163999.00,131902.00,159015.00,171105.00,12090.00,413798.00,18112.00,316619.00,28266.00,6120.00,640.00,44040.00,0.00,19349.00,18441.00,605.00,303.00,694.00,22597339.00,4403035.00
1991:Q2,17429.00,45229.00,33200.00,166835.00,133635.00,12029.00,82848.00,70820.00,-38611.00,11464.00,-31994.00,-1.00,-16066.00,149.00,-2163.00,0.00,6160.00,6207.00,-222.00,175.00,4652.00,22614768.00,4457005.00
1991:Q3,249434.00,110062.00,36453.00,171189.00,134736.00,73610.00,124862.00,51252.00,138365.00,-12637.00,143842.00,20944.00,-35618.00,283.00,21551.00,0.00,8480.00,8729.00,-339.00,89.00,-7473.00,22864203.00,4503441.00
1991:Q4,578980.00,154478.00,34781.00,170793.00,136012.00,119697.00,193953.00,74256.00,444637.00,20203.00,387100.00,27141.00,-22445.00,595.00,32043.00,0.00,5073.00,5530.00,-170.00,-287.00,-25207.00,23443183.00,4574456.00
1992:Q1,67067.00,211618.00,41744.00,178428.00,136684.00,169875.00,184064.00,14190.00,-51051.00,54631.00,-84471.00,-7782.00,2754.00,-170.00,-16012.00,0.00,2342.00,2044.00,518.00,-220.00,-95842.00,23510250.00,4701352.00
1992:Q2,83814.00,104349.00,44611.00,182463.00,137852.00,59738.00,108563.00,48826.00,-52153.00,-8885.00,-24389.00,12029.00,-29250.00,-32.00,-1626.00,0.00,7928.00,7983.00,-128.00,74.00,23690.00,23594064.00,4781976.00
1992:Q3,279074.00,134675.00,46189.00,185602.00,139414.00,88486.00,152695.00,64209.00,132363.00,48591.00,64781.00,11926.00,-5114.00,227.00,11952.00,0.00,4095.00,3948.00,81.00,67.00,7940.00,23873138.00,4833466.00
1992:Q4,597485.00,121309.00,50029.00,190976.00,140947.00,71281.00,151644.00,80363.00,403982.00,30425.00,343904.00,11130.00,-12036.00,496.00,30063.00,0.00,5725.00,5599.00,-191.00,317.00,66469.00,24470622.00,4884216.00
1993:Q1,338332.00,149886.00,47914.00,192000.00,144086.00,101972.00,110673.00,8701.00,190621.00,-22091.00,142689.00,27268.00,22801.00,382.00,19572.00,0.00,-1878.00,-1429.00,-114.00,-336.00,-297.00,24808954.00,4940854.00
1993:Q2,263721.00,113925.00,52428.00,197870.00,145442.00,61497.00,132421.00,70925.00,130774.00,51482.00,23628.00,27774.00,23182.00,119.00,4589.00,0.00,11145.00,11294.00,-167.00,18.00,7877.00,25072674.00,4982925.00
1993:Q3,349052.00,112716.00,54994.00,202578.00,147585.00,57723.00,152779.00,95056.00,246333.00,50896.00,116112.00,32746.00,23947.00,438.00,22194.00,0.00,10324.00,10555.00,-80.00,-151.00,-20322.00,25421726.00,5007670.00
1993:Q4,435130.00,106169.00,60890.00,210584.00,149694.00,45279.00,141454.00,96176.00,271426.00,50001.00,178915.00,5619.00,24931.00,285.00,11675.00,0.00,15272.00,14620.00,77.00,575.00,42264.00,25856857.00,5069477.00
1994:Q1,151449.00,236419.00,62636.00,214616.00,151980.00,173784.00,206200.00,32416.00,-117753.00,36000.00,-140905.00,-47607.00,60897.00,-565.00,-25573.00,0.00,2593.00,2494.00,231.00,-133.00,30191.00,26008306.00,5123106.00
1994:Q2,180415.00,107156.00,65908.00,219724.00,153816.00,41249.00,124815.00,83566.00,46017.00,50371.00,-26931.00,-19886.00,45542.00,-76.00,-3003.00,0.00,11265.00,11006.00,175.00,85.00,15976.00,26188721.00,5206218.00
1994:Q3,347701.00,93214.00,65416.00,221548.00,156133.00,27799.00,119177.00,91379.00,233991.00,42481.00,107090.00,26256.00,24374.00,580.00,33209.00,0.00,13881.00,13715.00,-137.00,303.00,6615.00,26536423.00,5274536.00
1994:Q4,253138.00,98912.00,67377.00,226009.00,158632.00,31535.00,152480.00,120945.00,79203.00,27451.00,56122.00,-35171.00,37822.00,-289.00,-6732.00,0.00,1099.00,1105.00,-493.00,487.00,73924.00,26789561.00,5372994.00
1995:Q1,564928.00,162611.00,61176.00,221726.00,160550.00,101435.00,132150.00,30715.00,400126.00,12544.00,254805.00,39978.00,33983.00,1198.00,57618.00,0.00,14355.00,13936.00,-368.00,788.00,-12164.00,27354489.00,5450272.00
1995:Q2,551215.00,92559.00,57532.00,220553.00,163021.00,35027.00,129526.00,94498.00,474373.00,39196.00,268743.00,62135.00,29219.00,2097.00,72983.00,0.00,1737.00,1598.00,217.00,-78.00,-17454.00,27905704.00,5493514.00
1995:Q3,653789.00,102226.00,61703.00,226518.00,164815.00,40523.00,153758.00,113235.00,554578.00,57013.00,320466.00,52798.00,48562.00,1566.00,74174.00,0.00,-3531.00,-3709.00,-111.00,290.00,515.00,28559493.00,5564849.00
1995:Q4,658349.00,158421.00,64349.00,230762.00,166413.00,94071.00,189909.00,95838.00,503447.00,46435.00,345488.00,7471.00,44880.00,796.00,58377.00,0.00,-2033.00,-1232.00,-265.00,-537.00,-1485.00,29217842.00,5621635.00
1996:Q1,641724.00,226434.00,67310.00,235146.00,167836.00,159125.00,208427.00,49302.00,390149.00,66200.00,207374.00,16295.00,42082.00,1052.00,57146.00,0.00,6876.00,7199.00,-591.00,269.00,18264.00,29859566.00,5707244.00
1996:Q2,422781.00,97723.00,73181.00,243260.00,170079.00,24542.00,126550.00,102007.00,301376.00,41140.00,177804.00,45017.00,356.00,876.00,36183.00,0.00,-12265.00,-11562.00,-696.00,-8.00,35946.00,30282346.00,5799819.00
1996:Q3,291963.00,77940.00,73867.00,245413.00,171546.00,4074.00,100351.00,96278.00,217003.00,47929.00,81496.00,24935.00,15501.00,801.00,46341.00,0.00,-1765.00,-1343.00,-280.00,-141.00,-1216.00,30574309.00,5871076.00
1996:Q4,339504.00,151961.00,74280.00,247813.00,173533.00,77681.00,179951.00,102269.00,167618.00,59867.00,-58411.00,50993.00,64065.00,1592.00,49512.00,0.00,-6625.00,-5854.00,-424.00,-347.00,26549.00,30913813.00,5941630.00
1997:Q1,393162.00,121164.00,77809.00,252696.00,174888.00,43355.00,86581.00,43226.00,267716.00,111151.00,24814.00,-9455.00,139381.00,135.00,1690.00,0.00,-2497.00,-2424.00,-514.00,441.00,6779.00,31306975.00,6027734.00
1997:Q2,1445660.00,106304.00,75633.00,252784.00,177151.00,30672.00,131065.00,100393.00,1383347.00,80346.00,894457.00,130037.00,60008.00,4716.00,213783.00,0.00,-18210.00,-17880.00,-667.00,337.00,-25781.00,32752636.00,6094275.00
1997:Q3,1105747.00,144621.00,82999.00,261535.00,178536.00,61622.00,171475.00,109853.00,1009898.00,93797.00,562472.00,101270.00,77776.00,3392.00,171191.00,0.00,-10855.00,-10080.00,-742.00,-33.00,-37918.00,33858382.00,6182668.00
1997:Q4,465799.00,165590.00,86547.00,267148.00,180601.00,79043.00,179505.00,100462.00,316366.00,135692.00,119012.00,-34325.00,124148.00,-269.00,-27892.00,0.00,-8991.00,-7143.00,-1137.00,-712.00,-7166.00,34324182.00,6290720.00
1998:Q1,1802360.00,212424.00,88734.00,271862.00,183128.00,123690.00,179779.00,56089.00,1585244.00,185154.00,891286.00,162756.00,126490.00,5377.00,214181.00,0.00,-13962.00,-12412.00,-1165.00,-385.00,18654.00,36126542.00,6424437.00
1998:Q2,545665.00,150401.00,98554.00,283856.00,185302.00,51847.00,194104.00,142256.00,389563.00,152453.00,184905.00,44334.00,18028.00,959.00,-11116.00,0.00,-13805.00,-12850.00,-1010.00,55.00,19506.00,36672207.00,6525723.00
1998:Q3,-937543.00,178072.00,103611.00,291402.00,187792.00,74461.00,177892.00,103432.00,-1098048.00,193310.00,-902572.00,-178643.00,67850.00,-6505.00,-271489.00,0.00,-14375.00,-13502.00,-815.00,-59.00,-3191.00,35734664.00,6612147.00
1998:Q4,2387857.00,138231.00,113517.00,303913.00,190396.00,24715.00,163179.00,138464.00,2227845.00,201438.00,1392492.00,203785.00,64353.00,9086.00,356690.00,0.00,-13418.00,-13079.00,-794.00,455.00,35199.00,38122521.00,6682773.00
1999:Q1,646202.00,185680.00,111471.00,304084.00,192613.00,74209.00,157184.00,82976.00,439471.00,163572.00,110142.00,21429.00,57128.00,1843.00,85358.00,0.00,-21654.00,-20662.00,-744.00,-248.00,42706.00,38768723.00,6760026.00
1999:Q2,1215065.00,1895.00,119255.00,314611.00,195356.00,-117360.00,30062.00,147422.00,1162097.00,156154.00,724064.00,104385.00,20683.00,4544.00,152267.00,0.00,-11818.00,-11023.00,-1057.00,262.00,62892.00,39983789.00,6812910.00
