1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1975:Q1,328980.00,34073.00,294908.00,253502.00,41405.00,830.00,2929.00,3639.00,34208.00,1487.00,75666.00,92203.00,44703.00,30533.00,11808.00,2738.00,-377.00,47500.00,46504.00,0.00,-12573.00,27845.00,1241.00,5539.00,1857.00,-1291.00,1624.00,3349.00,1815.00,-651.00,2466.00,0.00,-684.00,492.00,0.00,3047.00,22176.00,-3265.00,871.00,-996.00,303.00,-1518.00,4854.00,-6014.00,-1223.00,653.00,212.00,47.00,172.00,-16537.00
1975:Q2,336886.00,34722.00,302165.00,260740.00,41425.00,908.00,2838.00,4211.00,35006.00,1616.00,77095.00,81160.00,46657.00,31670.00,12652.00,2712.00,-377.00,34503.00,50933.00,0.00,9904.00,18501.00,41.00,-1401.00,2818.00,-2760.00,456.00,-1915.00,3216.00,804.00,2412.00,0.00,-663.00,51.00,0.00,2350.00,23005.00,-4943.00,872.00,16430.00,334.00,15820.00,10262.00,2721.00,2135.00,685.00,17.00,103.00,173.00,-4065.00
1975:Q3,346021.00,40495.00,305527.00,269368.00,36159.00,-607.00,-1002.00,5885.00,35884.00,1679.00,76644.00,84612.00,50235.00,34009.00,13847.00,2752.00,-373.00,34378.00,54452.00,0.00,2161.00,14874.00,47.00,14167.00,8921.00,-1088.00,2118.00,4216.00,558.00,-2067.00,2625.00,0.00,-1249.00,-991.00,0.00,2059.00,24282.00,-2464.00,1008.00,20074.00,366.00,19362.00,11938.00,5250.00,1039.00,852.00,283.00,181.00,165.00,-7969.00
1975:Q4,355007.00,38318.00,316690.00,276666.00,40024.00,292.00,-4178.00,6851.00,36643.00,1666.00,86322.00,91947.00,52817.00,35540.00,14841.00,2803.00,-366.00,39130.00,62492.00,0.00,1795.00,19906.00,-12.00,11993.00,6176.00,-97.00,1632.00,4282.00,4221.00,3203.00,1018.00,0.00,-1892.00,-223.00,0.00,2771.00,24125.00,-1445.00,1253.00,23362.00,397.00,22653.00,12672.00,5813.00,3165.00,992.00,11.00,164.00,148.00,-5625.00
1976:Q1,363240.00,35533.00,327707.00,285028.00,42680.00,-396.00,3325.00,7907.00,37818.00,1702.00,82982.00,93046.00,56522.00,37597.00,16398.00,2880.00,-353.00,36524.00,45203.00,0.00,-4755.00,28535.00,-139.00,-1723.00,-525.00,-1097.00,2948.00,-3049.00,589.00,75.00,514.00,0.00,1748.00,-771.00,0.00,1989.00,23678.00,-5289.00,1341.00,8679.00,431.00,7952.00,10555.00,-2088.00,-2469.00,1766.00,188.00,138.00,158.00,-10064.00
1976:Q2,369348.00,46362.00,322987.00,289978.00,33008.00,1082.00,3166.00,7804.00,38736.00,1766.00,75698.00,88515.00,58125.00,38196.00,17321.00,2950.00,-342.00,30390.00,57042.00,0.00,5823.00,23274.00,-216.00,4321.00,-2789.00,631.00,4117.00,2362.00,-173.00,-916.00,743.00,0.00,1927.00,-898.00,0.00,2460.00,23128.00,-4098.00,1494.00,26652.00,444.00,26123.00,13996.00,8240.00,1959.00,1757.00,171.00,-58.00,143.00,-12818.00
1976:Q3,378455.00,46839.00,331617.00,297435.00,34181.00,-583.00,-1419.00,8080.00,39624.00,1793.00,80928.00,87715.00,59163.00,39105.00,17329.00,3057.00,-329.00,28552.00,53612.00,0.00,1926.00,20047.00,-19.00,4817.00,308.00,-601.00,1088.00,4022.00,113.00,-716.00,829.00,0.00,331.00,-926.00,0.00,2222.00,25699.00,-2153.00,1555.00,25060.00,507.00,24314.00,17131.00,7540.00,-1530.00,1032.00,141.00,88.00,151.00,-6787.00
1976:Q4,387407.00,43939.00,343468.00,306030.00,37438.00,117.00,-4433.00,8691.00,40602.00,1975.00,89305.00,103370.00,63104.00,40397.00,19848.00,3176.00,-317.00,40266.00,68368.00,0.00,7528.00,26743.00,59.00,793.00,-5601.00,3460.00,-2103.00,5037.00,4170.00,4259.00,-89.00,0.00,201.00,-309.00,0.00,2527.00,26323.00,-1189.00,1522.00,28102.00,618.00,27311.00,15952.00,8273.00,1833.00,1192.00,61.00,-6.00,179.00,-14065.00
1977:Q1,394991.00,41635.00,353356.00,315222.00,38134.00,-517.00,3969.00,9391.00,42263.00,3541.00,81761.00,103808.00,66503.00,42424.00,21000.00,3380.00,-301.00,37305.00,54386.00,0.00,-335.00,35879.00,-442.00,2050.00,4506.00,-4193.00,508.00,1229.00,-5257.00,-5993.00,736.00,0.00,-1132.00,-931.00,0.00,2300.00,27403.00,-6893.00,1744.00,17081.00,753.00,16014.00,14237.00,53.00,546.00,1028.00,150.00,107.00,207.00,-22047.00
1977:Q2,407072.00,55917.00,351155.00,322480.00,28675.00,882.00,3610.00,9762.00,43476.00,1969.00,77216.00,80376.00,70803.00,43644.00,23933.00,3521.00,-296.00,9573.00,48206.00,0.00,3592.00,20622.00,78.00,-3201.00,-7651.00,89.00,4586.00,-225.00,1665.00,840.00,825.00,0.00,-1747.00,611.00,0.00,2433.00,25846.00,-3593.00,1900.00,38633.00,910.00,37447.00,22781.00,12893.00,-51.00,1589.00,235.00,40.00,236.00,-3160.00
1977:Q3,418757.00,51587.00,367171.00,330505.00,36666.00,-502.00,-1125.00,10156.00,44569.00,1913.00,90101.00,103313.00,72651.00,44744.00,24589.00,3615.00,-297.00,30662.00,68746.00,0.00,7932.00,25666.00,-61.00,3870.00,4159.00,325.00,-1132.00,518.00,-1711.00,-2553.00,842.00,0.00,-857.00,784.00,0.00,2436.00,29158.00,-403.00,1932.00,38084.00,928.00,36876.00,25820.00,10905.00,-576.00,577.00,150.00,38.00,242.00,-13213.00
1977:Q4,433753.00,48741.00,385012.00,340327.00,44686.00,-51.00,-5695.00,10795.00,45894.00,1854.00,105164.00,105322.00,74660.00,46293.00,24958.00,3713.00,-304.00,30663.00,68512.00,0.00,3816.00,20029.00,241.00,5549.00,1131.00,428.00,1996.00,1994.00,5709.00,5626.00,83.00,0.00,-2495.00,-48.00,0.00,2815.00,28080.00,2977.00,1839.00,37849.00,809.00,36626.00,23086.00,11939.00,328.00,1048.00,225.00,190.00,224.00,-158.00
1978:Q1,443718.00,45315.00,398403.00,348205.00,50199.00,-346.00,5184.00,9014.00,47851.00,1792.00,99741.00,118096.00,75233.00,46029.00,25837.00,3683.00,-317.00,42863.00,66408.00,0.00,-316.00,29660.00,1537.00,7937.00,3649.00,192.00,5891.00,-1795.00,-2125.00,-3438.00,1313.00,0.00,-3707.00,263.00,0.00,2656.00,31509.00,-2804.00,1798.00,23545.00,708.00,22373.00,18672.00,2079.00,-1108.00,2465.00,265.00,214.00,250.00,-18355.00
1978:Q2,458485.00,64901.00,393584.00,362993.00,30591.00,1202.00,4286.00,12248.00,49252.00,1774.00,87234.00,90979.00,81500.00,50214.00,27709.00,3909.00,-332.00,9479.00,59740.00,0.00,6907.00,21332.00,1316.00,1042.00,-4616.00,-112.00,7390.00,-1620.00,4289.00,1692.00,2597.00,0.00,-2624.00,-569.00,0.00,3069.00,29306.00,-6076.00,1748.00,50261.00,623.00,49118.00,27015.00,17555.00,937.00,3284.00,327.00,264.00,256.00,-3746.00
1978:Q3,471832.00,61029.00,410803.00,371096.00,39707.00,-633.00,-1930.00,11213.00,50879.00,1799.00,101297.00,109109.00,82499.00,50343.00,28522.00,3979.00,-345.00,26610.00,73980.00,0.00,7052.00,24353.00,1165.00,7524.00,5711.00,48.00,5565.00,-3800.00,4071.00,1468.00,2603.00,0.00,-2750.00,52.00,0.00,2865.00,30993.00,-3101.00,1756.00,47370.00,608.00,46339.00,30915.00,13496.00,-800.00,2746.00,-18.00,154.00,269.00,-7812.00
1978:Q4,485684.00,58404.00,427280.00,381215.00,46065.00,210.00,-6675.00,11341.00,52515.00,1824.00,114982.00,110380.00,84176.00,51634.00,28852.00,4046.00,-356.00,26204.00,69994.00,0.00,2811.00,17952.00,1713.00,8785.00,-499.00,607.00,8005.00,672.00,7151.00,6081.00,1070.00,0.00,-1261.00,16.00,0.00,2971.00,30479.00,-2443.00,1820.00,43790.00,661.00,42684.00,29735.00,13283.00,1874.00,-2469.00,261.00,155.00,290.00,4602.00
1979:Q1,499839.00,55522.00,444317.00,390301.00,54016.00,-561.00,4590.00,10728.00,53999.00,1862.00,111730.00,116088.00,84006.00,52019.00,28265.00,4091.00,-369.00,32081.00,58275.00,0.00,-5668.00,23014.00,6765.00,11727.00,6960.00,1448.00,5152.00,-1833.00,-4510.00,-6873.00,2363.00,0.00,-4165.00,-848.00,0.00,2633.00,28566.00,-1138.00,1899.00,26194.00,698.00,24940.00,24333.00,2514.00,-2266.00,281.00,78.00,240.00,316.00,-4358.00
1979:Q2,509963.00,76267.00,433696.00,400718.00,32979.00,1087.00,3982.00,9182.00,55759.00,1828.00,93197.00,97906.00,83835.00,51745.00,28386.00,4082.00,-378.00,14072.00,60801.00,0.00,11555.00,10893.00,6988.00,9109.00,3335.00,-322.00,7460.00,-1364.00,5635.00,2377.00,3258.00,0.00,-5960.00,-127.00,0.00,2895.00,29585.00,-11711.00,1939.00,46729.00,720.00,45521.00,29816.00,13500.00,-1871.00,4040.00,36.00,143.00,345.00,-4709.00
1979:Q3,526341.00,69457.00,456884.00,414694.00,42190.00,-547.00,-1893.00,9969.00,57526.00,1866.00,109165.00,112284.00,86396.00,53803.00,28746.00,4235.00,-388.00,25888.00,75395.00,0.00,13101.00,21367.00,7141.00,6334.00,7342.00,1073.00,4288.00,-6369.00,4937.00,1825.00,3112.00,0.00,-6342.00,-720.00,0.00,2597.00,32428.00,-7422.00,1974.00,49507.00,736.00,48385.00,32506.00,14209.00,-1106.00,2539.00,237.00,36.00,350.00,-3119.00
1979:Q4,542053.00,67668.00,474385.00,426026.00,48359.00,243.00,-5750.00,8462.00,59094.00,1985.00,119924.00,136888.00,85517.00,53364.00,28234.00,4318.00,-398.00,51370.00,95214.00,0.00,969.00,13610.00,9637.00,34522.00,29149.00,-968.00,2357.00,3984.00,6515.00,5923.00,592.00,0.00,-5947.00,-528.00,0.00,2811.00,39184.00,-7561.00,2002.00,43844.00,746.00,42437.00,29832.00,13088.00,166.00,-757.00,108.00,329.00,332.00,-16964.00
1980:Q1,557700.00,63649.00,494051.00,439071.00,54981.00,-649.00,4735.00,7683.00,60933.00,2042.00,116171.00,127679.00,84840.00,53916.00,26830.00,4504.00,-410.00,42839.00,61617.00,0.00,-9118.00,23762.00,15066.00,4853.00,6205.00,6544.00,334.00,-8230.00,-5685.00,-5658.00,-27.00,0.00,-2565.00,-1859.00,0.00,2459.00,45036.00,-12475.00,2143.00,18778.00,739.00,17470.00,19922.00,-4954.00,-1026.00,3577.00,-49.00,258.00,311.00,-11508.00
1980:Q2,564197.00,82512.00,481685.00,439643.00,42042.00,886.00,3994.00,1410.00,63004.00,2179.00,101168.00,127555.00,75527.00,49237.00,22319.00,4391.00,-420.00,52028.00,69374.00,0.00,-687.00,19247.00,15403.00,-3709.00,-4880.00,-1550.00,2608.00,113.00,5276.00,3324.00,1952.00,0.00,-4574.00,437.00,0.00,2690.00,49455.00,-15827.00,1663.00,17346.00,717.00,16171.00,17732.00,-4025.00,-305.00,2456.00,313.00,173.00,285.00,-26387.00
1980:Q3,584302.00,77704.00,506598.00,454229.00,52369.00,-744.00,-2056.00,3499.00,64485.00,2324.00,119342.00,148655.00,79927.00,52361.00,23525.00,4467.00,-427.00,68729.00,104445.00,0.00,18685.00,30402.00,75.00,5165.00,3570.00,-680.00,2144.00,131.00,8026.00,4031.00,3995.00,0.00,-1529.00,428.00,0.00,2418.00,52461.00,-13320.00,1634.00,35716.00,764.00,34308.00,27414.00,4699.00,-1149.00,2888.00,456.00,345.00,299.00,-29314.00
1980:Q4,611264.00,75646.00,535618.00,471813.00,63805.00,-22.00,-5658.00,5123.00,65803.00,2233.00,138133.00,154798.00,85296.00,54886.00,26283.00,4557.00,-431.00,69503.00,111570.00,0.00,4212.00,47993.00,-5637.00,9306.00,12147.00,1846.00,1325.00,-6012.00,6583.00,6125.00,458.00,0.00,-3207.00,404.00,0.00,2687.00,49635.00,-2138.00,1732.00,42067.00,880.00,40432.00,25152.00,7708.00,1608.00,6040.00,-76.00,403.00,352.00,-16665.00
1981:Q1,625978.00,72032.00,553946.00,486813.00,67133.00,-675.00,5200.00,6578.00,67036.00,2163.00,132708.00,157902.00,87426.00,57190.00,26055.00,4622.00,-441.00,70476.00,80024.00,0.00,5463.00,1779.00,34156.00,-1668.00,-8210.00,-4382.00,12851.00,-1927.00,-5471.00,-7595.00,2124.00,0.00,-6118.00,902.00,0.00,2293.00,46611.00,47.00,2030.00,9548.00,934.00,8032.00,14064.00,-4142.00,-1312.00,-771.00,193.00,163.00,419.00,-25194.00
1981:Q2,637857.00,99220.00,538638.00,495239.00,43398.00,970.00,4296.00,4578.00,68206.00,2281.00,110575.00,130882.00,85922.00,56002.00,25591.00,4770.00,-441.00,44960.00,81734.00,0.00,6320.00,17998.00,10042.00,2501.00,-5477.00,-17.00,8015.00,-20.00,4919.00,-1563.00,6482.00,0.00,-9215.00,1099.00,0.00,2651.00,43533.00,-202.00,2088.00,36774.00,929.00,35052.00,23564.00,7708.00,997.00,2509.00,274.00,292.00,501.00,-20307.00
1981:Q3,661938.00,88174.00,573764.00,505887.00,67877.00,-872.00,-2530.00,6102.00,69569.00,2377.00,142828.00,178090.00,87077.00,58557.00,23944.00,5017.00,-440.00,91013.00,121476.00,0.00,10199.00,21883.00,28834.00,15896.00,10346.00,-723.00,8333.00,-2060.00,3228.00,-774.00,4002.00,0.00,-13360.00,930.00,0.00,2208.00,44830.00,4838.00,1990.00,30463.00,1097.00,28711.00,17695.00,10318.00,-918.00,1332.00,284.00,169.00,486.00,-35262.00
1981:Q4,670731.00,86355.00,584376.00,510306.00,74070.00,-296.00,-5798.00,1683.00,70785.00,2441.00,149599.00,171902.00,81971.00,55051.00,21947.00,5414.00,-440.00,89930.00,116017.00,0.00,24360.00,24893.00,17212.00,4816.00,-1619.00,1060.00,111.00,5264.00,8266.00,6070.00,2196.00,0.00,-13204.00,1561.00,0.00,2430.00,40309.00,3478.00,1896.00,26087.00,1440.00,23924.00,11664.00,5954.00,2175.00,4085.00,46.00,346.00,377.00,-22303.00
1982:Q1,678777.00,80653.00,598124.00,520764.00,77360.00,-653.00,5602.00,3892.00,70446.00,2869.00,142573.00,158269.00,83111.00,56652.00,21260.00,5669.00,-470.00,75159.00,78795.00,0.00,-4946.00,30829.00,10275.00,15388.00,4373.00,-774.00,12355.00,-566.00,126.00,-4255.00,4381.00,0.00,-5577.00,600.00,0.00,1919.00,39055.00,-10358.00,1484.00,3636.00,1760.00,1446.00,8724.00,-4345.00,-1529.00,-2279.00,875.00,151.00,279.00,-15697.00
1982:Q2,689642.00,101450.00,588192.00,528280.00,59911.00,1184.00,4609.00,3907.00,71315.00,2584.00,129123.00,139335.00,83703.00,57293.00,21061.00,5817.00,-468.00,55632.00,80507.00,0.00,-418.00,23450.00,10496.00,15406.00,4602.00,-152.00,17136.00,-6180.00,5935.00,3069.00,2866.00,0.00,-3284.00,-1.00,0.00,2036.00,45481.00,-19946.00,1352.00,24875.00,2054.00,22469.00,11351.00,7350.00,1662.00,1723.00,383.00,159.00,193.00,-10211.00
1982:Q3,699941.00,90740.00,609200.00,540951.00,68249.00,-688.00,-2644.00,3970.00,72123.00,2501.00,143796.00,188928.00,84724.00,57955.00,21322.00,5913.00,-466.00,104204.00,127399.00,0.00,11736.00,20273.00,25983.00,31139.00,18094.00,-1927.00,10606.00,4366.00,3658.00,381.00,3277.00,0.00,-8581.00,1239.00,0.00,1647.00,55387.00,-16670.00,1588.00,23195.00,2272.00,20547.00,11624.00,5928.00,-573.00,3402.00,166.00,221.00,155.00,-45132.00
1982:Q4,711127.00,81899.00,629228.00,557051.00,72177.00,-412.00,-6375.00,6403.00,72683.00,2149.00,155076.00,156243.00,89525.00,60771.00,23190.00,6027.00,-463.00,66718.00,103513.00,0.00,13088.00,58598.00,-14652.00,-4354.00,-7758.00,-314.00,1829.00,1889.00,13227.00,5759.00,7468.00,0.00,-19815.00,1649.00,0.00,2215.00,60166.00,-10850.00,4241.00,36795.00,2414.00,33915.00,15728.00,9903.00,2060.00,5783.00,441.00,300.00,166.00,-1167.00
1983:Q1,720451.00,83816.00,636636.00,567590.00,69046.00,-333.00,5988.00,8079.00,72135.00,2071.00,140868.00,180201.00,94666.00,61763.00,27306.00,6082.00,-485.00,85535.00,97814.00,109.00,5553.00,55999.00,-22383.00,14090.00,7690.00,-862.00,11373.00,-4111.00,-6709.00,-5366.00,-1343.00,0.00,-7899.00,6504.00,0.00,1916.00,59640.00,-12147.00,3141.00,12279.00,2709.00,8841.00,15083.00,-4808.00,-4543.00,1570.00,1539.00,579.00,150.00,-39334.00
1983:Q2,732986.00,91911.00,641075.00,584244.00,56831.00,992.00,4755.00,12085.00,73069.00,2108.00,136113.00,176184.00,102810.00,66512.00,30561.00,6225.00,-487.00,73374.00,123524.00,-46.00,7442.00,33107.00,-13675.00,30292.00,16641.00,-202.00,18163.00,-4310.00,2542.00,909.00,1633.00,0.00,-3461.00,8395.00,0.00,2370.00,67723.00,-14973.00,3808.00,50150.00,3154.00,46317.00,27493.00,11928.00,-835.00,6447.00,1284.00,534.00,145.00,-40071.00
1983:Q3,747765.00,91288.00,656477.00,602426.00,54051.00,-796.00,-2335.00,14264.00,74065.00,2221.00,141698.00,190529.00,109177.00,69447.00,33754.00,6471.00,-495.00,81353.00,139711.00,111.00,-467.00,50059.00,259.00,43801.00,18165.00,1695.00,14556.00,9385.00,232.00,917.00,-685.00,0.00,-10240.00,4116.00,0.00,2046.00,60904.00,-15772.00,4662.00,58358.00,3072.00,54542.00,33817.00,16774.00,184.00,1520.00,2247.00,604.00,140.00,-48831.00
1983:Q4,769077.00,85866.00,683211.00,616137.00,67074.00,583.00,-7153.00,17193.00,75308.00,1890.00,165421.00,159166.00,115112.00,73330.00,35544.00,6748.00,-510.00,44055.00,107059.00,142.00,-2803.00,48382.00,-969.00,3058.00,3.00,717.00,1318.00,1020.00,3441.00,2800.00,641.00,0.00,-6546.00,3718.00,0.00,2447.00,60582.00,-9190.00,4797.00,63004.00,2465.00,59666.00,28816.00,24266.00,3344.00,800.00,2440.00,724.00,149.00,6255.00
1984:Q1,791858.00,86246.00,705613.00,628019.00,77594.00,705.00,9466.00,19277.00,76958.00,2177.00,162890.00,181395.00,119903.00,76724.00,36954.00,6734.00,-509.00,61492.00,98491.00,253.00,-14970.00,57490.00,13960.00,16700.00,16515.00,1265.00,8440.00,-9520.00,-3518.00,-3761.00,243.00,0.00,-12698.00,5278.00,0.00,1261.00,47085.00,-7282.00,-5068.00,36999.00,2368.00,34100.00,27441.00,7132.00,-1484.00,-2409.00,3420.00,681.00,-150.00,-18505.00
1984:Q2,812792.00,98273.00,714519.00,643340.00,71179.00,1835.00,4960.00,20543.00,78294.00,2053.00,164837.00,195069.00,123296.00,78999.00,37964.00,6864.00,-532.00,71774.00,137967.00,90.00,8629.00,60692.00,2814.00,52760.00,26172.00,1472.00,19407.00,5709.00,1361.00,-55.00,1416.00,0.00,-17575.00,4433.00,0.00,1523.00,40402.00,-19816.00,2654.00,66193.00,2281.00,63439.00,34521.00,27789.00,-2137.00,1249.00,2017.00,822.00,-349.00,-30233.00
1984:Q3,831758.00,99122.00,732636.00,653718.00,78918.00,5.00,-3714.00,19321.00,80017.00,2048.00,179926.00,175619.00,123398.00,79185.00,37856.00,6912.00,-556.00,52221.00,106653.00,-254.00,-2106.00,47533.00,932.00,35286.00,17473.00,2943.00,16034.00,-1164.00,4007.00,1881.00,2126.00,0.00,-24166.00,6458.00,0.00,1359.00,53586.00,-18458.00,2476.00,54432.00,2563.00,51475.00,33820.00,22040.00,-3808.00,-1675.00,1098.00,739.00,-345.00,4307.00
1984:Q4,845394.00,94276.00,751118.00,666709.00,84409.00,317.00,-9376.00,20932.00,81433.00,2082.00,194384.00,199792.00,126434.00,81909.00,38164.00,6943.00,-581.00,73358.00,139473.00,-91.00,21887.00,53883.00,26668.00,988.00,-3807.00,7506.00,318.00,-3029.00,4601.00,7259.00,-2658.00,0.00,-19172.00,3246.00,0.00,1907.00,58229.00,-15476.00,2803.00,66115.00,2959.00,62402.00,31797.00,24745.00,3943.00,1526.00,391.00,901.00,-147.00,-5407.00
1985:Q1,861605.00,97851.00,763755.00,687424.00,76331.00,807.00,9603.00,22552.00,83984.00,2227.00,171844.00,217204.00,130406.00,85783.00,38273.00,6943.00,-593.00,86798.00,136972.00,115.00,-3545.00,36405.00,7271.00,64165.00,20687.00,-5920.00,27389.00,22009.00,7442.00,-4367.00,11809.00,0.00,-28497.00,10533.00,0.00,2113.00,49676.00,-10810.00,2104.00,50174.00,2464.00,47126.00,36437.00,9439.00,-602.00,140.00,1712.00,621.00,-37.00,-45360.00
1985:Q2,871642.00,110038.00,761605.00,700114.00,61490.00,409.00,7300.00,22266.00,85828.00,2148.00,160544.00,164647.00,131955.00,87005.00,38553.00,7018.00,-621.00,32692.00,112135.00,-205.00,8376.00,32381.00,5535.00,21217.00,-15798.00,13494.00,13010.00,10511.00,10562.00,8538.00,2024.00,0.00,-36377.00,17451.00,0.00,2847.00,59698.00,-16160.00,6810.00,79443.00,2378.00,76091.00,38306.00,23569.00,6551.00,7539.00,126.00,865.00,109.00,-4103.00
1985:Q3,883441.00,108209.00,775233.00,719294.00,55939.00,-20.00,-4554.00,26347.00,87534.00,2341.00,172013.00,159108.00,138231.00,92413.00,39475.00,6994.00,-651.00,20877.00,112239.00,395.00,13138.00,33515.00,-3582.00,30376.00,15912.00,-4911.00,16475.00,2900.00,-6213.00,-2546.00,-3667.00,0.00,-26753.00,17524.00,0.00,2817.00,48824.00,-8294.00,10492.00,91362.00,1837.00,88357.00,58877.00,26313.00,-4373.00,6961.00,579.00,1069.00,99.00,12904.00
1985:Q4,899646.00,101717.00,797930.00,726569.00,71361.00,335.00,-10924.00,22118.00,89225.00,2219.00,191744.00,202505.00,136786.00,89453.00,40765.00,7250.00,-682.00,65720.00,178247.00,511.00,-159.00,35315.00,-5830.00,40998.00,-9177.00,-10303.00,47913.00,12565.00,14337.00,20246.00,-5909.00,0.00,-35943.00,28915.00,0.00,3772.00,68623.00,15792.00,11916.00,112527.00,23484.00,88542.00,48085.00,24669.00,3852.00,11135.00,801.00,571.00,-70.00,-10761.00
1986:Q1,914620.00,98628.00,815991.00,738213.00,77778.00,872.00,9037.00,22559.00,91948.00,2377.00,181743.00,248510.00,141775.00,92144.00,42948.00,7362.00,-679.00,106736.00,131722.00,161.00,9587.00,32797.00,22717.00,-3601.00,-21868.00,-3315.00,4004.00,17578.00,1565.00,2624.00,-1059.00,0.00,-19873.00,32990.00,0.00,3930.00,50857.00,-3636.00,4228.00,24986.00,-2636.00,27143.00,26703.00,-3775.00,-716.00,3379.00,1552.00,720.00,-241.00,-66767.00
1986:Q2,925165.00,116113.00,809052.00,745659.00,63393.00,724.00,6973.00,24959.00,93718.00,2490.00,173331.00,208490.00,148569.00,95830.00,45976.00,7473.00,-709.00,59921.00,128404.00,174.00,33310.00,15045.00,9220.00,12414.00,-20300.00,3339.00,13344.00,16031.00,-5866.00,-6086.00,220.00,0.00,-28611.00,32632.00,0.00,4596.00,51458.00,-835.00,4867.00,68483.00,-305.00,68639.00,49375.00,21092.00,-6088.00,1143.00,3117.00,569.00,-420.00,-35159.00
1986:Q3,937659.00,113985.00,823673.00,762561.00,61112.00,220.00,-4560.00,32289.00,95928.00,2621.00,191489.00,218256.00,159154.00,104868.00,47328.00,7696.00,-738.00,59102.00,144308.00,321.00,19388.00,29950.00,16854.00,596.00,22836.00,863.00,-13394.00,-9709.00,805.00,3204.00,-2399.00,0.00,-28049.00,30319.00,0.00,4573.00,62956.00,554.00,6041.00,85206.00,806.00,84444.00,62137.00,21997.00,-5875.00,3814.00,2371.00,375.00,-419.00,-26766.00
1986:Q4,948246.00,109079.00,839167.00,772088.00,67079.00,480.00,-9998.00,28869.00,98793.00,2533.00,202686.00,285573.00,159324.00,103792.00,48179.00,8119.00,-766.00,126249.00,214850.00,120.00,54794.00,44866.00,-6680.00,42479.00,18182.00,1177.00,13915.00,9205.00,9153.00,9487.00,-334.00,0.00,-46457.00,34153.00,0.00,5164.00,76251.00,-4605.00,5612.00,88601.00,-827.00,89064.00,61158.00,16467.00,11150.00,2661.00,-2372.00,608.00,-244.00,-82887.00
1987:Q1,962785.00,105443.00,857342.00,779692.00,77650.00,206.00,8580.00,22217.00,100517.00,2679.00,189331.00,212001.00,154734.00,98314.00,48920.00,8288.00,-787.00,57267.00,77470.00,-66.00,-35890.00,14289.00,10197.00,14523.00,-22336.00,-3596.00,23885.00,16570.00,869.00,-4813.00,5682.00,0.00,-34814.00,49351.00,0.00,7005.00,51976.00,-7598.00,7628.00,20203.00,-33.00,17445.00,44088.00,-22038.00,-2211.00,-5216.00,2822.00,2823.00,-32.00,-22671.00
1987:Q2,977788.00,148871.00,828917.00,797483.00,31434.00,495.00,8135.00,25460.00,102639.00,2643.00,149249.00,192390.00,160898.00,103155.00,49842.00,8708.00,-807.00,31493.00,125373.00,-162.00,14002.00,34707.00,-4198.00,61146.00,19220.00,-706.00,28574.00,14058.00,-1610.00,-1696.00,86.00,0.00,-44338.00,11983.00,0.00,6386.00,49997.00,-9689.00,7149.00,93880.00,-151.00,93071.00,71142.00,15996.00,-1288.00,6325.00,896.00,620.00,340.00,-43141.00
1987:Q3,995674.00,121542.00,874132.00,814155.00,59977.00,922.00,-5588.00,28776.00,104868.00,2730.00,197401.00,253389.00,166705.00,108191.00,50231.00,9104.00,-821.00,86685.00,167037.00,-125.00,6085.00,35468.00,3680.00,57673.00,13186.00,2092.00,27281.00,15114.00,4051.00,667.00,3384.00,0.00,-17909.00,1439.00,0.00,7314.00,69044.00,-6409.00,6726.00,80352.00,-240.00,80178.00,53723.00,19324.00,5203.00,2167.00,-239.00,104.00,310.00,-55988.00
1987:Q4,1019618.00,113730.00,905888.00,822869.00,83019.00,-506.00,-9602.00,24449.00,107200.00,2525.00,221239.00,246122.00,165323.00,105703.00,51236.00,9214.00,-830.00,80798.00,139521.00,222.00,15144.00,62379.00,11901.00,41142.00,21683.00,7099.00,27290.00,-14930.00,-9310.00,-12989.00,3679.00,0.00,-33238.00,-15161.00,0.00,4236.00,60021.00,-4651.00,6836.00,58723.00,125.00,56872.00,52664.00,19003.00,-1319.00,-16303.00,2827.00,1136.00,590.00,-24883.00
1988:Q1,1038442.00,114771.00,923671.00,843608.00,80063.00,164.00,10787.00,27424.00,108414.00,2646.00,202632.00,254726.00,169032.00,109409.00,51165.00,9293.00,-834.00,85693.00,116511.00,-35.00,-13565.00,48404.00,27288.00,6006.00,-902.00,-2811.00,7992.00,1727.00,1998.00,1850.00,148.00,0.00,-38138.00,3122.00,694.00,5975.00,76042.00,-6005.00,4725.00,30818.00,105.00,30204.00,36339.00,-4908.00,-1458.00,-1812.00,2043.00,639.00,-130.00,-52094.00
