date,FA156902505.A,FA156300003.A,FA156902605.A,FA156025005.A,FA156020001.A,FA156401001.A,FA156240101.A,FA156402101.A,FA156140005.A,FA156402101.A,FA156025105.A,FA156020101.A,FA156401101.A,FA156150105.A,FA156130101.A,FA156120105.A,FA156121101.A,FA156122101.A,FA156130001.A,FA156140005.A,FA156220001.A,FA156404105.A,FA156600001.A,FA156403101.A,FA156403001.A,FA156012095.A,FA156901001.A,FA156006005.A,FA156006315.A,FA156006005.A,FA155440005.A,FA155050905.A,FA155019005.A,FA155012005.A,FA165013005.A,FA156300003.A,FA155420003.A,FA155000905.A,FA155000905.A,FA154090005.A,FA154000005.A,FA153020005.A,FA153030005.A,FA153091003.A,FA313131003.A,FA154022005.A,FA153061105.A,FA153061705.A,FA153062005.A,FA153063005.A,FA154023005.A,FA154041005.A,FA153065005.A,FA153081005.A,FA153064105.A,FA153064205.A,FA153034005.A,FA152090205.A,FA153094305.A,FA153052005.A,FA153076005.A,FA153040005.A,FA153050005.A,FA543195005.A,FA313195105.A,FA163070005.A,FA154190005.A,FA163162003.A,FA154123005.A,FA154141005.A,FA153166000.A,FA153168005.A,FA153169005.A,FA153165005.A,FA543077073.A,FA163170005.A,FA155000005.A,FV158090185.A,FU155111005.A,FV152010005.A,FV158090085.A,FU157005045.A,FR152010085.A,FR155035005.A,FR155111005.A,FR165015205.A,FR165013765.A,FR158080095.A,FR153064105.A,FR153064205.A,FR152090205.A,FR153094305.A,FR153052045.A,FR158200095.A,FC152090005.A,FL152000005.A,FL152010005.A,LM155035005.A,FL155111005.A,FL165015205.A,FL165013765.A,FL154090005.A,FL154000005.A,FL153020005.A,FL153091003.A,FL153030005.A,FL313131003.A,FL154022005.A,FL153061105.A,FL153061705.A,FL153062005.A,FL153063005.A,FL154023005.A,FL154041005.A,FL153065005.A,FL153081005.A,LM153064105.A,LM153064205.A,FL153034005.A,FL152090205.A,FL153094305.A,FL153052005.A,FL153076005.A,FL153040005.A,FL153050005.A,FL543195005.A,FL313195105.A,FL163070005.A,FL152100005.A,FL154190005.A,FL163162003.A,FL154123005.A,FL154141005.A,FL153166000.A,FL153168005.A,FL153169005.A,FL153165005.A,FL543077073.A,FL163170005.A,FL152090005.A
2006,1689412.00,396202.00,1293211.00,590906.00,490939.00,99967.00,130835.00,571469.00,10437484.00,571469.00,7502337.00,6057402.00,1444935.00,3071622.00,1216104.00,1855517.00,723673.00,1131845.00,707944.00,10437484.00,1357059.00,1593114.00,922591.00,21476.00,137035.00,9635389.00,9303995.00,331394.00,314825.00,331394.00,16569.00,453783.00,860094.00,722731.00,137363.00,396202.00,-10110.00,-138957.00,-138957.00,874045.00,451396.00,-40214.00,485511.00,6099.00,0.00,-140741.00,-97130.00,-37764.00,58270.00,-64117.00,64218.00,83560.00,-19342.00,-122363.00,-495534.00,160773.00,217890.00,-5493.00,0.00,613395.00,4564.00,50330.00,525654.00,14766.00,18081.00,8141.00,1277366.00,16442.00,1243876.00,228761.00,120107.00,44245.00,64409.00,1015115.00,568.00,16480.00,-403321.00,524502.00,239623.00,0.00,549243.00,264364.00,204605.00,252920.00,-46902.00,-637.00,-777.00,3251487.00,1954543.00,357020.00,422363.00,0.00,517562.00,3456092.00,4295420.00,79667173.00,29583754.00,24974406.00,4300518.00,226007.00,82823.00,50083419.00,5789118.00,239419.00,69946.00,5479753.00,0.00,3342261.00,332271.00,581898.00,1694014.00,734078.00,892267.00,784518.00,107749.00,23885689.00,10195742.00,3831697.00,1104972.00,8753279.00,0.00,16012859.00,320547.00,1055178.00,14311599.00,232066.00,93469.00,161225.00,79667173.00,13475345.00,233384.00,12999146.00,2903581.00,2456716.00,30935.00,415930.00,10095565.00,23553.00,219262.00,66191828.00
2007,1749624.00,413741.00,1335883.00,616769.00,515955.00,100814.00,135113.00,584002.00,10936657.00,584002.00,7898262.00,6395168.00,1503094.00,3234589.00,1351493.00,1883096.00,816515.00,1066581.00,780196.00,10936657.00,1493194.00,1697482.00,961398.00,30607.00,149841.00,10060313.00,9750507.00,309805.00,302991.00,309805.00,6814.00,311217.00,736130.00,582263.00,153868.00,413741.00,-11173.00,-8226.00,-8226.00,1246823.00,425272.00,-75028.00,482524.00,17776.00,0.00,490896.00,-41222.00,321217.00,25478.00,185423.00,217620.00,232587.00,-14967.00,-452808.00,-902498.00,257773.00,238595.00,-46678.00,0.00,555872.00,6708.00,9971.00,499864.00,15545.00,23784.00,9971.00,965827.00,22415.00,924532.00,178117.00,150616.00,-9142.00,36643.00,746415.00,1043.00,17837.00,280996.00,730499.00,231139.00,0.00,210138.00,-289222.00,-2048234.00,-1989206.00,-55618.00,-3088.00,-322.00,1322229.00,753569.00,225458.00,108290.00,0.00,234912.00,-726005.00,307486.00,80912432.00,28078563.00,23269083.00,4476039.00,245798.00,87643.00,52833869.00,6209317.00,153391.00,87722.00,5968204.00,0.00,3951468.00,193723.00,795846.00,1779955.00,1181944.00,1109887.00,1017105.00,92782.00,24521754.00,10046813.00,4314928.00,1343567.00,8816446.00,0.00,16870247.00,327255.00,1077158.00,15080879.00,247611.00,137344.00,171196.00,80912432.00,14413118.00,255799.00,13895624.00,3084246.00,2609880.00,21793.00,452573.00,10811378.00,24596.00,237099.00,66499314.00
2008,1855251.00,414565.00,1440686.00,658212.00,549919.00,108293.00,143214.00,639261.00,11247656.00,639261.00,8078257.00,6531869.00,1546388.00,3303642.00,1363015.00,1940628.00,805439.00,1135189.00,773504.00,11247656.00,1507806.00,1919953.00,988237.00,36623.00,157830.00,10550359.00,10013647.00,536712.00,529046.00,536712.00,7666.00,154875.00,580437.00,425287.00,155150.00,414565.00,-10997.00,374172.00,374172.00,1404449.00,417074.00,176635.00,258269.00,-17830.00,0.00,811072.00,166688.00,289405.00,52825.00,302154.00,-145440.00,-161015.00,15575.00,-308349.00,-208229.00,-28596.00,234548.00,-306072.00,0.00,622574.00,11022.00,56998.00,510468.00,17584.00,26502.00,7518.00,40120.00,10658.00,2053.00,-115546.00,34304.00,4636.00,-154486.00,117599.00,3186.00,24223.00,1364329.00,1564237.00,134563.00,-8316.00,447833.00,-990157.00,-3956839.00,-3922321.00,-31990.00,-1347.00,-1182.00,-8445154.00,-4165285.00,-1494046.00,-1175862.00,0.00,-1609961.00,-12401993.00,-10308710.00,70517478.00,24403526.00,19469293.00,4578612.00,263997.00,91624.00,46113952.00,6591342.00,295026.00,69892.00,6226424.00,0.00,5093048.00,156919.00,1009741.00,1918190.00,2008198.00,964406.00,856090.00,108316.00,17380477.00,5673299.00,2792285.00,1578115.00,7336778.00,0.00,15905965.00,337277.00,1050163.00,14089484.00,265195.00,163846.00,178714.00,70517478.00,14326874.00,266457.00,13771313.00,2968700.00,2644184.00,26429.00,298087.00,10802613.00,27782.00,261322.00,56190603.00
2009,1913615.00,403268.00,1510346.00,686629.00,566132.00,120497.00,152399.00,671318.00,10643370.00,671318.00,7786972.00,6251396.00,1535577.00,2901862.00,1265481.00,1636382.00,553741.00,1082641.00,716783.00,10643370.00,1152263.00,2108840.00,964407.00,38695.00,159845.00,10514389.00,9846970.00,667419.00,695807.00,667419.00,-28388.00,55185.00,468146.00,321050.00,147096.00,403268.00,-9693.00,640623.00,640623.00,689486.00,197073.00,100692.00,103549.00,-7168.00,0.00,35393.00,506818.00,-708263.00,155135.00,81703.00,-28982.00,-47366.00,18384.00,-53688.00,-13286.00,333777.00,-267791.00,-107584.00,1196.00,540451.00,8735.00,20597.00,486127.00,8425.00,16567.00,-761.00,92270.00,6851.00,48577.00,-27595.00,-94595.00,28339.00,38661.00,76172.00,-4928.00,41770.00,597216.00,130847.00,50255.00,0.00,123999.00,43407.00,-1095463.00,-1048051.00,-40751.00,-4669.00,-1992.00,2030922.00,1642750.00,724267.00,-1109185.00,-302.00,773392.00,935459.00,1762113.00,72079109.00,23414620.00,18458204.00,4588116.00,271906.00,96394.00,48664489.00,6773882.00,395716.00,62724.00,6315442.00,0.00,4921034.00,835831.00,299337.00,1990992.00,1794874.00,937746.00,811046.00,126700.00,18645851.00,7352763.00,3850330.00,1310324.00,6131540.00,894.00,17208023.00,346012.00,1109537.00,15298441.00,273620.00,180413.00,177953.00,72079109.00,14126392.00,273308.00,13527138.00,2876256.00,2555390.00,-15882.00,336748.00,10650882.00,22854.00,303092.00,57952716.00
2010,1928794.00,400485.00,1528309.00,696448.00,577314.00,119134.00,152788.00,679073.00,10889532.00,679073.00,7961448.00,6377525.00,1583923.00,2900229.00,1196230.00,1703999.00,544617.00,1159382.00,651217.00,10889532.00,1239251.00,2281740.00,984108.00,42951.00,158663.00,10832201.00,10202195.00,630007.00,650594.00,630007.00,-20587.00,43413.00,452375.00,318287.00,134088.00,400485.00,-8478.00,607181.00,607181.00,754271.00,208322.00,39022.00,164753.00,4547.00,0.00,-93019.00,318453.00,3984.00,70336.00,-485792.00,17123.00,11698.00,5425.00,-23034.00,-225098.00,214257.00,-183415.00,167267.00,3955.00,638612.00,-35234.00,7315.00,626932.00,17115.00,22484.00,6267.00,-87657.00,-1263.00,-59818.00,99643.00,-28134.00,50141.00,77636.00,-159461.00,2645.00,-29221.00,841928.00,971746.00,86866.00,0.00,650133.00,-234747.00,-471606.00,-380464.00,-88314.00,-2417.00,-411.00,2996500.00,1665086.00,408382.00,450213.00,-1010.00,473829.00,2524893.00,4147233.00,75963257.00,23071194.00,18102642.00,4586668.00,280125.00,101759.00,52892063.00,6932894.00,423456.00,67271.00,6442167.00,0.00,4835823.00,1098517.00,274300.00,2069199.00,1393807.00,954871.00,822746.00,132125.00,21160550.00,8792751.00,4472968.00,1126909.00,6764083.00,3839.00,18823705.00,310778.00,1137483.00,16881812.00,290735.00,202897.00,184220.00,75963257.00,13863307.00,272045.00,13291892.00,3122623.00,2647203.00,61036.00,414384.00,10169269.00,25499.00,273871.00,62099950.00
2011,1974359.00,398234.00,1576125.00,723941.00,597032.00,126909.00,154944.00,697240.00,11566031.00,697240.00,8269030.00,6633159.00,1635871.00,3207916.00,1232916.00,1975000.00,682245.00,1292755.00,608154.00,11566031.00,1453166.00,2310220.00,917798.00,50242.00,156091.00,11399437.00,10689304.00,710134.00,708107.00,710134.00,2027.00,45823.00,451898.00,321137.00,130761.00,398234.00,-7842.00,662284.00,662284.00,1470052.00,660287.00,300201.00,369997.00,-9911.00,0.00,73185.00,-185841.00,88207.00,-15556.00,186375.00,-95.00,-6188.00,6093.00,106708.00,-253167.00,148336.00,-20504.00,231543.00,501.00,615604.00,27572.00,69930.00,484808.00,14763.00,18531.00,14363.00,-31169.00,-7480.00,-43213.00,18800.00,111064.00,-54884.00,-37380.00,-62013.00,-466.00,19990.00,1501221.00,525842.00,118984.00,0.00,-432079.00,-838937.00,73312.00,50941.00,17654.00,2515.00,2201.00,-17449.00,-185678.00,-145907.00,416085.00,877.00,-102826.00,55863.00,1289811.00,77080103.00,23306994.00,18181364.00,4723306.00,292961.00,109363.00,53773109.00,7585919.00,716500.00,57360.00,6812059.00,0.00,4296784.00,671062.00,292014.00,1961032.00,1372676.00,954776.00,816558.00,138218.00,21363130.00,8400109.00,4432646.00,1106034.00,7419124.00,5217.00,19373918.00,338350.00,1199263.00,17309379.00,305498.00,221428.00,198583.00,77080103.00,13690342.00,264565.00,13106883.00,3146805.00,2758267.00,11534.00,377004.00,9960078.00,25033.00,293861.00,63389761.00
2012,2029372.00,404585.00,1624787.00,759152.00,624736.00,134416.00,155986.00,709649.00,12268957.00,709649.00,8609898.00,6930266.00,1679632.00,3526749.00,1290137.00,2236613.00,834937.00,1401676.00,577339.00,12268957.00,1511400.00,2323598.00,951575.00,42740.00,174997.00,11997324.00,11050627.00,946697.00,951751.00,946697.00,-5054.00,92866.00,505322.00,367913.00,137410.00,404585.00,-7872.00,858885.00,858885.00,1208876.00,584147.00,179777.00,412250.00,-7880.00,0.00,-70812.00,222620.00,-68156.00,-121752.00,-103524.00,17576.00,30455.00,-12879.00,209565.00,-182724.00,304349.00,1841.00,89509.00,-3409.00,459394.00,-17669.00,-30486.00,495959.00,-1757.00,13346.00,9006.00,278650.00,-13895.00,284756.00,341048.00,164087.00,110822.00,66139.00,-56292.00,632.00,7157.00,930226.00,246448.00,167055.00,-20869.00,28921.00,-71341.00,1355079.00,1396011.00,-41458.00,-674.00,1200.00,3296647.00,1568915.00,514021.00,670799.00,-49.00,542960.00,4651726.00,5849925.00,83005996.00,24898970.00,19632383.00,4848903.00,301784.00,115900.00,58107026.00,8111321.00,882654.00,49480.00,7179187.00,0.00,4109611.00,915711.00,197597.00,1818635.00,1177668.00,961289.00,835950.00,125339.00,24324641.00,9786300.00,5251016.00,1107875.00,8177691.00,1759.00,20392575.00,320681.00,1186353.00,18347026.00,303741.00,234774.00,207589.00,83005996.00,13766310.00,250670.00,13188957.00,3426133.00,2920354.00,62636.00,443143.00,9762824.00,25665.00,301018.00,69239686.00
2013,2084251.00,427690.00,1656561.00,779807.00,641683.00,138124.00,157748.00,719007.00,12519339.00,719007.00,8842447.00,7116684.00,1725763.00,3507241.00,1262960.00,2244281.00,794447.00,1449834.00,549356.00,12519339.00,1677834.00,2386885.00,1104606.00,41093.00,183588.00,11981288.00,11361174.00,620114.00,600127.00,620114.00,19987.00,135564.00,571202.00,433396.00,137806.00,427690.00,-7948.00,464563.00,464563.00,1133746.00,346239.00,132953.00,210687.00,2599.00,0.00,-422635.00,-28019.00,-29797.00,-53993.00,-310826.00,55501.00,57276.00,-1775.00,579101.00,137555.00,230893.00,30370.00,182042.00,-1759.00,569899.00,37824.00,11952.00,507547.00,419.00,12157.00,5641.00,238465.00,-14440.00,255489.00,241500.00,175845.00,28189.00,37466.00,13989.00,3025.00,-5609.00,895281.00,1404557.00,185731.00,0.00,788108.00,-430718.00,2025362.00,2115330.00,-93413.00,308.00,3136.00,5633896.00,2923551.00,767946.00,965748.00,0.00,976651.00,7659258.00,9663941.00,92820289.00,27244265.00,21865430.00,4941221.00,311621.00,125993.00,65576024.00,8457590.00,1015607.00,52079.00,7389904.00,0.00,4311375.00,1140374.00,265942.00,1827378.00,1077681.00,1016790.00,893226.00,123564.00,29565440.00,12847406.00,6249855.00,1138245.00,9329935.00,0.00,22011599.00,358505.00,1233043.00,19868960.00,304160.00,246931.00,213230.00,92820289.00,13916662.00,236230.00,13356333.00,3667633.00,3096199.00,90825.00,480609.00,9688700.00,28690.00,295409.00,78903627.00
2014,2165161.00,456271.00,1708890.00,811469.00,669248.00,142221.00,159617.00,737804.00,13181424.00,737804.00,9253442.00,7476329.00,1777113.00,3739888.00,1302272.00,2437616.00,926082.00,1511534.00,549709.00,13181424.00,1786993.00,2494921.00,1154875.00,45461.00,190552.00,12589388.00,11863366.00,726022.00,716418.00,726022.00,9604.00,146526.00,610811.00,473769.00,137042.00,456271.00,-8014.00,569891.00,569891.00,1380267.00,505079.00,73162.00,438286.00,-6369.00,0.00,-42029.00,-226646.00,105277.00,-58996.00,138336.00,45601.00,47588.00,-1987.00,524347.00,167912.00,241689.00,-25552.00,140298.00,0.00,340365.00,-8403.00,35129.00,297450.00,5811.00,10378.00,6904.00,416527.00,-6682.00,415167.00,376079.00,221792.00,121079.00,33208.00,39088.00,1226.00,6816.00,963740.00,577567.00,213363.00,0.00,-29644.00,-393848.00,1116786.00,1215979.00,-101722.00,1008.00,1522.00,2569821.00,1342118.00,234644.00,630243.00,0.00,362817.00,3686607.00,4980592.00,98172283.00,28718808.00,23212688.00,5052862.00,320424.00,132834.00,69453475.00,9025488.00,1088769.00,45710.00,7891009.00,0.00,3979202.00,838178.00,299192.00,1689185.00,1152647.00,1062391.00,940814.00,121577.00,32299339.00,14357435.00,6726188.00,1112693.00,10103023.00,0.00,22866921.00,350102.00,1282760.00,20666779.00,309971.00,257309.00,220134.00,98172283.00,14288064.00,229548.00,13726375.00,4043712.00,3317991.00,211904.00,513817.00,9682663.00,29916.00,302225.00,83884219.00
2015,2258912.00,471780.00,1787132.00,852091.00,705345.00,146746.00,161102.00,773939.00,13726298.00,773939.00,9693085.00,7854849.00,1838236.00,3820350.00,1304123.00,2516227.00,951111.00,1565116.00,561075.00,13726298.00,1938713.00,2627227.00,1203466.00,51416.00,195470.00,13067293.00,12283683.00,783610.00,762119.00,783610.00,21491.00,208093.00,688090.00,542324.00,145766.00,471780.00,-8217.00,554026.00,554026.00,1288419.00,630325.00,144530.00,499924.00,-14129.00,0.00,145513.00,216888.00,194281.00,-60995.00,-204661.00,-61630.00,-54019.00,-7611.00,51251.00,18140.00,58276.00,-44341.00,19176.00,0.00,516056.00,23397.00,35608.00,446517.00,3149.00,7385.00,6904.00,392422.00,-8045.00,391943.00,256665.00,232736.00,100472.00,-76543.00,135278.00,1708.00,6816.00,895997.00,1093882.00,241876.00,0.00,510035.00,-341971.00,1329648.00,1385516.00,-57962.00,1106.00,989.00,217227.00,-185849.00,-275140.00,709623.00,0.00,-31408.00,1546875.00,3402876.00,101918045.00,30496779.00,24790136.00,5236776.00,330971.00,138896.00,71421266.00,9656160.00,1233299.00,31581.00,8391280.00,0.00,4422653.00,1132019.00,521739.00,1633474.00,1135421.00,1000761.00,886795.00,113966.00,32596626.00,14189726.00,6504324.00,1068352.00,10834224.00,0.00,23518028.00,373499.00,1310567.00,21256148.00,313120.00,264694.00,227038.00,101918045.00,14630951.00,221503.00,14068783.00,4298678.00,3535728.00,325676.00,437274.00,9770105.00,31624.00,309041.00,87287094.00
