date,FA504090005.Q,FA503034003.Q,FA502051003.Q,FA504022005.Q,FA503069105.Q,FA503063005.Q,FA503069805.Q,FA503064105.Q,FA503094505.Q,FA753194503.Q,FA663194505.Q,FA504190005.Q,FA504122005.Q,FA503169105.Q,FA503163005.Q,FA504123005.Q,FA713068505.Q,FA503169205.Q,FA503164105.Q,FA503192003.Q,FA503190005.Q,FA663097005.Q,FA503194305.Q,FA503193005.Q
1978:Q1,3732.00,140.00,0.00,3592.00,3592.00,0.00,0.00,0.00,0.00,0.00,0.00,3732.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3732.00,280.00,0.00,3452.00
1978:Q2,21224.00,-404.00,0.00,21628.00,21628.00,0.00,0.00,0.00,0.00,0.00,0.00,21224.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21224.00,-804.00,0.00,22028.00
1978:Q3,232.00,316.00,0.00,-84.00,-84.00,0.00,0.00,0.00,0.00,0.00,0.00,232.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,232.00,628.00,0.00,-396.00
1978:Q4,37868.00,996.00,0.00,36872.00,36872.00,0.00,0.00,0.00,0.00,0.00,0.00,37868.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37868.00,1996.00,0.00,35872.00
1979:Q1,16208.00,-920.00,0.00,17128.00,17128.00,0.00,0.00,0.00,0.00,0.00,0.00,16208.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16208.00,-1844.00,0.00,18052.00
1979:Q2,5748.00,96.00,0.00,5652.00,5652.00,0.00,0.00,0.00,0.00,0.00,0.00,5748.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5748.00,196.00,0.00,5552.00
1979:Q3,16688.00,348.00,0.00,16340.00,16340.00,0.00,0.00,0.00,0.00,0.00,0.00,16688.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16688.00,692.00,0.00,15996.00
1979:Q4,672.00,736.00,0.00,-64.00,-64.00,0.00,0.00,0.00,0.00,0.00,0.00,672.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,672.00,1476.00,0.00,-804.00
1980:Q1,8321.00,-852.00,0.00,9173.00,9173.00,0.00,0.00,0.00,0.00,0.00,0.00,8321.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8321.00,-1704.00,0.00,10025.00
1980:Q2,-4552.00,108.00,0.00,-41360.00,-41360.00,0.00,0.00,0.00,36700.00,2000.00,34700.00,-4552.00,2400.00,2400.00,0.00,0.00,0.00,0.00,0.00,0.00,-6952.00,212.00,0.00,-7164.00
1980:Q3,-2433.00,2040.00,0.00,-7349.00,-7349.00,0.00,0.00,0.00,2876.00,2156.00,720.00,-2433.00,2876.00,2876.00,0.00,0.00,0.00,0.00,0.00,0.00,-5309.00,4080.00,0.00,-9389.00
1980:Q4,23480.00,-1328.00,0.00,28388.00,28388.00,0.00,0.00,0.00,-3580.00,-2684.00,-896.00,23480.00,-3580.00,-3580.00,0.00,0.00,0.00,0.00,0.00,0.00,27060.00,-2652.00,0.00,29712.00
1981:Q1,-19038.00,-588.00,0.00,-24710.00,-24710.00,0.00,0.00,0.00,6260.00,2696.00,3564.00,-19038.00,6260.00,6260.00,0.00,0.00,0.00,0.00,0.00,0.00,-25298.00,-1332.00,0.00,-23966.00
1981:Q2,-3479.00,568.00,0.00,-5163.00,-5163.00,0.00,0.00,0.00,1116.00,-7164.00,8280.00,-3479.00,1116.00,1116.00,0.00,0.00,0.00,0.00,0.00,0.00,-4595.00,972.00,0.00,-5567.00
1981:Q3,16227.00,0.00,0.00,4619.00,4619.00,0.00,0.00,0.00,11608.00,708.00,10900.00,16227.00,11608.00,11608.00,0.00,0.00,0.00,0.00,0.00,0.00,4619.00,-1856.00,0.00,6475.00
1981:Q4,-33973.00,2248.00,0.00,5603.00,5603.00,0.00,0.00,0.00,-41824.00,-1368.00,-40456.00,-33973.00,-1824.00,-1824.00,0.00,0.00,0.00,0.00,0.00,0.00,-32149.00,6032.00,0.00,-38181.00
1982:Q1,22647.00,-16.00,0.00,18203.00,18203.00,0.00,0.00,0.00,4460.00,3344.00,1116.00,22647.00,4460.00,4460.00,0.00,0.00,0.00,0.00,0.00,0.00,18187.00,-428.00,0.00,18615.00
1982:Q2,38338.00,2384.00,0.00,27434.00,27434.00,0.00,0.00,0.00,8520.00,6388.00,2132.00,38338.00,8520.00,8520.00,0.00,0.00,0.00,0.00,0.00,0.00,29818.00,4364.00,0.00,25454.00
1982:Q3,-17059.00,1432.00,0.00,-27679.00,-27679.00,0.00,0.00,0.00,9188.00,6892.00,2296.00,-17059.00,9188.00,9188.00,0.00,0.00,0.00,0.00,0.00,0.00,-26247.00,2464.00,0.00,-28711.00
1982:Q4,-6963.00,-2608.00,0.00,4293.00,4293.00,0.00,0.00,0.00,-8648.00,-9048.00,400.00,-6963.00,-8648.00,-8648.00,0.00,0.00,0.00,0.00,0.00,0.00,1685.00,-5616.00,0.00,7301.00
1983:Q1,49582.00,3448.00,0.00,49714.00,49714.00,0.00,0.00,0.00,-3580.00,-3176.00,-404.00,49582.00,-3580.00,-4236.00,656.00,0.00,0.00,0.00,0.00,0.00,53162.00,6892.00,0.00,46270.00
1983:Q2,-11280.00,-1344.00,0.00,-13908.00,-13908.00,0.00,0.00,0.00,3972.00,2372.00,1600.00,-11280.00,3972.00,3164.00,808.00,0.00,0.00,0.00,0.00,0.00,-15252.00,-2688.00,0.00,-12564.00
1983:Q3,-3378.00,1336.00,0.00,-3954.00,-3954.00,0.00,0.00,0.00,-760.00,-1028.00,268.00,-3378.00,-760.00,-1368.00,608.00,0.00,0.00,0.00,0.00,0.00,-2618.00,-3660.00,0.00,1042.00
1983:Q4,57244.00,2392.00,0.00,41712.00,41712.00,0.00,0.00,0.00,13140.00,10592.00,2548.00,57244.00,13140.00,14120.00,-980.00,0.00,0.00,0.00,0.00,0.00,44104.00,11116.00,0.00,32988.00
1984:Q1,12588.00,1116.00,0.00,8756.00,8756.00,0.00,0.00,0.00,2716.00,-360.00,3076.00,12588.00,960.00,-2236.00,3196.00,0.00,0.00,0.00,0.00,0.00,11628.00,2228.00,0.00,9400.00
1984:Q2,26059.00,-4856.00,0.00,54715.00,54715.00,0.00,0.00,0.00,-23800.00,-17524.00,-6276.00,26059.00,-28360.00,-27924.00,-436.00,0.00,0.00,0.00,0.00,0.00,54419.00,-9708.00,0.00,64127.00
1984:Q3,13511.00,3816.00,0.00,-18897.00,-18897.00,0.00,0.00,0.00,28592.00,21020.00,7572.00,13511.00,29996.00,29428.00,568.00,0.00,0.00,0.00,0.00,0.00,-16485.00,7628.00,0.00,-24113.00
1984:Q4,-19875.00,300.00,0.00,-17319.00,-17319.00,0.00,0.00,0.00,-2856.00,-1796.00,-1060.00,-19875.00,2056.00,2520.00,-464.00,0.00,0.00,0.00,0.00,0.00,-21931.00,596.00,0.00,-22527.00
1985:Q1,102929.00,-2564.00,0.00,93277.00,93277.00,0.00,0.00,0.00,12216.00,7080.00,5136.00,102929.00,6220.00,3444.00,2776.00,0.00,0.00,0.00,0.00,0.00,96709.00,-5128.00,0.00,101837.00
1985:Q2,-28152.00,3212.00,0.00,-32484.00,-32484.00,0.00,0.00,0.00,1120.00,-1348.00,2468.00,-28152.00,-5944.00,-8860.00,2916.00,0.00,0.00,0.00,0.00,0.00,-22208.00,6420.00,0.00,-28628.00
1985:Q3,121367.00,-2416.00,0.00,102667.00,102667.00,0.00,0.00,0.00,21116.00,-2356.00,23472.00,121367.00,27476.00,24552.00,2924.00,0.00,0.00,0.00,0.00,0.00,93891.00,-4832.00,0.00,98723.00
1985:Q4,50184.00,4748.00,0.00,37040.00,37040.00,0.00,0.00,0.00,8396.00,5448.00,2948.00,50184.00,15096.00,15136.00,-40.00,0.00,0.00,0.00,0.00,0.00,35088.00,9492.00,0.00,25596.00
1986:Q1,14032.00,1712.00,0.00,-4584.00,-4584.00,0.00,0.00,0.00,16904.00,11652.00,5252.00,14032.00,9724.00,6536.00,3188.00,0.00,0.00,0.00,0.00,7180.00,-2872.00,3424.00,0.00,-6296.00
1986:Q2,19371.00,8352.00,0.00,-1109.00,-1109.00,0.00,0.00,0.00,12128.00,-26924.00,39052.00,19371.00,11440.00,7224.00,4216.00,0.00,0.00,0.00,0.00,688.00,7243.00,16700.00,0.00,-9457.00
1986:Q3,42261.00,-1196.00,0.00,40369.00,40369.00,0.00,0.00,0.00,3088.00,22464.00,-19376.00,42261.00,10168.00,6752.00,3416.00,0.00,0.00,0.00,0.00,-7080.00,39173.00,-2392.00,0.00,41565.00
1986:Q4,-18892.00,1420.00,0.00,-18320.00,-18320.00,0.00,0.00,0.00,-1992.00,9492.00,-11484.00,-18892.00,16588.00,21688.00,-5100.00,0.00,0.00,0.00,0.00,-18580.00,-16900.00,2836.00,0.00,-19736.00
1987:Q1,66928.00,7544.00,0.00,55888.00,55888.00,0.00,0.00,0.00,3496.00,2080.00,1416.00,66928.00,6152.00,2852.00,3300.00,0.00,0.00,0.00,0.00,-2656.00,63432.00,15088.00,0.00,48344.00
1987:Q2,66327.00,7184.00,0.00,42239.00,42239.00,0.00,0.00,0.00,16904.00,14236.00,2668.00,66327.00,25428.00,25000.00,428.00,0.00,0.00,0.00,0.00,-8524.00,49423.00,14368.00,0.00,35055.00
1987:Q3,-40810.00,2976.00,0.00,-43946.00,-43946.00,0.00,0.00,0.00,160.00,7704.00,-7544.00,-40810.00,-1620.00,-2192.00,572.00,0.00,0.00,0.00,0.00,1780.00,-40970.00,5952.00,0.00,-46922.00
1987:Q4,-10841.00,-8884.00,0.00,-19725.00,-19725.00,0.00,0.00,0.00,17768.00,4872.00,12896.00,-10841.00,8804.00,2368.00,6436.00,0.00,0.00,0.00,0.00,8964.00,-28609.00,-22904.00,0.00,-5705.00
1988:Q1,68173.00,4504.00,0.00,30629.00,30629.00,0.00,0.00,0.00,33040.00,18592.00,14448.00,68173.00,51464.00,49424.00,2040.00,0.00,0.00,0.00,0.00,-18424.00,35133.00,9004.00,0.00,26129.00
1988:Q2,116875.00,10720.00,0.00,82995.00,82995.00,0.00,0.00,0.00,23160.00,16900.00,6260.00,116875.00,38692.00,41928.00,-3236.00,0.00,0.00,0.00,0.00,-15532.00,93715.00,21436.00,0.00,72279.00
1988:Q3,34100.00,-12880.00,0.00,27104.00,27104.00,0.00,0.00,0.00,19876.00,10628.00,9248.00,34100.00,36152.00,33868.00,2284.00,0.00,0.00,0.00,0.00,-16276.00,14224.00,-25760.00,0.00,39984.00
1988:Q4,74968.00,13732.00,0.00,59096.00,59096.00,0.00,0.00,0.00,2140.00,5072.00,-2932.00,74968.00,25840.00,31184.00,-5344.00,0.00,0.00,0.00,0.00,-23700.00,72828.00,27464.00,0.00,45364.00
1989:Q1,63639.00,-5624.00,0.00,44363.00,44363.00,0.00,0.00,0.00,24900.00,15548.00,9352.00,63639.00,33042.00,32270.00,772.00,0.00,0.00,0.00,0.00,-8142.00,38739.00,-11244.00,0.00,49983.00
1989:Q2,19489.00,11868.00,0.00,9729.00,9729.00,0.00,0.00,0.00,-2108.00,-5600.00,3492.00,19489.00,-6611.00,-7487.00,876.00,0.00,0.00,0.00,0.00,4503.00,21597.00,23736.00,0.00,-2139.00
1989:Q3,-28173.00,-4404.00,0.00,-16565.00,-16565.00,0.00,0.00,0.00,-7204.00,-8824.00,1620.00,-28173.00,-5423.00,-10871.00,5448.00,0.00,0.00,0.00,0.00,-1781.00,-20969.00,-8808.00,0.00,-12161.00
1989:Q4,-17035.00,30336.00,0.00,-41615.00,-41615.00,0.00,0.00,0.00,-5756.00,9320.00,-15076.00,-17035.00,28964.00,41364.00,-12400.00,0.00,0.00,0.00,0.00,-34720.00,-11279.00,60668.00,0.00,-71947.00
1990:Q1,29426.00,12040.00,0.00,22666.00,22666.00,0.00,0.00,0.00,-5280.00,-11328.00,6048.00,29426.00,-25170.00,-33246.00,8076.00,0.00,0.00,0.00,0.00,19890.00,34706.00,24076.00,0.00,10630.00
1990:Q2,55642.00,15868.00,0.00,37202.00,37202.00,0.00,0.00,0.00,2572.00,-9600.00,12172.00,55642.00,-10568.00,-22984.00,12416.00,0.00,0.00,0.00,0.00,13140.00,53070.00,31736.00,0.00,21334.00
1990:Q3,7628.00,27744.00,0.00,-34996.00,-34996.00,0.00,0.00,0.00,14880.00,23332.00,-8452.00,7628.00,58276.00,65988.00,-7712.00,0.00,0.00,0.00,0.00,-43396.00,-7252.00,55484.00,0.00,-62736.00
1990:Q4,-21868.00,8636.00,0.00,-32728.00,-32728.00,0.00,0.00,0.00,2224.00,-9772.00,11996.00,-21868.00,44791.00,46115.00,-1324.00,0.00,0.00,0.00,0.00,-42567.00,-24092.00,17272.00,0.00,-41364.00
1991:Q1,-35825.00,4236.00,0.00,-41821.00,-41821.00,0.00,0.00,0.00,1760.00,-3944.00,5704.00,-35825.00,16790.00,11718.00,5072.00,0.00,0.00,0.00,0.00,-15030.00,-37585.00,2472.00,0.00,-40057.00
1991:Q2,-47050.00,23940.00,0.00,-62154.00,-62154.00,0.00,0.00,0.00,-8836.00,-16392.00,7556.00,-47050.00,-18522.00,-30390.00,11868.00,0.00,0.00,0.00,0.00,9686.00,-38214.00,29892.00,0.00,-68106.00
1991:Q3,-20899.00,29936.00,0.00,-72291.00,-72291.00,0.00,0.00,0.00,21456.00,7344.00,14112.00,-20899.00,-9456.00,-14264.00,4808.00,0.00,0.00,0.00,0.00,30912.00,-42355.00,42104.00,0.00,-84459.00
1991:Q4,48521.00,11720.00,0.00,10333.00,10333.00,0.00,0.00,0.00,26468.00,11052.00,15416.00,48521.00,-4755.00,-10803.00,6048.00,0.00,0.00,0.00,0.00,31223.00,22053.00,51668.00,0.00,-29615.00
1992:Q1,83056.00,34324.00,0.00,26092.00,26092.00,0.00,0.00,0.00,22640.00,1820.00,20820.00,83056.00,41114.00,26278.00,14836.00,0.00,0.00,0.00,0.00,-18474.00,60416.00,60220.00,0.00,196.00
1992:Q2,44117.00,-14656.00,0.00,30945.00,30945.00,0.00,0.00,0.00,27828.00,15440.00,12388.00,44117.00,26930.00,22182.00,4748.00,0.00,0.00,0.00,0.00,898.00,16289.00,-34640.00,0.00,50929.00
1992:Q3,78231.00,72388.00,0.00,-19917.00,-19917.00,0.00,0.00,0.00,25760.00,632.00,25128.00,78231.00,7980.00,-6552.00,14532.00,0.00,0.00,0.00,0.00,17780.00,52471.00,139744.00,0.00,-87273.00
1992:Q4,43221.00,15248.00,0.00,12013.00,12013.00,0.00,0.00,0.00,15960.00,-2408.00,18368.00,43221.00,-11312.00,-23960.00,12648.00,0.00,0.00,0.00,0.00,27272.00,27261.00,37064.00,0.00,-9803.00
1993:Q1,-86707.00,928.00,0.00,-76043.00,-80043.00,4000.00,0.00,0.00,-11592.00,-36420.00,24828.00,-86707.00,-5645.00,-38369.00,32724.00,0.00,0.00,0.00,0.00,-5947.00,-75115.00,24600.00,0.00,-99715.00
1993:Q2,42034.00,6900.00,0.00,26358.00,22358.00,4000.00,0.00,0.00,8776.00,-15760.00,24536.00,42034.00,19351.00,10435.00,8916.00,0.00,0.00,0.00,0.00,-10575.00,33258.00,15228.00,0.00,18030.00
1993:Q3,121603.00,37168.00,0.00,47435.00,43435.00,4000.00,0.00,0.00,37000.00,24044.00,12956.00,121603.00,-4889.00,-17449.00,12560.00,0.00,0.00,0.00,0.00,41889.00,84603.00,57708.00,0.00,26895.00
1993:Q4,32862.00,14592.00,0.00,9994.00,5994.00,4000.00,0.00,0.00,8276.00,1884.00,6392.00,32862.00,16447.00,16247.00,200.00,0.00,0.00,0.00,0.00,-8171.00,24586.00,76748.00,0.00,-52162.00
1994:Q1,53433.00,34700.00,0.00,-17567.00,-21567.00,4000.00,0.00,0.00,36300.00,-3644.00,39944.00,53433.00,45497.00,-5267.00,50764.00,0.00,0.00,0.00,0.00,-9197.00,17133.00,39008.00,0.00,-21875.00
1994:Q2,953.00,6140.00,0.00,-17271.00,-45271.00,28000.00,0.00,0.00,12084.00,11720.00,364.00,953.00,9212.00,-7996.00,17208.00,0.00,0.00,0.00,0.00,2872.00,-11131.00,61552.00,0.00,-72683.00
1994:Q3,63075.00,63676.00,0.00,263.00,-1737.00,2000.00,0.00,0.00,-864.00,-20656.00,19792.00,63075.00,12370.00,-13566.00,25936.00,0.00,0.00,0.00,0.00,-13234.00,63939.00,45988.00,0.00,17951.00
1994:Q4,-44206.00,-52236.00,0.00,-6822.00,-12822.00,6000.00,0.00,0.00,14852.00,10704.00,4148.00,-44206.00,25153.00,38977.00,-13824.00,0.00,0.00,0.00,0.00,-10301.00,-59058.00,-48296.00,0.00,-10762.00
1995:Q1,75060.00,14868.00,0.00,1992.00,1992.00,0.00,0.00,0.00,58200.00,24616.00,33584.00,75060.00,62210.00,9518.00,52692.00,0.00,0.00,0.00,0.00,-4010.00,16860.00,47368.00,0.00,-30508.00
1995:Q2,-17582.00,-13584.00,0.00,-23246.00,-31246.00,8000.00,0.00,0.00,19248.00,8100.00,11148.00,-17582.00,33246.00,11134.00,22112.00,0.00,0.00,0.00,0.00,-13998.00,-36830.00,-75292.00,0.00,38462.00
1995:Q3,38694.00,-3496.00,0.00,16590.00,590.00,16000.00,0.00,0.00,25600.00,-3688.00,29288.00,38694.00,40727.00,24295.00,16432.00,0.00,0.00,0.00,0.00,-15127.00,13094.00,-11048.00,0.00,24142.00
1995:Q4,-44408.00,7204.00,0.00,-47480.00,-62480.00,15000.00,872.00,0.00,-5004.00,-2380.00,-2624.00,-44408.00,3573.00,-2779.00,6352.00,0.00,0.00,0.00,0.00,-7705.00,-40276.00,16996.00,0.00,-57272.00
1996:Q1,217995.00,72284.00,0.00,88983.00,74859.00,14124.00,1464.00,0.00,55264.00,7836.00,47428.00,217995.00,-805.00,-71949.00,71144.00,0.00,0.00,0.00,0.00,57533.00,161267.00,105592.00,0.00,55675.00
1996:Q2,80761.00,43304.00,0.00,-9239.00,-24115.00,14876.00,1464.00,0.00,45232.00,632.00,44600.00,80761.00,99477.00,85881.00,13596.00,0.00,0.00,0.00,0.00,-52781.00,34065.00,27552.00,0.00,6513.00
1996:Q3,166383.00,49644.00,0.00,60755.00,43503.00,17252.00,1472.00,0.00,54512.00,26320.00,28192.00,166383.00,37184.00,24240.00,12944.00,0.00,0.00,0.00,0.00,18800.00,110399.00,63152.00,0.00,47247.00
1996:Q4,110616.00,97152.00,0.00,-89240.00,-94180.00,4940.00,-3248.00,0.00,105952.00,20148.00,85804.00,110616.00,119195.00,99995.00,19200.00,0.00,0.00,0.00,0.00,-11783.00,3204.00,43256.00,0.00,-40052.00
1997:Q1,287075.00,39208.00,0.00,130567.00,138523.00,-7956.00,1064.00,0.00,116236.00,59560.00,56676.00,287075.00,125550.00,79862.00,45688.00,0.00,0.00,0.00,0.00,-8282.00,169807.00,61168.00,0.00,108639.00
1997:Q2,24311.00,32208.00,0.00,4443.00,379.00,4064.00,1064.00,0.00,-13404.00,-20280.00,6876.00,24311.00,68360.00,71272.00,-2912.00,0.00,0.00,0.00,0.00,-80736.00,36687.00,183588.00,0.00,-146901.00
1997:Q3,238211.00,27812.00,0.00,129527.00,131251.00,-1724.00,1060.00,0.00,79812.00,34428.00,45384.00,238211.00,162423.00,110935.00,51488.00,0.00,0.00,0.00,0.00,-59311.00,135099.00,-11988.00,0.00,147087.00
1997:Q4,29767.00,51608.00,0.00,-37677.00,-29609.00,-8068.00,1060.00,0.00,14776.00,-16368.00,31144.00,29767.00,-36564.00,-64556.00,27992.00,0.00,0.00,0.00,0.00,61916.00,4415.00,-3928.00,0.00,8343.00
1998:Q1,305863.00,62936.00,0.00,115819.00,129927.00,-14108.00,716.00,0.00,126392.00,34916.00,91476.00,305863.00,141654.00,69946.00,71708.00,0.00,0.00,0.00,0.00,-8591.00,172801.00,83316.00,0.00,89485.00
1998:Q2,147182.00,98992.00,0.00,62710.00,34990.00,27720.00,1172.00,0.00,-15692.00,-32948.00,17256.00,147182.00,64799.00,40119.00,24680.00,0.00,0.00,0.00,0.00,-55580.00,137962.00,113792.00,0.00,24170.00
1998:Q3,274824.00,133020.00,0.00,71384.00,61551.00,9833.00,736.00,0.00,69684.00,40692.00,28992.00,274824.00,60188.00,31148.00,29040.00,0.00,0.00,0.00,0.00,19922.00,194714.00,140280.00,0.00,54434.00
1998:Q4,-106255.00,87700.00,0.00,-203299.00,-197724.00,-5575.00,764.00,0.00,8580.00,4364.00,4216.00,-106255.00,-106770.00,-117302.00,10532.00,0.00,0.00,0.00,0.00,130789.00,-130274.00,-57464.00,0.00,-72810.00
1999:Q1,314360.00,69620.00,0.00,93992.00,125369.00,-31378.00,1184.00,0.00,149564.00,-3076.00,152640.00,314360.00,167747.00,23587.00,144160.00,0.00,0.00,0.00,0.00,79569.00,67043.00,-173224.00,0.00,240267.00
1999:Q2,221602.00,66580.00,0.00,132862.00,103027.00,29835.00,3792.00,0.00,18368.00,-5268.00,23636.00,221602.00,33637.00,-10675.00,44312.00,0.00,0.00,0.00,0.00,26122.00,161842.00,61584.00,0.00,100258.00
1999:Q3,185895.00,84892.00,0.00,34091.00,63538.00,-29447.00,2944.00,0.00,63968.00,56024.00,7944.00,185895.00,76388.00,81904.00,-5516.00,0.00,0.00,0.00,0.00,34786.00,74721.00,87560.00,0.00,-12839.00
1999:Q4,400259.00,144544.00,0.00,211891.00,196193.00,15697.00,2100.00,0.00,41724.00,-37792.00,79516.00,400259.00,88600.00,42032.00,46568.00,0.00,0.00,0.00,0.00,63663.00,247996.00,89200.00,0.00,158796.00
2000:Q1,99907.00,1356.00,0.00,17791.00,57745.00,-39953.00,4480.00,0.00,76280.00,86144.00,-9864.00,99907.00,2373.00,19941.00,-17568.00,0.00,0.00,0.00,0.00,55904.00,41630.00,97408.00,0.00,-55778.00
2000:Q2,334190.00,-21540.00,0.00,325002.00,295618.00,29384.00,4472.00,0.00,26256.00,-100.00,26356.00,334190.00,118436.00,94648.00,23788.00,0.00,0.00,0.00,0.00,900.00,214855.00,94332.00,0.00,120523.00
2000:Q3,-35879.00,68832.00,0.00,-114715.00,-85875.00,-28840.00,3460.00,0.00,6544.00,21516.00,-14972.00,-35879.00,-3018.00,6614.00,-9632.00,0.00,0.00,0.00,0.00,916.00,-33777.00,12428.00,0.00,-46205.00
2000:Q4,22680.00,65352.00,0.00,-123384.00,-127384.00,4000.00,3008.00,0.00,77704.00,74992.00,2712.00,22680.00,-124163.00,-135343.00,11180.00,0.00,0.00,0.00,0.00,2480.00,144362.00,150432.00,0.00,-6070.00
2001:Q1,310827.00,246584.00,0.00,-137281.00,-216005.00,78724.00,-140.00,0.00,201664.00,14588.00,187076.00,310827.00,-2530.00,-48162.00,45632.00,0.00,0.00,0.00,0.00,3696.00,309660.00,-81432.00,0.00,391092.00
2001:Q2,-488221.00,84040.00,0.00,-448841.00,-467529.00,18688.00,-164.00,0.00,-123256.00,-32012.00,-91244.00,-488221.00,-359792.00,-386072.00,26280.00,0.00,0.00,0.00,0.00,560.00,-128989.00,218468.00,0.00,-347457.00
2001:Q3,-227931.00,125008.00,0.00,-244891.00,-288443.00,43552.00,-84.00,0.00,-107964.00,-67920.00,-40044.00,-227931.00,-129273.00,-124285.00,-4988.00,0.00,0.00,0.00,0.00,400.00,-99058.00,69496.00,0.00,-168554.00
2001:Q4,468973.00,162396.00,0.00,268673.00,226241.00,42432.00,-64.00,0.00,37968.00,-2172.00,40140.00,468973.00,77186.00,55310.00,21876.00,0.00,0.00,0.00,0.00,-176.00,391962.00,73896.00,0.00,318066.00
2002:Q1,-215395.00,-102624.00,0.00,-156983.00,-203191.00,46208.00,-952.00,0.00,45164.00,-26040.00,71204.00,-215395.00,-56658.00,-146318.00,89660.00,0.00,0.00,0.00,0.00,448.00,-159184.00,22628.00,0.00,-181812.00
2002:Q2,-121318.00,31272.00,0.00,-213482.00,-164206.00,-49276.00,-1148.00,0.00,62040.00,84784.00,-22744.00,-121318.00,-56462.00,-50846.00,-5616.00,0.00,0.00,0.00,0.00,-340.00,-64516.00,52544.00,0.00,-117060.00
2002:Q3,-22290.00,-149980.00,0.00,171002.00,181930.00,-10928.00,-788.00,0.00,-42524.00,-27000.00,-15524.00,-22290.00,-17942.00,-18018.00,76.00,0.00,0.00,0.00,0.00,176.00,-4524.00,12500.00,0.00,-17024.00
2002:Q4,82355.00,147412.00,0.00,-153625.00,-110209.00,-43416.00,-1744.00,0.00,90312.00,42548.00,47764.00,82355.00,88243.00,50491.00,37752.00,0.00,0.00,0.00,0.00,-1684.00,-4204.00,-99192.00,0.00,94988.00
2003:Q1,-9842.00,-255876.00,0.00,213806.00,148710.00,65096.00,-824.00,0.00,33052.00,728.00,32324.00,-9842.00,23080.00,13452.00,9628.00,0.00,0.00,0.00,0.00,576.00,-33498.00,-30908.00,0.00,-2590.00
2003:Q2,87987.00,75084.00,0.00,34831.00,-10713.00,45544.00,-804.00,0.00,-21124.00,-5452.00,-15672.00,87987.00,-144960.00,-174300.00,29340.00,0.00,0.00,0.00,0.00,-100.00,233047.00,245052.00,0.00,-12005.00
2003:Q3,194908.00,105124.00,0.00,115808.00,59612.00,56196.00,-784.00,0.00,-25240.00,-12728.00,-12512.00,194908.00,-8003.00,-11055.00,3052.00,0.00,0.00,0.00,0.00,16.00,202895.00,175096.00,0.00,27799.00
2003:Q4,-24969.00,-224444.00,0.00,114839.00,61947.00,52892.00,-1276.00,0.00,85912.00,47076.00,38836.00,-24969.00,117248.00,97752.00,19496.00,0.00,0.00,0.00,0.00,408.00,-142625.00,20988.00,0.00,-163613.00
2004:Q1,-18323.00,-212728.00,0.00,66061.00,95597.00,-29536.00,-200.00,0.00,128544.00,97012.00,31532.00,-18323.00,-6900.00,-28160.00,21260.00,0.00,0.00,0.00,0.00,632.00,-12055.00,248748.00,0.00,-260803.00
2004:Q2,-275084.00,-107568.00,0.00,-46792.00,-4076.00,-42716.00,-396.00,0.00,-120328.00,-89888.00,-30440.00,-275084.00,-134277.00,-124613.00,-9664.00,0.00,0.00,0.00,0.00,-40.00,-140767.00,-16672.00,0.00,-124095.00
2004:Q3,256096.00,-6524.00,0.00,227284.00,206412.00,20872.00,-340.00,0.00,35676.00,58328.00,-22652.00,256096.00,15835.00,30083.00,-14248.00,0.00,0.00,0.00,0.00,-4.00,240265.00,21476.00,0.00,218789.00
2004:Q4,272087.00,-157556.00,0.00,307987.00,314607.00,-6621.00,-384.00,0.00,122040.00,66744.00,55296.00,272087.00,113601.00,62053.00,51548.00,0.00,0.00,0.00,0.00,516.00,157969.00,93896.00,0.00,64073.00
2005:Q1,118295.00,-35648.00,0.00,102471.00,54156.00,48315.00,3104.00,0.00,48368.00,5536.00,42832.00,118295.00,62516.00,47604.00,14912.00,0.00,0.00,0.00,0.00,696.00,55083.00,218696.00,0.00,-163613.00
2005:Q2,-65690.00,-74152.00,0.00,-134722.00,-84397.00,-50326.00,3740.00,0.00,139444.00,62504.00,76940.00,-65690.00,126514.00,94538.00,31976.00,0.00,0.00,0.00,0.00,188.00,-192392.00,286156.00,0.00,-478548.00
2005:Q3,273985.00,2856.00,0.00,253657.00,306760.00,-53103.00,3008.00,0.00,14464.00,20100.00,-5636.00,273985.00,121321.00,123221.00,-1900.00,0.00,0.00,0.00,0.00,16.00,152648.00,369640.00,0.00,-216992.00
2005:Q4,252191.00,98404.00,0.00,79687.00,142073.00,-62385.00,4716.00,0.00,69384.00,-4000.00,73384.00,252191.00,108614.00,43230.00,65384.00,0.00,0.00,0.00,0.00,1440.00,142138.00,-174964.00,0.00,317102.00
