1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
2009:Q1,-1749845.00,-745624.00,-1066608.00,142569.00,123998.00,13660.00,-6233.00,11144.00,-80182.00,-1749845.00,-675148.00,-110702.00,-523745.00,-41301.00,0.00,600.00,-1061149.00,-305789.00,-41200.00,-2012.00,1424.00,0.00,-15733.00,12588.00,-400820.00,15052.00,-324660.00,-13548.00,-1749845.00,-185599.00,-277720.00,7275.00,-1204.00,95866.00,-9816.00,-1458642.00,-406592.00,-192663.00,-116484.00,304.00,29103.00,144.00,-33159.00,-2448.00,-5012.00,2340.00,-327523.00,368982.00,-306926.00,-215739.00,-85984.00,-144952.00,-4620.00,-17412.00,-105604.00
2009:Q2,-1380208.00,-932321.00,-323523.00,25338.00,56619.00,22432.00,-64984.00,11272.00,-149702.00,-1380208.00,-434978.00,112555.00,-435842.00,-112468.00,0.00,776.00,-917817.00,-287232.00,-7200.00,168.00,-8100.00,0.00,-1766.00,-5248.00,-30616.00,-18184.00,-559640.00,-27412.00,-1380208.00,222219.00,46868.00,-22978.00,-1208.00,185485.00,14052.00,-1593000.00,-539316.00,-516435.00,-128387.00,-4160.00,5554.00,144.00,-32547.00,-2448.00,-5088.00,1796.00,-320710.00,527373.00,-413216.00,-177181.00,-7996.00,36096.00,-3080.00,-13400.00,-9426.00
2009:Q3,-1311407.00,-838457.00,-261396.00,-139954.00,-57930.00,12132.00,-105548.00,11392.00,-71600.00,-1311407.00,-640619.00,70584.00,-595326.00,-116601.00,0.00,724.00,-663141.00,-327466.00,-800.00,-1276.00,-10684.00,0.00,-48174.00,-10856.00,71188.00,-4800.00,-330272.00,-7648.00,-1311407.00,332088.00,116980.00,-15940.00,-1208.00,207917.00,24340.00,-1599901.00,-280056.00,-827393.00,-179868.00,4892.00,576.00,-968.00,-34815.00,-2448.00,-180.00,1412.00,-330044.00,522371.00,-340770.00,-195427.00,-18504.00,90700.00,1132.00,-10512.00,-43595.00
2009:Q4,-845738.00,-548830.00,-126141.00,-93874.00,51717.00,-17940.00,-139043.00,11392.00,-76894.00,-845738.00,-477829.00,121873.00,-482955.00,-117927.00,0.00,1180.00,-358973.00,-143889.00,-7200.00,920.00,2080.00,0.00,-56019.00,-124.00,4276.00,16968.00,-175984.00,-8936.00,-845738.00,226354.00,-2056.00,266.00,-1208.00,215772.00,13580.00,-1054893.00,-164352.00,-590781.00,-122441.00,-3548.00,-4973.00,-1376.00,-15131.00,-2444.00,-172.00,-312.00,-151432.00,414590.00,-230924.00,-289318.00,-8152.00,119908.00,-6356.00,2320.00,-17199.00
2010:Q1,-983449.00,-156721.00,-283962.00,-458048.00,-356138.00,-21819.00,-88080.00,7988.00,-84717.00,-983449.00,-761209.00,-321397.00,-402686.00,-37686.00,0.00,560.00,-229127.00,-149039.00,-4400.00,-6656.00,-1860.00,0.00,-60925.00,-11792.00,-3264.00,18500.00,-9692.00,6888.00,-983449.00,87314.00,13616.00,12360.00,4172.00,49847.00,7320.00,-1119379.00,-21624.00,-397925.00,-5195.00,-6792.00,-4599.00,-716.00,-18018.00,2776.00,-204.00,-6856.00,-325091.00,167788.00,-340123.00,-128992.00,22112.00,-58308.00,10012.00,-7624.00,48616.00
2010:Q2,-614751.00,-136094.00,-201799.00,-209096.00,-26088.00,-11014.00,-180074.00,8080.00,-67762.00,-614751.00,-373846.00,77152.00,-431442.00,-19937.00,0.00,380.00,-259441.00,-163302.00,-1600.00,2796.00,-4928.00,0.00,-60963.00,-11628.00,6116.00,-17760.00,-8172.00,18536.00,-614751.00,115961.00,11304.00,-24246.00,4164.00,120503.00,4236.00,-665634.00,-39900.00,-288129.00,-54972.00,-31012.00,-7514.00,-20.00,-15219.00,2776.00,-152.00,2616.00,-159019.00,255166.00,-260649.00,-126995.00,-21748.00,74492.00,5604.00,-960.00,-65078.00
2010:Q3,-452651.00,-82461.00,-104759.00,-262466.00,-122386.00,11581.00,-159824.00,8164.00,-2965.00,-452651.00,-269812.00,-84668.00,-182354.00,-3298.00,0.00,508.00,-213035.00,-216679.00,800.00,188.00,-936.00,0.00,-83924.00,16980.00,57100.00,46232.00,-32796.00,30196.00,-452651.00,239217.00,39892.00,-789.00,4164.00,171022.00,24928.00,-639648.00,-85812.00,-158238.00,-8674.00,-1100.00,-7868.00,-132.00,-2682.00,2776.00,-372.00,6156.00,-311720.00,172316.00,-232132.00,-68414.00,-4796.00,60844.00,220.00,-20.00,-52220.00
2010:Q4,-14734.00,31400.00,78093.00,-167134.00,-56252.00,7484.00,-126534.00,8168.00,42908.00,-14734.00,-51333.00,89642.00,-126110.00,-16885.00,0.00,2020.00,-4889.00,-66800.00,3620.00,-1980.00,-500.00,0.00,-50085.00,2664.00,59096.00,57460.00,-8364.00,41488.00,-14734.00,200616.00,3680.00,-3713.00,4172.00,176020.00,20456.00,-203280.00,-31764.00,-166368.00,26125.00,-292.00,-4984.00,-376.00,659.00,2772.00,-496.00,-5244.00,-66850.00,181658.00,-271984.00,-42211.00,-836.00,172928.00,1324.00,2660.00,-12069.00
2011:Q1,137688.00,79688.00,141205.00,-185512.00,-86535.00,-13308.00,-98589.00,12920.00,102307.00,137688.00,100888.00,150850.00,5022.00,-55408.00,0.00,424.00,-31964.00,-35604.00,-9648.00,12.00,3284.00,0.00,21784.00,14632.00,27464.00,39288.00,-93176.00,68764.00,137688.00,217759.00,23712.00,16413.00,-5808.00,183798.00,-356.00,-124080.00,-115748.00,-265185.00,50988.00,-3996.00,-245.00,-204.00,4230.00,-4612.00,-596.00,48704.00,57410.00,217457.00,-261226.00,-62847.00,48240.00,144260.00,31952.00,-12660.00,44009.00
2011:Q2,230883.00,141139.00,177321.00,-177914.00,-67980.00,-4108.00,-118890.00,13064.00,90338.00,230883.00,-100740.00,-148260.00,109060.00,-62293.00,0.00,752.00,299959.00,-124825.00,-3512.00,356.00,176.00,0.00,-24971.00,21308.00,226428.00,233208.00,-28208.00,31664.00,230883.00,285427.00,188424.00,-14613.00,-5804.00,114085.00,3336.00,-97183.00,-55424.00,9100.00,102952.00,-4012.00,4501.00,1024.00,27714.00,-4612.00,-696.00,51972.00,-189745.00,186743.00,-132354.00,-91814.00,8604.00,-3244.00,-10644.00,2752.00,42639.00
2011:Q3,-23491.00,302493.00,-228135.00,-198220.00,-102042.00,5164.00,-114550.00,13208.00,100370.00,-23491.00,-168296.00,-270226.00,164797.00,-63918.00,0.00,1052.00,91036.00,-68706.00,3724.00,260.00,1280.00,0.00,45158.00,25468.00,105064.00,24092.00,-45304.00,53768.00,-23491.00,167879.00,40616.00,6337.00,-5808.00,123551.00,3184.00,-241823.00,-51716.00,264782.00,87577.00,508.00,2891.00,1044.00,33670.00,-4612.00,-416.00,-17868.00,-241946.00,137310.00,-163844.00,-55196.00,-8108.00,-218128.00,2432.00,-10204.00,50453.00
2011:Q4,-8482.00,186904.00,-224587.00,-122038.00,-89443.00,11684.00,-57487.00,13208.00,151239.00,-8482.00,254845.00,94782.00,204499.00,-45684.00,0.00,1248.00,-287435.00,-13668.00,1632.00,-208.00,1248.00,0.00,23125.00,10812.00,-231496.00,-40716.00,-38164.00,24108.00,-8482.00,-127948.00,-253132.00,-1262.00,-5804.00,134726.00,-2476.00,121138.00,-47380.00,301487.00,-5137.00,2056.00,23445.00,1304.00,25895.00,-4612.00,-612.00,-7160.00,-124551.00,118770.00,-140928.00,28641.00,-1992.00,-52388.00,-7740.00,12040.00,-1672.00
2012:Q1,243464.00,176251.00,64435.00,-129756.00,-73481.00,11628.00,-74071.00,6168.00,132534.00,243464.00,321928.00,289675.00,-133614.00,165344.00,0.00,524.00,-114512.00,-3548.00,-5080.00,1608.00,4844.00,0.00,-3388.00,-10276.00,22676.00,-81648.00,-39700.00,36048.00,243464.00,154685.00,22536.00,6296.00,-2412.00,130220.00,-1956.00,173352.00,-46112.00,181045.00,-13400.00,-1524.00,28971.00,976.00,15362.00,1196.00,-644.00,2876.00,-31037.00,127369.00,-143299.00,-20536.00,-1980.00,20532.00,78548.00,-24992.00,-84572.00
2012:Q2,247945.00,164822.00,-7605.00,-99666.00,-63382.00,26224.00,-68672.00,6164.00,190394.00,247945.00,370845.00,281138.00,-99597.00,188249.00,0.00,1056.00,-187084.00,4432.00,3344.00,272.00,13648.00,0.00,4156.00,5324.00,66680.00,-235120.00,-49820.00,64184.00,247945.00,211457.00,47364.00,-6710.00,-2416.00,166811.00,6408.00,87132.00,-57744.00,305255.00,-24307.00,-1796.00,28694.00,840.00,18951.00,1192.00,-524.00,20100.00,-92994.00,179261.00,-173109.00,-41331.00,11352.00,-84136.00,456.00,-3028.00,-50644.00
2012:Q3,316879.00,160213.00,103445.00,-91827.00,-94942.00,34896.00,-38017.00,6236.00,145047.00,316879.00,236964.00,152805.00,-92969.00,177556.00,0.00,-428.00,61383.00,1862.00,2640.00,-292.00,-368.00,0.00,52281.00,6024.00,32928.00,-22440.00,-11252.00,18532.00,316879.00,138295.00,7704.00,2674.00,-2416.00,116381.00,13952.00,207005.00,-12236.00,234453.00,-18079.00,-256.00,26052.00,504.00,10969.00,1200.00,-1336.00,5600.00,-56447.00,92770.00,-156485.00,-21151.00,7072.00,94992.00,1504.00,-2120.00,-28421.00
2012:Q4,627588.00,206321.00,212829.00,20065.00,-77846.00,51608.00,40072.00,6232.00,188373.00,627588.00,682559.00,415407.00,96613.00,170043.00,0.00,496.00,-80207.00,15763.00,2776.00,-84.00,-5168.00,0.00,16278.00,35216.00,8936.00,-141448.00,-12476.00,25236.00,627588.00,104063.00,-7300.00,-5896.00,-2408.00,112788.00,6880.00,568795.00,-3644.00,313419.00,4177.00,13396.00,32687.00,460.00,9682.00,1196.00,-1416.00,20276.00,-30565.00,123972.00,-86103.00,-6090.00,17804.00,169044.00,-13568.00,4068.00,-45270.00
2013:Q1,328736.00,134612.00,34067.00,-21437.00,-45923.00,19176.00,-6330.00,11640.00,181493.00,328736.00,220657.00,172420.00,-44669.00,91605.00,0.00,1300.00,75719.00,81203.00,-11428.00,552.00,3888.00,0.00,15887.00,-2244.00,-26236.00,16276.00,-2180.00,32360.00,328736.00,82888.00,-55260.00,-14196.00,1000.00,144847.00,6496.00,250449.00,-696.00,88351.00,18724.00,-2040.00,35916.00,844.00,5402.00,-700.00,-1508.00,30820.00,49998.00,127780.00,-104042.00,-2578.00,-5460.00,6884.00,2612.00,140.00,-4601.00
2013:Q2,889435.00,190518.00,430397.00,117611.00,-26911.00,30676.00,102078.00,11768.00,150910.00,889435.00,474447.00,148048.00,209367.00,117209.00,0.00,-176.00,386356.00,74548.00,4944.00,416.00,4828.00,0.00,22768.00,68304.00,193520.00,17468.00,-440.00,28632.00,889435.00,306627.00,197548.00,-496.00,996.00,116619.00,-8040.00,565572.00,-496.00,133193.00,27445.00,920.00,39246.00,2856.00,24142.00,-696.00,-1564.00,69880.00,208413.00,128978.00,-684858.00,26361.00,578088.00,-944.00,19000.00,-4392.00,17236.00
2013:Q3,639770.00,214916.00,80420.00,150520.00,70252.00,39848.00,28524.00,11896.00,193914.00,639770.00,646188.00,432990.00,101317.00,111429.00,0.00,452.00,-51023.00,57024.00,12464.00,216.00,-3556.00,0.00,-5227.00,-22280.00,200.00,-89864.00,0.00,44604.00,639770.00,107634.00,-17720.00,5248.00,996.00,120038.00,-928.00,580995.00,-628.00,192705.00,63017.00,-6500.00,51860.00,1812.00,31148.00,-700.00,468.00,28044.00,212432.00,140548.00,-126003.00,-13047.00,1604.00,50920.00,-40876.00,-5808.00,-48860.00
2013:Q4,915535.00,246150.00,350756.00,141566.00,12246.00,49604.00,67820.00,11896.00,177062.00,915535.00,510955.00,268497.00,125891.00,115975.00,0.00,592.00,348368.00,80596.00,1684.00,2092.00,2680.00,0.00,7848.00,34220.00,108072.00,111176.00,0.00,56212.00,915535.00,210630.00,97436.00,-2761.00,996.00,116247.00,-1288.00,685528.00,-16.00,268651.00,73590.00,2848.00,55538.00,3712.00,28540.00,-696.00,412.00,28768.00,146616.00,125834.00,-123849.00,-43580.00,27396.00,128412.00,-37496.00,848.00,19377.00
2014:Q1,952100.00,332608.00,309131.00,101047.00,-2847.00,40940.00,51513.00,11440.00,209315.00,952100.00,611299.00,282039.00,56987.00,272069.00,0.00,204.00,285341.00,46557.00,1668.00,684.00,1548.00,0.00,2088.00,18668.00,221836.00,-7708.00,0.00,55460.00,952100.00,346487.00,207196.00,7820.00,-380.00,123535.00,8316.00,558984.00,-60.00,440042.00,62953.00,-2420.00,60369.00,1272.00,26140.00,1660.00,412.00,60296.00,-18225.00,89460.00,-147012.00,-21456.00,90272.00,-77080.00,-10652.00,3012.00,46628.00
2014:Q2,1012748.00,306255.00,279650.00,186370.00,30417.00,51552.00,92834.00,11568.00,240473.00,1012748.00,946466.00,662318.00,819.00,282805.00,0.00,524.00,5146.00,90595.00,10204.00,-692.00,2332.00,0.00,-18797.00,5100.00,6260.00,-89856.00,0.00,61136.00,1012748.00,104290.00,-25828.00,1045.00,-376.00,114342.00,15108.00,907625.00,-132.00,502215.00,58500.00,-5160.00,71784.00,2104.00,24434.00,1660.00,328.00,-14624.00,94965.00,50421.00,-65468.00,9219.00,-864.00,219004.00,-35644.00,-5116.00,832.00
2014:Q3,1122684.00,254391.00,431705.00,210098.00,22954.00,63908.00,111540.00,11696.00,226490.00,1122684.00,918551.00,394795.00,237732.00,285708.00,0.00,316.00,234213.00,64510.00,12740.00,272.00,1284.00,0.00,25407.00,9724.00,113364.00,6912.00,0.00,-30080.00,1122684.00,216753.00,94736.00,9689.00,-380.00,119672.00,-6964.00,788349.00,-140.00,357119.00,45933.00,-6164.00,71360.00,2268.00,30255.00,1660.00,780.00,9768.00,130208.00,63886.00,201.00,-2861.00,16492.00,67740.00,-1124.00,968.00,117582.00
2014:Q4,819579.00,386694.00,-80998.00,302993.00,111104.00,76404.00,103789.00,11696.00,210890.00,819579.00,710396.00,321516.00,93436.00,295012.00,0.00,432.00,72047.00,31033.00,9016.00,148.00,2104.00,0.00,32266.00,51840.00,-79724.00,25364.00,0.00,37136.00,819579.00,4425.00,-93700.00,-7018.00,-376.00,100279.00,5240.00,856405.00,-56.00,457476.00,131362.00,-3576.00,73223.00,2408.00,37263.00,1660.00,752.00,-17648.00,147156.00,96201.00,-40261.00,41121.00,-26168.00,-55552.00,3924.00,7120.00,-41251.00
2015:Q1,857218.00,419786.00,5728.00,227832.00,35313.00,85584.00,95100.00,11836.00,203872.00,857218.00,759872.00,284209.00,226929.00,248335.00,0.00,400.00,56242.00,-14956.00,-1976.00,228.00,8592.00,0.00,29038.00,37556.00,7664.00,-9904.00,0.00,41104.00,857218.00,152184.00,10020.00,8653.00,2084.00,114043.00,17384.00,678513.00,0.00,550010.00,101626.00,-16108.00,73863.00,1892.00,33153.00,-5432.00,736.00,23532.00,1143.00,14936.00,16403.00,5420.00,-26048.00,-84796.00,-9948.00,-1868.00,26521.00
2015:Q2,1015872.00,273387.00,13803.00,462048.00,203730.00,94984.00,151366.00,11968.00,266634.00,1015872.00,935855.00,550549.00,55253.00,329941.00,0.00,112.00,38753.00,61618.00,20080.00,-424.00,8588.00,0.00,21159.00,45944.00,-101640.00,-16572.00,0.00,41264.00,1015872.00,-5660.00,-124288.00,2124.00,2532.00,111108.00,2864.00,1004779.00,0.00,479339.00,83751.00,-3396.00,78904.00,2028.00,32667.00,-2648.00,776.00,-24112.00,246632.00,120205.00,-15652.00,-5523.00,4100.00,34556.00,-28932.00,2084.00,16753.00
2015:Q3,476128.00,180399.00,-332149.00,383774.00,150905.00,86220.00,134553.00,12096.00,244104.00,476128.00,467501.00,195859.00,29547.00,242363.00,0.00,-268.00,11471.00,-21404.00,19796.00,48.00,4064.00,0.00,2807.00,57752.00,-16524.00,-35068.00,0.00,-2844.00,476128.00,89129.00,-16608.00,5493.00,1808.00,82196.00,16240.00,353446.00,0.00,465235.00,54076.00,-2560.00,78144.00,2256.00,34538.00,-1652.00,-1928.00,-50932.00,139991.00,176455.00,-144498.00,12637.00,-45216.00,-297372.00,-69704.00,3976.00,33553.00
2015:Q4,937883.00,248716.00,32474.00,440353.00,181473.00,111400.00,135381.00,12100.00,216339.00,937883.00,1019888.00,537160.00,88949.00,392940.00,0.00,840.00,-95958.00,96422.00,-888.00,852.00,3528.00,0.00,8280.00,-24264.00,-86736.00,-93152.00,0.00,13952.00,937883.00,6773.00,-115644.00,-11636.00,3072.00,114949.00,16032.00,860337.00,0.00,615076.00,73015.00,-1004.00,74133.00,3388.00,57722.00,-1284.00,-1312.00,-10984.00,168475.00,196197.00,-112781.00,-81210.00,-50560.00,-12804.00,-54868.00,-860.00,70773.00
2016:Q1,1235617.00,424208.00,233099.00,381570.00,166941.00,103025.00,96089.00,15516.00,196739.00,1235617.00,968089.00,332772.00,297446.00,337104.00,0.00,768.00,264283.00,64842.00,-6928.00,-264.00,9976.00,0.00,21273.00,-396.00,156628.00,19152.00,0.00,3244.00,1235617.00,278009.00,163472.00,2545.00,2672.00,104016.00,5304.00,938668.00,0.00,679417.00,55270.00,-1852.00,50081.00,2800.00,46442.00,404.00,-5128.00,22056.00,104056.00,136405.00,-68538.00,-73530.00,39964.00,-63564.00,-3000.00,17384.00,18940.00
2016:Q2,973570.00,155590.00,87536.00,501531.00,260775.00,95189.00,130055.00,15512.00,228913.00,973570.00,820462.00,624318.00,-97851.00,293759.00,0.00,236.00,155588.00,140622.00,6180.00,4948.00,18380.00,0.00,-11717.00,-30748.00,48332.00,-20408.00,0.00,-2480.00,973570.00,105802.00,-1004.00,1822.00,2212.00,96996.00,5776.00,939538.00,0.00,514872.00,89046.00,-2652.00,72076.00,2976.00,31382.00,-140.00,44.00,-19488.00,244450.00,158725.00,-139191.00,-28758.00,-7708.00,19880.00,-4804.00,8828.00,-71770.00
2016:Q3,1190658.00,168836.00,147838.00,612568.00,318118.00,108798.00,169965.00,15688.00,261415.00,1190658.00,1179786.00,581172.00,287574.00,311892.00,0.00,-852.00,36355.00,45309.00,7564.00,1064.00,9140.00,0.00,2414.00,-35672.00,-88760.00,95296.00,0.00,-25484.00,1190658.00,17887.00,-104776.00,6094.00,2532.00,99845.00,14192.00,1136629.00,0.00,511722.00,16779.00,-1472.00,124735.00,4100.00,31920.00,-396.00,-6248.00,30380.00,145754.00,131839.00,-6445.00,-6366.00,42104.00,119936.00,9904.00,-11616.00,36141.00
2016:Q4,591695.00,-134051.00,-87066.00,584054.00,320004.00,117218.00,131148.00,15684.00,228757.00,591695.00,845710.00,559596.00,8973.00,273545.00,0.00,3596.00,-216011.00,23879.00,1252.00,-1612.00,1048.00,0.00,-12055.00,-26640.00,-83684.00,-118200.00,0.00,-38004.00,591695.00,36430.00,-87145.00,-5709.00,2124.00,121424.00,5736.00,512356.00,0.00,240224.00,-68418.00,-1588.00,104320.00,3872.00,15047.00,244.00,-1540.00,41424.00,274922.00,202430.00,-94626.00,-42479.00,-41620.00,-109816.00,-7608.00,-2432.00,42909.00
