1951:Q1,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q2,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1951:Q3,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
1973:Q3,166170.00,40188.00,27024.00,79672.00,42920.00,12680.00,20108.00,3964.00,19286.00,166170.00,159390.00,70750.00,78958.00,8082.00,-64.00,1664.00,8776.00,12612.00,0.00,0.00,0.00,0.00,-1412.00,1860.00,-4284.00,0.00,0.00,-1996.00,166170.00,394.00,-8708.00,-330.00,-300.00,7948.00,1784.00,166344.00,0.00,107852.00,4364.00,240.00,2752.00,-8.00,8356.00,-312.00,268.00,0.00,23028.00,1768.00,0.00,8408.00,7816.00,-2656.00,4468.00,0.00,-568.00
1973:Q4,137470.00,21688.00,21284.00,74508.00,44152.00,8256.00,18684.00,3416.00,19990.00,137470.00,102418.00,53070.00,53000.00,-3372.00,-60.00,-220.00,27152.00,3396.00,0.00,0.00,0.00,0.00,7432.00,3644.00,12680.00,0.00,0.00,7900.00,137470.00,19374.00,13956.00,798.00,496.00,1192.00,2932.00,118064.00,0.00,70992.00,4860.00,244.00,2796.00,-20.00,11136.00,60.00,1012.00,0.00,11820.00,3932.00,0.00,12520.00,4188.00,-4128.00,-1348.00,0.00,32.00
1974:Q1,125728.00,42680.00,-624.00,69332.00,42128.00,8656.00,14996.00,3552.00,14340.00,125728.00,138744.00,62288.00,43319.00,32985.00,-80.00,232.00,-17232.00,-608.00,0.00,0.00,0.00,0.00,-5808.00,4616.00,-16232.00,800.00,0.00,4216.00,125728.00,124.00,652.00,4904.00,-988.00,-6256.00,1812.00,125528.00,0.00,86132.00,3132.00,224.00,1824.00,-8.00,5020.00,68.00,544.00,0.00,7500.00,6676.00,0.00,11612.00,2976.00,-2588.00,2416.00,0.00,76.00
1974:Q2,181548.00,58996.00,40072.00,69008.00,35360.00,7464.00,19688.00,6496.00,13472.00,181548.00,134688.00,49416.00,41512.00,44620.00,-88.00,-772.00,22800.00,10588.00,0.00,0.00,0.00,0.00,3236.00,4844.00,3332.00,800.00,0.00,24060.00,181548.00,15400.00,5044.00,1988.00,388.00,6124.00,1856.00,165880.00,0.00,112168.00,14076.00,224.00,1660.00,-8.00,6828.00,-64.00,212.00,0.00,24424.00,1692.00,0.00,4920.00,-248.00,-1876.00,1872.00,0.00,268.00
1974:Q3,144032.00,33296.00,43200.00,57876.00,34680.00,6848.00,10672.00,5676.00,9660.00,144032.00,129084.00,63052.00,22189.00,42399.00,-124.00,1568.00,9500.00,12520.00,0.00,0.00,0.00,440.00,-6472.00,3236.00,-1024.00,800.00,0.00,5448.00,144032.00,7108.00,-384.00,-820.00,-456.00,6996.00,1772.00,136820.00,0.00,78072.00,4560.00,936.00,3612.00,-4.00,8288.00,-36.00,372.00,0.00,29252.00,5880.00,0.00,8848.00,-1184.00,-1204.00,-572.00,0.00,104.00
1974:Q4,106236.00,20124.00,35284.00,52516.00,29908.00,4532.00,13336.00,4740.00,-1688.00,106236.00,83756.00,38356.00,15432.00,28424.00,-132.00,1676.00,10708.00,4128.00,0.00,0.00,0.00,2340.00,396.00,820.00,2224.00,800.00,0.00,11772.00,106236.00,30728.00,7580.00,96.00,72.00,18540.00,4440.00,75072.00,0.00,34600.00,10812.00,520.00,2240.00,-16.00,9976.00,16.00,1116.00,0.00,17420.00,3684.00,0.00,-3860.00,-788.00,-596.00,-52.00,0.00,436.00
1975:Q1,12689.00,-31432.00,-4848.00,46856.00,31204.00,-328.00,8528.00,7452.00,2113.00,12689.00,48261.00,47969.00,-22972.00,22896.00,-16.00,384.00,-35372.00,-14560.00,0.00,0.00,0.00,1032.00,-17136.00,-2052.00,-3456.00,800.00,0.00,-200.00,12689.00,26981.00,16228.00,1653.00,-2212.00,9116.00,2196.00,-14440.00,0.00,-16340.00,-208.00,100.00,2892.00,-24.00,5904.00,148.00,12.00,0.00,-8128.00,11848.00,0.00,-736.00,-9004.00,-8.00,-896.00,0.00,148.00
1975:Q2,48725.00,-11464.00,8616.00,54224.00,34540.00,596.00,12108.00,6980.00,-2651.00,48725.00,43865.00,31881.00,-12338.00,24530.00,-168.00,-40.00,-3428.00,-5444.00,0.00,0.00,0.00,1176.00,2268.00,-5948.00,3320.00,1200.00,0.00,8288.00,48725.00,23409.00,6100.00,-659.00,-272.00,16448.00,1792.00,25524.00,0.00,18608.00,1224.00,120.00,1988.00,84.00,4412.00,-124.00,420.00,0.00,1772.00,4732.00,0.00,820.00,-9004.00,512.00,-40.00,0.00,-208.00
1975:Q3,74625.00,-4948.00,9192.00,58608.00,41672.00,320.00,14400.00,2216.00,11773.00,74625.00,90541.00,67281.00,5255.00,17613.00,-68.00,460.00,-23992.00,2716.00,0.00,0.00,0.00,644.00,-18128.00,-5696.00,-4728.00,1200.00,0.00,8076.00,74625.00,10993.00,-3000.00,-1399.00,-532.00,14732.00,1192.00,63588.00,0.00,38948.00,956.00,240.00,6668.00,76.00,3020.00,-48.00,260.00,0.00,8136.00,4728.00,0.00,10576.00,-10572.00,1284.00,-684.00,0.00,44.00
1975:Q4,116121.00,-600.00,30848.00,66028.00,47804.00,-540.00,15688.00,3076.00,19845.00,116121.00,92409.00,78137.00,-1940.00,16368.00,-108.00,-48.00,13556.00,1452.00,0.00,0.00,0.00,604.00,-2796.00,-3704.00,16400.00,1600.00,0.00,10156.00,116121.00,38909.00,19912.00,3565.00,792.00,13392.00,1248.00,76908.00,0.00,55888.00,3124.00,244.00,5456.00,120.00,4820.00,68.00,-1332.00,0.00,10052.00,6904.00,0.00,1088.00,-7440.00,2300.00,-4384.00,0.00,304.00
1976:Q1,127398.00,-4204.00,30360.00,81980.00,63528.00,5764.00,8912.00,3776.00,19262.00,127398.00,133958.00,92138.00,3448.00,33424.00,-88.00,5036.00,-13920.00,-8352.00,0.00,0.00,0.00,-100.00,-752.00,-1896.00,-3220.00,400.00,0.00,7360.00,127398.00,33138.00,13940.00,6698.00,-1020.00,13760.00,-240.00,94400.00,0.00,52392.00,3028.00,96.00,5736.00,0.00,2220.00,0.00,4.00,0.00,-2948.00,10564.00,0.00,12632.00,-2520.00,5416.00,7780.00,0.00,-140.00
1976:Q2,123750.00,18412.00,13092.00,74144.00,49804.00,5752.00,12536.00,6052.00,18102.00,123750.00,111978.00,72166.00,18881.00,26247.00,-88.00,-5228.00,-48.00,-1932.00,0.00,0.00,0.00,0.00,-380.00,-1368.00,3232.00,400.00,0.00,11820.00,123750.00,-12226.00,-8000.00,-526.00,700.00,-6276.00,1876.00,135628.00,0.00,94732.00,5800.00,88.00,5952.00,96.00,2608.00,0.00,320.00,0.00,2048.00,11496.00,0.00,9552.00,-2520.00,5056.00,400.00,0.00,348.00
1976:Q3,140386.00,1724.00,30188.00,88712.00,62012.00,5208.00,15048.00,6444.00,19762.00,140386.00,142350.00,82210.00,26090.00,29230.00,-128.00,4948.00,-3016.00,3152.00,0.00,0.00,0.00,-176.00,-6496.00,-836.00,940.00,400.00,0.00,1052.00,140386.00,11190.00,-6384.00,-2066.00,628.00,17468.00,1544.00,128732.00,0.00,83976.00,372.00,-16.00,6860.00,-4.00,3416.00,-40.00,8.00,0.00,9848.00,11832.00,0.00,12912.00,-2520.00,1688.00,400.00,0.00,464.00
1976:Q4,209310.00,36636.00,48560.00,93380.00,67324.00,3944.00,16148.00,5964.00,30734.00,209310.00,151950.00,96286.00,23297.00,29039.00,-60.00,3388.00,32664.00,-800.00,0.00,0.00,0.00,-1272.00,7696.00,-1540.00,28452.00,128.00,0.00,24696.00,209310.00,38126.00,19240.00,7726.00,2540.00,6800.00,1820.00,171176.00,0.00,117948.00,9016.00,-12.00,5492.00,116.00,6772.00,164.00,428.00,0.00,4048.00,14836.00,0.00,11104.00,-2520.00,3460.00,324.00,0.00,8.00
1977:Q1,162868.00,26908.00,636.00,107060.00,81356.00,4988.00,12844.00,7872.00,28264.00,162868.00,213192.00,129728.00,38180.00,44048.00,-132.00,1368.00,-46764.00,-5600.00,0.00,0.00,0.00,-4688.00,-4468.00,-2168.00,-29712.00,-128.00,0.00,-3560.00,162868.00,1736.00,-6228.00,2296.00,-600.00,5648.00,620.00,160544.00,0.00,111852.00,-2996.00,8.00,6716.00,216.00,2812.00,24.00,-192.00,0.00,3220.00,18900.00,0.00,19844.00,-1240.00,1704.00,-324.00,0.00,588.00
1977:Q2,213432.00,19004.00,28180.00,125328.00,91500.00,10416.00,11580.00,11832.00,40920.00,213432.00,198956.00,121688.00,39896.00,45656.00,-120.00,-8164.00,9656.00,5020.00,0.00,0.00,0.00,80.00,1636.00,-2760.00,5280.00,400.00,0.00,4820.00,213432.00,7448.00,-1948.00,6736.00,532.00,3012.00,-884.00,206176.00,0.00,139740.00,6632.00,8.00,6860.00,164.00,6204.00,476.00,720.00,0.00,10732.00,10248.00,0.00,20880.00,-1240.00,4352.00,400.00,0.00,-192.00
1977:Q3,237476.00,41772.00,22820.00,136792.00,98536.00,8356.00,21788.00,8112.00,36092.00,237476.00,214440.00,131700.00,38107.00,39869.00,-100.00,4864.00,8480.00,5348.00,0.00,0.00,0.00,320.00,7108.00,-1348.00,-3348.00,400.00,0.00,14556.00,237476.00,8180.00,-15216.00,3280.00,760.00,18208.00,1148.00,229480.00,0.00,157052.00,8472.00,156.00,7228.00,108.00,6672.00,-212.00,-968.00,0.00,9912.00,17728.00,0.00,24744.00,-1240.00,-172.00,0.00,0.00,-184.00
1977:Q4,290908.00,38328.00,70508.00,144188.00,99416.00,9776.00,28664.00,6332.00,37884.00,290908.00,224440.00,124736.00,55710.00,41342.00,-100.00,2752.00,51224.00,12476.00,0.00,0.00,0.00,20.00,9592.00,-604.00,29396.00,344.00,0.00,15244.00,290908.00,45740.00,25016.00,3992.00,2804.00,12592.00,1336.00,244780.00,0.00,155136.00,11072.00,148.00,6140.00,-44.00,12376.00,44.00,1676.00,0.00,17264.00,17564.00,0.00,22420.00,-1240.00,2184.00,40.00,0.00,388.00
1978:Q1,254127.00,54676.00,23024.00,136752.00,100080.00,10088.00,18584.00,8000.00,39675.00,254127.00,284299.00,162343.00,75586.00,45326.00,-96.00,1140.00,-28036.00,4420.00,0.00,0.00,0.00,300.00,-6500.00,-1824.00,-24488.00,56.00,0.00,-2136.00,254127.00,37179.00,9080.00,6731.00,-68.00,19208.00,2228.00,216356.00,0.00,137484.00,12188.00,-428.00,8112.00,-36.00,6096.00,248.00,164.00,0.00,14372.00,10836.00,0.00,19392.00,-328.00,7496.00,760.00,0.00,592.00
1978:Q2,314303.00,49300.00,57132.00,147644.00,101152.00,13780.00,21540.00,11172.00,60227.00,314303.00,268687.00,168495.00,47073.00,60599.00,-108.00,-7372.00,36352.00,15984.00,0.00,0.00,0.00,400.00,8976.00,-892.00,11484.00,400.00,0.00,9264.00,314303.00,27831.00,6556.00,5491.00,1684.00,11764.00,2336.00,285472.00,0.00,176384.00,14488.00,-440.00,10736.00,-40.00,10196.00,352.00,656.00,0.00,29032.00,12396.00,0.00,21048.00,-332.00,10196.00,800.00,0.00,1000.00
1978:Q3,294627.00,35492.00,53940.00,160004.00,119024.00,9636.00,22132.00,9212.00,45191.00,294627.00,257883.00,164987.00,27722.00,65290.00,-104.00,-12.00,22328.00,15536.00,0.00,0.00,0.00,220.00,-200.00,128.00,5844.00,800.00,0.00,14416.00,294627.00,38699.00,6860.00,1655.00,2264.00,25800.00,2120.00,254452.00,0.00,142712.00,13864.00,56.00,5048.00,4.00,11764.00,236.00,644.00,0.00,32660.00,12576.00,0.00,27424.00,-460.00,7124.00,800.00,0.00,1476.00
1978:Q4,352531.00,82200.00,66144.00,163628.00,124636.00,9788.00,22356.00,6848.00,40559.00,352531.00,251475.00,146231.00,42938.00,62366.00,-80.00,20.00,47564.00,14048.00,0.00,0.00,0.00,680.00,11080.00,348.00,19888.00,1520.00,0.00,53492.00,352531.00,54123.00,31048.00,2499.00,4384.00,12880.00,3312.00,300452.00,0.00,170360.00,31420.00,60.00,5220.00,100.00,19576.00,60.00,716.00,0.00,33108.00,18608.00,0.00,34856.00,-200.00,-14344.00,912.00,0.00,-2044.00
1979:Q1,250091.00,37848.00,2828.00,164192.00,121652.00,9804.00,18028.00,14708.00,45223.00,250091.00,296823.00,177931.00,65728.00,53208.00,-104.00,60.00,-38192.00,-3156.00,0.00,0.00,0.00,460.00,-3428.00,-12.00,-35736.00,3680.00,0.00,-8540.00,250091.00,32467.00,508.00,9783.00,1400.00,16376.00,4400.00,215864.00,0.00,120788.00,8680.00,64.00,5368.00,228.00,12716.00,308.00,844.00,0.00,21600.00,19600.00,0.00,29584.00,-128.00,-3276.00,-512.00,0.00,1760.00
1979:Q2,362271.00,65644.00,85088.00,166828.00,113608.00,9072.00,26144.00,18004.00,44711.00,362271.00,296975.00,153887.00,48917.00,93667.00,-164.00,668.00,47240.00,12760.00,0.00,0.00,0.00,440.00,11660.00,-372.00,19152.00,3600.00,0.00,18056.00,362271.00,53387.00,10364.00,7995.00,2800.00,26792.00,5436.00,306736.00,0.00,166744.00,27364.00,80.00,1364.00,-80.00,14468.00,-192.00,880.00,0.00,30116.00,19516.00,0.00,36480.00,-132.00,10528.00,-400.00,0.00,2148.00
1979:Q3,373555.00,81776.00,68168.00,177680.00,123548.00,9972.00,30568.00,13592.00,45931.00,373555.00,302407.00,170355.00,51344.00,81196.00,-100.00,-388.00,29384.00,14100.00,0.00,0.00,0.00,540.00,8904.00,-512.00,2752.00,3600.00,0.00,41764.00,373555.00,39463.00,10116.00,1727.00,2144.00,18700.00,6776.00,331768.00,0.00,183180.00,33208.00,84.00,3784.00,120.00,16244.00,872.00,1220.00,0.00,26924.00,27212.00,0.00,34284.00,-128.00,5164.00,-400.00,0.00,2324.00
1979:Q4,272163.00,19556.00,65848.00,149380.00,104908.00,10524.00,24260.00,9688.00,37379.00,272163.00,244879.00,142959.00,34402.00,67178.00,-104.00,444.00,39096.00,12968.00,0.00,0.00,0.00,920.00,328.00,-460.00,22764.00,2576.00,0.00,-11812.00,272163.00,57459.00,29320.00,751.00,2904.00,15260.00,9224.00,212988.00,0.00,119688.00,-7636.00,96.00,708.00,768.00,24308.00,684.00,1128.00,0.00,39968.00,25876.00,0.00,16176.00,-132.00,-11164.00,2520.00,0.00,1716.00
1980:Q1,232653.00,27416.00,48100.00,139228.00,98268.00,7916.00,17736.00,15308.00,17909.00,232653.00,248425.00,132565.00,43559.00,72177.00,-84.00,208.00,-17664.00,9136.00,0.00,0.00,0.00,1120.00,-1024.00,-156.00,-29364.00,2624.00,0.00,1892.00,232653.00,26653.00,-13684.00,7745.00,-2784.00,27272.00,8104.00,203744.00,0.00,79664.00,9388.00,84.00,1656.00,496.00,24172.00,208.00,1800.00,0.00,37988.00,20704.00,0.00,23196.00,-200.00,5108.00,-520.00,0.00,2256.00
1980:Q2,114173.00,-5568.00,48996.00,96028.00,56484.00,5524.00,19808.00,14212.00,-25283.00,114173.00,77321.00,47529.00,-25126.00,54786.00,-128.00,260.00,10048.00,-7032.00,0.00,0.00,0.00,1580.00,-544.00,-244.00,13488.00,2800.00,0.00,26804.00,114173.00,61997.00,15612.00,10853.00,-784.00,26268.00,10048.00,43712.00,0.00,-15728.00,21488.00,568.00,-11692.00,188.00,22604.00,288.00,964.00,0.00,4140.00,16248.00,0.00,5704.00,-200.00,-460.00,-400.00,0.00,8464.00
1980:Q3,251769.00,53244.00,53440.00,139124.00,105264.00,7240.00,19676.00,6944.00,5961.00,251769.00,204169.00,115073.00,26993.00,60783.00,-116.00,1436.00,21420.00,7188.00,0.00,0.00,0.00,660.00,2888.00,-208.00,8092.00,2800.00,0.00,26180.00,251769.00,66621.00,21872.00,11057.00,1744.00,20908.00,11040.00,186368.00,0.00,97940.00,13812.00,668.00,-1584.00,176.00,13308.00,832.00,1208.00,0.00,18420.00,22700.00,0.00,14080.00,-200.00,5408.00,-400.00,0.00,-1220.00
1980:Q4,363017.00,106220.00,91472.00,150200.00,110188.00,9232.00,24316.00,6464.00,15125.00,363017.00,277829.00,138357.00,72758.00,65010.00,-88.00,1792.00,58140.00,19208.00,0.00,0.00,0.00,1500.00,2428.00,-156.00,32912.00,2248.00,0.00,27048.00,363017.00,75817.00,33000.00,9121.00,3756.00,20004.00,9936.00,290244.00,0.00,149792.00,26304.00,680.00,4460.00,516.00,16896.00,372.00,1172.00,0.00,42316.00,17072.00,0.00,12592.00,-200.00,19060.00,-788.00,0.00,-3044.00
1981:Q1,171561.00,-5744.00,32496.00,123524.00,76964.00,5688.00,30432.00,10440.00,21285.00,171561.00,202449.00,96649.00,30002.00,75010.00,-120.00,908.00,-37136.00,848.00,0.00,0.00,0.00,2700.00,-3312.00,-116.00,-37408.00,152.00,0.00,6248.00,171561.00,47173.00,-12396.00,13769.00,6456.00,30556.00,8788.00,111548.00,0.00,51224.00,1572.00,1000.00,3688.00,244.00,14544.00,736.00,1104.00,0.00,18040.00,13204.00,0.00,17604.00,-80.00,-11720.00,388.00,0.00,12840.00
1981:Q2,364161.00,107600.00,86612.00,147028.00,86844.00,4016.00,43832.00,12336.00,22921.00,364161.00,294065.00,123773.00,103475.00,63897.00,-108.00,3028.00,46416.00,27680.00,0.00,0.00,0.00,20.00,7920.00,-116.00,6700.00,4212.00,0.00,23680.00,364161.00,72581.00,14272.00,12753.00,7200.00,29400.00,8956.00,290120.00,0.00,162168.00,16000.00,1120.00,3476.00,368.00,13880.00,492.00,1744.00,0.00,38852.00,14364.00,0.00,34380.00,-80.00,1488.00,1868.00,0.00,1460.00
1981:Q3,295157.00,75240.00,77656.00,114396.00,58632.00,4348.00,41704.00,9712.00,27865.00,295157.00,243949.00,91749.00,98792.00,53924.00,-112.00,-404.00,35240.00,33008.00,0.00,0.00,0.00,3600.00,1576.00,-96.00,-6636.00,3788.00,0.00,15968.00,295157.00,43921.00,2828.00,6169.00,8668.00,19240.00,7016.00,240440.00,0.00,110444.00,17448.00,1360.00,1308.00,408.00,13920.00,28.00,2392.00,0.00,54308.00,14076.00,0.00,27340.00,-80.00,-4444.00,1932.00,0.00,10796.00
1981:Q4,247601.00,43896.00,94260.00,102164.00,47772.00,5112.00,42800.00,6480.00,7281.00,247601.00,194313.00,70705.00,56245.00,66039.00,-96.00,1420.00,42904.00,3388.00,0.00,0.00,0.00,1200.00,1452.00,-72.00,32916.00,4020.00,0.00,10384.00,247601.00,76357.00,39064.00,5041.00,9664.00,16620.00,5968.00,152748.00,0.00,70336.00,8520.00,1720.00,-1672.00,368.00,13500.00,140.00,1276.00,0.00,18892.00,18464.00,0.00,11692.00,-76.00,7820.00,1768.00,0.00,18496.00
1982:Q1,213309.00,91920.00,-5288.00,104052.00,61048.00,5052.00,31064.00,6888.00,22625.00,213309.00,241009.00,79005.00,111507.00,49625.00,-104.00,976.00,-28792.00,3872.00,0.00,0.00,0.00,1600.00,5192.00,-48.00,-37788.00,-1620.00,0.00,1092.00,213309.00,34721.00,11504.00,-171.00,6116.00,12736.00,4536.00,173576.00,0.00,66772.00,48112.00,2188.00,960.00,260.00,9560.00,0.00,1884.00,0.00,16176.00,34568.00,0.00,10400.00,156.00,-15092.00,-2368.00,0.00,5012.00
1982:Q2,260617.00,82088.00,67248.00,90592.00,44940.00,4216.00,36112.00,5324.00,20689.00,260617.00,225797.00,71257.00,88818.00,63698.00,-128.00,2152.00,27992.00,12944.00,0.00,0.00,0.00,0.00,36.00,236.00,16184.00,-1408.00,0.00,6828.00,260617.00,54489.00,19252.00,4105.00,5416.00,21632.00,4084.00,203672.00,0.00,92228.00,8584.00,2764.00,-344.00,168.00,8796.00,5892.00,944.00,0.00,27288.00,37292.00,0.00,22792.00,160.00,-604.00,-2288.00,0.00,2456.00
1982:Q3,215817.00,66764.00,50132.00,89152.00,40520.00,2816.00,42556.00,3260.00,9769.00,215817.00,201821.00,54061.00,79930.00,67762.00,-120.00,188.00,2456.00,-7024.00,0.00,0.00,0.00,0.00,-356.00,224.00,7404.00,2208.00,0.00,11540.00,215817.00,38317.00,5604.00,2213.00,4020.00,20848.00,5632.00,166176.00,0.00,56024.00,3020.00,2788.00,1860.00,212.00,7432.00,3900.00,1764.00,0.00,10120.00,53120.00,0.00,18692.00,160.00,6796.00,288.00,0.00,11324.00
1982:Q4,191761.00,13720.00,36564.00,119216.00,71440.00,9688.00,37232.00,856.00,22261.00,191761.00,150073.00,109185.00,-9963.00,50423.00,-124.00,552.00,30056.00,-6564.00,0.00,0.00,0.00,0.00,5492.00,104.00,28236.00,2788.00,0.00,11632.00,191761.00,79633.00,55424.00,5073.00,2836.00,9596.00,6704.00,111944.00,0.00,9000.00,-4372.00,2260.00,1924.00,396.00,8200.00,5636.00,424.00,0.00,5776.00,73152.00,0.00,-10796.00,160.00,19972.00,212.00,0.00,184.00
1983:Q1,158164.00,26056.00,-43100.00,151332.00,95456.00,4128.00,50832.00,916.00,23876.00,158164.00,188864.00,116316.00,-3987.00,75627.00,-60.00,968.00,-34832.00,-22136.00,0.00,0.00,0.00,0.00,9980.00,36.00,-24724.00,2012.00,0.00,4132.00,158164.00,-252.00,-8452.00,-5340.00,2192.00,4920.00,6428.00,152996.00,0.00,41528.00,6212.00,1816.00,6176.00,596.00,7224.00,5144.00,840.00,0.00,-14644.00,71992.00,0.00,24236.00,-120.00,3808.00,-1812.00,0.00,5420.00
1983:Q2,303520.00,19628.00,70048.00,175904.00,102072.00,14964.00,55540.00,3328.00,37940.00,303520.00,274436.00,154604.00,59960.00,58732.00,-128.00,1268.00,21936.00,-1948.00,0.00,0.00,0.00,0.00,3480.00,-324.00,18756.00,1972.00,0.00,7148.00,303520.00,35808.00,-48.00,10068.00,3060.00,15248.00,7480.00,259952.00,0.00,121736.00,-4788.00,1456.00,7880.00,820.00,6720.00,2612.00,464.00,0.00,4996.00,66176.00,0.00,29380.00,-120.00,24060.00,-1440.00,0.00,7760.00
1983:Q3,351444.00,30156.00,61784.00,206612.00,128536.00,20092.00,55040.00,2944.00,52892.00,351444.00,353608.00,185992.00,98364.00,67896.00,-56.00,1412.00,-8636.00,-692.00,0.00,0.00,0.00,0.00,-1476.00,-224.00,-4672.00,-1572.00,0.00,6472.00,351444.00,23992.00,-14016.00,16232.00,5200.00,9008.00,7568.00,325268.00,0.00,177448.00,11216.00,1316.00,10564.00,824.00,11120.00,3440.00,200.00,0.00,1932.00,73908.00,0.00,28488.00,-120.00,4092.00,840.00,0.00,2184.00
1983:Q4,426108.00,69204.00,54672.00,224300.00,138272.00,21780.00,61796.00,2452.00,77932.00,426108.00,389636.00,220552.00,85334.00,83042.00,-80.00,788.00,25872.00,6436.00,0.00,0.00,0.00,0.00,-2272.00,-288.00,23220.00,-1224.00,0.00,10600.00,426108.00,48780.00,20540.00,4532.00,6924.00,6716.00,10068.00,369708.00,0.00,246592.00,-2248.00,1412.00,11380.00,604.00,15384.00,-1780.00,2008.00,0.00,22184.00,53076.00,0.00,18528.00,-120.00,1584.00,1104.00,0.00,7620.00
1984:Q1,435412.00,88208.00,32296.00,235488.00,154060.00,24172.00,60260.00,-3004.00,79420.00,435412.00,462024.00,234376.00,119360.00,109184.00,-148.00,-748.00,-28112.00,-4136.00,0.00,0.00,0.00,0.00,164.00,368.00,-18132.00,-6376.00,0.00,1500.00,435412.00,42836.00,14852.00,2092.00,9868.00,6360.00,9664.00,358152.00,0.00,238044.00,15624.00,1388.00,20316.00,412.00,1692.00,-928.00,300.00,0.00,15212.00,44492.00,0.00,32232.00,888.00,-9816.00,-1704.00,0.00,34424.00
1984:Q2,567028.00,100644.00,109128.00,257984.00,139376.00,32016.00,85116.00,1476.00,99272.00,567028.00,495308.00,216336.00,159295.00,118625.00,-96.00,1148.00,45708.00,33560.00,0.00,0.00,0.00,0.00,13684.00,628.00,-408.00,-1756.00,0.00,26012.00,567028.00,42944.00,-7732.00,18856.00,9920.00,10768.00,11132.00,501716.00,0.00,354292.00,7248.00,1248.00,16244.00,304.00,9484.00,-2092.00,836.00,0.00,41076.00,31124.00,0.00,38648.00,888.00,3736.00,-1320.00,0.00,22368.00
1984:Q3,407524.00,29016.00,81668.00,225336.00,114792.00,21668.00,88364.00,512.00,71504.00,407524.00,378560.00,163836.00,95367.00,115705.00,-112.00,3764.00,46676.00,28952.00,0.00,0.00,0.00,0.00,2912.00,576.00,8480.00,5756.00,0.00,-17712.00,407524.00,57404.00,-3148.00,28380.00,10052.00,12484.00,9636.00,344092.00,0.00,203920.00,11184.00,1340.00,10132.00,360.00,7820.00,-1312.00,104.00,0.00,36700.00,48776.00,0.00,31432.00,884.00,-8968.00,1720.00,0.00,6028.00
1984:Q4,497784.00,78756.00,107552.00,234848.00,135468.00,23084.00,80476.00,-4180.00,76628.00,497784.00,462164.00,231116.00,93148.00,111144.00,-44.00,26800.00,53272.00,7132.00,0.00,0.00,0.00,0.00,-3992.00,268.00,44284.00,5580.00,0.00,-17652.00,497784.00,88256.00,21832.00,8344.00,10184.00,37388.00,10508.00,381236.00,0.00,211808.00,20240.00,1652.00,12908.00,336.00,5572.00,2776.00,1176.00,0.00,17528.00,53796.00,8000.00,37528.00,652.00,5676.00,1588.00,0.00,28292.00
1985:Q1,435728.00,45980.00,-3732.00,294010.00,202928.00,21604.00,68278.00,1200.00,99470.00,435728.00,484720.00,308042.00,63631.00,103286.00,-100.00,9860.00,-35948.00,1156.00,0.00,0.00,0.00,0.00,-9636.00,80.00,-25968.00,-1580.00,0.00,-13044.00,435728.00,109842.00,73284.00,-4262.00,6792.00,25804.00,8224.00,332358.00,0.00,190352.00,2820.00,2088.00,12828.00,820.00,14803.00,5224.00,256.00,0.00,20448.00,60184.00,2015.00,24992.00,396.00,-4880.00,12.00,0.00,-6472.00
1985:Q2,456663.00,40640.00,96872.00,239797.00,142852.00,25896.00,75621.00,-4572.00,79354.00,456663.00,408379.00,251558.00,38628.00,105229.00,-80.00,13044.00,65608.00,20728.00,0.00,0.00,0.00,0.00,-7516.00,308.00,53464.00,-1376.00,0.00,-17324.00,456663.00,74734.00,22664.00,11614.00,5936.00,25976.00,8544.00,382217.00,0.00,161144.00,9988.00,2628.00,10332.00,712.00,14482.00,3052.00,104.00,0.00,27908.00,68228.00,7499.00,50052.00,572.00,25056.00,460.00,0.00,-288.00
1985:Q3,484255.00,72100.00,70564.00,256265.00,176252.00,22696.00,68685.00,-11368.00,85326.00,484255.00,422611.00,308766.00,55567.00,53658.00,-52.00,4672.00,52192.00,25452.00,0.00,0.00,0.00,1200.00,25748.00,440.00,-4424.00,3776.00,0.00,9452.00,484255.00,27098.00,-41436.00,26042.00,3816.00,28276.00,10400.00,454517.00,0.00,208816.00,27104.00,2496.00,6148.00,600.00,13079.00,-1772.00,-96.00,0.00,27036.00,88968.00,3550.00,71284.00,604.00,8360.00,-1660.00,0.00,2640.00
