date,FA907005005.Q,FA903012005.Q,FA903091005.Q,FA904010005.Q,FA902050005.Q,FA903020005.Q,FA903023005.Q,FA903028003.Q,FA903029200.Q,FA903070005.Q,FA903078005.Q,FA903090005.Q,FA906000105.Q,FA087005005.Q,FA156600075.Q
1988:Q3,-36724.00,-64.00,10536.00,5840.00,-21980.00,6498.00,-1954.00,0.00,8452.00,-18744.00,-4248.00,-18669.00,4107.00,-5795.00,1688.00
1988:Q4,-8712.00,0.00,3204.00,-6956.00,-29020.00,-10014.00,-10342.00,0.00,328.00,-62660.00,12851.00,76714.00,7169.00,-8853.00,1684.00
1989:Q1,332802.00,-388.00,67516.00,13762.00,46326.00,-756.00,11324.00,0.00,-12080.00,17722.00,655.00,199794.00,-11830.00,10146.00,1684.00
1989:Q2,-32976.00,-148.00,44048.00,-28096.00,-10581.00,26200.00,22981.00,0.00,3219.00,-9831.00,14636.00,-2385.00,-66818.00,65130.00,1688.00
1989:Q3,-29359.00,-248.00,4300.00,-11121.00,-10300.00,22222.00,22123.00,0.00,98.00,6609.00,-9264.00,56623.00,-88179.00,86515.00,1664.00
1989:Q4,57443.00,-260.00,38140.00,-2205.00,-17774.00,-22796.00,-22819.00,0.00,23.00,-40996.00,-11106.00,211151.00,-96711.00,94923.00,1788.00
1990:Q1,-167993.00,-256.00,-28520.00,17921.00,-43063.00,34732.00,32654.00,0.00,2078.00,50332.00,22223.00,-119593.00,-101770.00,99886.00,1884.00
1990:Q2,-244752.00,-256.00,43744.00,3355.00,-15403.00,5357.00,-1308.00,0.00,6665.00,-47582.00,1582.00,-142834.00,-92715.00,90751.00,1964.00
1990:Q3,-331392.00,-224.00,43136.00,-18402.00,-96612.00,20259.00,5883.00,0.00,14376.00,-22805.00,-170.00,-155936.00,-100639.00,98635.00,2004.00
1990:Q4,-232109.00,1448.00,44808.00,-3850.00,-12866.00,-13135.00,-23847.00,0.00,10713.00,-17265.00,7972.00,-161079.00,-78142.00,76126.00,2016.00
1991:Q1,62843.00,-1880.00,-31848.00,5607.00,-74609.00,-12662.00,-15560.00,0.00,2897.00,109162.00,-7730.00,135030.00,-58227.00,56203.00,2024.00
1991:Q2,-337348.00,-252.00,-14876.00,15162.00,13626.00,18202.00,18221.00,0.00,-19.00,12137.00,-29780.00,-261480.00,-90087.00,88047.00,2040.00
1991:Q3,-111754.00,-148.00,-2812.00,16641.00,-6933.00,57172.00,39353.00,0.00,17819.00,39481.00,21384.00,-132244.00,-104296.00,102232.00,2064.00
1991:Q4,-122809.00,-8.00,-46476.00,16181.00,-28140.00,-96978.00,-94389.00,0.00,-2589.00,9860.00,5279.00,126617.00,-109144.00,107072.00,2072.00
1992:Q1,-156144.00,-412.00,-23420.00,-25206.00,26251.00,23679.00,15777.00,0.00,7902.00,28015.00,11354.00,-120556.00,-75848.00,73744.00,2104.00
1992:Q2,-45190.00,-184.00,21664.00,-13333.00,3048.00,-15537.00,-14918.00,0.00,-619.00,-7467.00,-8298.00,70228.00,-95311.00,93179.00,2132.00
1992:Q3,-313759.00,-152.00,-4052.00,27558.00,45515.00,8834.00,15095.00,0.00,-6261.00,41050.00,16789.00,-310668.00,-138633.00,136505.00,2128.00
1992:Q4,82983.00,-104.00,-5060.00,-14679.00,-65973.00,-8036.00,-13317.00,0.00,5282.00,11457.00,11026.00,296718.00,-142366.00,140182.00,2184.00
1993:Q1,-81947.00,-216.00,5932.00,14983.00,239297.00,-2580.00,3387.00,0.00,-5967.00,-38824.00,12145.00,-130024.00,-182660.00,180516.00,2144.00
1993:Q2,-225587.00,-168.00,-8208.00,5351.00,-62588.00,-5146.00,-11162.00,0.00,6016.00,-22306.00,4854.00,5443.00,-142819.00,140635.00,2184.00
1993:Q3,-465006.00,-220.00,-27648.00,-23046.00,103750.00,-5274.00,-3423.00,0.00,-1851.00,-2786.00,27886.00,-371959.00,-165708.00,163460.00,2248.00
1993:Q4,-231647.00,-204.00,7400.00,27480.00,-123908.00,1992.00,5269.00,0.00,-3277.00,76532.00,1435.00,-95375.00,-126999.00,124691.00,2308.00
1994:Q1,-398285.00,-236.00,-13048.00,-15029.00,57423.00,-19211.00,-16229.00,0.00,-2982.00,-12471.00,20679.00,-256832.00,-159558.00,157198.00,2360.00
1994:Q2,-236075.00,-204.00,81376.00,28898.00,50056.00,-5675.00,-2405.00,0.00,-3270.00,-10747.00,941.00,-232796.00,-147924.00,145476.00,2448.00
1994:Q3,-297185.00,-236.00,48164.00,18038.00,19495.00,-5095.00,-2391.00,0.00,-2705.00,6480.00,5408.00,-265057.00,-124381.00,121829.00,2552.00
1994:Q4,-168150.00,-176.00,54292.00,-2506.00,-16726.00,-401.00,1659.00,0.00,-2060.00,23314.00,-6348.00,-94248.00,-125351.00,122763.00,2588.00
1995:Q1,-30687.00,-192.00,37104.00,10705.00,105393.00,-12055.00,-7884.00,0.00,-4171.00,32164.00,11322.00,-98078.00,-117049.00,114377.00,2672.00
1995:Q2,-377153.00,-376.00,99540.00,-18351.00,-105902.00,-21953.00,-18345.00,0.00,-3608.00,47374.00,15257.00,-291876.00,-100867.00,98167.00,2700.00
1995:Q3,-459128.00,-292.00,-52316.00,24810.00,63776.00,-4940.00,-1594.00,0.00,-3346.00,-46024.00,11403.00,-381233.00,-74311.00,71595.00,2716.00
1995:Q4,-254077.00,-464.00,15528.00,-38452.00,-96115.00,-354.00,3849.00,0.00,-4204.00,-43545.00,24531.00,-34380.00,-80826.00,78102.00,2724.00
1996:Q1,-291810.00,-1068.00,72036.00,32345.00,-46434.00,-18642.00,-15143.00,0.00,-3499.00,-28368.00,11542.00,-264980.00,-48241.00,45477.00,2764.00
1996:Q2,-293040.00,-1184.00,27216.00,-29059.00,-48541.00,-5111.00,-1035.00,0.00,-4076.00,16483.00,18166.00,-202709.00,-68301.00,65541.00,2760.00
1996:Q3,-162103.00,1448.00,85304.00,-10349.00,30721.00,21991.00,26596.00,0.00,-4605.00,-176628.00,13928.00,-60847.00,-67670.00,64910.00,2760.00
1996:Q4,-178098.00,-892.00,52464.00,17479.00,-48290.00,-12507.00,-8579.00,0.00,-3928.00,75157.00,12365.00,-220648.00,-53226.00,50358.00,2868.00
1997:Q1,22805.00,-328.00,179760.00,48212.00,-30933.00,-43321.00,-40373.00,0.00,-2948.00,-104732.00,40578.00,-44153.00,-22278.00,19330.00,2948.00
1997:Q2,-598528.00,-312.00,6776.00,-26704.00,32261.00,21208.00,25281.00,0.00,-4072.00,-32479.00,34123.00,-582923.00,-50479.00,47491.00,2988.00
1997:Q3,-521055.00,740.00,85124.00,-45275.00,46470.00,12885.00,16060.00,0.00,-3174.00,24859.00,13800.00,-642421.00,-17237.00,14193.00,3044.00
1997:Q4,37255.00,-568.00,153176.00,-63881.00,185762.00,-17091.00,-11709.00,0.00,-5382.00,-15272.00,22686.00,-256304.00,28747.00,-31823.00,3076.00
1998:Q1,-180369.00,-164.00,-59308.00,55514.00,4417.00,-48449.00,-45088.00,0.00,-3361.00,16801.00,11069.00,-196367.00,36118.00,-39182.00,3064.00
1998:Q2,-475658.00,-264.00,112848.00,16980.00,-99935.00,-8840.00,-5988.00,0.00,-2852.00,-14742.00,11256.00,-570978.00,78016.00,-81104.00,3088.00
1998:Q3,-150843.00,880.00,96736.00,11484.00,201075.00,22080.00,25727.00,0.00,-3647.00,-111750.00,6746.00,-467617.00,89524.00,-92632.00,3108.00
1998:Q4,30058.00,-1120.00,-174020.00,-94394.00,-58413.00,33087.00,35602.00,0.00,-2515.00,8779.00,33801.00,257741.00,24598.00,-27746.00,3148.00
1999:Q1,-65546.00,-1472.00,42412.00,65432.00,121096.00,-58583.00,-57299.00,0.00,-1284.00,-40118.00,-16347.00,-244347.00,66380.00,-69572.00,3192.00
1999:Q2,-78288.00,604.00,64204.00,4679.00,-70246.00,3470.00,4270.00,0.00,-800.00,90507.00,11493.00,-230550.00,47551.00,-50807.00,3256.00
1999:Q3,-193205.00,188.00,-1240.00,-8703.00,12660.00,17496.00,17915.00,0.00,-419.00,-14484.00,16131.00,-231398.00,16145.00,-19513.00,3368.00
1999:Q4,-171251.00,-2228.00,29168.00,-103691.00,-331558.00,4711.00,5412.00,0.00,-701.00,20502.00,20067.00,184996.00,6782.00,-10138.00,3356.00
2000:Q1,749242.00,-1800.00,181624.00,48294.00,492215.00,-42463.00,-42351.00,0.00,-112.00,84315.00,38688.00,-233745.00,182114.00,-185562.00,3448.00
2000:Q2,-319502.00,-711.00,42000.00,51256.00,7636.00,80828.00,81328.00,0.00,-500.00,44293.00,8473.00,-602854.00,49575.00,-53079.00,3504.00
2000:Q3,-475212.00,900.00,-19040.00,-39655.00,185554.00,-13132.00,-12446.00,0.00,-686.00,-56778.00,37198.00,-684918.00,114659.00,-118251.00,3592.00
2000:Q4,-37319.00,-3332.00,125688.00,13897.00,-126521.00,9385.00,9361.00,0.00,25.00,-84274.00,71942.00,-81433.00,37329.00,-40997.00,3668.00
2001:Q1,204190.00,-920.00,95508.00,522.00,-126730.00,-94148.00,-94767.00,0.00,619.00,60506.00,79236.00,283.00,189933.00,-193677.00,3744.00
2001:Q2,-680126.00,-292.00,-135720.00,17510.00,73932.00,-16851.00,-15190.00,0.00,-1661.00,-15409.00,-13788.00,-705152.00,115644.00,-119420.00,3776.00
2001:Q3,-217667.00,1084.00,3704.00,9094.00,67917.00,-26354.00,-23681.00,0.00,-2673.00,-23664.00,40066.00,-400930.00,111415.00,-115155.00,3740.00
2001:Q4,88317.00,-240.00,-30124.00,-47390.00,-71187.00,-24637.00,-26544.00,0.00,1908.00,-19158.00,40782.00,212338.00,27932.00,-31664.00,3732.00
2002:Q1,131892.00,-1516.00,-32096.00,113825.00,97163.00,21172.00,18562.00,0.00,2609.00,156290.00,65925.00,-357236.00,68365.00,-72137.00,3772.00
2002:Q2,720381.00,-860.00,28736.00,-46742.00,315316.00,5568.00,7211.00,0.00,-1643.00,33602.00,-17393.00,326219.00,75934.00,-79682.00,3748.00
2002:Q3,-79362.00,1136.00,81532.00,-43940.00,-215008.00,-59445.00,-41615.00,0.00,-17830.00,175469.00,54979.00,-111204.00,37119.00,-40859.00,3740.00
2002:Q4,493284.00,-1128.00,7512.00,-27776.00,237653.00,23627.00,9613.00,0.00,14014.00,235943.00,24635.00,-101832.00,94650.00,-98390.00,3740.00
2003:Q1,464893.00,-240.00,132632.00,-3645.00,123908.00,7514.00,18378.00,0.00,-10864.00,-194487.00,-140015.00,484052.00,55174.00,-58994.00,3820.00
2003:Q2,1080749.00,536.00,166896.00,-71799.00,233767.00,4642.00,-3568.00,0.00,8210.00,111502.00,-56239.00,635291.00,56153.00,-60013.00,3860.00
2003:Q3,-18674.00,-740.00,-165124.00,61182.00,4243.00,-66473.00,-37512.00,0.00,-28961.00,144396.00,-38344.00,67230.00,-25043.00,21095.00,3948.00
2003:Q4,-311283.00,-784.00,111556.00,-11882.00,100530.00,18647.00,-12917.00,0.00,31565.00,53021.00,-47023.00,-487904.00,-47445.00,43397.00,4048.00
2004:Q1,-295315.00,-388.00,104840.00,30295.00,-197022.00,40739.00,75892.00,0.00,-35154.00,-32647.00,54664.00,-269823.00,-25972.00,21768.00,4204.00
2004:Q2,-245899.00,44.00,201028.00,21194.00,-296745.00,-4044.00,-3685.00,0.00,-359.00,-76261.00,-116421.00,15238.00,10069.00,-14401.00,4332.00
2004:Q3,500674.00,-264.00,38188.00,-16884.00,486761.00,16038.00,16275.00,0.00,-237.00,36063.00,-12247.00,-85533.00,38552.00,-42988.00,4436.00
2004:Q4,23673.00,-500.00,171248.00,50435.00,104966.00,20077.00,23167.00,0.00,-3090.00,51805.00,13463.00,-381980.00,-5842.00,1270.00,4572.00
2005:Q1,347877.00,352.00,331208.00,25195.00,104087.00,-24272.00,-27998.00,0.00,3726.00,-42537.00,-14571.00,-14050.00,-17533.00,12969.00,4564.00
2005:Q2,-252028.00,800.00,-219888.00,-142464.00,493625.00,-6202.00,-7061.00,0.00,859.00,-34679.00,-60277.00,-290350.00,7406.00,-12038.00,4632.00
2005:Q3,-182271.00,1660.00,53608.00,28820.00,-8981.00,13261.00,11405.00,0.00,1857.00,17158.00,-54171.00,-246421.00,12795.00,-17547.00,4752.00
2005:Q4,-855244.00,-120.00,-156348.00,92041.00,-73103.00,-2549.00,-2723.00,0.00,175.00,-160601.00,-44916.00,-630267.00,120619.00,-125315.00,4696.00
2006:Q1,333856.00,-4780.00,323588.00,-10893.00,68281.00,-20746.00,-19147.00,0.00,-1598.00,-18032.00,33362.00,-254389.00,217464.00,-222092.00,4628.00
2006:Q2,-17496.00,312.00,402644.00,-162104.00,316343.00,8634.00,7928.00,0.00,706.00,143191.00,-51520.00,-874390.00,199394.00,-203946.00,4552.00
2006:Q3,1014156.00,624.00,140736.00,124971.00,668296.00,10721.00,10792.00,0.00,-71.00,119937.00,37246.00,-332553.00,244177.00,-248721.00,4544.00
2006:Q4,87132.00,-492.00,-72148.00,45274.00,158688.00,-10482.00,-11393.00,0.00,911.00,309320.00,46356.00,-579125.00,189741.00,-194353.00,4612.00
2007:Q1,118089.00,-252.00,181796.00,18839.00,23630.00,-26002.00,-22465.00,0.00,-3537.00,6265.00,-77103.00,-155830.00,146745.00,-151373.00,4628.00
2007:Q2,739577.00,-1924.00,508924.00,-214273.00,-72240.00,13094.00,12836.00,0.00,258.00,423.00,-51186.00,498000.00,58759.00,-63531.00,4772.00
2007:Q3,27442.00,-1876.00,255580.00,94677.00,6247.00,2814.00,2044.00,0.00,771.00,-143589.00,-21602.00,-46793.00,-118016.00,113288.00,4728.00
2007:Q4,-404021.00,-572.00,16836.00,121405.00,-826217.00,14159.00,12243.00,0.00,1916.00,-84981.00,8811.00,522953.00,-176415.00,171627.00,4788.00
2008:Q1,707593.00,-900.00,-191152.00,-85038.00,353926.00,-33594.00,-34514.00,0.00,919.00,39874.00,49020.00,626866.00,-51408.00,46524.00,4884.00
2008:Q2,-506990.00,-460.00,-352456.00,-147797.00,-755564.00,19825.00,22137.00,0.00,-2312.00,47340.00,-72607.00,889120.00,-134391.00,129631.00,4760.00
2008:Q3,57119.00,-1180.00,-439952.00,1106.00,278040.00,1399.00,3925.00,0.00,-2526.00,55940.00,17678.00,273122.00,-129036.00,124264.00,4772.00
2008:Q4,561731.00,-760.00,-108004.00,411041.00,-892618.00,-8572.00,-4559.00,0.00,-4014.00,-59264.00,-204786.00,1526843.00,-102148.00,97264.00,4884.00
2009:Q1,757238.00,-14352.00,-91060.00,109179.00,-282357.00,-45126.00,-44988.00,0.00,-139.00,107155.00,6433.00,1089522.00,-122156.00,117236.00,4920.00
2009:Q2,493702.00,-668.00,129428.00,-26582.00,990977.00,42535.00,44034.00,0.00,-1499.00,49111.00,-101312.00,-488704.00,-101083.00,96127.00,4956.00
2009:Q3,1381498.00,-1548.00,185672.00,-159465.00,436842.00,-3490.00,-468.00,0.00,-3022.00,194292.00,46471.00,761916.00,-79193.00,74233.00,4960.00
2009:Q4,-345842.00,-908.00,-444352.00,134784.00,-221790.00,4931.00,4391.00,0.00,539.00,138992.00,-29572.00,90691.00,-18617.00,13621.00,4996.00
2010:Q1,-172934.00,-216.00,-204464.00,66895.00,29569.00,-54846.00,-52037.00,0.00,-2809.00,12463.00,-12875.00,53250.00,-62711.00,57815.00,4896.00
2010:Q2,737853.00,-1844.00,154596.00,-98582.00,-14449.00,46831.00,46994.00,0.00,-163.00,-49090.00,-12162.00,815680.00,-103125.00,98177.00,4948.00
2010:Q3,220177.00,-1932.00,119424.00,-82467.00,-1081.00,2324.00,1629.00,0.00,695.00,38465.00,13810.00,142700.00,-11066.00,6118.00,4948.00
2010:Q4,426018.00,-516.00,126504.00,217550.00,152553.00,1435.00,3435.00,0.00,-1999.00,-30770.00,-23283.00,22226.00,-39681.00,34773.00,4908.00
2011:Q1,394038.00,-992.00,140616.00,291173.00,-69370.00,-26596.00,-27705.00,0.00,1109.00,-49881.00,19625.00,49823.00,39640.00,-44084.00,4444.00
2011:Q2,143339.00,-652.00,-358076.00,-126728.00,-1205.00,42022.00,42019.00,0.00,2.00,-94101.00,-56919.00,736646.00,2352.00,-6773.00,4421.00
2011:Q3,-1244820.00,-516.00,41508.00,-72811.00,-42724.00,-15935.00,-18083.00,0.00,2149.00,-49567.00,-18870.00,-1156169.00,70263.00,-74684.00,4421.00
2011:Q4,1283374.00,-464.00,-364500.00,-77635.00,247023.00,3553.00,3305.00,0.00,248.00,41331.00,36357.00,1374317.00,23391.00,-27746.00,4355.00
2012:Q1,1188147.00,-764.00,-75664.00,188951.00,436839.00,-23982.00,-23650.00,0.00,-332.00,24174.00,-12402.00,436798.00,214197.00,-218681.00,4484.00
2012:Q2,-231911.00,-512.00,-339756.00,-238229.00,-47343.00,43549.00,43960.00,0.00,-412.00,86408.00,-2941.00,103140.00,163775.00,-168326.00,4551.00
2012:Q3,1102733.00,-472.00,49012.00,90378.00,-259651.00,-14207.00,-15127.00,0.00,920.00,-3277.00,13169.00,1088584.00,139196.00,-143817.00,4621.00
2012:Q4,681505.00,-464.00,-194924.00,-18460.00,559.00,566.00,-2666.00,0.00,3232.00,110135.00,-60914.00,567596.00,277411.00,-282197.00,4787.00
2013:Q1,-254443.00,-880.00,92492.00,406952.00,-224637.00,-29648.00,-23462.00,0.00,-6186.00,-212703.00,-995.00,-440106.00,155082.00,-160375.00,5293.00
2013:Q2,-828590.00,-704.00,194964.00,-249093.00,-77598.00,42037.00,39880.00,0.00,2156.00,-173251.00,-103330.00,-667609.00,205995.00,-211216.00,5222.00
2013:Q3,-219405.00,-2148.00,-32652.00,-41071.00,104567.00,-11155.00,-14087.00,0.00,2932.00,-98230.00,-16526.00,-235550.00,113360.00,-118467.00,5107.00
2013:Q4,-241668.00,-636.00,-269912.00,110524.00,-92520.00,-4207.00,-566.00,0.00,-3642.00,-86368.00,39508.00,5247.00,56697.00,-61698.00,5001.00
2014:Q1,435060.00,-1024.00,-2144.00,211675.00,26847.00,-21450.00,-24142.00,0.00,2692.00,1809.00,7658.00,16474.00,195216.00,-200291.00,5075.00
2014:Q2,286828.00,-856.00,-146344.00,-265580.00,-176093.00,39898.00,39943.00,0.00,-45.00,23987.00,-9495.00,563731.00,257582.00,-262687.00,5105.00
2014:Q3,324345.00,-1832.00,225292.00,139936.00,-123370.00,-14609.00,-11530.00,0.00,-3079.00,91518.00,23854.00,-258804.00,242360.00,-247528.00,5168.00
2014:Q4,-210733.00,-520.00,-452716.00,-274338.00,-165972.00,-375.00,241.00,0.00,-616.00,83346.00,57537.00,226245.00,316059.00,-321297.00,5238.00
2015:Q1,-299242.00,-1480.00,49884.00,323372.00,253574.00,-24883.00,-25029.00,0.00,145.00,-6065.00,-71079.00,-1118268.00,295705.00,-300914.00,5209.00
2015:Q2,-351808.00,-1316.00,-342332.00,-304371.00,-58911.00,39399.00,40036.00,0.00,-637.00,93078.00,-39853.00,54778.00,207720.00,-212872.00,5152.00
2015:Q3,-36144.00,-1308.00,-178600.00,68995.00,118379.00,-12728.00,-11724.00,0.00,-1004.00,-14047.00,1282.00,-249132.00,231015.00,-236092.00,5077.00
2015:Q4,89633.00,-964.00,-298696.00,-125591.00,165835.00,-2830.00,-3365.00,0.00,535.00,-42336.00,-10400.00,144808.00,259808.00,-264830.00,5022.00
2016:Q1,-198836.00,-636.00,166308.00,312271.00,-74063.00,-27033.00,-25841.00,0.00,-1192.00,24600.00,-56321.00,-803242.00,259281.00,-264309.00,5028.00
2016:Q2,289814.00,-1268.00,-201756.00,-336081.00,-48632.00,39028.00,39222.00,0.00,-194.00,-4539.00,-104887.00,719109.00,228840.00,-233909.00,5069.00
2016:Q3,-398326.00,-1308.00,-32044.00,127115.00,-470936.00,-7572.00,-10524.00,0.00,2952.00,55280.00,-78783.00,-289606.00,299528.00,-304666.00,5138.00
2016:Q4,67355.00,-664.00,-69190.00,-125133.00,325383.00,-2789.00,-3687.00,0.00,898.00,41288.00,-134523.00,-213065.00,246048.00,-251228.00,5180.00
